date,PRUDENTIAL BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,FUBON SECURITIES (HONG KONG) LTD,CINDA INTERNATIONAL SECURITIES LTD,KGI ASIA LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,3.864,2.341090909090909,9.790545454545455,0.3927272727272727,0.0,0.0,0.0,0.0,0.03854545454545454,16.426909090909092
2024-03-05,0.0,3.8203636363636364,2.341090909090909,9.919272727272729,0.3927272727272727,0.0,0.2269090909090909,0.0,0.6727272727272727,0.04290909090909091,17.416
2024-03-06,0.0,3.8276363636363637,2.341090909090909,9.860363636363637,0.3949090909090909,0.7992727272727272,0.2269090909090909,0.0,0.6727272727272727,0.03854545454545454,18.161454545454543
2024-03-08,0.0,3.8276363636363637,2.3447272727272725,9.869818181818182,0.40145454545454545,0.7992727272727272,0.25381818181818183,0.0,0.6741818181818182,0.03854545454545454,18.209454545454545
2024-03-11,0.0,3.8276363636363637,2.3447272727272725,9.876363636363635,0.40145454545454545,0.7992727272727272,0.25381818181818183,0.0,0.6741818181818182,0.03854545454545454,18.215999999999998
2024-03-12,0.0,3.8276363636363637,2.3447272727272725,9.889454545454546,0.40145454545454545,0.8232727272727274,0.2661818181818182,0.0,0.6814545454545454,0.03854545454545454,18.272727272727273
2024-03-13,0.0,3.8276363636363637,2.341818181818182,9.889454545454546,0.40145454545454545,0.8232727272727274,0.2661818181818182,0.0,0.6814545454545454,0.03854545454545454,18.26981818181818
2024-03-14,0.0,3.8276363636363637,2.341818181818182,9.917818181818182,0.40145454545454545,0.8232727272727274,0.27054545454545453,0.0,0.6814545454545454,0.03854545454545454,18.302545454545456
2024-03-15,0.0,3.8312727272727276,2.341818181818182,9.915636363636365,0.4007272727272727,0.8254545454545456,0.27272727272727276,0.0,0.6814545454545454,0.03854545454545454,18.307636363636366
2024-03-18,0.0,3.8312727272727276,2.341818181818182,9.899636363636363,0.4007272727272727,0.8254545454545456,0.27272727272727276,0.0,0.6814545454545454,0.03854545454545454,18.291636363636364
2024-03-19,0.0,3.8312727272727276,2.341818181818182,9.914181818181818,0.4007272727272727,0.8254545454545456,0.27272727272727276,0.0,0.6814545454545454,0.03854545454545454,18.30618181818182
2024-03-21,0.0,2.9701818181818185,2.341818181818182,10.663272727272727,0.39636363636363636,0.8254545454545456,0.27272727272727276,0.0,0.6814545454545454,0.03854545454545454,18.189818181818183
2024-03-22,0.0,2.9665454545454546,2.341818181818182,10.664,0.39854545454545454,0.8254545454545456,0.27272727272727276,0.0,0.6814545454545454,0.03854545454545454,18.18909090909091
2024-03-25,0.0,2.9723636363636365,2.343272727272727,10.669090909090908,0.39854545454545454,0.8254545454545456,0.27272727272727276,0.0,0.6850909090909091,0.03854545454545454,18.20509090909091
2024-03-26,0.0,2.9723636363636365,2.343272727272727,10.674181818181818,0.39854545454545454,0.8254545454545456,0.27272727272727276,0.0,0.6850909090909091,0.03854545454545454,18.210181818181816
2024-03-27,0.0,2.9723636363636365,2.343272727272727,10.696,0.39854545454545454,0.7927272727272727,0.27272727272727276,0.0,0.6850909090909091,0.03854545454545454,18.199272727272728
