date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),CITIBANK N.A.,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,8.110436875893324,0.0,41.683375321743185,42.404998311120515,0.0,4.622354892441051,0.0,1.2985090815911915,1.880325517210732,0.0
2024-03-04,5.345671483105327,33.76318607763825,27.636673104722615,28.08403139804108,0.0,3.0670902552026065,0.0,0.8597344345222082,1.2436132467679069,0.0
2024-03-05,5.276292622939324,33.53523926020641,27.404833648701587,28.00461080133323,0.0,3.03233439242622,0.0,0.8529665434060696,1.2358388205648205,0.6578839104223357
2024-03-06,5.253972704764564,33.54366954864735,27.447786569657552,28.007453695332085,0.0,2.9961935338766605,0.0,0.8543934547114866,1.237703964237327,0.6588265287729724
2024-03-07,5.182439686496717,33.54745214344327,27.44481863333047,28.055727831108783,0.0,3.0213435605189156,0.0,0.854894009554285,1.2344233133584899,0.6589008221890681
2024-03-08,5.200693959696854,33.54686802403427,27.406345874153388,28.05663848958456,0.0,3.04131445106751,0.0,0.8548480319775004,1.2344018199045852,0.658889349581336
2024-03-11,5.218004680227123,33.567219881522384,27.43056360991251,28.056921740422062,0.0,2.9680258545439053,0.0,0.8570466496021046,1.242928506198058,0.6592890775718451
2024-03-12,5.2207418708494675,33.56370458089326,27.42901685665625,28.059057851834634,0.0,2.955737051147912,0.0,0.8568933602164428,1.255677269752947,0.659171158649087
2024-03-13,5.224469547337911,33.56946857225609,27.429091777394028,28.042627682674336,0.0,2.960382415006944,0.0,0.8591871778663109,1.2554884674594644,0.6592843600049126
2024-03-14,5.219187151597032,33.60004599707657,27.399583000400412,28.041844785174856,0.0,2.952056467162531,0.0,0.8576984795229857,1.259470444940012,0.670113674125596
2024-03-15,5.223016822366622,33.59884289816777,27.39592421721484,28.03576552843692,0.0,2.951545995705136,0.0,0.8576054962564325,1.2578685448791755,0.6794304969731066
2024-03-18,5.194376413137561,33.658491082196555,27.46211609040994,28.085713963288008,0.0,2.943720632345027,0.0,0.7148614653192111,1.2600899675733535,0.6806303857303517
2024-03-19,5.139652212396747,33.628966330609,27.525001291724998,28.117005399995264,0.0,2.9335613476808375,0.0,0.715038984583236,1.2602125842985252,0.6805618487113905
2024-03-20,5.158424960914221,33.63126078415195,27.51971366401536,28.080339911680934,0.0,2.956729049089849,0.0,0.7113156510114871,1.2616954227965287,0.680520556339668
2024-03-21,5.117670840160782,33.60078534608689,27.549520459690125,28.145407786959947,0.0,2.9389781400002812,0.0,0.710359504853411,1.259305809748067,0.6779721125005026
2024-03-22,5.147015285559451,33.578385625990286,27.543204782975256,28.163199670002808,0.0,2.919800141249487,0.0,0.7108200582542081,1.2584663026542942,0.6791081333142092
2024-03-25,5.149607346209317,33.586559003411956,27.535208893600604,28.16099186004542,0.0,2.9176905596392095,0.0,0.71117994764749,1.2594889531554803,0.6792734362905205
2024-03-26,5.08917142662516,33.563598387489904,27.52338775341176,28.297378124248745,0.0,2.8346059738954326,0.0,0.707920397882558,1.258511234064493,0.7254267023819532
2024-03-27,5.074278075732428,33.59868885962806,27.616057870459553,28.274252066783546,0.0,2.738872879109675,0.0,0.7119315794424866,1.2599827620308064,0.7259359068134452
2024-03-28,5.080227664496731,33.61031924550233,27.650376986148295,28.266122446349044,0.0,2.7096742570528813,0.0,0.7075238000376026,1.2401981533672777,0.735557447045839
2024-04-02,5.094625684156852,33.60744093652405,27.682661138286917,28.28046691994387,0.0,2.6206872666642433,0.0,0.7069022946259752,1.2561403394074162,0.7510754203906723
2024-04-03,5.075819919407298,33.6007397276711,27.68592722216987,28.279407781745412,0.0,2.642129490318144,0.0,0.707602545054978,1.2558898693172094,0.752483444315991
2024-04-05,5.057044267453476,33.60504401272676,27.677960855020178,28.278148882270315,0.0,2.6584949005593344,0.0,0.7076442988430182,1.2555971166741413,0.76006566645278
2024-04-08,5.162622508641517,33.57226868777829,27.62236166550995,28.271111954855343,0.0,2.654594761314451,0.0,0.7034369115979595,1.2542791432567484,0.7593243670457407
2024-04-09,5.132654611343118,33.56907523312472,27.616533668478294,28.26514707905835,0.0,2.696263465694698,0.0,0.7065560135780413,1.2546057702866686,0.759164158436108
2024-04-10,5.130302458865782,33.557523394035606,27.58259903359393,28.33065073175841,0.0,2.6805899063294056,0.0,0.7051175561010696,1.254261237982791,0.7589556813330037
2024-04-11,5.1103840654728625,33.53909172574439,27.56915927558441,28.328366919245738,0.0,2.7372137820593467,0.0,0.7036730838830193,1.2535723275760973,0.7585388204341286
2024-04-12,5.1025674422881435,33.53942074844143,27.601549731168518,28.33508126137343,0.0,2.73681931212526,0.0,0.7035245175043716,1.253584625277881,0.7274523618209706
2024-04-15,5.103545866382061,33.531428898236506,27.611887538727327,28.36117150630786,0.0,2.74159577632241,0.0,0.7033379704944848,1.2197729734407363,0.7272594700886195
2024-04-16,4.93111898779092,32.37882609804406,26.65339655691834,27.392773824329254,0.0,2.631687759438743,3.415138117727324,0.7126006430604248,1.1782949918819892,0.7061630208089382
2024-04-17,4.928037700606055,32.36681814237314,26.66451179619961,27.457409457073425,0.0,2.5742072578321995,3.413586771431204,0.7118268877746468,1.177759744548388,0.7058422421613331
2024-04-18,4.914057463163113,32.36200803873167,26.670238810986348,27.564685345229776,0.0,2.480287728362205,3.4130794708344165,0.7106711356259439,1.17848468595193,0.706487321114593
2024-04-19,4.934226130110065,32.36069193965035,26.66282464734539,27.610060946997518,0.0,2.422968140062528,3.41369061283228,0.7106422340315929,1.178436759302549,0.7064585896677318
2024-04-22,4.9343364140643695,32.37657148788476,26.645535545585826,27.60794279768118,0.0,2.4241571022615536,3.4153657273460523,0.7111710247884429,1.1781146480692632,0.7068052523185541
2024-04-23,4.9357493426827785,32.36556583780289,26.65852973568835,27.61007902357788,0.0,2.4233330673627087,3.414204754507688,0.7109292790109409,1.1777141758457659,0.7038947835209881
2024-04-24,4.930599820250796,32.38218890440322,26.658503543526173,27.64518201756917,0.0,2.3747182403987486,3.415958301882876,0.7112343792768239,1.1783190539214143,0.703295738770774
2024-04-25,4.936511151591812,32.38788606090917,26.6545170522255,27.624376089807374,0.0,2.3751360361664466,3.4293190703186642,0.7100084744468924,1.17882659151225,0.7034194730218948
2024-04-26,4.925864843915505,32.40650698622569,26.655632612107006,27.581108999176074,0.0,2.4233343785447623,3.428286677631949,0.7205402568612619,1.187014409603526,0.6717108359342181
2024-04-29,4.930976969245866,32.42096017666417,26.701842230540322,27.529576070628327,0.0,2.4166012215310655,3.4298156816758145,0.7109138485317023,1.1875438139395904,0.6717699872431462
2024-04-30,5.296109837979789,32.50314048507647,26.36408882238107,27.36010530793383,0.0,2.4906490637991707,3.4362355536985816,0.6750269767680876,1.1873444043969026,0.6872995479660955
2024-05-02,5.305758217890322,32.54245642703259,26.417025390313743,27.34663371458933,0.0,2.392848708204206,3.4410779982981023,0.6726585760526931,1.1873578108579004,0.6941831567611129
2024-05-03,5.306618480303168,32.510818315721366,26.450845528581933,27.35448760478606,0.0,2.3733081602326074,3.4489437379491985,0.6749072940128659,1.1864301021703407,0.6936407762424556
2024-05-06,5.304516304786865,32.47637728841365,26.422799754100872,27.32548370056001,0.0,2.492094020426563,3.4452868303404083,0.6764509352490659,1.185172132891171,0.6718190332313929
2024-05-07,5.315490229424037,32.48134048229863,26.42588187652003,27.328671117741827,0.0,2.4694611064629357,3.445688710378824,0.6751741362525632,1.186696210139188,0.6715961307819701
2024-05-08,5.318028832518929,32.481389067764745,26.399530316976165,27.327567177010092,0.0,2.4837760903934507,3.4487065456230614,0.680296704208867,1.1882043257929413,0.6725009397117528
2024-05-09,5.320032601322206,32.49491625499681,26.43478683921327,27.364295206041618,0.0,2.424598675113883,3.450142792670679,0.6801279299433034,1.1585598063633014,0.6725398943349352
2024-05-10,5.305078343666302,32.47985214719665,26.465473041416026,27.345082110465125,0.0,2.4448633662500665,3.452934066053355,0.6779197087891752,1.1549673287317719,0.6738298874315268
2024-05-13,5.2765737458350355,32.4958932277721,26.476619412676587,27.34367611097766,0.0,2.4459097651630213,3.4544119181505724,0.6770345083840417,1.1554616535165294,0.6744196575244557
2024-05-14,5.321394988771287,32.634043179518045,26.506489256676645,27.55224739868974,0.0,1.962662673629635,3.467547224976438,0.6713005563721806,1.2077689256662114,0.676545795699816
2024-05-16,5.303743699260855,32.59546492109955,26.68475896225029,27.585258295751462,0.0,1.7999993168309767,3.466440148100943,0.6628797499842102,1.20590658259982,0.6955483241218948
2024-05-17,5.305159366482964,32.5461384056765,26.691845718824293,27.647811833065834,0.0,1.8135764270288508,3.4611944056689126,0.6492847468318361,1.1904933412750094,0.6944957551458018
2024-05-20,5.336723308245763,32.552641574118965,26.790140130267858,27.54612017461276,0.0,1.789182370101449,3.458885018328205,0.6483308067930474,1.1904358215509805,0.6875407959809775
2024-05-21,5.34621852646845,32.60677569379272,26.848331626099643,27.46994198941132,0.0,1.7488207132728528,3.4526832986014027,0.6458364475784067,1.1926781542929812,0.6887135504822329
2024-05-22,5.35192990878717,32.604339252669796,26.842362482207427,27.5021344114334,0.0,1.7419741400992665,3.4524253074509708,0.6287261785039896,1.189412596877527,0.6866957219704539
