date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,PHILLIP SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,LONG BRIDGE HK LTD,CMB WING LUNG BANK LTD,ASTRUM CAPITAL MANAGEMENT LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,96.37816854767254,0.0,3.3023114846033272,0.0,0.0,0.31951996772412616,0.0,0.0,0.0
2024-03-04,0.0,95.8360292229394,0.0,3.466646407940985,0.0,0.0,0.32323890026898655,0.26149663841985427,0.0,0.11258883043077057
2024-03-05,0.0,94.59612969684842,1.1120271101307224,3.4614569359461207,0.0,0.0,0.32343272157396824,0.2780067775326806,0.0,0.22894675796808991
2024-03-06,0.0,94.65642479601074,1.1508959183821705,3.4635967211975274,0.0,0.0,0.22181564303732196,0.2781786343009038,0.0,0.22908828707133255
2024-03-07,0.0,94.74519972178615,1.1409613550808246,3.3909938410321394,0.0,0.0,0.22500324859513154,0.27461026403342825,0.0,0.22323156947233522
2024-03-08,0.0,94.73503603838601,1.1390887709683015,3.4013226131557364,0.0,0.0,0.22675484087704909,0.2745859401245517,0.0,0.22321179648834522
2024-03-11,0.0,94.83840132633233,1.1379623449500826,3.2844925626051444,0.0,0.0,0.23397356625141885,0.2747416876437115,0.0,0.23042851221730642
2024-03-12,0.0,94.82351626374846,1.1119065784959625,3.3179859782550976,0.0,0.0,0.23408559547283425,0.2819667400013685,0.0,0.23053884402627614
2024-03-13,0.0,94.63708799235575,1.396166639105533,3.21455393908415,0.0,0.0,0.23772087628988742,0.2838458224356865,0.0,0.2306247307289953
2024-03-14,0.0,86.57172745943046,1.4494729573084237,2.840512514322219,8.320219464814087,0.0,0.3749476518905329,0.2321104511703299,0.0,0.2110095010639363
2024-03-15,0.0,86.46366296808468,1.4395580109476198,2.9682778356363646,8.309833622799188,0.0,0.3744796177127254,0.23506296349932984,0.0,0.2091249813200934
2024-03-18,0.0,86.56189225390204,1.4395704925393467,3.1274547227996856,8.319274224712272,0.0,0.10711572999729076,0.23533001287283575,0.0,0.20936256317652283
2024-03-19,0.0,87.12860098081143,1.3840430856201391,2.958450609172248,7.998381480979232,0.0,0.10298404019270482,0.2262528155748818,0.0,0.2012869876493776
2024-03-20,0.0,87.16012411055362,1.3843454972705393,2.9341257439330484,8.000129117139783,0.0,0.09052090061070042,0.22942366189263727,0.0,0.2013309685996613
2024-03-21,0.0,87.3827368147385,1.4164260243047346,2.4026066009537645,8.260020898890625,0.0,0.09346155791771854,0.23687670713628664,0.0,0.207871396058374
2024-03-22,0.0,87.38630751719272,1.4171110867697965,2.3940955220172326,8.264015904758462,0.0,0.0935067611292926,0.2369912738966554,0.0,0.20797193423584046
2024-03-25,0.0,87.34547055693726,1.4277288740128815,2.4203710708435078,8.26015400352197,0.0,0.09346306398729924,0.24493768493223247,0.0,0.2078747457648552
2024-03-26,0.0,86.44376791735726,1.5358143550451486,2.584452502978113,8.855499956570918,0.0,0.09501663613890121,0.2625914307838724,0.0,0.22285720112578647
2024-03-27,0.0,86.4379105349937,1.5347496286927769,2.587297515938161,8.859326244653756,0.0,0.0950576909663319,0.2627048913978627,0.0,0.22295349335739664
2024-03-28,0.0,86.54867301142643,1.5424938822091512,2.5777479131418923,8.87404996886426,0.0,0.09521567174130564,0.2752598510339563,0.0,0.08655970158300512
2024-04-02,0.0,86.53945098834205,1.4817738292005787,2.632918217539813,8.873281900230912,0.0,0.1090557841584538,0.2769670708786128,0.0,0.0865522096495665
2024-04-03,0.0,86.47462731145504,1.4781504318292007,2.683918683145274,8.915694639988416,0.0,0.09542050909695544,0.2654425071242578,0.0,0.08674591736086858
2024-04-05,0.0,86.43816557970051,1.4775864636188276,2.6464752857773837,8.912292977855744,0.04509066673015202,0.09538410269839849,0.2653412311428176,0.0,0.11966369247617265
2024-04-08,0.0,86.21464041252571,1.480359171796555,2.823454993156575,8.95334214995525,0.04691279065552463,0.0955630920760687,0.2658391470479729,0.0,0.1198882427863407
2024-04-09,0.0,86.14842713366258,1.4805649716026725,2.888144346013664,8.954586845238442,0.04691931248036638,0.09557637727482042,0.2658761040554095,0.0,0.11990490967204742
2024-04-10,0.0,86.10884562751536,1.4801534291951863,2.9290360112947003,8.952097800651398,0.04690627064350943,0.0955498105701118,0.26753946959631303,0.0,0.11987158053341299
2024-04-11,0.0,85.8959668442417,1.4696808926332205,3.08840961164198,8.930687089118958,0.11091931265156384,0.11611865543210587,0.2686327103280061,0.0,0.11958488395246725
2024-04-12,0.0,85.87488570141146,1.478013460327496,3.0911793824434377,8.928675415209696,0.11089432762128924,0.11782522309761984,0.26857219970780993,0.0,0.12995429018119836
2024-04-15,0.0,85.84364959987057,1.4740116609997833,3.098715465956066,8.92542770186933,0.11085399095650543,0.11778236539128702,0.2684745093477866,0.0,0.16108470560867197
2024-04-16,0.0,85.83646108634082,1.4894457119141553,3.0741466728460765,8.924500217682057,0.11084247158430925,0.11777012605832858,0.26844661086824895,0.0,0.1783871027059977
2024-04-17,0.0,85.81268186196368,1.489033091643784,3.1009979850395544,8.9220278686308,0.1108117649595374,0.11773750026950848,0.26837224326137965,0.0,0.17833768423175553
2024-04-18,0.0,85.81222616939031,1.5069475413070452,3.0138950826140904,8.925582301309909,0.1108559110846562,0.1177844055274472,0.27021128326884947,0.0,0.24249730549768542
