date,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,FORTUNE (HK) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,15.310153387421622,0.0,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,17.609754184565062
2024-03-04,0.0,15.308331401907221,0.0,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,17.607932199050662
2024-03-05,0.0,15.444980315487141,4.281095221875055,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,22.025676334505636
2024-03-06,0.0,15.492351938861512,4.281095221875055,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,22.07304795788001
2024-03-07,0.0,15.5105717940055,4.281095221875055,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,22.091267813024
2024-03-08,0.0,15.5105717940055,4.284739192903853,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,22.094911784052794
2024-03-12,0.0,15.568875330466266,4.284739192903853,0.0,2.2996007971434413,0.0,0.0,0.0,0.0,22.15321532051356
2024-03-14,0.0,15.568875330466266,4.2865611784182525,0.0,2.2996007971434413,0.0,0.7346792189710729,0.0,0.0,22.88971652499903
2024-03-15,0.0,15.667262548243807,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.880361930280252,24.864821702028028
2024-03-18,0.0,15.669084533758207,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.880361930280252,24.866643687542428
2024-03-19,0.0,15.672728504787003,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.880361930280252,24.870287658571225
2024-03-20,0.0,15.854927056226895,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,24.870287658571225
2024-03-21,0.0,15.951492288490037,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,24.966852890834367
2024-03-22,0.0,15.956958245033235,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,24.972318847377565
2024-03-25,0.0,16.14462275301632,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,25.159983355360655
2024-03-26,0.0,16.23572202873627,4.2865611784182525,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,25.251082631080596
2024-03-27,0.0,16.41792058017616,4.195461902698307,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,25.342181906800544
2024-04-02,0.0,16.509019855896103,4.195461902698307,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,25.43328118252049
2024-04-03,0.0,16.676642523220806,4.195461902698307,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,25.600903849845192
2024-04-05,0.0,16.76591981342635,4.195461902698307,0.0,2.2996007971434413,0.0,0.731035247942275,0.0,1.698163378840361,25.690181140050733
2024-04-10,0.0,16.94083042280865,4.195461902698307,0.0,2.2996007971434413,1.1900116188745047,0.731035247942275,0.0,1.5159648274004698,26.872904816867642
2024-04-11,0.0,17.031929698528593,4.195461902698307,0.0,2.2996007971434413,1.1900116188745047,0.731035247942275,0.0,1.4248655516805244,26.872904816867642
2024-04-12,0.0,17.10116514807575,4.195461902698307,0.0,2.2996007971434413,1.1900116188745047,0.731035247942275,0.0,1.3866038558781473,26.903878570612427
2024-04-15,0.0,17.161290670050917,4.1772420475543175,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.1132413482325494,1.3866038558781473,28.035339773988966
2024-04-16,0.0,17.168578612108508,4.162666163439126,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.1041314206605548,1.3866038558781473,28.018941904359373
2024-04-17,0.0,17.168578612108508,4.155378221381531,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3866038558781473,28.009831976787382
2024-04-19,0.0,17.168578612108508,4.179064033068716,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.020763889873773
2024-04-22,0.0,17.228704134083674,4.17359807652552,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.075423455305742
2024-04-23,0.0,17.228704134083674,4.271985294303061,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.17381067308328
2024-04-24,0.0,17.18971364407554,4.27380727981746,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.136642168589542
2024-04-29,0.0,17.18971364407554,4.302959048047842,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.165793936819927
2024-05-03,0.0,17.18971364407554,4.355796627965411,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.218631516737496
2024-05-06,0.0,17.18971364407554,4.394058323767788,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.256893212539875
2024-05-07,0.0,17.18424768753234,4.394058323767788,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.251427255996674
2024-05-10,0.0,17.175137759960347,4.403168251339783,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.251427255996674
2024-05-17,0.0,17.175137759960347,4.40681222236858,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.255071227025475
2024-05-20,0.0,17.19153562958994,4.397702294796586,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.26235916908307
2024-05-21,0.0,17.209755484733925,4.377660454138198,0.0,2.2850249130282503,1.18090169130251,0.731035247942275,1.102309435146156,1.3738499572773548,28.26053718356867
