date,UBS SECURITIES HONG KONG LTD,SOLITON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CROSBY SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,HANG SENG BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,63.3154525004326,0.0,0.0,36.6845474995674,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,36.62210444261535,37.05614419897228,0.0,21.182282320102978,0.0,0.0,3.5089644272580567,1.6305046110513346
2024-03-05,0.0,0.0,36.637797463027496,37.072023210737456,0.0,21.19135918758191,0.0,0.0,3.5104680615035635,1.588352077149574
2024-03-06,20.27572469674583,0.0,23.213369865717308,23.488491286348033,0.0,13.479139601559204,10.097137138082184,6.195661992230046,2.22420011999095,1.0262752993264492
2024-03-07,20.21325379731334,0.0,23.25507602448893,23.416121632541977,0.0,13.43039171696154,10.049787272285005,6.176572732387391,2.2173472067613678,1.2414496172604514
2024-03-08,20.21143028914497,0.0,23.261999451916964,23.414009182488332,0.0,13.429180114453313,10.048880645901885,6.176015522205252,2.2171471721314076,1.241337621757877
2024-03-11,20.220551121572257,0.0,23.277912169792483,23.42457524590637,0.0,13.43885048206619,10.053415414354284,6.178802578927141,2.2181477063605213,1.187745281020759
2024-03-12,20.203775146267027,0.0,23.30549290272058,23.405141052768005,0.0,13.47279060369708,10.045074600708285,6.173676336874847,2.2163074206570545,1.1777419363071209
2024-03-13,18.805530360317537,0.0,21.694265976057263,21.785339000699935,6.789766786493866,12.495051104431658,9.351562834507128,5.746414071002225,2.0629232005021656,1.2691466659882216
2024-03-14,18.794487322852373,0.0,21.64125989605803,21.77254615146003,6.785779680171078,12.49778040242165,9.37459363653255,5.743039645252961,2.061711804824702,1.3288014604266274
2024-03-15,24.466426131612064,0.0,21.53644765937954,21.66205989697276,6.751344783332536,12.427682510053339,4.083858329193485,5.71389620307758,2.051249509162879,1.3070349772158179
2024-03-18,24.46887683489761,0.0,21.538604878531775,21.664229698196515,6.752021038325945,12.418910743999682,4.084267392820974,5.714468541028486,2.051454974557969,1.3071658976410472
2024-03-19,24.469693845097353,0.0,21.53932404762126,21.664953061869983,6.752246486763748,12.415986431465445,4.084403765574858,5.7146593458257655,2.0515234721702558,1.3072095436113276
2024-03-20,24.467651421888643,0.0,21.537526214938378,21.663144743252296,6.751682893895655,12.428304894314044,4.0840628507641785,5.714182357721554,2.0513522367155215,1.3020923865097318
2024-03-21,24.466017728790547,0.0,21.54610359137587,21.661698305691132,6.751232087336656,12.409113447214908,4.0837901598885225,5.713800824565056,2.051215268931687,1.317028586205618
2024-03-25,24.464792602128473,0.0,21.545024678319148,21.66061360427244,6.750894021921853,12.421845298836057,4.083585665627844,5.713514708131661,2.05111255509638,1.3086168656661472
2024-03-26,19.49805039095893,0.0,21.531008634947398,21.646522364913512,6.746502250511882,12.392079421202318,9.020079347173446,5.709797800346687,2.0497782107193454,1.4061815792264847
2024-03-27,24.436347797071754,0.0,21.531726962772403,21.647244546562916,6.746727330552031,12.390824727739025,4.08106525261356,5.709988293356312,2.049846596402005,1.4062284929299944
2024-03-28,24.400616016808677,0.0,21.511990396213523,21.627402093444857,6.740543096781824,12.379466960785114,4.182319916274938,5.704754362785063,2.0479676512595497,1.4049395056464526
2024-04-02,24.375221122151675,0.0,21.496943183892682,21.61227415292172,6.73582822004253,12.352488047485583,4.272658498830291,5.700763999803579,2.046535138344327,1.4072876365276146
2024-04-03,24.377615612174605,0.0,21.500523943836473,21.615874123620763,6.73695021137275,12.339554250426339,4.275035904929698,5.701713579806879,2.0468760310463385,1.4058563427861543
2024-04-05,24.37063071027398,0.0,21.49730120621465,21.61263409603126,6.735940402357897,12.354359229741844,4.274395115008417,5.700858943570548,2.0465692225048495,1.4073110742965567
2024-04-08,24.368965253381322,0.0,21.49730120621465,21.61263409603126,6.735940402357897,12.337704660815255,4.274395115008417,5.700858943570548,2.0465692225048495,1.4256311001158017
2024-04-09,24.36693614929318,0.0,21.495511213849035,21.610834500367524,6.7353795281449065,12.341673305249573,4.27403920360586,5.70038425635802,2.0463988130544326,1.4288430300774706
2024-04-11,24.543887514747865,0.0,21.653090292426135,21.769258989739804,6.7847551810127635,12.432147520456322,3.572292287790006,5.742172576240992,2.0614005330021135,1.4409951045839942
2024-04-12,24.50795434848081,0.0,21.62878078364578,21.74481906059315,6.77713806662318,12.455054332849572,3.585038173702632,5.735725949326528,2.0590862381979957,1.5064030465803533
2024-04-15,24.50956424785087,0.0,21.631680541551937,21.747734375682786,6.778046673533869,12.444993101165167,3.5855188176599615,5.736494934727762,2.0593622986777063,1.506605009149944
2024-04-16,24.51155266790181,0.0,21.63136560836394,21.752473430305805,6.779523679500025,12.447704992945281,3.586300139025913,5.737744975875532,2.0598110548678195,1.4935234512138762
2024-04-17,24.511141804095967,0.0,21.631003022389898,21.75210881431672,6.779410040803264,12.447496343925096,3.5862400252932587,5.737648799522704,2.059776528217436,1.4951746214356565
2024-04-18,24.277557345684833,0.0,21.424865496596208,21.544817183543188,6.714804122589229,12.328875117900264,4.490094634575985,5.6829705802009975,2.0401474228645697,1.4958680960447264
2024-04-19,24.279169706855217,0.0,21.42628840009163,21.54624805346784,6.715250077232847,12.32969392348402,4.490392838144699,5.683348007013979,2.0402829164992733,1.4893260772104993
2024-04-22,24.281185459513548,0.0,21.428067295264817,21.54803690816572,6.715807603843435,12.322415188063328,4.49076564831118,5.683819861035005,2.0404523088533915,1.4894497269495761
2024-04-23,24.29005874903606,0.0,21.435897944445266,21.555911398908634,6.718261821136316,12.31861284844775,4.492406748736102,5.685896949870098,2.0411979694853044,1.4617555699344686
2024-04-24,32.12864974448595,0.0,13.632187915572333,21.577057793002858,6.724852450011563,12.289129548284205,4.468547647275578,5.691474826650904,2.043200388955689,1.4448996857609218
2024-04-25,32.156987741477685,0.0,13.627569909849683,21.59608911251648,6.697500241451998,12.293312034689007,4.472488979724747,5.696494800966627,2.0450025252712893,1.414554654052478
2024-04-26,32.178943904646815,0.0,13.645201139507313,21.610834500367524,6.697077209156816,12.24008889402029,4.480538662498176,5.70038425635802,2.0463988130544326,1.4005326203906208
2024-04-29,32.19020135967992,0.0,13.649974765351,21.618394816776192,6.699420109090348,12.231043750078662,4.482106130425857,5.702378474056015,2.0471147235170646,1.379365871024943
2024-04-30,12.093882021592865,0.0,5.129557189798153,8.122046628070724,2.5169769989047097,4.59396025661086,1.6839305273040215,2.1423877327491785,0.7691024878735723,0.5182287591926146
2024-05-02,32.185911876745564,0.0,13.651487205083965,21.615514072583302,6.698527382514738,12.239407983766828,4.4815088704851185,5.701618607571291,2.0468419366657775,1.379182064583415
2024-05-03,32.19610126591095,0.0,13.655808981529246,21.622357094018856,6.700647996732437,12.233285488501691,4.477929004405924,5.70342362123962,2.047489924180706,1.3629566234805752
2024-05-06,32.28917599829228,0.0,13.695286145422758,21.684864510160892,6.720018696741315,11.7339229860792,4.490874113512938,5.71991147555527,2.053408950685582,1.612537123549762
2024-05-07,32.28755740083308,0.0,13.694599625724665,21.733905662300675,6.719681834469298,11.688219428599462,4.490648994190287,5.719624746832875,2.0533060170427273,1.612456290006931
2024-05-08,32.31347444877185,0.0,13.705592206878947,21.75135135098978,6.725075686784454,11.613987478482663,4.499270455127085,5.724215858725149,2.054954194692588,1.6120783195474855
2024-05-09,32.324285502683416,0.0,13.710177659194617,21.758628656699436,6.727325681780331,11.581070668895993,4.502448606866036,5.726130998068898,2.0556417165689447,1.6142905092423276
2024-05-10,32.33780949723292,0.0,13.715913791178732,21.767732139445663,6.646463303744787,11.627754509484774,4.504332363597909,5.72852672509591,2.056501766124202,1.6149659040951077
2024-05-13,32.33889190568481,0.0,13.71637288909674,21.768460747153252,6.646685773607991,11.628143712710141,4.504483132233642,5.7287184698628115,2.0565706011791303,1.6116727684714833
2024-05-16,32.36977103626161,0.0,13.72947011180671,21.789246590521902,6.653032431326035,11.543760917604862,4.50878428526099,5.734188596859881,2.058534339216891,1.6132116911411234
2024-05-17,32.38061979938243,0.0,13.700975390971937,21.796549279644324,6.6552622022070755,11.54762982132921,4.511552225580259,5.736110416254518,2.0592242591856547,1.6120766054445943
2024-05-20,32.64662666688999,0.0,13.68744267619571,21.775020412093642,6.64868867276312,11.350398892442138,4.502073778982304,5.730444750564814,2.057190324099675,1.6021138259686027
2024-05-21,33.32302575902672,0.0,13.604766733536525,21.39223105752759,6.608528752720194,11.280175353063123,4.479871971424132,5.695831277996028,2.0447643250801435,1.570804769625548
2024-05-22,33.32358025943787,0.0,13.604993119003495,21.392587027630743,6.608638719682287,11.280363056962415,4.479946517201219,5.695926057528005,2.0447983502814315,1.5691668922725412
2024-05-23,33.31249375629865,0.0,13.600466840682001,21.385469875710346,6.606440075558778,11.316533257969624,4.473465686314099,5.694031066004707,2.044118061334296,1.5669813801275005
2024-05-24,33.44866168707304,0.0,13.57269631016473,21.34180329788133,6.592950513187283,11.293426247315393,4.464331403144631,5.682404533964515,2.0399442161517625,1.563781791117316
2024-05-27,33.44976646460379,0.0,13.572470998243208,21.341449015828605,6.592841067700942,11.293238772143901,4.464257293545199,5.6823102038877815,2.039910352301822,1.5637558317447529
2024-05-28,33.82018071724915,0.0,13.547956763558503,21.17862468138958,6.539507261177057,11.272841225842525,4.383284323483749,5.6720469669350235,2.0362259206962166,1.5493321396681996
2024-05-29,34.2742229301023,0.0,13.5306051986472,20.781685489200523,6.531930693145098,11.24488461401946,4.3782059206998785,5.665475424461085,2.033866782063833,1.5591229476606316
2024-05-30,34.27313507167992,0.0,13.530829150093366,20.78202945670609,6.5320388062193855,11.24507073342316,4.378278386456817,5.665569196424415,2.033900445554894,1.5591487534419513
2024-05-31,12.966984822406511,0.0,5.116570176811141,7.854795806603035,2.4700359881082776,4.2522296980128305,1.6556094507901737,2.1423877327491785,0.7691024878735723,0.589579095603192
2024-06-04,34.2890715533796,0.0,13.529933388786475,20.770723428656915,6.531606375393985,11.244326292772516,4.377988537821092,5.665194127194631,2.033765798276373,1.5573904977184188
2024-06-05,34.34624349166346,0.0,13.519864240386593,20.755265592275443,6.526745470909565,11.229342898131495,4.374730383104909,5.660978017717836,2.0322522439191557,1.5545776618915472
2024-06-06,34.77300052829071,0.0,13.515393872427925,20.396258618243827,6.524587390524379,11.172725601207084,4.373283870463605,5.659106204932207,2.0315802759797137,1.5540636379305504
2024-06-07,35.17201747752008,0.0,13.515617320613266,19.996500488418036,6.52469526064835,11.172910318373635,4.373356173376421,5.659199766172381,2.0316138638226082,1.5540893310552257
2024-06-12,35.167366138922816,0.0,13.513829941980541,20.007080585662447,6.523832399513909,11.171432752037248,4.372777817005997,5.658451362862311,2.0313451921723233,1.5538838098424108
