date,SUNHIGH FINANCIAL HOLDINGS LTD,GRANSING SECURITIES CO LTD,SORRENTO SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,YUEN META (INTERNATIONAL) SECURITIES LTD,VALUABLE CAPITAL LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,LUK FOOK SECURITIES (HK) LTD
2024-07-18,28.091859973539297,24.363804085041508,8.380234458261828,25.582300762068304,7.184334785097421,3.0141597394178454,0.0,3.383306196573798,0.0,0.0
2024-07-24,30.47235783342539,26.42838733220833,9.090373630677853,19.276161761645817,7.79313368971744,3.2695789539446727,0.0,3.6700067983805,0.0,0.0
2024-08-05,30.47235783342539,26.438360628458284,9.090373630677853,19.276161761645817,7.79313368971744,3.2596056576947143,0.0,3.6700067983805,0.0,0.0
2024-08-06,30.467293511023392,26.45058613001722,9.088862865312336,19.272958179620176,7.791838517819604,3.2590639308600475,0.0,3.66939686534722,0.0,0.0
2024-08-07,30.464255725495125,26.457919480614507,9.087956647105896,19.271036541473233,7.791061621300082,3.2587389811810983,0.0,3.6690310028300597,0.0,0.0
2024-08-09,30.464255725495125,26.47121367329653,9.074662454423873,19.271036541473233,7.791061621300082,3.2587389811810983,0.0,3.6690310028300597,0.0,0.0
2024-08-13,29.16536048694863,25.374386989100113,8.687748821618344,18.449383196939788,7.458876488194729,3.1197971148685832,0.0,3.5125956399379628,0.0,4.2318512623918565
2024-08-16,29.16536048694863,25.39665989048112,8.687748821618344,18.449383196939788,7.458876488194729,3.1197971148685832,0.0,3.5125956399379628,0.0,4.209578361010847
2024-08-21,29.16536048694863,25.438023850188713,8.646384861910756,18.449383196939788,7.458876488194729,3.1197971148685832,0.0,3.5125956399379628,0.0,4.209578361010847
2024-08-22,29.122735059701792,25.400845957756534,8.633748095461584,18.568570130529324,7.447975275530723,3.1152375043331944,0.0,3.507461950952198,0.0,4.203426025734642
2024-08-23,29.047979325645212,25.335644015653997,8.611585953917778,18.777598104814366,7.428856918075073,3.1072409385601096,0.0,3.4984585763625025,0.0,4.192636166970959
2024-08-26,29.04429762730276,25.332432838809936,8.610494474838394,18.787892672263443,7.42791534448419,3.1068471100020254,0.0,3.498015162760567,0.0,4.192104769538684
2024-08-27,29.042457128088163,25.33082755562003,8.609948839047105,18.79303897745804,7.427444647188181,3.1066502331575854,0.0,3.4977934981074106,0.0,4.191839121333488
2024-08-28,29.039696816587313,25.32842001226654,8.609130515008705,18.80075721243626,7.426738713086562,3.1063549646708357,0.0,3.497461053797419,0.0,4.19144071214637
2024-08-30,29.18318738956081,24.949034402688063,8.847020818140496,18.79818463046468,7.426974009543338,3.106453381263221,0.0,3.4975718615456737,0.0,4.191573506793719
2024-09-03,29.184112010503537,24.9498248715084,8.847301121337676,18.795611885477104,7.427209320910072,3.10655180409194,0.0,3.4976826763154487,0.0,4.191706309855825
2024-09-04,29.158244751559742,24.92454513546762,8.839459339858184,18.87075270187741,7.420626233966581,3.103798320281645,0.0,3.494582514711802,0.0,4.187991002277018
2024-09-10,29.15852165774192,24.924781835608346,8.839543285272567,18.87726302344024,7.420696705193411,3.1038277960251426,0.0,3.487334922479447,0.0,4.188030774238922
2024-09-13,29.702997313954388,24.101737239008106,9.630932320465108,18.782296339217133,7.420696705193411,3.1038277960251426,0.0,3.487334922479447,0.0,3.7701773636572615
2024-09-16,29.73877041793426,24.130764409001536,9.642531430806784,18.684480979798895,7.429633896010623,3.107565922292644,0.0,3.491534929417329,0.0,3.7747180147379287
2024-09-17,29.739712979062176,24.131529226113987,9.642837047857311,18.681903709580663,7.429869375958403,3.107664415633143,0.0,3.4916455925367176,0.0,3.7748376532575962
2024-09-20,27.556246231436948,22.359810996295757,16.27679013458207,17.31029277436672,6.884374107291026,2.8795020954691797,0.0,3.235291671059278,0.0,3.4976919894990246
2024-09-26,27.556246231436948,22.359810996295757,16.27679013458207,17.307356005273938,6.884374107291026,2.882438864561958,0.0,3.235291671059278,0.0,3.4976919894990246
2024-10-03,27.73134341878198,22.50188912922198,16.380215693623533,16.78191254479702,6.928118619250076,2.9007543830705353,0.0,3.255849277747993,0.0,3.519916933506885
2024-10-04,27.72888489557061,22.499894223461798,16.37876350503383,16.78929024722291,6.927504406653906,2.9004972165902263,0.0,3.2555606303174964,0.0,3.5196048751492204
2024-10-07,27.778960704948837,22.54052695782553,16.408342041719237,16.63901937785692,6.940014840861444,2.905735247122902,0.0,3.261439872636725,0.0,3.525960957028402
2024-10-09,27.774849326514218,22.53719088498164,16.40591355260711,16.636556747732996,6.938987695618117,2.905305188656762,0.0,3.2757575007916513,0.0,3.5254391030975074
2024-10-15,29.813417287977153,16.85171626690516,17.61004500814479,17.85761653373921,7.448282915728241,3.11854350387649,0.0,3.5161856022057236,0.0,3.7841928814232295
2024-10-16,29.953219543881954,16.711914011000356,17.61004500814479,17.85761653373921,7.448282915728241,3.11854350387649,0.0,3.5161856022057236,0.0,3.7841928814232295
2024-10-17,29.959883001748324,16.715631779459788,17.61396257676424,17.839342961829235,7.449939876820954,3.1192372617949693,0.0,3.5169678204436097,0.0,3.785034721138878
2024-10-22,29.924695408027592,16.695999431102265,17.59327514754674,17.935839861350463,7.4411899942658675,3.1155737477058056,0.0,3.5128371756481203,0.0,3.7805892343531475
2024-10-23,29.91804759156695,16.692290389511978,17.58936677479548,17.954070538961712,7.439536922625332,3.1148816182735106,0.0,3.5120567935429254,0.0,3.77974937072211
2024-10-30,29.929166407233538,16.689642082872165,17.586576142968884,17.95122204524932,7.438356606768758,3.1143874283523316,0.0,3.5114995900011285,0.0,3.779149696553873
2024-11-01,29.909236423045478,16.67852836529346,17.57486515243602,18.005858743947783,7.433403367258476,3.112313541918008,0.0,3.5091612645578842,0.0,3.7766331415428906
2024-11-04,29.908288038227575,16.677999509830123,17.57430787524407,18.008458676544663,7.433167663250552,3.11221485431295,0.0,3.509049993403389,0.0,3.7765133891866767
2024-11-07,28.611616827842617,15.954926300705957,16.81237529538046,17.16703546654038,7.110903329746006,2.9772850516789116,4.39615930835014,3.356915438044287,0.0,3.612782981711242
2024-11-08,27.571283377578087,15.374796781042551,16.20106847887211,16.54283301950005,6.852347141186494,2.869029399827038,4.236312641568349,3.2348562254901596,3.636052644365617,3.481420290569539
2024-11-12,27.656653960869164,15.422402666891408,16.25123279828514,15.636412805985426,6.873564465906015,3.5259198320330962,4.249429785092694,3.244872500723015,3.647311167622427,3.492200016591615
2024-11-13,27.65422136458936,15.421046158638232,16.249803388621075,15.643833173924712,6.872959887804397,3.52560970270659,4.2490560180021,3.2445870914762978,3.6469903610783594,3.491892853158876
2024-11-14,27.658275929494856,15.423307138317844,16.25218587777787,15.631465168727027,6.873967577067841,3.5261266152308157,4.249678999686703,3.245062801451295,3.6475250700088244,3.492404822236925
2024-11-15,27.655032182467043,15.42149830154087,16.250279830569035,15.641359862987711,6.87316140202084,3.525713073086793,4.249180599726433,3.2446822223130973,3.64709729032238,3.491995234965797
2024-11-18,27.65422136458936,15.421046158638232,16.249803388621075,15.643833173924712,6.872959887804397,3.52560970270659,4.2490560180021,3.2445870914762978,3.6469903610783594,3.491892853158876
2024-11-19,27.64368505710224,15.415170712645434,16.243612184650782,12.821390477269423,6.870341277872487,6.378848985278333,4.247437120107799,3.2433508980281496,3.64560085126934,3.4905624357760145
2024-11-20,27.671055583695704,15.43043355980426,16.259695287115434,12.743140947936462,6.877143730521755,6.385164802269687,4.251642586579068,3.238494567068921,3.6492104284600333,3.4940185065486773
2024-11-21,27.609497437430214,15.396106394975245,16.22352331320251,11.778101376757453,6.861844559213607,7.527187647819209,4.242184211006023,3.234217239772679,3.6410922477629066,3.486245572060151
2024-11-22,27.836305951339924,15.383947957090715,16.210711457048006,11.599158998346168,6.856425701438387,7.521243362873823,4.238834121580745,3.231663150549985,3.638216845840462,3.4834924538917837
2024-11-25,27.961216680055067,15.352963462269281,16.178061794777072,11.596230060512216,6.842616314717091,7.506094980502944,4.2302967725039435,3.2251543239189973,3.6308891877299674,3.4764764230134184
2024-11-28,28.025359685058504,15.308279270865361,16.13097618739197,11.708002710191574,6.822701151246416,7.484248788682773,4.217984661481046,3.215767640138284,3.6203216287157307,3.466358276228343
2024-12-04,28.030295339380253,15.310975271044875,16.13381707590252,11.692598814231191,6.823902723493894,7.485566868639429,4.218727507048684,3.216188432749863,3.6209592175386294,3.466968749970663
2024-12-05,28.043356691695198,15.318109767484502,16.141334994157102,11.651449976342057,6.827082475849528,7.489054938421234,4.220693318882743,3.2176870887476965,3.6226464856706877,3.4685842627492476
2024-12-06,28.049074861783797,15.321233200889756,16.144626286992278,11.633435298510507,6.828474549531539,7.4905819913490115,4.221553937764944,3.2183431900221486,3.623385160038513,3.4692915231175085
2024-12-09,28.043356691695198,15.318109767484502,16.141334994157102,11.651449976342057,6.827082475849528,7.489054938421234,4.220693318882743,3.2176870887476965,3.6226464856706877,3.4685842627492476
2024-12-10,28.153859394148874,15.278508284595446,16.099605249999343,11.525469400642336,6.809432609517884,7.469693693104359,4.209781677904528,3.380751703176943,3.6132809585271293,3.4596170283831587
2024-12-11,28.315476597748372,15.266977929287142,16.087455230809113,11.409374885415014,6.804293679985421,7.464056479004569,4.206604647947646,3.3782003239702383,3.6105540945882884,3.4570061312441926
2024-12-12,28.515780317560253,15.374976551841327,15.324315594205554,11.659627000039603,6.852427262695518,7.516857224648718,4.236362174925978,3.4020977176385028,3.6360951591446784,3.4814609972998727
2024-12-13,28.508280282353464,15.370932725435098,15.320285092315144,11.679939338566196,6.850624981812799,7.517802561945834,4.235247954480078,3.401202920008031,3.6351388170279586,3.480545326055389
2024-12-17,28.504948199591908,15.369136151967453,15.318494438604969,11.655197927654948,6.849824272363413,7.5519882398785265,4.234752933505108,3.400805383239552,3.63471393754494,3.480138515649187
2024-12-30,28.41279261282529,15.319448225847983,15.268970235526746,11.975764855981504,6.827679009349853,7.492621897258125,4.221062112575836,3.3898106880947987,3.6229630235177384,3.4688873390221286
2025-01-02,28.402865525609798,15.314095795317712,15.263635441397769,12.006519462586313,6.82529350061339,7.490004065492682,4.2195873243596775,3.388626329105407,3.621697203913061,3.4676753516041923
2025-01-07,28.402038581452583,15.31364992826146,15.263191043485355,12.009081376437496,6.825094783460132,7.4897859954147235,4.219464471858032,3.3885276698788824,3.6215917588712823,3.4675743908800523
2025-01-22,28.326165165728924,15.272740930693507,15.222416842155024,11.802778006706582,6.806862174826294,7.643999946775111,4.208192563291104,3.6466162709050427,3.6119170118873924,3.4583110870310194
2025-01-23,28.317942474341777,15.268307466630363,15.217997986474163,11.828380432358324,6.80488623750294,7.641781000011299,4.206970983576971,3.6455577089702524,3.6108685226644086,3.4573071874694996
2025-02-06,28.22699015921711,15.219268313684008,15.169120418844154,12.099998218304412,6.783030124262308,7.617236926081617,4.193458923123944,3.645422959667208,3.59927103983017,3.4462029169850736
2025-02-12,28.216376291394536,15.213545588684763,15.163416550376347,12.086771048460001,6.780479580092727,7.614372704800829,4.191882105387503,3.690331401868998,3.5979176476739796,3.4449070812603177
2025-02-13,27.991298012928738,15.092189160236986,15.042459994595673,11.998964614152097,7.515471158486337,7.553633867102658,4.15844401971454,3.6608941194085185,3.5692175374317165,3.4174275159427405
2025-02-19,27.995314467923706,15.094354729640363,15.044618428390134,11.986337397008588,7.516549549051151,7.554717733612231,4.159040712416913,3.661419418966444,3.5697296823704665,3.4179178806200063
2025-02-21,27.9704310109572,15.080938208572793,15.031246115117163,12.064567780466346,7.509868511856347,7.548002770869666,4.15534397556804,3.6581649896349724,3.5665567508774085,3.414879886080066
2025-02-25,27.989691753604447,15.091323106453006,15.041596794482,12.004014486564962,7.51503988889608,7.553200407574424,4.158205390570649,3.66068404178683,3.5690127206008837,3.4172314094667193
2025-02-26,27.86894925185321,15.026221849795732,14.976710048201014,12.383613359195971,7.482621356926044,7.520617257982519,4.140267639555999,3.644892508488888,3.5536166409133734,3.4024900870872483
2025-03-05,27.86178556551604,15.022359374063624,14.972860299429417,12.406135066283627,7.480697956373825,7.5186840906208365,4.1392033877805305,3.643955592409722,3.552703187207315,3.4016154803150678
2025-03-07,27.897640872968594,15.041691635190723,14.992128860240703,12.464997148124299,7.4903248600248755,7.356773328655312,4.144530124996583,3.6486449956714786,3.5572751578287045,3.4059930162987277
2025-03-10,27.883287647144805,15.033950656629749,14.984416237296907,12.510033363846688,7.486471501245048,7.352988674768207,4.1423979929670836,3.6467679691751282,3.555445136071593,3.4042408208547847
2025-03-11,27.890462396560643,15.037819096752605,14.988271931539485,12.42748116221353,7.488397872256601,7.346303578483253,4.143463888350595,3.716323294995702,3.5563600004963294,3.405116778351257
2025-03-12,27.87133793098404,15.027507677401648,14.97799448663621,12.487529561489126,7.483263084410647,7.341266224569777,4.140622718800447,3.7137750153753744,3.553921407566587,3.402781892766143
2025-03-13,27.85303491279952,15.017639161330814,14.968158485718872,12.544998720012298,7.478348849555733,7.336445238597074,4.137903585147621,3.711336191239699,3.5515875587822148,3.4005472968161565
2025-03-20,27.853830196317404,15.018067957723739,14.968585869297504,12.542501630510477,7.47856237772599,7.336654715014864,4.138021734086512,3.7114421604639314,3.551688966727764,3.400644392131817
2025-03-21,27.821260769020473,15.000507361244114,14.951083132123768,12.644765506416963,7.4698177098677405,7.328075979499525,4.1331831536445565,3.7071023786543913,3.54753598400446,3.3966680255240065
2025-03-28,27.837138773923154,15.00906837260165,14.95961593634293,12.594910582404736,7.474080845287953,7.33225822081834,4.135542022386059,3.709218076797322,3.54956061524652,3.3986065541913377
2025-04-01,27.837734551675673,15.009389600623507,14.959936105970764,12.5930399157333,7.474240807528483,7.332415147733825,4.135630532342186,3.7092974624564365,3.5496365838747246,3.3986792920610966
2025-04-03,27.843693732110303,15.012602637254691,14.963138556169447,12.595735688154686,7.475840806605319,7.333984786412786,4.1365158403225255,3.688684661887746,3.5503964490441184,3.3994068420383834
2025-04-14,27.845283277811276,15.013459679363114,14.963992774463684,12.596454755736247,7.476267588724446,7.3344034702303995,4.136751986468732,3.68318642452298,3.550599134703092,3.399600907976029
2025-04-28,27.718690518176015,14.945204123349512,14.895962109392627,12.993816703323033,7.442278300973781,7.301059138039145,4.117945108310268,3.6664415873784053,3.534457077955592,3.3841453331016242
