date,KINGSTON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GET NICE SECURITIES LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,CEPA ALLIANCE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,TOTAL_CCASS_PCT
2024-03-05,0.0,0.0,0.0,0.0,0.0,32.78878147433444,0.0,0.0,0.0,0.0,32.78878147433444
2024-03-06,0.0,0.0,0.0,0.0,68.48062974791912,32.78878147433444,0.0,0.0,0.0,0.0,101.26941122225355
2024-03-07,0.0,172.53512495854235,0.0,0.0,71.26012442517418,32.83931774119362,44.39199088777203,0.0,25.187085049344915,3.8858649530964064,350.0995080151235
2024-03-08,0.0,172.9562605157022,0.0,0.0,71.209588158315,32.83931774119362,44.39199088777203,0.0,25.00178540419458,3.8707040730386515,350.2696467802161
2024-03-11,0.0,172.9562605157022,0.0,0.0,71.209588158315,32.906699430339195,44.39199088777203,0.0,25.05232167105376,3.8707040730386515,350.38756473622084
2024-03-12,0.0,173.3771855050835,0.0,0.0,71.209588158315,32.67086351832968,44.39199088777203,0.0,25.069167093340155,3.8707040730386515,350.58949923587903
2024-03-13,0.0,173.1245041707876,0.0,0.0,72.05185927263472,32.67086351832968,44.39199088777203,0.0,25.069167093340155,3.8707040730386515,351.17908901590283
2024-03-14,0.0,173.20873128221956,0.0,0.0,72.05185927263472,32.67086351832968,44.39199088777203,0.0,25.069167093340155,3.8707040730386515,351.26331612733475
2024-03-19,0.0,173.20873128221956,0.0,0.0,72.05185927263472,32.67086351832968,44.39199088777203,0.0,24.883867448189818,3.8707040730386515,351.07801648218447
2024-03-20,0.0,173.20862599833026,0.0,0.0,72.05185927263472,32.67086351832968,44.39199088777203,0.0,24.883867448189818,3.8707040730386515,351.07791119829517
2024-03-21,0.0,173.04017177546632,0.0,0.0,72.05185927263472,32.67086351832968,44.39199088777203,0.0,25.102857937912944,3.8707040730386515,351.12844746515435
2024-03-22,0.0,173.20862599833026,0.0,0.0,72.05185927263472,32.67086351832968,44.39199088777203,0.0,24.951249137335395,3.8707040730386515,351.14529288744075
2024-03-27,0.0,173.20862599833026,0.0,0.0,72.05097488796468,32.67086351832968,44.391232843769146,0.0,24.951249137335395,3.8707040730386515,351.1436504587678
2024-03-28,0.0,173.2086158910769,0.0,0.0,72.04676353239307,32.67086351832968,44.391232843769146,0.0,24.951249137335395,3.8707040730386515,351.13942899594286
2024-04-03,0.0,173.2086158910769,0.0,0.0,72.0444767663177,32.67086351832968,44.391232843769146,0.0,24.951249137335395,3.8707040730386515,351.1371422298675
2024-04-05,0.0,173.2423067356497,0.0,0.0,72.0444767663177,32.67084246155182,44.391232843769146,0.0,24.951249137335395,3.8707040730386515,351.1708120176624
2024-04-08,0.0,173.30968758252413,0.0,0.0,72.04445570953985,32.67084246155182,44.391232843769146,0.0,24.951249137335395,3.8707040730386515,351.238171807759
2024-04-11,0.0,173.4275634249732,0.0,0.0,71.20218459522013,32.55292450554706,44.391232843769146,0.0,25.79352025165511,3.8707040730386515,351.2381296942033
2024-04-12,0.0,173.4275575290754,0.0,0.0,71.20218459522013,32.55292450554706,44.391232843769146,0.0,26.635791365974825,2.7757516244230223,350.98544246400957
2024-04-15,0.0,172.5179047256101,0.0,0.0,70.78104903806027,32.55291945192037,44.391232843769146,0.0,27.36014452428978,2.7757516244230223,350.3790022080727
2024-04-16,59.90459578242678,8.648636051004468,6.151831985577421,5.423478881740563,3.5390513990641206,1.6276459725960188,2.2195604208953412,2.1071938738050626,1.4581296458569184,0.13878522286203102,91.21890923582873
2024-04-17,59.90459578242678,8.648636051004468,6.151831985577421,5.423478881740563,3.5390513990641206,1.6276451303249044,2.2195604208953412,2.1071938738050626,1.4581296458569184,0.13878522286203102,91.21890839355761
2024-04-19,59.90459578242678,8.64861499422661,6.151831985577421,5.423478881740563,3.53989367017844,1.6276451303249044,2.2195604208953412,2.1071938738050626,1.4631832725428366,0.13878522286203102,91.22478323458
