date,JMC CAPITAL INTERNATIONAL LTD,PC SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,EVERBRIGHT SECURITIES INVESTMENT,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,93.24180292276233,0.0,0.0,0.0,6.758197077237665
2024-03-04,3.6404999762694783,0.0,0.0,0.0,0.0,79.54394472750693,0.0,0.0,11.050183564676358,5.765371731547229
2024-03-05,3.609704456594053,0.0,0.0,0.0,0.0,79.67246365984404,0.0,0.0,11.001230271435732,5.716601612126176
2024-03-06,3.870899756011126,0.0,0.0,0.0,0.0,78.99018290320305,0.0,0.0,10.886223605474672,6.252693735311151
2024-03-07,3.8426461232012037,0.0,0.0,0.0,0.0,78.10707757451455,0.0,0.0,10.967342874165338,7.082933428118904
2024-03-12,3.8415245542531307,0.0,0.0,0.0,0.0,78.11346755193837,0.0,0.0,10.964141790636916,7.080866103171575
2024-03-13,3.1795022673640165,0.0,0.0,0.0,17.269557935915376,64.78478833319758,0.0,0.0,8.941789976061294,5.824361487461721
2024-03-14,3.1984324313415016,0.0,0.0,0.0,17.372377665563377,65.09760104930984,0.0,0.0,8.970726447038258,5.360862406747026
2024-03-15,2.3207357372599278,0.0,0.0,0.0,12.605142848910928,47.154519152878684,0.4760816323421508,27.01828063541663,6.5354767304258115,3.889763262765869
2024-03-18,2.2904457606893676,0.0,0.0,0.0,12.440621970711813,46.44334995395208,0.4698678695005685,27.022392667081924,6.450176437995374,4.883145340068872
2024-03-19,2.556740638707868,0.0,0.0,0.0,13.012849789724584,53.348507593433716,0.5244962781452716,21.15054066921801,7.4526307499774225,1.954234280793123
2024-03-20,2.5557476904474843,0.0,0.0,0.0,13.00779605593332,50.832544580452634,0.728184141963052,21.987020146796873,8.012865479747228,2.8758419046594135
2024-03-21,2.583897570045109,0.0,0.0,0.0,12.886780237453813,50.573426450473704,0.7197978162793045,22.232860620673403,8.160515795982274,2.8427215090923994
2024-03-22,2.5757399173866204,0.0,0.0,0.0,12.817394222367376,50.16501838979164,0.7175253343366698,22.66015323317968,8.23042218253106,2.833746720406954
2024-03-25,2.5769726128103425,0.0,0.0,0.0,12.823528360016642,50.141168406585834,0.7178687270022378,22.67099791008313,8.234361090994302,2.8351028925075044
2024-03-26,2.5764793930817933,0.0,0.0,0.0,12.82107400053089,50.00716487262862,0.7177313305018226,22.695368047171524,8.347622088156815,2.8345602679285316
2024-03-27,2.5772192934947995,0.0,0.0,0.0,12.824755892174833,49.99280818130114,0.7179374449808639,22.701885588990997,8.35001931634627,2.8353742827110917
2024-03-28,2.565676125067024,0.0,0.0,0.0,12.76731478978896,49.73077571164713,0.7147218579840807,22.600205576877457,8.322149842180837,3.2991560964545164
2024-04-02,2.562013870439701,0.0,0.0,0.0,12.749090682228942,49.55511359342258,0.7137016616287893,22.548913924020617,8.576719398180876,3.294446870078492
2024-04-03,2.5547327578293415,0.0,0.0,0.0,12.712858417443792,49.31939070967935,0.7116733579460978,22.484356613029206,8.93190392379303,3.2850842202791872
2024-04-05,2.549652103302278,0.0,0.0,0.0,12.687576069819539,49.20236791317079,0.7102580371236913,22.430171359884472,9.141423417336277,3.2785510993629594
2024-04-08,2.567890753765453,0.0,0.0,0.0,12.778335222749726,49.55433153564563,0.7153387883606863,22.87675859126177,9.206815564848771,2.3005295433679676
2024-04-09,2.567645855542087,0.0,0.0,0.0,12.777116560472512,49.5496055683375,0.7152705669232605,22.874576848316845,9.215474457182598,2.300310143225206
2024-04-10,2.561550730743105,0.0,0.0,0.0,12.74678600696603,49.14655474853767,0.7135726445399905,23.057848877606364,9.478837366766236,2.294849624840609
2024-04-11,2.5484574621217493,0.0,0.0,0.0,12.681631297654562,49.31183349023313,0.709925245250302,22.939989564666835,9.53450902128513,2.2736539187883005
2024-04-12,2.54172091656689,0.0,0.0,0.0,12.648108906868623,49.35141517115622,0.70804864192211,22.87935041842748,9.603712161196128,2.2676437838625443
2024-04-18,2.543642006986712,0.0,0.0,0.0,12.657668634961302,49.3887160920685,0.7085838011734261,22.896643151321207,9.535388592930756,2.2693577205580926
2024-04-19,2.547975096296381,0.0,0.0,0.0,12.679230949350211,49.018583517486206,0.7097908723278715,22.93564753927902,9.835548458151573,2.27322356710873
2024-04-22,2.5293042150266514,0.0,0.0,0.0,12.586320929942682,49.3451890792803,0.7045897143091631,22.81455388488879,9.763476184858263,2.256565991694146
2024-04-23,2.5095007289281255,0.0,0.0,0.0,12.48777484359732,49.76975982627793,0.6990730459188647,22.63592464052219,9.65906897302609,2.2388979417294843
2024-04-24,2.5133779189593493,0.0,0.0,0.0,12.507068512484373,49.69728833311709,0.700153116951915,22.665762790775222,9.673992278487377,2.2423570492246663
2024-04-25,2.528959718418921,0.0,0.0,0.0,12.584606646291704,49.37604115956815,0.7044937476931352,22.787493706757353,9.762146378658851,2.256258642611881
2024-04-26,2.6030464483095943,0.0,0.0,0.0,13.011287522759723,47.87365831460768,0.7251321301928138,23.416387324821855,10.048131757010815,2.3223565022975183
2024-04-29,2.6128988723209696,0.0,0.0,0.0,13.147879919284488,47.02612570842543,0.727876725555517,23.689412827280307,10.464659420754149,2.3311465263791358
2024-04-30,0.07586042415040874,0.0,0.0,0.0,0.37197016470829175,1.3339409554009327,0.020823110545341954,0.6793729999827459,0.29382033672793856,0.06668948203988183
2024-05-02,2.6719453715689743,0.0,0.0,0.0,13.10148171572956,46.807861018112895,0.7334287207909812,23.8896656822619,10.446689775082445,2.348927716453249
2024-05-06,2.6621331715868504,0.0,0.0,0.0,13.053369070903523,46.596995695618055,0.730735346383851,24.20813864189114,10.408326337597899,2.34030173601868
2024-05-07,2.661355273039933,0.0,0.0,0.0,13.049554762535701,46.612600519558804,0.7305218191380314,24.20106481249969,10.405284933801768,2.3396178794260685
2024-05-08,2.6582482197196287,0.0,0.0,0.0,13.034319794523666,46.48035033605342,0.7296689565883746,24.367389175787153,10.393137072360725,2.3368864449670346
2024-05-09,2.656180878141108,0.0,0.0,0.0,13.024182896449565,46.45392353716334,0.7291014870190091,24.34843845612546,10.453103716008632,2.33506902909288
2024-05-10,2.655575914776798,0.0,0.0,0.0,12.973733996454875,46.52576137637417,0.7262773276612172,24.26380898681621,10.52881820986041,2.3260241880563246
2024-05-13,2.673178566915996,0.0,0.0,0.0,13.059731209042669,46.083573038741285,0.7310915026521367,24.424643172271146,10.68634012454953,2.3414423858272433
2024-05-14,2.670057879055019,0.0,0.0,0.0,13.044485185018656,46.03951125149769,0.7302380211803688,24.396032303315405,10.780966390765865,2.3387089691669947
2024-05-16,2.668498967530562,0.0,0.0,0.0,13.03686917098201,46.07101604711851,0.7298116721952982,24.381788696011235,10.774671930678245,2.3373435154841418
2024-05-17,2.6679797347967926,0.0,0.0,0.0,13.034332475520701,46.08150947211435,0.7296696664781136,24.377044522244308,10.772575410338494,2.3368887185072382
2024-05-20,2.673963138156452,0.0,0.0,0.0,13.063564207571654,46.038593966366044,0.7313060761842688,24.42196348894935,10.728479529446078,2.3421295933261517
2024-05-21,2.6778798377497277,0.0,0.0,0.0,13.082699122293704,45.97908381323411,0.7323772600649582,24.43820561009184,10.744194118330956,2.345560238234706
2024-05-22,2.673702432178511,0.0,0.0,0.0,13.062290536579882,46.06335468792372,0.7312347753263603,24.400082803076,10.727433524470303,2.3419012404452233
