date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD
2024-03-01,32.0824044899261,31.679968014795346,0.0,11.129047108424126,14.263403928591426,0.0,0.0,5.439296161414204,0.0,5.405880296848796
2024-03-04,32.045605152016705,31.685769540729947,0.0,11.128344531301627,14.287766422961315,0.0,0.0,5.446135686990462,0.0,5.406378665999948
2024-03-05,32.04290883608974,31.68595211160867,0.0,11.130137228025767,14.284391595752938,0.0,0.0,5.450200411399957,0.0,5.40640981712293
2024-03-06,23.96726692992519,23.721622598667718,17.75555924875838,8.325758138801067,10.700340567484341,7.395942736864836,0.0,4.086380211643871,0.0,4.047129567854596
2024-03-07,23.964931720502324,23.725716003623777,17.749995145669413,8.350059042076492,10.702187019046763,7.396356180921318,0.0,4.062926947326741,0.0,4.047827940833171
2024-03-08,23.975731782592177,23.727865606805032,17.75160333511358,8.34175535148967,10.704450979052412,7.393574793239956,0.0,4.056823468567154,0.0,4.048194683140019
2024-03-11,23.977515996435518,23.70924601589123,17.75175408515191,8.341363641894544,10.713372097196634,7.397053396707107,0.0,4.055279025620778,0.0,4.054415741102285
2024-03-12,23.97565319351547,23.707404054750757,17.755554263702685,8.340715604935603,10.712971388644663,7.3964787228055595,0.0,4.057122016360639,0.0,4.054100755284624
2024-03-13,23.33215716519401,22.902298700416253,17.28332788199657,8.107625198816004,10.480887777815703,7.172785719492311,0.0,3.9563407810422073,2.8158031107567028,3.9487736644702425
2024-03-14,23.321868323382187,22.88905608826317,17.26279523036221,8.103323512531919,10.481063338068658,7.242447120738562,0.0,3.941262107458285,2.813142188897091,3.9450420902979184
2024-03-15,23.276542649388652,22.87352592827091,17.371653247312327,8.120844922455971,10.557892490902562,7.293584757716758,0.0,3.954338047642061,2.8690255030058056,3.6825924533049474
2024-03-18,23.237615296120914,22.820494192364276,17.338061371447285,8.149639696821955,10.654559890698906,7.326803976712987,0.0,3.9614620053121192,2.862373734351426,3.6489898361701316
2024-03-19,23.204762768315426,22.749444632610786,17.3094658682042,8.120932006729445,10.859613642280065,7.375461137715038,0.0,3.925910827669981,2.855657524444244,3.598751592030816
2024-03-20,23.19962825924379,22.748496558630396,17.314995692992717,8.123094046079663,10.982517884997936,7.388489639980183,0.0,3.8757376982241363,2.768438604349522,3.598601615501657
2024-03-21,23.21338045434759,22.75911950300981,17.338508138757614,8.086027136854026,11.061861855997147,7.3911059874300165,0.0,3.8762967431114603,2.6734181135064827,3.6002820669858515
2024-03-22,23.175984609938475,22.72245545515616,17.310576482964596,8.07300086464467,11.412023359230353,7.420826098249898,0.0,3.8692196434191284,2.492197049436751,3.52371643695997
2024-03-25,23.180809335211748,22.70428620875555,17.314180160532473,8.079261395524233,11.444793046482074,7.472333619198912,0.0,3.8537872613420143,2.426098976490145,3.5244499964628515
2024-03-26,23.141701644160033,22.671073174285773,17.342216773766662,7.999870845549341,11.594879489376906,7.510440279378396,0.0,3.8506759764349114,2.3682979911113273,3.5208438259366517
2024-03-27,23.139793736607864,22.675317275038644,17.31218269994891,8.00136844813822,11.664443294128418,7.506854169704301,0.0,3.850980828426307,2.3275566083261583,3.5215029396811808
2024-03-28,23.115454227128186,22.672413471574114,17.303616564502622,7.986598498434834,11.743911008745933,7.5314142573518055,0.0,3.8212166413660404,2.3056148445892273,3.51976048630724
2024-04-02,23.11478414896987,22.666697560880618,17.318824370128738,7.922028870393658,11.781442016020462,7.558612620288893,0.0,3.8169061805416398,2.30376607904966,3.5169381537264592
2024-04-03,22.973148733779187,22.74617703064389,17.298573743806564,7.915297072551775,11.789033442138075,7.653769404183684,0.0,3.8054961772497204,2.3028954094614833,3.5156089861856255
2024-04-05,22.86859695147762,22.849261074536216,17.324579891904424,7.931291110798487,11.80607903923632,7.65951831366342,0.0,3.74037593725737,2.305250604377111,3.5150470767490347
2024-04-08,22.871343287974767,22.832461034303957,17.327605449152212,7.92934976002589,11.811467315918943,7.658776926132188,0.0,3.747682091059743,2.305653192360056,3.5156609430722434
2024-04-09,22.850901723422684,22.93836452228319,17.300622786735467,7.915537039265379,11.805348721832935,7.653462360262556,0.0,3.718488227481927,2.304053257294508,3.513221361421353
2024-04-10,22.81839635062957,22.995610727033977,17.25899907496913,7.912595521048224,11.78743238391057,7.653430558730056,0.0,3.7562849368000277,2.3040436835328446,3.5132067633456012
2024-04-11,22.80263251700097,23.09800081258766,17.20843612436328,7.893362650664286,11.780036873524121,7.646057243412706,0.0,3.759512129240171,2.3019489446213774,3.510012704585429
2024-04-12,22.792145130435358,23.18901854187483,17.199582223402203,7.885982026886191,11.834140332229214,7.526773602977604,0.0,3.775004754128459,2.300764570409459,3.496588817656686
2024-04-15,22.76630276441967,23.28751552785995,17.17677263974239,7.874298431161146,11.815365995881024,7.516714618000502,0.0,3.7718281237278504,2.298323261992686,3.49287863721479
2024-04-16,22.763859591284337,23.2934498900991,17.179620928857748,7.872287721435926,11.800743031576609,7.517961055668319,0.0,3.7799155724060505,2.2987043748634224,3.4934578338084874
2024-04-17,22.67815239989168,23.184099613138734,17.14618492914609,7.848842430632573,12.108548243621824,7.488658374416795,0.0,3.772426117767896,2.2911344527830857,3.4819534386013204
2024-04-18,22.64231280263312,23.150807058719977,17.137975629118632,7.893675146124385,12.194482671672695,7.478329954669298,0.0,3.7399901268386397,2.2877220489176766,3.4747045613055736
2024-04-19,22.620754145440344,23.122993696761526,17.117536053624935,7.9718931003379945,12.233158008592335,7.471209535776029,0.0,3.7100494886638,2.285543816692246,3.46686215411079
2024-04-22,22.61758447522328,23.119753651625153,17.0924706773346,7.967479067667488,12.269359294749057,7.470162653333527,0.0,3.726014594989982,2.285223561226005,3.4519520238509114
2024-04-23,22.61655918385542,23.11870559612338,17.078508472717747,7.967117889066799,12.292705223143189,7.469824018883267,0.0,3.719664106501179,2.2851199683779924,3.45179554133103
