date,EVERBRIGHT SECURITIES INVESTMENT,KGI ASIA LTD,SUCCESS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),CMB WING LUNG BANK LTD,CITIBANK N.A.
2024-09-30,44.36317740158324,0.0,0.0,16.208332722308338,10.397342731730836,10.07652226920563,8.074326608456934,0.0,5.77476832545369,5.105529941261326
2024-10-03,44.475177825219454,0.0,0.0,16.03137403013343,10.423592131770501,10.101961717618325,8.060127346484515,0.0,5.789347454739156,5.118419494034619
2024-10-04,44.469026173045265,0.0,0.0,16.029156626140235,10.35990793914705,10.10056444934864,8.090133716431387,0.0,5.8334995638655105,5.117711532021907
2024-10-08,44.439829049487535,0.0,0.0,16.080833899416582,10.373839769216413,10.093932700160275,8.067543745906942,0.0,5.829669450588971,5.114351385223282
2024-10-09,44.43061686893632,0.0,0.0,16.108594751871998,10.38205409745316,10.091840272432838,8.045141820741906,0.0,5.828460985824786,5.113291202738994
2024-10-10,44.439829049487535,0.0,0.0,16.111934684867265,10.384206697699975,10.093932700160275,8.046809888939821,0.0,5.808935593621849,5.114351385223282
2024-10-14,44.455191175742264,0.0,0.0,16.08293594481358,10.38779634909507,10.097422008554641,8.049591540267148,0.0,5.810943648195945,5.116119333331349
2024-10-15,44.45672797253602,0.0,0.0,16.083491924975643,10.388155450736551,10.097771072080356,8.049869811176418,0.0,5.807687573123928,5.1162961953710795
2024-10-16,41.55089761541549,0.0,0.0,15.032224744157269,9.709153220030649,9.437749269786865,7.5237052206866455,6.536311801704493,5.428079004875705,4.781879123342883
2024-10-22,41.549555149534726,0.0,0.0,15.031739068756997,9.708839527483025,9.437444346015946,7.523462137669541,6.536100620332166,5.431134524359057,4.781724625848545
2024-10-23,41.52942856595993,0.0,0.0,15.024457701927604,9.704136570508856,9.432872852730904,7.568257726004844,6.532934536485663,5.428503685532575,4.77940836084962
2024-10-29,41.528087486983274,0.0,0.0,15.023972528279533,9.703823202037613,9.432568243977327,7.571242555573174,6.532723573285222,5.428328386896914,4.779254022966945
2024-10-31,41.51468145939023,0.0,0.0,15.019122514651182,9.7329724624768,9.429523238107706,7.568798419742325,6.530614690411466,5.426576023026037,4.777711192194251
2024-11-04,41.495927555301314,0.0,0.0,15.012337753857219,9.77374982405879,9.425263531223415,7.565379279461287,6.527664540795949,5.42412461348393,4.775552901818095
2024-11-18,41.50262343279346,0.0,0.0,14.99862395088256,9.775326938617166,9.426784413238936,7.56660004631291,6.528717859631075,5.424999862600019,4.776323495923871
2024-11-22,41.522724037094115,0.0,0.0,15.005888103848196,9.78006133761295,9.431350005667689,7.521832582404467,6.531879856715419,5.427627305555421,4.7786367711017395
2024-11-29,41.52674649461675,0.0,0.0,15.007341778887273,9.771321403531552,9.432263654896122,7.522561249724753,6.532512623709296,5.428153099582465,4.779099695051784
2024-12-12,41.525405588851974,0.0,0.0,15.006857189247972,9.774234903034666,9.431959085485383,7.52231834493213,6.532301687756567,5.42797782358813,4.778945377103174
2024-12-13,41.52674649461675,0.0,0.0,15.007341778887273,9.774550524947129,9.432263654896122,7.519332128309178,6.532512623709296,5.428153099582465,4.779099695051784
2024-12-27,41.538619684813966,0.0,0.0,15.006694225286859,9.772026120241653,9.42982765022328,7.517390163063996,6.53082551742612,5.426751208498916,4.777865430445209
2025-01-02,30.871713804686813,25.655497665442084,0.0,11.153051612999862,7.262619604722079,7.008295958174163,5.586962673127133,4.853742801570124,4.057181946344577,3.5509339329331606
2025-01-03,31.03156142966058,25.57933867910943,0.0,11.13514130180646,7.247838451901549,6.994032414273018,5.575591879450925,4.843864284174706,4.048924619149495,3.5437069404738333
2025-01-06,31.03750671765898,25.584239384335,0.0,11.118115823436792,7.249227053859594,6.995372389931904,5.576660098320929,4.844792312506759,4.049700346242674,3.5443858737073666
2025-02-11,31.0352769677143,25.58240139983222,0.0,11.117317092457277,7.27983714831882,6.994869838894497,5.576259468281317,4.844444260213478,4.02546258102761,3.544131243260478
2025-02-18,31.053868012282948,25.57376483382292,0.0,11.123976692684616,7.2482562187121085,6.999059971853907,5.57959981186546,4.847346224943668,4.027873951621506,3.546254282212866
2025-02-20,31.068756892306244,25.538080928502772,0.0,11.12931012020784,7.251731419198432,7.002415694373097,5.582274969502634,4.849670301169728,4.029805129147955,3.547954545591299
2025-02-21,27.251567517910587,22.40040498283667,12.307290938190466,9.761933740056252,6.339737259293397,6.142080442585742,4.89642195090899,4.2538270233998485,3.534692647718806,3.112043497099246
2025-02-24,27.250994502503616,22.399933972236308,12.307032154275706,9.76383116493751,6.339603954406502,6.141951293804773,4.896318994438136,4.253737578694645,3.534618324164952,3.1119780605378518
2025-02-27,27.250994502503616,22.399933972236308,12.307032154275706,9.805884922512345,6.339603954406502,6.099897536229937,4.896318994438136,4.253737578694645,3.534618324164952,3.1119780605378518
2025-02-28,27.273933930616224,22.418789859313602,12.23321369118464,9.814139351254012,6.344940526220831,6.105032327219446,4.900440633286178,4.257318303331589,3.5375937063274345,3.1145976712460466
2025-03-05,27.296912011314234,22.437677518272135,12.243520080138547,9.738158453555922,6.35028609007702,6.110175770253212,4.90456921703262,4.260905061434763,3.5405741019633403,3.1172216959582055
2025-03-07,27.306689424018256,22.44571441391531,12.247905556002038,9.741646540198765,6.316741933062808,6.1123643588442995,4.906325972424969,4.262431264371601,3.5418422913537633,3.118338245808191
2025-03-11,27.30726478407342,22.446187351783497,12.248163623009244,9.73974476988822,6.31687502869116,6.112493148176469,4.906429350170192,4.262521075064115,3.5419169190226287,3.1184039501210528
2025-03-19,27.309566466774665,22.448079302571873,12.249195999798205,9.740565716337038,6.31740746729658,6.113008359782315,4.898414075542905,4.262880355684116,3.5422154611492833,3.1186667950630214
2025-03-20,27.313019718436916,22.450917826839923,12.238100048855667,9.741797395528726,6.3182062935197685,6.1137813400603225,4.899033472286876,4.26341939019029,3.5426633687147193,3.1190611455667967
2025-03-24,27.32050476048681,22.457070426066405,12.214049192586947,9.744467102646388,6.319937776902945,6.1154568014661255,4.900376036086921,4.264587766068932,3.543634223807155,3.1199159138813743
2025-03-25,27.33318110499723,22.46749020285718,12.131137111314608,9.748988403520823,6.32287014251064,6.118294290668233,4.944830332264991,4.266566477084397,3.545278422134884,3.121363512647013
2025-03-26,27.334334083281693,22.468437934780912,12.131648831395832,9.745181402201746,6.32313685614129,6.118552374805165,4.945038916914233,4.266746450958583,3.5454279703714175,3.121495179149136
2025-03-31,27.34240765565715,22.475074297652505,12.109915185255362,9.743840293223325,6.325004481776232,6.120359573593346,4.946499502325736,4.26800669334,3.5464751613962133,3.1224171557801284
2025-04-01,27.366079148331384,22.494531931496965,12.035936544591449,9.750164385026494,6.330480308892134,6.125658230852595,4.950781898675282,4.271701689422544,3.549545496747057,3.125120365964095
2025-04-16,27.406588757846333,22.527830260418227,11.94801848975528,9.764597411760176,6.297557356193137,6.134725953766383,4.958110469217739,4.2780250273937925,3.554799837394447,3.1297464362544805
2025-04-24,27.430952141885413,22.547856619227463,11.81047967101185,9.773277756433194,6.362419693738641,6.140179484875516,4.962518035242721,4.281828024096232,3.5579599152277632,3.132528658261208
2025-04-29,27.313019718436916,22.450917826839923,11.759703508285625,9.716507710564674,6.276056818579676,6.1137813400603225,4.9411829472269675,4.26341939019029,4.0463495942488175,3.1190611455667967
2025-04-30,27.32165666956028,22.458017279113747,11.689637267688513,9.719580274603768,6.278041439707193,6.1157146462695,4.98490825665938,4.26476757304488,4.047629135069783,3.1200474582829574
