date,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCI SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,PHILLIP SECURITIES (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,67.4881774819721,0.0,0.0,11.865323804094652,0.0,0.0,14.8113200272373,5.835178686695948
2024-03-04,0.0,67.487903861717,0.0,0.0,11.86558043457717,0.0,0.0,14.811332215306686,5.835183488399143
2024-03-05,0.0,67.76558577716591,0.0,0.0,11.765533115064237,0.0,0.0,14.683901270003542,5.784979837766316
2024-03-07,0.0,67.76623004384594,0.0,0.0,11.765297958287187,0.0,0.0,14.683607784033684,5.784864213833202
2024-03-08,0.0,67.70598212737139,0.0,0.0,11.75509975634778,0.0,0.08900334798345276,14.670064895252983,5.779849873044395
2024-03-11,0.0,67.70639011921962,0.0,0.0,11.754951246339065,0.0,0.08900222354484665,14.669879558547159,5.779776852349308
2024-03-12,0.0,67.708073328053,0.0,0.0,11.755732536592465,0.0,0.08900443617689804,14.667269159187668,5.779920539989954
2024-03-13,0.0,58.747224779057994,0.0,13.218789956646104,10.203898883730938,0.0,0.07727455641273975,12.734626045851241,5.018185778300978
2024-03-14,0.0,58.73652760784454,0.0,13.22683512601546,10.210109141630234,0.0,0.07732158695761725,12.727258505307384,5.021948032244756
2024-03-15,0.0,58.73281169510338,0.0,13.226596297660503,10.2143857647447,0.0,0.07732019081203595,12.727028697482384,5.0218573541969995
2024-03-18,0.0,58.7313505948129,0.0,13.227064596676897,10.214747413856763,0.0,0.07732292839988468,12.727479308878278,5.022035157375272
2024-03-19,0.0,58.73418306361049,0.0,13.227064596676897,10.211914945059174,0.0,0.07732292839988468,12.727479308878278,5.022035157375272
2024-03-21,0.0,58.73393352055941,0.0,13.227008399044033,10.212296426362343,0.0,0.07732259987910742,12.727425233826006,5.022013820329101
2024-03-25,0.0,58.73267226407548,0.0,13.226277873269826,10.211732402697415,0.0,0.07731832936302123,12.730262675367191,5.021736455227069
2024-03-27,0.0,58.71934024159863,0.0,13.228315117536974,10.214969549113874,0.0,0.07733023870930517,12.737534899487365,5.022509953553852
2024-03-28,0.0,58.70937315855882,0.0,13.226675906153845,10.216394508361416,0.0,0.07732065618829427,12.748348190888551,5.02188757984907
2024-04-02,0.0,53.334686955716556,0.0,12.015809077269848,9.276833136815918,9.159010493818991,0.07024215676559431,11.58127098593275,4.5621471936803415
2024-04-03,0.0,53.350142259417055,0.0,12.019291013493653,9.279521373715617,9.161642260112792,0.07026251150895844,11.555671370929845,4.56346921082208
2024-04-05,0.0,53.350966158556936,0.0,12.019476630309441,9.278120355440041,9.161783745568282,0.07026359658990382,11.555849827955452,4.5635396855799435
2024-04-08,0.0,53.350948993731976,0.0,12.01947276323397,9.27811737035236,9.161812971319842,0.07026357398370894,11.55584611004453,4.56353821733362
2024-04-09,0.0,53.35093182891805,0.0,12.019468896160989,9.278114385266598,9.161777850253722,0.07026355137752863,11.555906738934878,4.56353674908824
2024-04-15,0.0,53.350382560704205,0.0,12.019345151139383,9.278951882514185,9.161683526252567,0.0702628279874389,11.555884285667279,4.563489765734941
2024-04-16,0.0,53.3503997251647,0.0,12.019349018132738,9.278922694760112,9.161686473848206,0.07026285059315374,11.555888003551008,4.563491233950088
2024-04-18,0.0,53.350743016693855,0.0,12.019426358522413,9.279947600013253,9.161745426159257,0.07026330271050521,11.554353697449292,4.563520598451424
2024-04-19,36.2354914990868,34.018313715337605,0.0,7.664009785480802,5.9182063069786714,5.841851724344719,0.04480235773911851,7.367463068598869,2.909861542433419
2024-04-23,36.23548406544225,34.01830673654301,0.0,7.6640082132232665,5.918205092869514,5.841871040715957,0.044802348547997084,7.367461557177347,2.9098609454806668
2024-04-24,36.23517928864173,34.018020608429815,0.0,7.663943751219721,5.919016929864306,5.841801390071569,5.506657838616394,1.905543722527775,2.909836470628687
