date,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,ROOFER SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,WESTOCK SECURITIES INTERNATIONAL (HK)
2024-03-04,80.60606060606061,0.0,0.0,0.0,0.0,12.051549982584465,0.0,0.0,0.0,7.342389411354929
2024-03-07,80.96540407493504,0.0,0.0,0.0,0.0,11.828251059756598,0.0,0.0,0.0,7.206344865308354
2024-03-08,80.92374965837661,0.0,0.0,0.0,0.0,11.874829188302815,0.0,0.0,0.0,7.201421153320579
2024-03-11,70.83906464924347,0.0,0.0,0.0,0.0,10.394115184498535,0.0,12.463369415704802,0.0,6.303450750553196
2024-03-12,70.7870536247462,0.0,0.0,0.0,0.0,10.408455750627017,0.0,12.444762928460527,0.0,6.359727696166248
2024-03-13,70.84676937776186,0.0,0.0,0.0,0.0,10.408455750627017,0.0,12.444762928460527,0.0,6.300011943150603
2024-03-14,62.17220622873594,0.0,0.0,0.0,12.059670243391782,9.138968856320336,0.0,10.908139230567915,0.0,5.7210154409840355
2024-03-15,56.78352241026595,0.0,0.0,9.601078668402454,10.712293100241771,8.257392598103031,0.0,9.735912218709318,0.0,4.909801004277478
2024-03-18,56.80975338401632,0.0,0.0,9.595772297422585,10.680511774522529,8.297793435935471,0.0,9.707027628407195,0.0,4.909141479695902
2024-03-19,45.547309833024116,19.499072356215212,0.0,7.959183673469387,8.549165120593692,6.682745825602969,0.0,7.769944341372913,0.0,3.992578849721707
2024-03-21,45.52429667519181,19.478112606101043,0.0,7.9580414396382375,8.57704140257237,6.675562474517218,0.0,7.761592349605248,0.0,4.025353052374069
2024-03-22,44.90556099029273,19.77199187297765,0.0,7.867409135375122,8.706448942734593,6.795093686507638,0.0,7.878696666415832,0.0,4.07479870569644
2024-03-26,45.44272284769442,19.52587968639691,0.0,7.81406755099766,8.598075279604652,6.68078623713447,0.0,7.780626463047597,0.0,4.1578419351242895
2024-03-27,45.499424668720536,19.505586281132846,0.0,7.805946327159348,8.58913923016963,6.673842841765339,0.0,7.772539994803459,0.0,4.1535206562488405
2024-03-28,45.881350279764334,19.472338533367918,0.07040426872197725,7.948271389928483,8.555971393633973,6.662467113795531,0.0,7.403564679290028,0.0,4.005632341497758
2024-04-02,45.519378687177955,19.621387499066536,0.033604659846165334,8.009110596669405,8.621462176088418,6.698528862668956,0.0,7.460234485848705,0.0,4.036293032633859
2024-04-03,38.71868948220579,16.68306930378742,0.02857233562970253,6.79386647195149,6.879583478840598,21.089558398679323,0.0,6.343058509793961,0.0,3.4636020191117183
2024-04-05,38.79203581975803,16.68730748467816,0.02857959416976279,6.668571972944651,6.881331173986219,21.094916007748246,0.0,6.344669905687339,0.0,3.5025880410275954
2024-04-08,38.94235350166746,16.754009845958393,0.028585040495474036,6.669842782277274,6.882642528188026,20.873431792917263,0.0,6.345878989995237,0.0,3.5032555185008736
2024-04-09,39.212638391016085,16.733813406084447,0.06027345113092028,6.661802493417504,6.874345715826539,20.64207086888938,0.0,6.31602322114012,0.0,3.499032452495004
2024-04-10,39.46366232941923,16.740717232624565,0.08568708346556649,6.664550936210727,6.899397016820057,20.326880355442718,0.0,6.318629006664551,0.0,3.500476039352587
2024-04-11,39.62324089075256,16.75720321484164,0.08577146669208044,6.9474888020585155,6.906191429206773,19.851329457733726,0.0,6.324851488293783,0.0,3.503923250420916
2024-04-12,39.77283543259621,16.73593705384054,0.08566261619975253,6.938671912179956,6.897426948824519,19.753164757765155,0.0,6.316824772359529,0.0,3.499476506234335
2024-04-15,39.74236943968526,16.73646805000317,0.08566533409480297,6.938892061679041,7.373564312456374,19.436512469065296,0.0,6.317025191953804,0.0,3.3695031410622502
2024-04-16,39.741759461946,16.687287839852797,0.09517464547444561,6.938231655087085,7.372862536087053,19.415627676786904,0.0,6.316423971320708,0.0,3.4326322134450047
2024-04-17,39.859074462007236,16.695232654097634,0.09521995810321843,6.957404938741826,7.239890814448041,19.27886751729829,0.0,6.319431219450264,0.0,3.5548784358534884
2024-04-18,40.2056620540815,16.694172908467692,0.0952139139266218,6.956963310905167,7.239431255554145,18.93487368287419,0.0,6.3190300875968015,0.0,3.5546527865938806
2024-04-19,40.25788420618033,16.70530695207546,0.09527741607647601,6.9806586845364755,7.244259535681392,18.74106774224283,0.0,6.32324451360879,0.0,3.6523009495982466
2024-04-22,40.259162802515405,16.70583751508607,0.09528044210125135,6.980880391285016,7.244489614431811,18.64638251921489,0.0,6.418725782887632,0.0,3.649240932477927
2024-04-23,40.41985581351034,16.70530695207546,0.09527741607647601,6.9806586845364755,7.244259535681392,18.48699463270556,0.0,6.418521929685267,0.0,3.649125035729031
2024-04-24,40.599022780633284,16.688876197728284,0.09518370454978108,6.973792753347293,7.23713433593502,18.348245447046132,0.0,6.412208896503585,0.0,3.6455358842566157
2024-04-25,40.94353381313211,16.6767065089883,0.09511429567864049,6.968707396721727,7.231856948099299,18.03367046067024,0.0,6.407533052217748,0.0,3.642877524491931
2024-04-29,40.964428381206005,16.67617779468645,0.09511128019783147,7.016042102593367,7.231627671041786,17.969691205376957,0.0,6.407329909327246,0.0,3.6395916555703502
2024-05-02,41.31759329779132,16.69205382076669,0.09520182787509521,7.232165524244732,7.238512312769739,17.36798679867987,0.0,6.4134298045189135,0.0,3.643056613353643
2024-05-03,41.71136572825087,16.69470276446504,0.09521693591900213,7.280921699939697,7.239661027708129,16.920049512806678,0.0,6.414447583076777,0.0,3.643634747833815
2024-05-06,41.86238415640472,16.694172908467692,0.11108289958105877,7.280690618255681,7.239431255554145,16.75447505395455,0.0,6.414244001523422,0.0,3.643519106258728
2024-05-07,42.362965789139004,16.723896731527407,0.15897240239094493,7.3095510619356485,7.411293399465853,15.894060791046675,0.0,6.425664504641994,0.0,3.7135953198524736
2024-05-08,42.95434312603332,16.723896731527407,0.15897240239094493,7.2745771334096405,7.411293399465853,15.340836830726188,0.0,6.425664504641994,0.0,3.7104158718046545
2024-05-09,43.42013115171579,16.744126822435856,0.1591647036353218,7.283376838352328,7.420258483478703,14.939199083211307,0.0,6.353854969122047,0.0,3.679887948048641
2024-05-10,43.75994399541781,16.737733087252593,0.15592184815121238,7.280595685101508,7.4174250620505315,14.688474511550945,0.0,6.35142875326163,0.0,3.608477057213772
2024-05-13,44.179607942973526,16.738798370672097,0.15593177189409368,7.281059063136457,7.417897148676171,14.266165987780042,0.0,6.351832993890021,0.0,3.608706720977597
2024-05-14,44.43454747892476,16.73294098934309,0.1558772069349451,7.278511213615396,7.415301415619532,14.118021313822174,0.0,6.349610306982663,0.0,3.515190074757436
2024-05-16,44.90587636733655,16.726023912490458,0.15581277028745866,7.02747392520987,7.412236072246248,13.911854489951667,0.0,6.346985499872806,0.0,3.513736962604935
2024-05-17,45.267738042304515,16.70583751508607,0.1873848694657943,7.0761608333862664,7.403290351267231,13.51076668995744,0.0,6.339325414469924,0.0,3.509496284062758
2024-05-20,46.23724085462499,16.674063272681163,0.3011475305902492,7.63012743295505,7.389209408482851,11.877892601280669,0.0,6.454067076649972,0.0,3.436251822735054
2024-05-21,46.38630466426176,16.644516169862666,0.30061388519713944,7.6166065438896275,7.312828302006203,11.837858363394723,0.0,6.4394658565913545,0.0,3.461806214796532
2024-05-22,47.29028173472618,16.650838873061094,0.30072807850585626,7.69863880974992,7.220639442861665,10.965495409939855,0.0,6.41025641025641,0.0,3.463121240899018
