date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,DEUTSCHE BANK AG
2024-03-01,45.20861369520745,32.93157033807647,7.455702763175622,3.088061427426112,2.2076893014055745,1.9607093231666202,2.025782154045404,2.0804028616719323,1.943228284082124,1.0982398517426912
2024-03-04,45.258109601184884,32.86985961281725,7.391362861214297,3.0392220448183718,2.2137461908024196,1.9757325842698297,2.105976215345664,2.097424809668928,1.9460706207216412,1.1024954591567142
2024-03-05,45.18819477256092,32.91010468375355,7.380715841930058,3.0924813382976155,2.167643243032785,1.972338450911966,2.0543898249051136,2.143290221061991,1.9601285239387396,1.1307130996072647
2024-03-06,45.17309057587881,33.01537715178499,7.394664398208962,3.0561144935265796,2.1395419553185393,1.9722526414730088,2.031648151478315,2.1121054433950235,1.9686622707824706,1.136542918153301
2024-03-07,45.334702296889766,32.9398663565454,7.400031895619502,3.0492388620078135,2.127790309996498,1.9548147639964073,2.01202156950662,2.081426813748299,1.9651299018254706,1.1349772298642258
2024-03-08,45.43326419817441,32.908583718297606,7.338062670038789,3.048561637768206,2.1214409970205974,1.952280794591512,1.993393791370141,2.1007926534896115,1.9641142782128158,1.1395052610363083
2024-03-11,45.41704121124763,32.8676270585513,7.356472645358229,3.062047434986732,2.0935112500879143,1.9513482180983914,2.0023212214239208,2.1431396363560022,1.9654745446948187,1.1410167791950678
2024-03-12,45.359670093938284,32.99087644503036,7.3179133421635125,3.0633619665657177,2.0952803782282072,1.9567149109969633,1.9533028377341086,2.1502170010456876,1.9690256300624864,1.143637394234666
2024-03-13,45.21214009391004,33.0379540591026,7.310687885138309,3.060928305486877,2.148888176201452,1.9681391015073675,1.9946823201153732,2.114711525003878,1.97690511615676,1.1749634173773458
2024-03-14,45.57802615972673,32.81902572349475,7.254457282536535,3.0122215438800164,2.142157433406981,1.969166621215093,1.9884735576317476,2.1080902767707905,1.9528817558020772,1.1754996455352809
2024-03-15,45.6061623667801,32.71563497923917,7.334681372859388,3.0132287551596573,2.1707351755568247,2.0116251316742777,1.9593805318783117,2.062081835685491,1.9494446405095054,1.1770252106572807
2024-03-18,45.73678044513597,32.55588306852221,7.313002863824742,3.1011029574221975,2.1828115225627323,2.027716526350719,1.900880361664712,2.059140420555438,1.9512715885565517,1.171410245404721
2024-03-19,45.85173462311578,32.480374379117855,7.3713344534712135,3.0982222653330056,2.180696156333088,2.0370811483932902,1.884063393905864,1.9855478772721158,1.9501827783827,1.1607629246750895
2024-03-20,45.791961292517485,32.56018418142268,7.364977281576612,3.090025215214917,2.2036687878503645,2.0510006035874917,1.8661307096563373,1.9597960074403933,1.9461495279183598,1.1661063928153586
2024-03-21,45.79240295042299,32.526605686948606,7.351631460634541,3.10753763851879,2.2154342354308487,2.051640165364838,1.8715898106821942,1.9936333730783833,1.952906438868629,1.1366182400501783
2024-03-22,46.03452009133958,32.39195089079444,7.300530573472858,3.093926365380403,2.2120913456263906,2.0643491626816153,1.8888177961853367,1.9588261239997289,1.9508976160221303,1.1040900344975098
2024-03-25,46.01720306827549,32.346265475752375,7.259485643430281,3.146879139439319,2.223168297411683,2.067430093515309,1.9100668766443012,1.9644109274881445,1.9580426946570677,1.1070477833860328
2024-03-26,46.23311606937519,32.06838130866676,7.370088983255718,3.1134599040681836,2.2292342427641474,2.0680681702196213,1.8907262861327978,1.967183609509622,1.966300147180808,1.0934412788271526
2024-03-27,46.26693237955181,32.12911392666441,7.3570106061011,3.14164735142569,2.2294123028245076,2.052530805662727,1.811575463642977,1.943424615898224,1.98887951969159,1.0794730285369611
2024-03-28,46.12343440292512,32.10028657273335,7.488361802210253,3.1346528222624785,2.229816424990613,2.080600606617532,1.7872760836182204,2.003134207914659,1.977133769306526,1.0753033074212506
2024-04-02,46.10558919592097,31.891881947777406,7.6182460182952685,3.2470412428288866,2.1803204622469963,2.0884841847505085,1.7944425797627908,2.0077297894394412,1.9852658987150478,1.0809986802626792
2024-04-03,45.812213621215456,32.00549740225004,7.737062005333474,3.2500289076003663,2.1780255381574904,2.067609939367588,1.9057345388668039,1.9751194638603242,1.9833809096646882,1.0853276736837596
2024-04-05,45.69907804659692,32.27925079003858,7.702780235255147,3.133242360459174,2.2140703337008922,2.0778256824195735,1.8359360612176543,2.0036355675777986,1.9865537265410298,1.0676271961932289
2024-04-08,45.553702368711996,32.3592681445657,7.711267728408183,3.122668551364845,2.221037608289237,2.080307869323573,1.8769275498923523,2.0145018374032753,1.9920434745711126,1.0682748674697236
2024-04-09,45.351994259328286,32.521878466997535,7.709209318579376,3.174199734610216,2.2216615818834713,2.0808923066034692,1.8795171326595144,1.997490301679525,1.995505046568011,1.067651851090595
2024-04-10,45.21814817364875,32.71566754646527,7.640136218299327,3.2112988982372257,2.236199923956691,2.1151528819392826,1.8370236410225238,1.9661483650685652,1.9917372915624416,1.0684870597999248
2024-04-11,45.364638941675295,32.66399351816725,7.603772902467991,3.1510276716568635,2.2547712387945986,2.1117275966664444,1.8411753803721131,1.9599497395476992,1.9810141132376355,1.0679288974141046
2024-04-12,45.67366629339941,32.386071266357945,7.604778368832767,3.1239999950819906,2.263981531924244,2.1067728742861287,1.8072554780776997,1.9861767402110697,1.9775018785486893,1.0697955732800586
2024-04-15,45.76469819620876,32.255341857803636,7.59960982789403,3.125980728400494,2.269787209652048,2.1089927516345535,1.820896843306389,2.0113516634996658,1.9754886934197733,1.0678522281806462
2024-04-16,45.9806359792005,32.08027551905278,7.651129617018,3.1618841496469554,2.2665130690662845,2.074311718048766,1.7872888518953935,1.9977317113968929,1.969189837567927,1.0310395471064933
2024-04-17,46.031853601711845,32.096709415735035,7.605483721620558,3.1592171557813153,2.271104689958723,2.0675052878095355,1.780632984302381,2.015135678443535,1.9699755556710719,1.0023819089660007
2024-04-18,46.083391206825446,31.979074348665804,7.609112699452947,3.1719108564876564,2.2645903963844196,2.0583388018780044,1.8956295374317578,1.9769742870118037,1.960410024669756,1.000567841192403
2024-04-19,46.08035756639522,32.038228818231474,7.663674370624869,3.188413259998272,2.2633734367927554,2.0689845258479758,1.7826862726356745,1.9805536919974756,1.960500742426297,0.9732273150499867
2024-04-22,46.15442673353394,32.02480458982685,7.691497816744287,3.137071365477082,2.2570378293281865,2.0702844121764614,1.77138611140051,1.964039594670595,1.9562563993820257,0.973195147460064
2024-04-23,46.533473705855464,31.576873606899593,7.699161785549167,3.129027579223488,2.256832687323845,2.107065796282871,1.774230139106715,1.9914924398334064,1.9570703356511348,0.9747719242743137
2024-04-24,46.13388296956727,31.5184358593968,7.621201935789906,3.1014400736334093,2.258739302085428,2.1196233061713015,1.8168273918261646,2.5100369688861295,1.9409248860111816,0.9788873066324151
2024-04-25,46.266286871219684,31.525984543110468,7.532028309104012,3.0984350271366177,2.2226654760625264,2.122550516157113,1.7785370525888848,2.5184416732546615,1.9419499842486965,0.9931205471173334
2024-04-26,46.19916406345063,31.560270663525202,7.502986818247299,3.1004471060030054,2.2381849354936487,2.118866774519122,1.7922070833013888,2.5262210788897828,1.9486019130160788,1.0130495635538381
2024-04-29,46.18945437498864,31.632823860262892,7.481083197771082,3.099606387060831,2.244994844283422,2.1371748974422773,1.7545262361175529,2.5178790620670717,1.9493261252428709,0.9931310147633559
