date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,KGI ASIA LTD,TIGER BROKERS (HK) GLOBAL LTD,WEBULL SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,DBS BANK (HONG KONG) LTD
2024-05-02,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,0.0,33.24406090363537,66.62203045181768,0.03471705599365174,0.049595794276645344,0.0,0.049595794276645344,0.0,0.0,0.0
2024-05-06,8.211294624058391,30.692930332662705,60.32377298460675,0.486595236981238,0.1871520142235531,0.004678800355588827,0.09357600711177655,0.0,0.0,0.0
2024-05-07,8.585598652505498,30.27183830065971,60.32377298460675,0.486595236981238,0.1871520142235531,0.004678800355588827,0.1403640106676648,0.0,0.0,0.0
2024-05-08,9.20528274544676,47.689622237591806,42.5287356321839,0.34252214866778646,0.13173928794914863,0.0032934821987287157,0.09880446596186147,0.0,0.0,0.0
2024-05-09,9.211350229047886,47.632073295323465,42.5567676235046,0.3427479154994562,0.1318261213459447,0.0032956530336486173,0.06591306067297235,0.0560261015720265,0.0,0.0
2024-05-10,9.211350229047886,47.23659493128564,42.95224598754243,0.3427479154994562,0.1318261213459447,0.0032956530336486173,0.06591306067297235,0.0560261015720265,0.0,0.0
2024-05-13,9.211350229047886,47.19045578881455,42.95224598754243,0.3427479154994562,0.1318261213459447,0.0032956530336486173,0.112052203144053,0.0560261015720265,0.0,0.0
2024-05-14,9.211350229047886,47.18056882971361,42.95224598754243,0.35263487460040205,0.1318261213459447,0.0032956530336486173,0.112052203144053,0.0560261015720265,0.0,0.0
2024-05-16,9.211350229047886,47.04874270836766,42.95224598754243,0.35263487460040205,0.1318261213459447,0.0032956530336486173,0.2438783244899977,0.0560261015720265,0.0,0.0
2024-05-17,9.211350229047886,47.08169923870415,42.95224598754243,0.35263487460040205,0.1318261213459447,0.0032956530336486173,0.2109217941535115,0.0560261015720265,0.0,0.0
2024-05-20,9.205585929780646,47.18068638429616,42.92536723535999,0.35241420196298007,0.1317436269020486,0.003293590672551215,0.1449179895922535,0.055991041433370664,0.0,0.0
2024-05-22,9.217729701207045,51.77758723039377,38.348393905415215,0.35287909768484926,0.13191741969527077,0.0032979354923817687,0.11212980674098014,0.05606490337049007,0.0,0.0
2024-05-23,9.202554984854473,55.51824048465692,34.66350586066114,0.34571315685499804,0.13170025023047544,0.0032925062557618862,0.07902015013828526,0.055972606347952064,0.0,0.0
2024-05-24,9.724445062974045,54.735230672882885,34.71574699046691,0.3653190452995616,0.13916916011411873,0.0034792290028529678,0.25746294621111965,0.05914689304850045,0.0,0.0
2024-05-27,9.724445062974045,54.70043838285436,34.71574699046691,0.3653190452995616,0.13916916011411873,0.0034792290028529678,0.2922552362396493,0.05914689304850045,0.0,0.0
2024-05-28,11.30571960197395,47.301998220208716,40.360812232020066,0.41663295849850335,0.1617992071838848,0.00404498017959712,0.38022813688212925,0.06876466305315104,0.0,0.0
2024-05-29,11.30571960197395,48.41436776959792,39.24844268263086,0.41663295849850335,0.1617992071838848,0.00404498017959712,0.38022813688212925,0.06876466305315104,0.0,0.0
2024-05-30,11.255184633350783,48.6046792574397,39.07300769137841,0.41477066806265855,0.16107598759714897,0.004026899689928724,0.4187975677525873,0.06845729472878831,0.0,0.0
2024-05-31,11.255184633350783,48.564410260540406,39.07300769137841,0.41477066806265855,0.16107598759714897,0.004026899689928724,0.45906656465187456,0.06845729472878831,0.0,0.0
2024-06-03,11.255184633350783,48.52414126364113,39.08508839044819,0.4026899689928724,0.16107598759714897,0.004026899689928724,0.49933556155116177,0.06845729472878831,0.0,0.0
