date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,ABCI SECURITIES CO LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,PRUDENTIAL BROKERAGE LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,DAH SING SECURITIES LTD
2024-06-18,23.950446046418822,14.328639785544095,15.09548459908214,8.698922213838475,7.808778101198629,6.029857707717919,6.838589709889405,5.402645401209468,6.42948079557141,5.4171556395296365
2024-06-19,23.951025271559995,14.32898631388793,15.09343124150275,8.699132591316939,7.808966951151122,6.030003535698543,6.8387550964998445,5.402776060489849,6.429636288162833,5.4172866497301975
2024-06-20,23.949866849292622,14.345221475947007,15.080609655361782,8.698711846535188,7.808589260380108,6.029711886790453,6.8384243312781035,5.402514748248592,6.429325310500587,5.417024635665554
2024-06-21,23.993595088109345,14.333782489586936,15.085498968307002,8.691775428974154,7.802362633193442,6.024903749659646,6.832971320825735,5.3982067427835725,6.4241985186518455,5.412705059908327
2024-06-24,23.956669566073106,14.366236941319224,15.086592619327638,8.692405555235737,7.802928279836956,6.025340536149034,6.833466689661376,5.398598095719677,6.424664252750628,5.413097463926623
2024-06-27,23.95319650391467,14.378651495902586,15.084405475835869,8.691145394063652,7.801797068553228,6.024467026492357,6.832476023805032,5.397815446582945,6.423732852071776,5.4123127127778865
2024-06-28,23.924293433045943,14.368541414856374,15.06620391178117,8.680658242955698,7.9058079369013186,6.017197616859093,6.824231631926368,5.391302184673897,6.415981669225057,5.40578195777508
2024-07-03,23.786524044633094,14.285799361526799,14.979444329750535,8.630670184562254,7.860281897546197,6.558402866739807,6.784933910514061,5.360256068022216,6.3790348781688895,5.374652458536152
2024-07-04,23.788690930006684,14.288542073947749,14.965521200650263,8.632327175936505,7.861790983054609,6.55966200615154,6.786236541332315,5.361285176756365,6.380259580948991,5.375684331214976
2024-07-08,23.80548994354173,14.288542073947749,14.948722187115218,8.632327175936505,7.861790983054609,6.55966200615154,6.786236541332315,5.361285176756365,6.380259580948991,5.375684331214976
2024-07-09,23.804918659040656,14.290598978787516,14.948363447458245,8.632120017220783,7.861602315677883,6.559504587285332,6.786073685127049,5.3611565165551,6.380106467384848,5.37555532546259
2024-07-15,23.78094944477208,14.472795329521713,14.837416509325083,8.623428320464816,7.853686454544401,6.552899810633905,6.779240775654392,5.355758358673814,6.373682327014388,5.370142669395409
2024-07-23,23.77524960180948,14.469326474722635,14.833860261738325,8.621361448099607,7.851804074718803,6.55132920471857,6.77761592009862,5.354474684880177,6.396122781258727,5.368855547955056
2024-07-30,23.770691694310134,14.466552587896874,14.831016490839444,8.619708663432485,7.8694696286159616,6.550073261962427,6.7763165963502985,5.353448188808421,6.394896592828333,5.367826294955623
2024-07-31,23.657309259745528,14.397549423274395,14.760274891123954,8.578594018302846,8.30891766679553,6.518830449907631,6.743994639423036,5.32791308883033,6.3643939489083285,5.342222613688423
2024-08-01,23.660130636641284,14.399266478787867,14.750109179191867,8.579617103671328,8.30990859049173,6.519607887333705,6.744798929989298,5.328548497140141,6.3651529681968615,5.342859728555916
2024-08-08,23.653025144291036,14.40510753223265,14.732230823828974,8.583097419985505,8.313279499716158,6.522252562197181,6.747534953458439,5.330710019506628,6.367734988518954,5.34502705626448
2024-08-27,23.624275626376797,14.394748388558659,14.709557709577343,8.572664931475888,8.42233859021435,6.514324966647174,6.739333534154228,5.32423070693386,6.359995204283797,5.338530341777908
2024-08-28,23.562504172003777,14.499732242990412,14.67109596847363,8.550249599507842,8.400316323281489,6.6161437098410545,6.721711896119969,5.310309201809801,6.343365439215555,5.32457144675647
2024-08-29,23.658105853857997,14.563336321097427,14.391712641824064,8.584941083741404,8.338932059598188,6.642987820358032,6.748984335310541,5.331855064980921,6.392969642169087,5.346175177062339
2024-08-30,23.671665089747552,14.52392198178501,14.399961004045903,8.589861394858932,8.34371137488072,6.6372429214723025,6.752852399439711,5.334910925877039,6.396633662608781,5.34923924528405
2024-09-03,23.57853101360198,14.743622879359176,14.273394182617306,8.589861394858932,8.34371137488072,6.6372429214723025,6.752852399439711,5.334910925877039,6.396633662608781,5.34923924528405
2024-09-04,23.608411429538133,14.877078880475706,14.04998342336282,8.600747087066145,8.354285128020337,6.6456541146483525,6.761410101288664,5.3416717099715,6.404739938369543,5.356018187258801
2024-09-05,23.721283184933494,14.700747493819144,13.88411276317451,8.64186723715867,8.394226944109375,6.679829481472667,6.793736385899475,5.36721022892055,6.435360983832602,5.381625296679513
2024-09-09,23.642222945493664,14.711350749713292,13.918169443886832,8.648100384810338,8.400281475442519,6.6846474637794255,6.798636526209167,5.37108145407552,6.4400026375520145,5.385506919037227
2024-09-10,23.636540144132578,14.707814631969345,13.93886064305947,8.646021670099334,8.398262328126625,6.683040697622404,6.797002360885808,5.36979042534831,6.438454675846447,5.384212422909676
2024-09-11,23.642222945493664,14.711350749713292,13.918169443886832,8.648100384810338,8.400281475442519,6.6846474637794255,6.798636526209167,5.37108145407552,6.4400026375520145,5.385506919037227
2024-09-12,23.625750344527198,14.669867292226444,13.853212941368806,8.64207486398324,8.394428621204996,6.836156954970961,6.793899610104853,5.367339179850488,6.435515597821614,5.381754593941402
2024-09-13,23.6274533421464,14.670924729501806,13.854211512348074,8.6426978043218,8.395033710641227,6.8294414940612365,6.7943893297832725,5.367726069820603,6.435979484368352,5.3821425230072295
2024-09-16,23.6388129368161,14.629900261287782,13.86087233291852,8.646853036055331,8.399069870561233,6.83272494937356,6.797655932734374,5.37030676235518,6.439073771221287,5.3847301466766355
2024-09-17,23.661564926454854,14.547732868622745,13.874213206867884,8.65517549756006,8.407153844624608,6.839301340822155,6.804198570800117,5.375475599053564,6.445271279536007,5.3899128656580055
2024-09-19,23.66213428735675,14.543270388207757,13.874547057759365,8.655383764365011,8.407356143361406,6.8418721818108335,6.804362298121069,5.375604947456542,6.445426370100813,5.3900425614604535
2024-09-24,23.666690161187383,14.526816670493131,13.877218443403816,8.65705025969917,8.40897488380862,6.84318950619278,6.8056724004031235,5.376639958821388,6.446667363367532,5.391080352623057
2024-09-26,23.671247789718855,14.457398308483747,13.932849165059572,8.658717396886216,8.41059424771586,6.844507337943957,6.806983007272807,5.377675368822232,6.447908834604451,5.392118543492301
2024-09-30,23.668968756052163,14.45600637098343,13.941135586463787,8.657883748037909,8.409784487807228,6.843848358628897,6.806327640746295,5.377157613977918,6.447288039222461,5.391599398079918
2024-10-02,23.645243021754453,14.361737856378282,14.066107153420296,8.65184459124049,8.403918388350085,6.8150216999768904,6.852090991530524,5.373406870851734,6.442790845159788,5.387838581337459
2024-10-03,23.61471047597103,14.36657565579078,14.118967274827629,8.654758994016747,8.406749276356008,6.774007647254224,6.8543991412896075,5.375216920921084,6.444961120796153,5.389653492776736
2024-10-04,23.78892344305208,14.326589134649618,14.118060297333358,8.630670184562254,8.383350752885875,6.755153537096933,6.835321277312838,5.360256068022216,6.427022846548677,5.374652458536152
2024-10-08,23.816697721924037,14.326988354625675,14.137395406519964,8.642490147564086,8.394832004470224,6.651478753539389,6.8446824558627934,5.367597100300068,6.435824848088953,5.382013207104813
2024-10-09,23.909762859590227,14.325082144234763,13.787409824586952,8.67626118269048,8.355273108013641,6.677469795333233,7.016152838252404,5.388571299532409,6.460973209649236,5.403043738116651
2024-10-15,23.766184989256615,14.32577324047941,13.788074981481502,8.676679758406875,8.355676198048995,6.8176989307444344,7.016491324051617,5.388831264630803,6.461284911479424,5.403304401420322
2024-10-16,23.7643460408433,14.326118813608165,13.788407583996623,8.676889061410698,8.355877757651967,6.817863390526872,7.0166605791988985,5.388961256586503,6.46144077367305,5.403434742503925
2024-10-17,23.631708193323124,14.351043969543383,13.81239720837437,8.691985460910248,8.370415648813895,6.8297253826243045,7.028868446616199,5.398337187457723,6.472682647410477,5.412835854926276
2024-10-22,23.632279254253845,14.351390762947355,13.810314482391806,8.692195502997196,8.37061792015678,6.829890423141125,7.029038299431077,5.398467638436272,6.472839059978991,5.412966656265555
2024-10-23,23.62771153944217,14.348616884920157,13.826973472365506,8.690515450484366,8.369000023082807,6.8285703223031025,7.027679706719528,5.397424207105458,6.471587971053977,5.411920422522931
2024-10-24,23.64542127733328,14.359371639721852,13.762383987660625,8.697029274326756,8.3752728606605,6.8336885577436,7.032947181116314,5.401469752008755,6.476438636617389,5.415976832810928
2024-10-25,23.65686101047344,14.366318751287007,13.769042274622173,8.652856594645787,8.379324845413835,6.836994718904639,7.036349744259391,5.4040830009673115,6.479571959083186,5.418597100343231
2024-10-29,23.639002546465967,14.381116114234702,13.735880731787582,8.647208804489717,8.398029968171967,6.832532156622671,7.075270939038715,5.4005557118643885,6.475342689555166,5.415060337769127
2024-10-30,23.640717045250273,14.382159153425816,13.73687697309555,8.647835972618058,8.391386224809663,6.833027709176263,7.075784097045268,5.400947405472626,6.475812335731962,5.415453083374522
2024-10-31,23.652153395878504,14.34074096606377,13.743522276674982,8.652019419514739,8.395445612472912,6.836333230772117,7.079207053622623,5.403560148907411,6.478945052067607,5.418072844025336
2024-11-01,23.643931548876473,14.34455756622404,13.761696492393732,8.654322041030692,8.397679950234531,6.838152631217739,7.054477403035481,5.404998235585021,6.480669338335843,5.419514793066449
2024-11-04,23.605666395744603,14.321342446913368,13.901263885520795,8.640315954205919,8.384089210953972,6.827085818702582,7.043060492208513,5.396250828888524,6.4701810739744,5.4107438928873295
2024-11-08,23.61348160507499,14.31987736064539,13.899841773669081,8.639432042079495,8.383231511054818,6.826387401656808,7.042339980758561,5.3956987875546005,6.469519168606384,5.410190368899868
2024-11-11,23.61462231580908,14.32056911961975,13.895682481264076,8.639849392347095,8.383636484888452,6.826717168080683,7.042680179334253,5.395959440838509,6.469831695580741,5.41045172223736
2024-11-13,23.591829020816864,14.306746626418942,13.978792051388094,8.63151004085316,8.375544435100316,6.820127887246141,7.035882446780388,5.3907511553255665,6.463586887579359,5.405229448491167
2024-11-14,23.592967640490684,14.307437117315718,13.974640383467413,8.631926626067413,8.375948666568096,6.820457049168413,7.036222021731085,5.391011330800588,6.463898841654101,5.405490322736489
2024-11-18,23.51805374417847,14.504963021527159,14.012054311732825,8.604517981843697,8.34935281989526,6.798800298734592,7.006663651930083,5.373893447624227,6.443374257592652,5.388326464941034
2024-11-19,23.505049207525765,14.496942361088522,14.05960218297923,8.59976002990214,8.344735964012804,6.795040835955865,7.002789249087658,5.37092190095342,6.4398113311017315,5.385346937392866
2024-11-26,23.492173545373138,14.499382492497897,14.061968701106675,8.601207545111857,8.346140553464949,6.796184580075061,7.003967961506756,5.371825936777071,6.440895282841905,5.386253401244691
2024-11-27,23.480881226054564,14.492412866775052,14.1032777647045,8.597073079565824,8.342128694620751,6.792917760754236,7.000601263973824,5.369243784313199,6.437799245513094,5.383664313724963
2024-11-28,23.439193870620645,14.466683407967434,14.253377451867022,8.581810056099672,8.327318292889224,6.783256943051436,6.988172575700465,5.359711366347572,6.426369741535956,5.3741062939205735
2024-12-02,23.235633049841848,14.483362364147068,14.38270075270668,8.591704212889528,8.336919040550882,6.79347942919509,6.996229392932094,5.365890694981084,6.433778843974334,5.380302218781391
2024-12-03,23.23842389233356,14.473090921765838,14.384428265459196,8.592736166404293,8.337920391702298,6.794295397110273,6.997069713237966,5.366535194561764,6.434551608088037,5.380948449336772
2024-12-04,23.280367125162403,14.49921352909485,14.169736355064908,8.608245270435361,8.352969576531605,6.806558479799064,7.009698785048589,5.376221300478091,6.446165386091986,5.450824192293141
2024-12-06,23.213330418920737,14.457462489995704,14.416887877189808,8.583457499420073,8.328916881626194,6.786958734705963,6.989514089688352,5.360740265919113,6.427603406676051,5.435128335858009
2024-12-10,23.213330418920737,14.385474035216127,14.416887877189808,8.583457499420073,8.328916881626194,6.85894718948554,6.989514089688352,5.360740265919113,6.427603406676051,5.435128335858009
2024-12-13,23.2122164111931,14.384783676316665,14.420995010743642,8.583045579294367,8.328517176904745,6.85861802860967,6.989178662906938,5.36048300399356,6.427294945988335,5.4348675040489764
2024-12-18,23.198856653613465,14.352523345148626,14.55658216630672,8.578105619826342,8.261372617591704,6.854670560924105,6.985156051237156,5.357397785754401,6.423595725679075,5.431739473918406
2024-12-19,23.198856653613465,14.352523345148626,14.578165237064011,8.578105619826342,8.239789546834412,6.854670560924105,6.985156051237156,5.357397785754401,6.423595725679075,5.431739473918406
2024-12-27,23.143563389963205,14.362856496750165,14.58866084036974,8.584281458296841,8.24572181341254,6.859605606029506,6.9901850398478755,5.361254863856884,6.428220416882442,5.435650074590798
2024-12-30,23.169140474496658,14.268214698437648,14.604783483424171,8.593768367845653,8.254834564128897,6.867186491889445,6.997910235430599,5.367179848983319,6.435324557858138,5.4416572775054695
2025-01-03,23.174151300552605,14.27130050742834,14.60794208266961,8.595626955500373,8.234992694466998,6.868671668995711,6.999423684364256,5.368340617319281,6.4367163355120605,5.442834153190766
2025-01-07,22.117265179167134,14.468082017135453,14.80692926285537,8.714148771245343,8.348541862183056,6.963381158155715,7.095936063104512,5.442362614876423,6.525469757626549,5.517883313650446
2025-01-09,22.106494225029596,14.4610361619358,14.848417695096533,8.709905041471231,8.3444761804279,6.9599900400184085,7.092480391651488,5.439712222178691,6.522291899292081,5.51519614289827
2025-01-13,21.70614431826406,14.535361671123814,14.924734232408657,8.75467141366872,8.387364354834798,6.995762359365035,7.12893367277273,5.467670756838461,6.555814577823495,5.543542642900231
2025-01-14,21.708269540655266,14.53678481084107,14.926195495123421,8.755528572980076,8.388185551555356,6.986656426712368,7.129631658064114,5.468206089882867,6.5564564497160385,5.544085404469424
2025-01-16,21.713584417761194,14.540343879639261,14.905366713030485,8.757672205768294,8.390239247049818,6.988366983153532,7.131377219404329,5.469544881227021,6.5580616794749265,5.545442773491138
2025-01-21,21.717306380490076,14.542836264910338,14.890780496060113,8.759173373374457,8.391677432342632,6.989564871118348,7.132599620998905,5.470482425291612,6.5591858080699605,5.546393327343555
2025-02-04,21.717727006962907,14.546398297866462,14.874833043899077,8.7613187914797,8.393732838250164,6.991276852190427,7.134346636123741,5.471822331643429,6.5607923747388055,5.547751826845285
2025-02-12,21.430800123469258,14.517950796567138,14.579287452726403,8.744184816278366,8.377317728411098,7.684078965860144,7.120394430839309,5.461121423439099,6.547961834437133,5.53690242797205
2025-02-14,21.428879414293363,14.51830570359628,14.579643859196528,8.744398577345535,8.377522521015015,7.684266811491781,7.120568496592057,5.461254926466305,6.548121906455156,5.5370377835479765
2025-02-17,21.512340129444127,14.578177431785466,14.269110414857508,8.780459414297816,8.412070405700534,7.7159557938884555,7.135204718286447,5.461684271986575,6.575125565348758,5.559871854404311
2025-02-18,21.543011344371703,14.598962265540052,14.14687961502002,8.792978152670223,8.42406391351264,7.726956816422592,7.145377735082853,5.469471267318774,6.584500049397314,5.567798840663831
2025-02-19,21.596098643705602,14.634937713325236,14.18174101952647,8.814646221992817,8.444822887057969,7.745997945951623,6.916561018240627,5.48294939503847,6.600725883357978,5.581519271803207
2025-02-20,21.63074591804701,14.658416986609199,14.204493215645261,8.828787825571982,8.297938146848988,7.758425084774662,6.927657466309867,5.491745856613503,6.611315627566235,5.590473872013296
2025-02-24,21.622207047685485,14.652630486096083,14.240828747150754,8.825302607125165,8.29466248458693,7.757829624669044,6.919988278702492,5.489577956065563,6.608705769946123,5.58826699797236
2025-02-26,21.67568586445137,14.688871251859542,14.27605099201612,8.847130477887344,8.315177908112837,7.777017284286012,6.689770850831615,5.503155484621599,6.625051269004158,5.602088616929403
2025-02-27,21.67514976683645,14.688507956834265,14.275697907138662,8.846911664716785,8.31497225155036,7.776824937873385,6.6920786620633885,5.503019376885573,6.624887413788399,5.601950062312729
2025-02-28,21.63210466094689,14.692868683543528,14.326942105324228,8.849538137337706,8.31744080190896,7.779133722967112,6.741071434093753,5.504653114202453,6.626854211476502,5.529393128198869
2025-03-03,21.615526839413935,14.681608764147766,14.491482101128444,8.842756270007213,8.311066708801231,7.7731721629357775,6.735905395886797,5.500434608497234,6.621775703945003,5.426271445236598
2025-03-04,21.60965049260981,14.670203156025371,14.524613981259465,8.840352298874194,8.308807281554515,7.768587533066852,6.734074188327524,5.49893927314996,6.61997552341808,5.42479627171423
2025-03-05,21.608582409172083,14.669478063269967,14.526367395654876,8.839915353636357,8.308396608580061,7.768203561114994,6.736212659692116,5.49866748134265,6.619648323021334,5.424528144515558
2025-03-06,21.603243575332122,14.665853674385227,14.52277836513195,8.837731275183696,8.306343852497788,7.7909912769690255,6.7345483431988,5.49730892521582,6.618012806086146,5.423187905999427
2025-03-10,21.60965049260981,14.670203156025371,14.52708541464066,8.840352298874194,8.308807281554515,7.803187600403525,6.6970026876096584,5.49893927314996,6.61997552341808,5.42479627171423
2025-03-12,21.583512807731978,14.652458993651384,14.630468118946125,8.82965956033703,8.29875746670396,7.793749351570593,6.6889024110256114,5.492288099317552,6.611968414085643,5.418234776630125
2025-03-14,21.58511125694113,14.64613825658508,14.631551633960694,8.83031347439018,8.299372062781428,7.794326547349535,6.689397783158232,5.492694851621822,6.612458088578234,5.418636044633663
2025-03-17,21.58663673902761,14.635814231388464,14.633570433715079,8.83153184378252,8.30051717511818,7.795401975637187,6.690320758037416,5.493452710480184,6.613370447643019,5.419383685170339
2025-03-19,21.587169719234378,14.633706565338791,14.633931740735239,8.831749896818065,8.300722117250379,7.795594446331304,6.690485943961656,5.493588345391583,6.613533733642186,5.419517491296415
2025-03-20,21.585037956304912,14.632261466533231,14.6324866196933,8.830877749275,8.299902409436548,7.794824620575079,6.689825249201715,5.4930458459283935,6.61288063801967,5.428857445032151
2025-03-24,21.593034239025876,14.630272961580276,14.687301280282691,8.834149191062615,8.288158953477401,7.797712251421625,6.677485332295784,5.44568678712348,6.61533041194588,5.430868591784368
2025-03-25,21.59356753519555,14.618285493147617,14.687664021406931,8.834367373365009,8.288363651130108,7.797904836216789,6.677650250172139,5.445821282529391,6.615493794744738,5.440881762091722
2025-03-26,21.743933984028743,14.757384056646186,14.541245490528985,8.895885343818733,8.346079533733906,7.852205417010118,6.482914996514552,5.483743168567883,6.517317091412875,5.379290917738018
2025-03-27,21.75271030203567,14.799273425456535,14.572888630862321,8.90762637860784,8.28736817979287,7.862568974251374,6.491471326499379,5.4909807640210895,6.448721364242712,5.386390654230213
2025-03-28,21.92304249909334,14.561284125270916,14.400889636666559,8.977376563783395,7.968271241162885,7.9542528359425,6.552341037280571,5.784951309256956,6.44902255981932,5.428568191723556
2025-03-31,21.88410537203293,14.626686374904644,14.344514222811522,9.019253131850725,8.00544065815667,7.991356861594369,6.567776911895932,5.811936242499659,6.295039511660592,5.453890712592955
2025-04-01,21.87197258581314,14.613537081819903,14.167718153110373,9.014252759742721,8.001002354719109,7.991966465318577,6.564135664887813,5.957396960859644,6.367150957510691,5.450867016218025
2025-04-02,22.007812111668883,14.625082151642838,14.20903200651569,9.024486728615253,8.030269254647413,8.001039822613556,6.609431649669172,5.964160451598559,6.122088594697115,5.4065972283315205
2025-04-03,22.028057488144352,14.729581191087115,14.291590795046263,9.060833607669224,8.153802422116112,8.033264683204953,6.636051691341378,5.988181609267877,5.80224806368576,5.2763884484369665
