date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG BANK LTD,BOCI SECURITIES LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,89.6329670515626,0.0,1.1681665355982442,0.0,0.0,7.1907716850959815,0.0,0.0,2.0080947277431793
2024-03-05,79.02640608731689,0.0,1.0652877786643533,0.0,11.794309347989817,6.34601067004277,0.0,0.0,1.7679861159861765
2024-03-06,79.0981437869755,0.0,1.0727716707627521,0.0,11.666118067008146,6.387671763460376,0.0,0.0,1.775294711793227
2024-03-07,79.03061845269318,0.0,1.101041855931037,0.0,11.656158812788814,6.382218668729417,0.0,0.0,1.829962209857549
2024-03-08,19.02556298811966,75.42949589074259,0.7041622422405901,0.0,2.7913560373378545,1.60714782884746,0.0,0.0,0.44227501271184977
2024-03-11,18.010398352201143,71.40473421713227,0.6665896034325763,0.0,2.642415060551385,1.521393749372495,5.336291703108852,0.0,0.41817731420127946
2024-03-12,18.009580383211905,71.40544658622665,0.6665962536615468,0.0,2.6424414225964834,1.5219077523865647,5.336344940605351,0.0,0.41768266131150045
2024-03-13,17.88835228829916,70.91562800310753,0.65376689843972,0.0,2.6243151174549206,1.5114679507390556,5.299739316765636,0.6917477993341721,0.4149826258598172
2024-03-14,17.88594642540514,70.91656486398469,0.6570782659694984,0.0,2.624349787078981,1.5109925090253844,5.299809331211886,0.6917569379608516,0.41350187936356464
2024-03-15,17.88565106796384,70.9153937917559,0.6570674153859867,0.0,2.6243064501920337,1.5126188954942466,5.299721813443117,0.6917455147152295,0.4134950510496383
2024-03-18,17.885414789034087,70.91445696181977,0.6570587351771929,0.0,2.624271781712981,1.5137548343707428,5.299651801309184,0.6917363763903647,0.413654720185692
2024-03-19,17.884646925624466,70.91141243546369,0.6614888885363663,0.0,2.6241591154817607,1.5133595962035367,5.299424274648495,0.6917066785019567,0.4138020855397239
2024-03-20,18.073774874023258,70.75392278323329,0.65672460848813,0.0,2.6183310281217667,1.5055500618804776,5.287654596716959,0.6901704427889555,0.4138716047471607
