date,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA RENAISSANCE BROKING SERVICES (HONG,CITIBANK N.A.
2024-03-01,0.0,0.0,0.0,74.07407407407408,0.0,25.925925925925924,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.17481751024792302,0.0,0.06137793463249962,99.76380455511958,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.17481463620471396,0.0,0.06137692556403751,99.76380843823125,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.17317535648914364,0.0,0.061378607363240786,99.76544603614762,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.17208213907963457,0.0,0.06083158419694088,99.76708627672343,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.17153410678957204,0.0,0.06083158419694088,99.76763430901349,0.0,0.0,0.0
2024-03-11,0.0,0.061276521244351075,0.0,0.19422468787271993,0.0,0.11434636553633369,99.6301524253466,0.0,0.0,0.0
2024-03-12,0.0,0.06125976327477191,0.0,0.21386220928960553,0.0,0.11486205614019734,99.61001597129543,0.0,0.0,0.0
2024-03-13,0.0,0.061255072685706784,0.0,0.19962590652038373,0.0,0.11922862362039356,99.60785815075312,0.01203224642040669,0.0,0.0
2024-03-14,0.0,0.06125306265313265,0.0,0.20508837941897096,0.0,0.11922471123556179,99.60240199509975,0.012031851592579629,0.0,0.0
2024-03-15,0.0,0.11584509543559394,0.0,0.21256482134172663,0.0,0.11584509543559394,99.50328683136343,0.012021660847089938,0.0,0.04043649557657524
2024-03-18,0.0,0.11585205910640901,0.0,0.21093818308997114,0.0,0.11421264317565795,99.50653580484394,0.012022383492174521,0.0,0.04043892629185975
2024-03-19,0.0,0.11586155637047278,0.0,0.20221120687299496,0.0,0.11476852281980797,99.51469310350481,0.012023369057313214,0.0,0.040442241374598994
2024-03-20,0.0,0.11584319639793231,0.0,0.19726129197949793,0.0,0.11638962656962068,99.51750215839917,0.012021463777143918,0.0,0.040982262876627
2024-03-21,0.0,0.1158387655521739,0.0,0.19561451918716158,0.0,0.11638517482364641,99.51915984110418,0.012021003972395404,0.0,0.04098069536043888
2024-03-22,0.0,0.10379450872420161,0.0,0.20212614856818206,0.0,0.14039573022168322,99.50069378434779,0.012018311536486501,0.0,0.04097151660165853
2024-03-25,0.0,0.08411439557798606,0.0,0.19990823884118766,0.0,0.18406851499857987,99.47892770531558,0.01201634222542658,0.0,0.04096480304122698
2024-03-26,0.0,0.08414656802211852,0.0,0.20271673205328553,0.0,0.14315844689477308,99.5169768433016,0.012020938288874074,0.0,0.04098047143934344
2024-03-27,0.0,0.08414518869831765,0.0,0.20708458777053498,0.0,0.14315610025298198,99.51261358234481,0.012020741242616805,0.0,0.04097979969073911
2024-03-28,0.0,0.08414932680538556,0.0,0.20490907501311417,0.0,0.14043101940898758,99.51750743136913,0.012021332400769365,0.0,0.04098181500262284
2024-04-02,0.0,0.08414564846789352,0.0,0.198343314245749,0.0,0.15353848843816933,99.51097171831971,0.012020806923984788,0.0,0.0409800236044936
2024-04-03,0.0,0.08413415573560022,0.0,0.2141596691451642,0.0,0.15133221518676143,99.49738036833278,0.012019165105085746,0.0,0.04097442649461049
2024-04-05,0.0,0.08413369609160738,0.0,0.21306585373848624,0.0,0.1513313884245146,99.49847575966172,0.012019099441658198,0.0,0.04097420264201659
2024-04-08,0.0,0.08413599436179571,0.0,0.2119789987816671,0.0,0.15133552232608707,99.49955473483504,0.012019427765970814,0.0,0.04097532192944596
2024-04-09,0.0,0.08413829275755058,0.0,0.2136238471961187,0.0,0.15133965645351632,99.49790200620656,0.012019756108221513,0.0,0.04097644127802788
2024-04-10,0.0,0.08414472893376608,0.0,0.21801134314657578,0.0,0.15135123321203378,99.49349244336622,0.012020675561966582,0.0,0.04097957577943153
2024-04-11,0.0,0.08414518869831765,0.0,0.21418775305026308,0.0,0.1513520601911298,99.49731445712693,0.012020741242616805,0.0,0.04097979969073911
2024-04-12,0.0,0.08414334967025643,0.0,0.21636861343780223,0.0,0.15134875232896772,99.49513990197846,0.012020478524322345,0.0,0.040978904060189815
2024-04-15,0.0,0.08414426917423874,0.0,0.2147318038017911,0.0,0.15135040624197488,99.49677355902939,0.012020609882034107,0.0,0.040979351870570814
2024-04-16,0.0,0.08415070626485614,0.0,0.21420179776508838,0.0,0.14972268517253626,99.49837436135624,0.012021529466408021,0.0,0.041528919974864076
2024-04-18,0.0,0.08417416399750757,0.0,0.21699443575980848,0.0,0.12790100243777125,99.51736502071559,0.01202488057107251,0.0,0.04154049651825049
2024-04-23,0.0,0.08417600437277944,0.0,0.21481279037988524,0.0,0.1279037988521454,99.51954085815797,0.012025143481825635,0.0,0.04154140475539765
2024-04-25,0.0,0.08417830495504114,0.0,0.21263221186695455,0.0,0.12681406980239962,99.52226078876166,0.012025472136434448,0.0,0.04208915247752057
2024-04-26,0.0,0.08417876508658387,0.0,0.21208675878957498,0.0,0.1268147629875809,99.52280479272345,0.012025537869511983,0.0,0.042089382543291934
2024-04-29,0.0,0.08416036374765007,0.0,0.20766843002666902,0.0,0.14919337209810693,99.50487474314694,0.012022909106807153,0.0,0.042080181873825034
2024-04-30,0.0,0.0034150928516178992,0.0,0.008471204346221024,0.0,0.006054028236959003,4.037748546992752,0.00048787040737398557,0.0,0.001729722353416858
2024-05-02,0.0,0.08414656802211852,0.0,0.21255204519872797,0.0,0.14916891603921012,99.48036762214912,0.012020938288874074,0.0,0.06174391030194412
2024-05-07,0.0,0.08414564846789352,0.0,0.21254972242864012,0.0,0.15244568780871617,99.4760020981772,0.012020806923984788,0.0,0.06283603619355685
2024-05-08,0.0,0.08417462408378108,0.0,0.21426267948598823,0.0,0.12188922838105962,99.50479084792269,0.012024946297683012,0.0,0.06285767382879756
2024-05-09,0.0,0.08417324384004897,0.0,0.21480574564376134,0.0,0.12188722971643456,99.50425238855244,0.012024749120006995,0.0,0.06285664312730929
2024-05-13,0.0,0.08415852405622226,0.0,0.23334863488316174,0.0,0.12022646293746038,99.48685159682601,0.012022646293746038,0.0,0.06339213500338821
2024-05-14,0.0,0.08415576466987988,0.0,0.2322480518486945,0.0,0.12022252095697127,99.48796135392416,0.012022252095697126,0.0,0.06339005650458485
2024-05-16,0.0,0.08415530478974835,0.0,0.24426896909751633,0.0,0.10874614060493457,99.4874176890079,0.01202218639853548,0.0,0.06338971010136889
2024-05-17,0.0,0.08414518869831765,0.0,0.2562603473994219,0.0,0.10873306851276111,99.47545856395854,0.012020741242616805,0.0,0.06338209018834315
2024-05-20,0.0,0.06584887495059197,0.0,0.20053975553134826,0.0,0.09193187087257969,77.85774282713336,21.734336220250633,0.0,0.04960045126148485
2024-05-21,0.0,0.06584662252149465,0.0,0.20438107509918468,0.0,0.09192872624754123,77.85507962224905,21.73359277472707,0.0,0.04917117915566158
2024-05-22,0.0,0.002990999484351689,0.0,0.2038152505765365,0.0012818569218650095,0.10639412451479578,77.7856417326125,21.71886074709698,0.0,0.18101528879296422
2024-05-23,0.0,0.0029921885071920243,0.0,0.19791189697570105,0.0004274555010274321,0.08762837771062357,77.8058777525142,21.727494724344208,0.0,0.17766760444704185
2024-05-24,0.0,0.00299322487824844,0.0,0.22491946942266847,0.00042760355403549145,0.08038946815867239,77.7896385501366,21.735020235055384,0.0,0.16661144879438888
2024-05-27,0.0,0.0029936345066498885,0.0,0.207843767175978,0.0004276620723785555,0.08040046960716843,77.80370550368585,21.737994713070396,0.0,0.16663424988158038
2024-05-28,0.0,0.0029918559970129313,0.0,0.20430102379602588,0.00042740799957327586,0.14617353585406034,77.75449069036992,21.72508023302968,0.0,0.1665352529537312
2024-05-29,0.0,0.002990680015695089,0.0,0.20592968108071896,0.0004272400022421555,0.17858632093722102,77.72478292789967,21.716540955568405,0.0,0.17074219449605504
2024-05-30,0.0,0.002990475591567337,0.0,0.20463397262296493,0.00042721079879533394,0.18028295709163092,77.72587831122546,21.715056549039016,0.0,0.17073052363056723
2024-05-31,0.0,0.00015523149325535906,0.0,0.010688797107011865,2.2175927607908437e-05,0.009446945160968993,4.034377805996351,1.1271988521615686,0.0,0.008862387709224527
2024-06-03,0.0,0.002990066827139282,0.0,0.20887752549587266,0.0008543048077540805,0.17983116203223395,77.71867127581197,21.712088344685334,0.0,0.17668732033969894
2024-06-04,0.0,0.002990066827139282,0.0,0.21144043991913491,0.0008543048077540805,0.17641394280121764,77.72080703783135,21.712088344685334,0.0,0.1754058631280678
2024-06-05,0.0,0.002990181780839496,0.0,0.20760404935542787,0.0008543376516684275,0.17642072506953027,77.72379502936101,21.71292307014095,0.0,0.17541260664056152
2024-06-06,0.0,0.0029901306892148724,0.0,0.21187211740722522,0.000854323054061392,0.17513622608258536,77.71819538949187,21.712552073125952,0.0,0.17839974014909987
2024-06-07,0.0,0.0029900029677915173,0.0,0.22083307633545918,0.0008542865622261477,0.17085731244522956,77.71487570899379,21.71162463605257,0.0,0.1779649766429511
2024-06-11,0.0,0.002990462815987253,0.0,0.20847797917168281,0.0008544179474249296,0.16746591769528618,77.72768230416698,21.71496378036879,0.0,0.17756513783384886
2024-06-12,0.0,0.0029914979917646627,0.0,0.19017380090503927,0.0008547137119327607,0.17051538553058576,77.73407531600476,21.722480611674158,0.0,0.17890867418176548
2024-06-13,0.42039004267766433,0.0017128814311662692,0.2711246608188895,42.20448329585793,0.0004893946946189341,0.08539937421100399,44.50579822599317,12.43792701216464,0.0,0.07267511215091171
2024-06-14,0.45849563059777315,0.0017117170208983531,0.3120215598094712,42.15133974868571,0.0004890620059709581,0.09610068417329325,44.47798866403176,12.42947175679142,0.0,0.0723811768837018
