date,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FOSUN INTERNATIONAL SECURITIES LTD,EAST ASIA SECURITIES CO LTD,CITIBANK N.A.,KGI ASIA LTD
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,51.23956727894225,0.0,0.0,48.76043272105775,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,51.769763980743946,0.0,0.0,48.230236019256054,0.0
2024-03-22,0.0,0.0,0.0,44.83678969918047,0.0,28.552597090165182,0.0,0.0,26.610613210654343,0.0
2024-03-25,0.0,0.0,28.28380189336132,27.010583681353133,0.0,17.200658615350488,0.0,0.0,16.030768477423752,11.474187332511306
2024-04-03,0.0,0.0,23.121578133563048,22.20100559492486,17.876794787261556,14.137862500891291,0.0,0.0,13.176286186807811,9.486472796551432
2024-04-08,0.0,0.0,23.134233679721262,22.19735091726312,17.87385195107816,14.135535159003739,0.0,0.0,13.174117137366073,9.484911155567644
2024-04-09,0.0,0.0,23.12919719010215,22.19735091726312,17.87385195107816,14.135535159003739,0.0,0.0,13.179153626985189,9.484911155567644
2024-04-10,0.0,0.0,23.055566520413112,22.218612641527955,17.890972413477066,14.14907487606308,0.0,0.0,13.191777274352178,9.493996274166609
2024-04-11,0.0,0.0,23.016115823076674,22.180594067498102,17.860358924230827,14.295975576165976,0.0,0.0,13.16920464261401,9.47775096641441
2024-04-18,0.0,0.0,23.109156755607945,22.2702574656145,17.932558093822575,13.949523446042386,0.0,0.0,13.222440170713648,9.51606406819895
2024-04-23,0.0,0.0,23.047740772350785,22.27194557836055,17.964237892738137,13.975847911213926,0.0,0.0,13.223442447845853,9.516785397490747
2024-04-24,74.20191050177736,0.0,5.868327508304534,5.768181192913556,4.652533780371456,3.619586030005848,0.0,0.0,3.4247215522719454,2.4647394343553035
2024-04-26,74.20191050177736,0.0,5.881415279366752,5.755093421851338,4.652533780371456,3.619586030005848,0.0,0.0,3.4247215522719454,2.4647394343553035
2024-05-02,74.16599580155223,0.0,5.866795304279738,5.680359980722933,4.650281892854284,3.6505376938025433,0.0,0.0,3.470157113087625,2.5158722137006473
2024-05-03,74.14756662467632,0.0,5.854874941842125,5.678948493454783,4.649126365087144,3.684941689829387,0.0,0.0,3.4692948292534616,2.5152470558567814
2024-05-06,74.11848656438494,0.0,5.878724821889244,5.6767212569843375,4.647303016309116,3.6834964862793793,0.0,0.0,3.4810072573178705,2.5142605968351086
2024-05-07,74.102017986372,0.0,5.877418612833534,5.675459931622585,4.646270420045734,3.6826780406788746,0.0,0.0,3.4802338033222746,2.5359212051249975
2024-05-09,71.64860620622206,0.0,5.677770725607112,5.487553574516728,4.493702796756003,3.560749840435222,0.0,3.3146481316016727,3.365008242092387,2.451960482768827
2024-05-10,71.6640022213265,0.0,5.678990777866042,5.488732752482543,4.4946684138111985,3.561514982441875,0.0,3.315360390714616,3.365731322700162,2.430999138657063
2024-05-14,71.64498457576852,0.0,5.677483730668105,5.487276194506239,4.493475653036681,3.5871070910231055,0.0,3.3144805856960113,3.364838150628348,2.430354018673002
2024-05-17,71.61692934885053,0.0,5.662628672486105,5.483864266759457,4.491716067493565,3.6387561165929854,0.0,3.313182679003763,3.363520524580731,2.4294023242328593
2024-05-20,71.59974506747021,0.0,5.649904020805898,5.515383308352409,4.490638292818133,3.6404087672234806,0.0,3.3123876901102425,3.362713457262313,2.4288193959573077
2024-05-21,71.63955281652231,0.0,5.653045232568826,5.518449729810449,4.493134980509909,3.586835134762327,0.0,3.314229298593721,3.3645830456709684,2.430169761561487
2024-05-22,71.63050171447377,0.0,5.652331014133989,5.530386741134219,4.492567307742176,3.586381965953203,0.0,3.3138105714183754,3.3641579566900925,2.4298627284541823
2024-05-23,71.63231175191301,0.0,5.64994693459969,5.530526488962523,4.492680830820064,3.5864725905540977,0.0,3.3138943083887615,3.3642429658929793,2.429924128868886
2024-05-28,71.63593210123331,0.0,5.650232487041658,5.530806005808002,4.492907894188459,3.599289035971398,0.0,3.314061795025917,3.3644129971880337,2.412357683543225
2024-05-30,71.61240636986278,0.0,5.648376911944466,5.528989651186256,4.4914323924243185,3.625895277355917,0.0,3.3129734344050905,3.3683605140848107,2.4115654487363622
2024-06-05,71.60396892285802,0.0,5.646863971940688,5.528338219967329,4.490903207263428,3.6380976154566937,0.0,3.3125830964846386,3.3679636504019492,2.411281315627259
2024-06-06,71.63201399446805,0.0,5.604854954933243,5.530503499959428,4.492662155879491,3.640785995500163,0.0,3.313880533366318,3.3692827781427215,2.416016087750586
2024-06-07,71.61301332045294,0.0,5.602105131062761,5.5239840560908515,4.49147045953698,3.6713981127876805,0.0,3.313001513494779,3.369652176612263,2.415375229961746
2024-06-14,71.60035180345683,0.0,5.601114652572302,5.529321843175056,4.490676346471154,3.6644345389613933,0.0,3.3124157592718193,3.3690564062860764,2.432628649805371
2024-06-17,71.6012560490465,0.0,5.601185389420574,5.529391673347179,4.490733059520442,3.6632179107186262,0.0,3.3124575919900403,3.3690989543227827,2.4326593716338603
2024-06-18,71.59311866087003,0.0,5.600548822099314,5.528763265286924,4.490222693639749,3.6628015908415836,0.0,3.312081135559924,3.3687160606766513,2.4437477710258184
2024-06-21,71.5895026375737,0.0,5.5876389565090685,5.528484018661812,4.489995901593675,3.662616590158136,0.0,3.311913849055723,3.3685459136571887,2.461302132790701
2024-06-24,71.5894827504556,0.0,5.587215662841293,5.5276693047457615,4.489994654300769,3.6626155727060525,0.0,3.3119129290266773,3.3685449778961076,2.4625641480277407
2024-06-27,71.59400283414263,0.0,5.587568433686998,5.528018315897842,4.490278147780705,3.662846826352063,0.0,3.312122039681318,3.3687576642379917,2.456405738220458
2024-07-02,71.57682955198793,0.0,5.586228141407313,5.545629444834034,4.489201062961694,3.6619682178157564,0.0,3.3113275596401612,3.3679495989868733,2.460866422366238
2024-07-03,71.49739746640874,0.0,5.58002884822025,5.539475205879756,4.484219190961393,3.7600514200713886,0.0,3.3076528278066277,3.364212031083299,2.4669630095685497
2024-07-05,71.5055131082508,0.0,5.580662235129498,5.528753028365503,4.48472819294167,3.760478222049004,0.0,3.308028278195587,3.364593901485474,2.467243033582468
2024-07-08,71.46765586745552,0.0,5.577707659113624,5.532128685610018,4.497480440657334,3.7900010625807763,0.0,3.3062769052224903,3.3628125809135345,2.465936798446705
2024-07-09,62.77329557638448,12.137767726505778,4.899154551445748,4.859120464122156,3.950341810202741,3.356610431034356,0.0,2.90405351777343,2.9537113754111064,2.1659445471202
2024-07-10,62.79547575252727,12.14205645826157,4.90088560777956,4.8386855784084934,3.9806440481982777,3.363334397394878,0.0,2.905079629561267,2.9071286707368156,2.1667098571318775
2024-07-11,62.797562370760055,12.142459924213306,4.9010484583216325,4.838846362118301,3.9807763202186686,3.3634461569570515,0.0,2.9051761618679355,2.90390239124516,2.1667818542978976
