date,GET NICE SECURITIES LTD,CORNERSTONE SECURITIES LTD,KOALA SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,AFG SECURITIES LTD,SUPREME CHINA SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,LUK FOOK SECURITIES (HK) LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-05,0.0,0.0,72.29723630377693,0.0,0.0,16.875134293127786,0.0,0.0,10.827629403095292,0.0
2024-03-06,0.0,0.0,72.28749121790634,0.0,0.0,16.845927721970195,0.0,0.0,10.866581060123462,0.0
2024-03-07,85.9536235103557,0.0,10.165895033179032,0.0,0.0,2.361528520038407,0.0,0.0,1.5189529364268677,0.0
2024-03-11,81.58872691737558,0.0,9.711064435223223,5.01678578598638,0.0,2.2416053874191153,0.0,0.0,1.4418174739956886,0.0
2024-03-12,81.5261414934074,0.0,9.772652809771156,5.012937488835089,0.0,2.239885887325885,0.0,0.0,1.448382320660468,0.0
2024-03-13,81.50597126440026,0.0,9.80183301333442,5.012168845301734,0.0,2.2395424412313387,0.0,0.0,1.4404844357322495,0.0
2024-03-14,79.66608952974943,0.0,9.625549735367288,4.899026240331828,0.0,2.1889879460492585,2.2123790064556292,0.0,1.4079675420465696,0.0
2024-03-15,79.65268689599615,0.0,9.660497696924983,4.897741177407145,0.0,2.1884137529108574,2.211798677611269,0.0,1.3888617991495817,0.0
2024-03-18,79.60495851626551,0.0,9.692159451587358,4.894806420780002,0.0,2.187102441934705,2.2104733542444546,0.0,1.410499815187971,0.0
2024-03-19,79.57022140036618,0.0,9.77120436705298,4.852492401372383,0.0,2.1863537740838845,2.209716686287944,0.0,1.4100113708366284,0.0
2024-03-20,79.57175096815277,0.0,9.785446706315968,4.852129097579067,0.0,2.1712161781420285,2.2095512458528273,0.0,1.4099058039573276,0.0
2024-03-21,79.52258728835446,0.0,9.825219154020045,4.849587493449356,0.0,2.177561899329652,2.2083938560846796,0.0,1.4166503087618145,0.0
2024-03-22,79.52411950475383,0.0,9.846931396877906,4.849224624487721,0.0,2.1848814345656145,2.178298730996919,0.0,1.4165443083180174,0.0
2024-03-25,79.52258728835446,0.0,9.847668245765712,4.849587493449356,0.0,2.185044929911541,2.1784617337571244,0.0,1.4166503087618145,0.0
2024-03-26,79.49879161279998,0.0,9.84472151168003,4.8481363433484574,0.0,2.2143142609857813,2.177809869043061,0.0,1.41622640214269,0.0
2024-03-27,79.50473919651007,0.0,9.845458029859808,4.848499049449456,0.0,2.229442623782844,2.155528745385802,0.0,1.4163323550120144,0.0
2024-04-02,79.49879161279998,0.0,9.84472151168003,4.8481363433484574,0.0,2.2367566352525294,2.155367494776313,0.0,1.41622640214269,0.0
2024-04-03,79.49286275762728,0.0,9.843987312746005,4.84777477938435,0.0,2.2440700560971134,2.155206751934048,0.0,1.4160983422111986,0.0
2024-04-09,79.49287167700594,0.0,9.843988417275988,4.847775323321723,0.0,2.244070307889663,2.155206993755822,0.0,1.4160872807508713,0.0
2024-04-10,79.45721016379068,0.0,9.84704915750868,4.845600549658247,0.0,2.280447982566551,2.154240140488755,0.0,1.4154520059870956,0.0
2024-04-15,79.42311845121914,0.0,9.84937105750059,4.843065778606121,0.0,2.316619899715617,2.15311324084206,0.0,1.4147115721164785,0.0
2024-04-16,78.8220484021994,0.0,9.982491074060306,4.806413707499892,0.0,1.646443550105043,2.018155993087711,0.0,1.3669230462333921,1.3575242268142562
2024-04-17,78.80294328731561,0.0,9.995841233221043,4.8057008863081805,0.0,1.6461993722367,2.0178566879409634,0.0,1.3741356354902594,1.3573228974872313
2024-04-19,78.79768450223071,0.0,10.002588994800867,4.805380185746891,0.0,1.6460895158234192,2.0177220295867015,0.0,1.3733024530400413,1.3572323187713742
2024-04-23,78.8386046735896,0.0,10.022620743433865,4.8078756522302974,0.0,1.646944341260043,1.9520018324703958,0.0,1.3740156183070282,1.357937138708772
2024-04-25,78.83861344675232,0.0,10.022621858751457,4.807876187250871,0.0,1.6469445245320675,1.9520020496892287,0.0,1.3740046432039907,1.3579372898200648
2024-04-26,78.83276510482244,0.0,10.029296487468496,4.807519533288172,0.0,1.646822352232253,1.9518572478600833,0.0,1.373902717908563,1.3578365564199837
2024-04-30,76.28580763224586,0.0,9.705266351021063,4.652196454317329,3.2308415332365428,1.5936162203599675,1.8887959383115753,0.0,1.3295087884022296,1.3139670821054263
2024-05-02,76.28033188566084,0.0,9.711747649374844,4.651862522624945,3.2306096254932615,1.5935018316047416,1.8886603617445832,0.0,1.3294133571099118,1.3138727663868677
2024-05-06,76.25843675797631,0.0,9.737663540991484,4.65052727510588,3.2296823273483732,1.5930444407517386,1.8881182500527374,0.0,1.3290317689012625,1.3134956388722103
2024-05-07,76.24751852484886,0.0,9.750619056687372,4.649861440044032,3.229219920484598,1.5928163580460608,1.8878479204196805,0.0,1.3288091991544642,1.3133075803149308
2024-05-08,76.28041894388147,0.0,9.833783787624954,4.651867831763799,3.230613312565913,1.5935036502574742,1.7666374629607302,0.0,1.329300745044785,1.3138742659008624
2024-05-13,75.82324471652416,0.0,10.374180272087779,4.623987621990443,3.2112511595322606,1.5839532464948327,1.7560494099802697,0.0,1.3213337982259896,1.3059997751642582
2024-05-21,75.82594977867103,0.0,10.374550380257954,4.624152586889143,3.2113657237927082,1.584009755445162,1.756112058615325,0.0,1.3178133484530632,1.30604636787562
2024-05-23,75.82767451738167,0.0,10.373810190323601,4.623822668861443,3.2111366034455946,1.5838967415762306,1.755986765814988,0.0,1.3177193268193417,1.3059531857771323
2024-05-24,75.80063389192428,0.0,10.405771453084748,4.6221737846280035,3.209991491944564,1.583331914040311,1.755360569894504,0.0,1.3172494198229676,1.305487474660627
2024-05-29,75.79522808095344,0.0,10.405029353308098,4.6218441488918485,3.2097625676423185,1.583218996870732,1.755235384299882,0.0,1.3242870957410753,1.3053943722926062
