date,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,VC BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,57.80631061330419,42.1936893866958,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,57.81420765027322,42.185792349726775,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,57.82210684519743,42.17789315480257,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,57.79841573340617,42.20158426659383,0.0,0.0
2024-03-18,0.0,0.0,0.0,52.380332986472425,27.523413111342354,20.096253902185225,0.0,0.0
2024-03-20,0.0,0.0,0.0,52.24442138038402,27.45199792423456,20.04411001556824,0.2594706798131811,0.0
2024-03-25,0.0,0.0,0.0,52.247810574116116,27.45377878689588,20.03892312682452,0.2594875121634771,0.0
2024-03-26,0.0,0.0,0.0,52.24103262632159,27.450217292599078,20.049296231432834,0.2594538496464941,0.0
2024-03-27,0.0,0.0,0.0,52.2376443118433,27.448436891944482,20.05448177454923,0.2594370216629913,0.0
2024-04-03,0.0,0.0,0.0,52.24103262632159,27.450217292599078,20.049296231432834,0.2594538496464941,0.0
2024-04-08,0.0,0.0,0.0,52.24442138038402,27.45199792423456,20.04411001556824,0.2594706798131811,0.0
2024-04-12,0.0,0.0,0.0,52.247810574116116,27.45377878689588,20.03892312682452,0.2594875121634771,0.0
2024-04-16,0.0,0.0,0.0,52.251200207603475,27.455559880628,20.033735565070714,0.2595043466978072,0.0
2024-04-22,0.0,0.0,0.0,52.24442138038402,27.45199792423456,20.04411001556824,0.2594706798131811,0.0
2024-04-23,0.0,0.0,0.0,52.247810574116116,27.45377878689588,20.03892312682452,0.2594875121634771,0.0
2024-04-24,0.0,0.0,0.0,52.251200207603475,27.455559880628,20.033735565070714,0.2595043466978072,0.0
2024-05-08,96.9143531800968,0.0,0.0,1.6119737619186887,0.8470167569456035,0.618250180105144,0.008406120933770167,0.0
2024-05-13,96.91401965135952,0.0,0.0,1.6121480007751443,0.8471083113087174,0.6183170070020388,0.008407029554576118,0.0
2024-05-14,96.91222052913375,0.0,0.0,1.6122512712062789,0.8471625750862891,0.6199580564844606,0.008407568089230658,0.0
2024-05-16,96.91221434799847,0.0,0.0,1.6122544986204395,0.8471642709413583,0.6199592975201764,0.008407584919550343,0.0
2024-05-20,96.91240834783251,0.0,0.0,1.6122577260475213,0.8471659668032171,0.6197603575668147,0.00840760174993741,0.0
2024-05-21,96.91260234844324,0.0,0.0,1.6122609534875247,0.8471676626718654,0.6195614168169715,0.00840761858039186,0.0
2024-05-27,96.91202034894114,0.0,0.0,1.6122512712062789,0.8471625750862891,0.6201582366770614,0.008407568089230658,0.0
2024-05-28,96.91202034894114,0.0,0.0,1.6120510910136783,0.8471625750862891,0.6203584168696621,0.008407568089230658,0.0
2024-05-29,96.91202034894114,0.0,0.0,1.6118509108210772,0.8471625750862891,0.6205585970622628,0.008407568089230658,0.0
2024-05-30,96.9118263506605,0.0,0.0,1.6116475044293983,0.8471608792380094,0.6209577144131155,0.008407551258978354,0.0
2024-05-31,91.78889293018979,0.0,0.0,1.5262633211409478,0.8023784316855268,0.58832237086961,0.007963112979865815,0.0
2024-06-03,96.91163235315653,0.0,0.0,1.6112439194609127,0.8471591833965191,0.6215570095572287,0.008407534428793433,0.0
2024-06-05,96.91163235315653,0.0,0.0,1.6110437400697508,0.8471591833965191,0.6217571889483905,0.008407534428793433,0.0
2024-06-07,96.91163235315653,0.0,0.0,1.2749425423091754,1.1832603811570945,0.6217571889483905,0.008407534428793433,0.0
2024-06-12,96.90290326927634,0.0,0.0,1.2748277049039638,1.1831538018036316,0.6307084468758659,0.008406777140205131,0.0
2024-06-18,96.9030972318341,0.0,0.0,1.2748302566215493,1.183156170025118,0.6307097093130007,0.008206632206230729,0.0
2024-06-20,96.90270930749504,0.0,0.0,1.2748251531965933,1.1831514335916256,0.6307071844437848,0.00860692127295549,0.0
2024-06-21,96.90232138626186,0.0,0.0,1.2748200498124977,1.1831466971960547,0.6311049799118865,0.008606886817700957,0.0
2024-06-24,96.90251534649022,0.0,0.0,1.274822601499438,1.1831490653891001,0.6311062431351434,0.008406743486100864,0.0
2024-06-26,96.90270930749504,0.0,0.0,1.2748251531965933,1.1831514335916256,0.6309073454036209,0.008406760313119316,0.0
2024-06-27,96.90290326927634,0.0,0.0,1.2748277049039638,1.1831538018036316,0.6307084468758659,0.008406777140205131,0.0
2024-06-28,96.9030972318341,0.0,0.0,1.2748302566215493,1.183156170025118,0.6305095475518732,0.008406793967358309,0.0
