date,VICTORY SECURITIES CO LTD,BNP PARIBAS,CITIC SECURITIES BROKERAGE (HK) LTD,IFAST SECURITIES (HK) LTD,DBS BANK LTD,CGS INTERNATIONAL SECURITIES HK LTD,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-04-30,88.78205128205127,0.0,0.0,0.0,0.0,0.0,0.0,11.217948717948719,0.0,0.0
2024-05-02,88.07631160572336,0.0,0.0,0.0,0.0,0.0,0.0,11.92368839427663,0.0,0.0
2024-05-03,82.9145474584669,6.2370807145673925,0.0,0.0,0.0,0.0,0.1141158405787262,10.732811482075869,0.0014445043111231165,0.0
2024-05-06,82.91478700000144,6.170940245017529,0.0,0.0,0.0,0.0,0.11411617026132602,10.798712076235379,0.0014445084843205827,0.0
2024-05-07,89.8334881650377,5.693897054021382,0.0,0.0,0.0,0.0,0.10529444458513323,4.365987495285075,0.001332841070697889,0.0
2024-05-08,91.0291587329776,5.024245040145741,0.0,0.0,0.0,0.0,0.11572699249773896,3.8296931470567825,0.0011760873221314935,0.0
2024-05-09,91.03419074838574,5.078272937910918,0.0,0.0,0.0,0.0,0.11714477259094598,3.7692153887771545,0.0011761523352504617,0.0
2024-05-10,89.4743382627066,5.961780097482844,0.0,0.0,0.0,0.0,0.13752537177416016,4.424975491211355,0.0013807768250417686,0.0
2024-05-13,90.72720373997696,6.043159826890255,0.0,0.0,0.0,0.0,0.15905262877872503,3.069183693185239,0.0014001111688268049,0.0
2024-05-14,91.86236304528579,5.300597252124403,0.0,0.0,0.0,0.0,0.14529082113262975,2.6905207257417754,0.001228155715406845,0.0
2024-05-16,90.97582767205827,5.87610388053847,0.0,0.0,0.0,0.0,0.18236841961897396,2.964338053029849,0.0013619747544359518,0.0
2024-05-17,92.05756699607302,5.170169306232828,0.0,0.0,0.0,0.0,0.17285442349094013,2.5982105611415585,0.0011987130616570051,0.0
2024-05-20,92.90772702166923,4.616753083829643,0.0,0.0,0.0,0.0,0.1545661230449098,2.3198833689420573,0.0010704025141614253,0.0
2024-05-22,92.8599168297299,4.580997936256097,0.0,0.0,0.0,0.0,0.39627306466504547,2.1617423176625024,0.001069851686460706,0.0
2024-05-23,92.85673785572688,4.530559802127007,0.0,0.0,0.0,0.0,0.39754327669375794,2.2140892503912846,0.0010698150610703929,0.0
