date,EVERBRIGHT SECURITIES INVESTMENT,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,MORTON SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,QUAM SECURITIES LTD
2024-12-17,60.952551085216115,19.052859782121487,1.0851748007340374,3.308463624393882,3.0332057944845006,2.556086233399305,2.404334840071794,2.000416727346468,4.446130003091585,1.1607771091408363
2024-12-19,61.02060359426801,19.074131983033546,1.9423569565395518,3.3121574689785356,3.0365923182822794,2.558940061146279,2.5310729466085147,2.002650159336132,3.359421414338998,1.1620730974681601
2024-12-20,60.733079284238876,19.058842713157727,2.033765721287773,3.309502539807475,3.034158274127696,2.5533768515423585,2.758359509462137,2.0010448931683094,3.356728599762894,1.1611416134447494
2024-12-23,60.853768634604,19.096716625906275,2.366938808448708,3.3160792145993407,3.040187782186979,2.558450946205132,2.763840947604148,2.005021388532189,2.8355466068569055,1.1634490450563213
2024-12-27,60.82178960165358,19.084612260781793,2.446382927867539,3.3143365943993226,3.0187284928439655,2.557106464360433,2.9113509205570445,2.0039677373534888,2.6788873548176615,1.1628376453651796
2024-12-30,60.83154572493953,19.088932258712703,2.5276429167560814,3.3150868285164474,3.0194118130322343,2.557685291662985,2.9120099347293578,2.0044213560259925,2.5801630100193673,1.163100865605304
2024-12-31,60.83242975969202,19.089209668719363,2.5276796497398264,3.3151350050329085,3.0194556926500047,2.556269210721123,2.912052253528777,2.0044504852897034,2.580200506251639,1.1631177683746416
2025-01-02,60.20943656079788,19.917828093014773,2.5017933381624045,3.2811842559060027,2.9885330356344277,2.53009010955563,2.8822295297622036,1.9839226348522219,2.553776321429038,1.1512061208854194
2025-01-03,59.81472362338389,20.102934950921096,3.0851978446515806,3.261338090233059,2.970456963972951,2.514786919132435,2.864796432351672,1.97192292553303,2.2695991720366617,1.1442430777836259
2025-01-06,59.723550318388874,20.072292812856304,3.287834209528697,3.2563669568000115,2.965929209561577,2.5109247587348853,2.8604297322642487,1.9689171985242706,2.211255851699022,1.1424989516421082
2025-01-07,59.714995449393406,20.07351693733224,3.3490205027795947,3.25656554888571,2.9661100890741054,2.5110778894451165,2.860604177808642,1.9690372744795328,2.156503502967421,1.1425686278342342
2025-01-08,59.714995752873875,20.073517039348836,4.416271712151905,3.25656556543606,2.966110104148317,2.5110779022067873,2.860603684131804,1.9690372844864727,1.0892523215750018,1.1425686336409377
2025-01-10,59.725923049317664,20.07719030882818,4.417079849363781,3.257161487061331,2.9666528750885863,2.5115374064282125,2.8428280656873834,1.969397600247115,1.089451644757895,1.1427777132198567
2025-01-15,59.74414409985748,20.08331541298124,4.4184274021694065,3.258155174576602,2.9370501593540608,2.5123036206226317,2.8436953492924966,1.9699984196463811,1.0897840122202354,1.1431263492794645
2025-01-21,59.74778964416778,20.084540882311146,4.412595083983192,3.2583539848405647,2.937229376023055,2.512456919566117,2.8438688695187384,1.9701186275201108,1.0898505100496887,1.1431961020196093
2025-01-24,59.747804227238376,20.084545784488768,4.412596160996852,3.2583547801303396,2.937230092933649,2.512433125083822,2.843869563642165,1.9701191083810627,1.0898507760573022,1.143196381047663
2025-01-27,59.74781789887352,20.08455038028247,4.412597170697636,3.2583555257148564,2.937230765037648,2.512410817746122,2.8438702143831853,1.9701195591884189,1.0898510254395577,1.1431966426365872
2025-02-03,59.747840684946006,20.0845580399433,4.412598853533303,3.2583567683564754,2.9372318852116637,2.5123736388272686,2.843871298952214,1.9701203105344707,1.0898514410769036,1.1431970786183934
2025-02-10,59.74791724627685,20.0845837764465,4.412604507870545,3.2583609436392593,2.937235649002615,2.512347873984536,2.84377578657788,1.9701228350614022,1.0898528376207084,1.1431985435196979
2025-02-11,59.74798104753578,20.084605223582887,4.412609219829315,3.2583644230497524,2.9372387855024433,2.5122437726999736,2.8437788232774612,1.9701249388387871,1.0898540014099465,1.1431997642736527
2025-02-12,59.744335479868994,20.083379746401576,4.418441555835843,3.25816561151204,2.9370595676852327,2.5120904862707376,2.8436053079896157,1.9700047301949026,1.0897875031544506,1.143130011086612
2025-02-13,59.74435613683243,20.083386690350956,4.418443083538595,3.2581667380424033,2.9370605831912493,2.512056779239487,2.8436062911832596,1.9700054113358907,1.0897878799550365,1.143130406330691
2025-02-14,59.7775576015353,20.097284204208957,4.3604426144573365,3.260421358644584,2.9390930013678265,2.513795098798824,2.8455740398726483,1.9713686364695049,1.090542002872524,1.143921441772493
2025-02-17,59.75570270859251,20.089936563851154,4.395469820901771,3.259229336711929,2.9380184582538034,2.512815010481223,2.8445336876318166,1.9706478969105552,1.0901432967413491,1.143503219923893
2025-02-19,59.755739180906446,20.089948825885404,4.395472503707729,3.259231326005505,2.9380202514940588,2.5127555084913764,2.8445354238129834,1.9706490997093757,1.0901439621179867,1.1435039178691357
2025-02-21,59.67702819996027,20.12927953548144,4.404077655173219,3.265612023233776,2.943772103940288,2.517598363099648,2.8501042581419926,1.9745070999525869,1.0922781704210307,1.1457425905957528
2025-02-24,59.67994394771539,20.17678527264636,4.316392179743894,3.2733189710251707,2.9507194993300088,2.5235399749647636,2.856830594449323,1.979166999237868,1.094855981493878,1.1484465793933427
2025-02-25,59.69092132780144,20.18049602929806,4.311055046245612,3.2739210571551327,2.951262247317504,2.5240041486156604,2.8573560727457537,1.9672688824539344,1.095057366573242,1.1486578217936634
2025-02-26,59.69458125028192,20.181733898454628,4.305187920843967,3.2741217961789215,2.951443202658861,2.5241583958607277,2.8575312702714872,1.967389504676676,1.0951245095320736,1.148728251240736
2025-02-27,45.374773810956434,27.351949521623148,5.834745581549996,4.437359770341107,4.0000391394143024,3.4209475447226323,3.8727619467279886,2.6663684444579925,1.484203015227905,1.5568512249784916
2025-03-04,45.374471190828544,27.35210104960829,5.834777905653296,4.437384353019751,4.000061299365673,3.4209664965449997,3.8727834015721587,2.666383215962222,1.4842112376141108,1.5568598498309578
2025-03-05,45.38201359113433,27.356647669985485,5.819125231775676,4.438121960053459,4.000726212096901,3.4215351488746575,3.87342715745395,2.6668264372065833,1.4844579515701888,1.5571186398487646
2025-03-06,45.40011563010458,27.372572751531482,5.780932109815861,4.4410617240306385,4.003055148446831,3.4231707145172887,3.8673658694044004,2.6683788726143804,1.485322096702865,1.5580250828316737
2025-03-07,45.4152227678072,27.381681125377956,5.749580197754091,4.442539511698788,4.004387187022491,3.424309793364248,3.8686527566275846,2.6692667903324714,1.4858163457843088,1.5585435242308596
2025-03-10,45.4220183065066,27.390795562964975,5.726529070021204,4.444018283178226,4.00572011237953,3.425449630533022,3.8699405005734246,2.6701552991662494,1.4863109239034322,1.5590623107733368
2025-03-11,45.422072484625545,27.3908282339434,5.7265359004656595,4.444023583879518,4.005724890290966,3.4253344390978513,3.8699451165307193,2.670158484053156,1.4863126967337252,1.559064170379459
2025-03-14,45.42209295894833,27.39084058055437,5.726538481742516,4.44402558705481,4.0057266959,3.425290907379293,3.869946860936053,2.670159687646117,1.4863133666997626,1.5590648731387415
2025-03-17,45.43236394591148,27.397034283842476,5.827716005270889,4.445030484141119,4.006632483458242,3.4260654449658032,3.8704057679438866,2.548684714092068,1.486649456567447,1.5594174138065873
2025-03-18,45.42793204399761,27.394361718337816,5.843792994319938,4.444596873881848,4.006241638680876,3.425731234181159,3.8631376770498163,2.5484360913112747,1.4865044347372016,1.5592652935024578
2025-03-26,45.4278022352346,27.394283439885598,5.8437762958812085,4.444584173598206,4.006230190982334,3.4260071918530706,3.8631266382659533,2.548428809242254,1.4865001871015908,1.5592608379551802
2025-04-10,45.4315833768821,27.39656357805917,5.8442626972663465,4.444954114504385,4.006563645894948,3.426292352434044,3.8551247733761236,2.548640925387702,1.4866239145876214,1.5593906216075606
2025-04-22,45.40512859588732,27.380610577181898,5.899089520911971,4.442365820659207,4.004230626530105,3.4242972246601386,3.852879936766728,2.547156853460115,1.485758254464007,1.5584825894785082
