date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,MAGNUM RESEARCH LTD,ABN AMRO CLEARING HONG KONG LTD,IFAST SECURITIES (HK) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD
2024-03-01,0.0,63.459763892229084,0.0,26.43313687703347,0.0,0.0,10.107099230737447,0.0,0.0,0.0
2024-03-04,0.0,55.43692636033063,0.0,23.09135383820874,0.0,12.642400538273805,8.829319263186829,0.0,0.0,0.0
2024-03-05,0.0,54.31591298804579,0.0,22.624413873526354,0.0,12.359549542932433,10.70012359549543,0.0,0.0,0.0
2024-03-06,0.0,54.31513040450919,0.0,22.62031149846191,0.0,12.357308445853139,10.707249651175758,0.0,0.0,0.0
2024-03-07,0.0,45.87252132671665,0.0,19.104266415312203,15.574379915328665,10.436519087803822,9.012313254838663,0.0,0.0,0.0
2024-03-12,44.79526641824859,25.32186428527954,0.0,10.545651894582367,8.609816797300313,5.752558007425492,4.974842597163706,0.0,0.0,0.0
2024-03-13,45.815625279643506,16.072882177300578,0.0,10.768571679304932,8.805933565132134,5.8879143425183935,5.0881609259501825,2.347384352413721,1.7162276020409706,3.49730007569558
2024-03-18,40.13719772196869,14.064676332806775,12.464956491780352,9.420572397155599,7.703615404659156,5.143307290297718,4.451229912265011,2.0535410725232803,1.5013919075354367,3.059511469007981
2024-03-19,40.097770412945685,14.054638540765819,12.452711997409715,9.411318442217112,7.696048039661283,5.138254950387504,4.541310625268956,2.051523851515011,1.4999170700763522,3.0565060697525666
2024-03-20,40.09322609197265,14.053045714331047,12.451300718934174,9.406474147495782,7.695175838734501,5.137672626744684,4.5370182534708565,2.0550690506978735,1.5148578847975134,3.056159672820918
2024-03-21,40.0992854155324,14.055169563152484,12.453182494664135,9.407895755981098,7.696338817242368,5.123336002052357,4.5377039369210035,2.0553796350416533,1.5150868265656308,3.0566215528468708
2024-03-22,40.102315764177234,14.056231728315712,12.454123595841018,9.408606721372614,7.696920438327716,5.119944621469836,4.534268299456682,2.0555349624203623,1.5152013234017743,3.056852545217046
2024-03-25,38.542184163507216,16.680720791388854,11.969611132900452,9.04983948519051,7.397481152220334,4.920759431152947,5.084179486062085,1.975566886012696,1.441728039976177,2.937929431588733
2024-03-26,38.90814373803955,16.83910490002713,12.08326306759442,9.135768071737042,7.467720530549099,4.934487891074663,4.215944334870626,1.994324972321409,1.4554173051683812,2.9658251886176834
2024-03-27,38.835179110064075,16.855170743521434,12.094791460255253,9.144484320071628,7.474845329047315,4.935526248192754,4.219966680610905,2.0145753979612055,1.4568058888717645,2.9686548214036708
2024-03-28,38.83375409138278,16.854552259617503,12.09434765378462,9.144148772218227,7.474571046953662,4.939014545507918,4.21981183308626,2.0145014750994408,1.4567524328132568,2.9685458895363346
2024-04-02,38.84885409941898,16.848369916074887,12.089911379775808,9.148130758847351,7.471829332707318,4.937202887493398,4.2182639826280885,2.013762544750279,1.4562180879159576,2.9674570103879336
2024-04-03,40.13444171899566,14.096713305819481,12.489991144080916,9.450861017396178,7.719087366654376,5.100584975707801,4.357854919809785,2.0804020443265845,1.504407307099552,3.0656562001096663
2024-04-05,40.140526122099836,14.09885037519239,12.491884633503796,9.452293773045652,7.720257584480349,5.086198172986072,4.358515572976143,2.080717434403393,1.5046353760621987,3.066120955250173
2024-04-08,38.884347562543795,16.787085752866957,12.100957080702846,9.156488761915321,7.478655817169812,4.930699441560656,4.218446506592103,2.0156023778233805,1.4575485318686379,2.9701681669564937
2024-04-09,38.63543738919134,16.890596888115034,12.06211360657012,9.210934272745218,7.523124744820373,4.9526314594031025,4.243529863425924,2.027587375997243,1.4662152791819774,2.9878291205496716
2024-04-10,38.65256776262201,16.898085925426706,12.067461766819026,9.21132338783828,7.526460385490004,4.914183756849144,4.245411380917042,2.028486377827203,1.4668653770444435,2.989153879166133
2024-04-11,38.88000653350463,16.900583747205104,12.069245540966238,9.212684976616298,7.5275729231317285,4.900128471316973,3.987359442346164,2.0657404339865666,1.4670822044591538,2.989595726467142
2024-04-12,38.842686111520806,16.884361092595338,12.057660426230543,9.203841837903473,7.520347301969264,4.880657404616282,4.094288246383856,2.063757556112331,1.4656739709778095,2.986726051690297
2024-04-15,38.848423050813416,16.8868548581991,12.059441303734163,9.190431538577567,7.521458032978104,4.881378261952407,4.0948929595349615,2.064062366438272,1.4658904462897926,2.987167181482222
2024-04-16,38.854161685011164,16.88934936055393,12.061222707375201,9.191789136147237,7.522569092138176,4.889485261654858,4.073340063146003,2.064367266816515,1.4661069855566304,2.9876084416002873
2024-04-17,38.865256288493185,16.87812989973065,12.053210532793608,9.185683103528259,7.517571909155107,4.915761307312029,4.070634175649525,2.0629959240145825,1.465133062314471,2.985623797008582
2024-04-18,38.865256288493185,16.87812989973065,12.053210532793608,9.185683103528259,7.517571909155107,4.915761307312029,4.06694366415755,2.0666864355065586,1.465133062314471,2.985623797008582
2024-04-19,38.85684184452915,16.88249125168908,12.048942182981127,9.188056707549027,7.519514468974435,4.917031552613622,4.067994572807967,2.067220472570291,1.465511656447153,2.986395289838153
2024-04-23,38.738048659724896,16.911207733166343,12.069436979623397,9.203685245797374,7.532304879746586,4.921697493835398,4.074914078291967,2.089225457563486,1.4680044365534584,2.9914750356970976
2024-04-24,40.027808206668695,14.22123457280703,12.471281473842595,9.510116295463915,7.783088346267575,5.012966082623004,4.206764982445066,2.1587849364954246,1.5168807429888207,3.0910743603978736
2024-04-25,40.0385169116301,14.225039202939179,12.474617936161602,9.51266055242225,7.785170568615558,4.991375926662699,4.184959142186567,2.178471882234103,1.5172865565735771,3.0919013205743675
2024-04-30,40.078267460068425,14.328777605064644,12.475094719373432,9.513024128835928,7.785468119903088,4.987744671808311,4.043704109404747,2.178555144008228,1.5173445476688887,3.0920194938643095
2024-05-02,40.067547713835815,14.328766086905686,12.471758002042709,9.510479677415534,7.764280716957961,5.028441645431435,4.042622538652324,2.1779724452096643,1.516938703067082,3.091192470481787
2024-05-03,40.067547713835815,14.328766086905686,12.471758002042709,9.510479677415534,7.764280716957961,5.062830684040009,4.008233500043751,2.1779724452096643,1.516938703067082,3.091192470481787
2024-05-06,40.07060991328332,14.32986117612622,12.472711167700263,9.511206524634177,7.764874109303596,5.055575022937331,4.008539833001708,2.178138898771186,1.5170546365125628,3.09142871772963
2024-05-07,39.94439025921982,14.360041862394038,12.49898043702777,9.515921074146448,7.781228017169249,5.123662936502193,3.971030243014031,2.186555707580532,1.5202497651654487,3.0979396977804736
2024-05-08,39.939801961394686,14.358392365470479,12.497544714905505,9.510999102887645,7.780334209769603,5.1383900145230355,3.9705741021314362,2.186304544182305,1.5200751384244748,3.097583846310831
