date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,CMB WING LUNG BANK LTD
2024-03-01,33.860041042076176,32.91793930010333,5.11244871566158,9.961431295504113,11.377262151228825,4.223320666154403,2.362282227093784,0.0,0.18527460217779204,0.0
2024-03-04,33.794061615197165,32.103944379232836,5.019013343583916,9.743884458981922,11.08108824613593,4.1175355929003805,2.318792558625885,1.640411749755392,0.1812680555865654,0.0
2024-03-05,33.371232397519606,31.83160459564258,4.967973767877126,9.625249615296754,10.923889592911292,4.066925614449081,2.360052808074571,1.6208340656290177,0.1790610602624569,1.0531764823375085
2024-03-06,33.32662994031364,31.851489162620105,4.945618505064758,9.637694177876918,10.954842255532906,4.040821335163422,2.360820700309028,1.6227188613827155,0.17992811842021492,1.0794369433162947
2024-03-07,33.17729423804995,31.885951054364508,4.958211901833183,9.7226245807492,10.975282687637499,4.017399220777779,2.373132569704306,1.6245897345195555,0.18415028845121845,1.081363723912794
2024-03-08,33.05231856203197,31.934546508261796,4.958116601434217,9.654621164610433,11.086880348347817,4.0211829297351125,2.3939217210671058,1.6264401365322496,0.18402999553743105,1.0879420324418716
2024-03-11,33.0635439890068,31.92988593080636,4.974225889981728,9.660158478130636,11.071737984817094,4.021538175677544,2.37911459060326,1.6252341414789688,0.1840130270187628,1.090547792478844
2024-03-12,33.0980474138724,31.906651164886984,4.965626958330225,9.651642023612576,11.072932461680322,4.017896494102993,2.387706060774931,1.624882463109711,0.1843031467304929,1.0903118128993676
2024-03-13,33.09231966700627,31.891221861989354,4.945313914368668,9.661748260262355,11.087211159581539,4.022869982411564,2.396935205353602,1.6263019647672887,0.18507950894540934,1.0909984753139488
2024-03-14,33.06959806876456,31.910645280976357,4.9992013458146145,9.6560780147573,11.033943972741858,4.023242117507662,2.4064475110033796,1.6250134054224774,0.18540975875378227,1.0904205242580094
2024-03-15,33.06122674304227,31.936134599012213,4.913401780618337,9.658459772851034,11.106953888206007,4.023309996342237,2.396392312274467,1.626294387880486,0.18621625682185428,1.0916102629510898
2024-03-18,33.04343452384728,31.949957448269515,4.905504854142114,9.694612796460381,11.102266247130071,4.029971256715429,2.3699969525586533,1.6257939760451916,0.18627997749428726,1.092181967337073
2024-03-19,32.998773271617196,31.933675865010237,4.916398561516468,9.681600076233027,11.164939193423576,4.023858532156998,2.3772125168288487,1.625162170879599,0.18642626336335505,1.0919535489706997
2024-03-20,33.02673189706593,31.922167441024072,4.91959400401499,9.68243223174753,11.138644072692433,4.024402453856201,2.381312061398646,1.6259620636582681,0.186706369683751,1.0920474048581774
2024-03-21,32.96092977185936,31.860420172051928,4.985043901766206,9.681307429865594,11.13848808024246,4.021202684817182,2.4461553687775193,1.625488953818624,0.1865762857887087,1.0943873510124114
2024-03-22,32.938846215633724,31.806884913804968,5.030806030877214,9.677114376200576,11.156317973664649,4.018862428531239,2.465387544323297,1.6250761956246307,0.1865289087268202,1.0941754126128787
2024-03-25,32.89047143794038,31.838684375863984,5.064208583791825,9.67201009015464,11.137800900422997,4.020289900099319,2.4718383047958676,1.6238957067831443,0.1873313565858773,1.0934693435619698
2024-03-26,32.86128358586357,31.798777635400448,5.116423167291502,9.676123443463679,11.115473116286617,4.020255188024901,2.505339855368971,1.6249432248641928,0.18747249728843585,1.0939082861476828
2024-03-27,32.8117099283974,31.807111772549877,5.119028332460555,9.665221821199925,11.173388020133197,3.994937346686344,2.5239061648159065,1.624033338791574,0.18736752216581512,1.0932957527994047
2024-03-28,32.81210090322163,31.752728789066758,5.107002490693976,9.660852671170826,11.156686684043278,4.005798745533341,2.5274576738762224,1.6231253005218795,0.18632010634951382,1.1679266355225713
2024-04-02,32.7020937286521,31.839264364581677,5.067914861861947,9.652936997947739,11.149139007246012,4.046958869760629,2.5397276603304944,1.6201647686879996,0.18473997393397917,1.1970597669974186
2024-04-03,32.61658824083873,31.71140862432943,5.271218366049805,9.87546330253678,10.7450523945819,3.978495276031974,2.4911745768141054,1.6434629484666619,0.2877003884839262,1.3794358818666896
2024-04-05,32.630904336171106,31.81598700640634,5.185639448459388,9.737127837587492,10.621845916292775,3.9599544955917283,2.338109416926408,1.9170513756556853,0.3639392358134781,1.4294409310955982
2024-04-08,32.673465434742646,31.80758451530267,5.220202467703632,9.660701310873526,10.512271352598123,3.8895386179113567,2.3426274723247853,2.021503043032863,0.4297230394351568,1.4423827460752512
2024-04-09,32.651942915256996,31.79209756793776,5.218425081629196,9.658466028295141,10.438164453285705,3.9949333187303155,2.3418298493450904,2.031354900778883,0.4299061058714418,1.4428797788694743
