date,YUANTA SECURITIES (HONG KONG) CO LTD,MASON SECURITIES LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,BOCI SECURITIES LTD,CTBC ASIA LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,YUE XIU SECURITIES CO LTD,SINOPAC SECURITIES (ASIA) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-04-03,0.0,0.0,3.3269515444586992,0.0,0.0,0.8096318957860456,0.0,0.0,0.0,0.34382709957564395,4.480410539820389
2024-04-05,0.0,0.0,3.3269515444586992,0.0,0.0,0.8096318957860456,0.0,0.0,0.4275140629625975,0.34382709957564395,4.907924602782987
2024-04-18,0.0,0.0,3.329714793249778,0.0,0.0,0.8096318957860456,0.0,0.0,0.4275140629625975,0.34382709957564395,4.910687851574065
2024-04-29,0.0,0.0,3.329714793249778,0.0,0.0,0.8096318957860456,0.0,0.0,0.43146156123556695,0.34382709957564395,4.9146353498470345
2024-05-06,0.0,0.0,3.3305042929043718,0.0,0.0,0.8096318957860456,0.0,0.0,0.43146156123556695,0.34382709957564395,4.915424849501628
2024-07-03,0.0,0.0,3.3316885423862628,0.0,1.7045297542682323,0.8096318957860456,0.0,0.0,0.43146156123556695,0.34382709957564395,6.621138853251751
2024-07-23,0.0,0.0,3.317477548603572,0.0,1.7045297542682323,0.8096318957860456,0.0,0.0,0.43146156123556695,0.34382709957564395,6.606927859469061
2024-07-25,0.0,0.0,3.317477548603572,0.0,1.7041350044409356,0.8096318957860456,0.0,0.0,0.43146156123556695,0.34382709957564395,6.606533109641764
2024-08-13,0.0,0.0,3.039968420013816,0.0,1.7041350044409356,0.8096318957860456,0.0,0.0,0.43146156123556695,0.34382709957564395,6.329023981052008
2024-08-23,0.0,0.0,3.039968420013816,0.0,1.7041350044409356,0.8096318957860456,0.7172604361985592,0.0,0.43146156123556695,0.34382709957564395,7.046284417250567
2024-08-26,0.0,0.0,3.039968420013816,0.0,1.7041350044409356,0.8096318957860456,0.7172604361985592,0.0,0.43146156123556695,0.34422184940294087,7.046679167077865
2024-09-10,0.0,0.0,3.039968420013816,0.0,1.7041350044409356,0.8096318957860456,0.7172604361985592,0.0,0.43304056054475476,0.34422184940294087,7.048258166387051
2024-10-03,0.0,0.0,3.039968420013816,2.473012928056844,1.7041350044409356,0.8096318957860456,0.7172604361985592,0.0,0.43304056054475476,0.34422184940294087,9.521271094443897
2024-10-04,0.0,0.0,3.04075791966841,2.480118424948189,1.7041350044409356,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.528771341162539
2024-10-07,0.0,0.0,3.04075791966841,2.4556439356557784,1.7041350044409356,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.504296851870127
2024-10-08,0.0,0.0,3.04075791966841,2.4556439356557784,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.50390210204283
2024-10-10,0.0,0.0,3.04075791966841,2.455249185828481,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.503507352215532
2024-10-14,0.0,0.0,3.04075791966841,2.457222934964966,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.505481101352018
2024-10-23,0.0,0.0,3.04075791966841,2.457617684792263,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.505875851179315
2024-10-24,0.0,0.0,3.04075791966841,2.4536701865192936,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.501928352906345
2024-10-25,0.0,0.0,3.04075791966841,2.4540649363465903,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43264581071745783,0.34422184940294087,9.502323102733643
2024-10-28,0.0,0.0,3.04075791966841,2.457222934964966,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43185631106286393,0.34422184940294087,9.504691601697424
2024-10-29,0.0,0.0,3.04075791966841,2.456828185137669,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43185631106286393,0.34422184940294087,9.504296851870127
2024-10-30,0.0,0.0,3.041942169150301,2.457617684792263,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43106681140827,0.34422184940294087,9.505481101352018
2024-11-13,0.0,0.0,3.041942169150301,2.4505121879009177,1.7037402546136386,0.8096318957860456,0.7172604361985592,0.0,0.43106681140827,0.34422184940294087,9.498375604460673
2024-11-18,0.0,0.0,3.041942169150301,2.448143688937136,1.6828185137669003,0.8096318957860456,0.7172604361985592,0.0,0.43106681140827,0.34422184940294087,9.475085364650154
2024-11-20,0.0,0.0,3.041942169150301,2.448143688937136,1.6788710154939306,0.8096318957860456,0.7172604361985592,0.0,0.43106681140827,0.34422184940294087,9.471137866377182
2024-12-03,0.0,0.0,3.041942169150301,2.448143688937136,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.43106681140827,0.34422184940294087,9.471927366031778
2024-12-06,0.0,0.0,3.0435211684594887,2.448143688937136,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.43106681140827,0.34422184940294087,9.473506365340965
2025-01-21,0.0,0.0,3.0435211684594887,2.448143688937136,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.4211980657258463,0.34422184940294087,9.463637619658542
2025-01-27,0.0,0.0,3.043915918286786,2.448143688937136,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.4211980657258463,0.34422184940294087,9.464032369485837
2025-02-04,0.0,0.0,3.043915918286786,2.449327938419027,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.4211980657258463,0.34461659923023785,9.465611368795027
2025-03-04,0.0,0.0,3.0533899141419125,2.449327938419027,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.42514556399881576,0.34461659923023785,9.479032862923123
2025-03-18,0.0,0.0,3.0533899141419125,2.449327938419027,1.6788710154939306,0.8104213954406395,0.7172604361985592,0.0,0.4172505674528767,0.34461659923023785,9.471137866377182
2025-03-25,0.0,0.0,3.0533899141419125,2.449327938419027,1.675318267048258,0.8104213954406395,0.7172604361985592,0.0,0.4172505674528767,0.34461659923023785,9.467585117931511
2025-04-07,0.0,0.0,3.0533899141419125,2.449327938419027,1.6654495213658342,0.8104213954406395,0.7172604361985592,0.0,0.4172505674528767,0.34461659923023785,9.457716372249086
2025-04-08,0.0,0.0,3.0533899141419125,2.449327938419027,1.6429487812099082,0.8104213954406395,0.7172604361985592,0.0,0.4172505674528767,0.34461659923023785,9.435215632093161
2025-04-09,0.0,0.0,3.0533899141419125,2.449327938419027,1.6330800355274844,0.8112108950952334,0.7172604361985592,0.0,0.4172505674528767,0.34461659923023785,9.42613638606533
2025-04-10,0.0,0.0,3.0533899141419125,2.448143688937136,1.5892628046975228,0.846738379551959,0.7172604361985592,0.0,0.4160663179709859,0.34461659923023785,9.415478140728313
2025-04-11,0.0,0.0,3.0533899141419125,2.448143688937136,1.5793940590150994,0.846738379551959,0.7172604361985592,0.0,0.4160663179709859,0.34461659923023785,9.40560939504589
2025-04-14,0.0,0.0,3.0533899141419125,2.448143688937136,1.5201815849205567,0.8526596269614132,0.7172604361985592,0.6513372150399684,0.4160663179709859,0.34461659923023785,10.003655383400769
2025-04-15,0.0,0.0,3.0533899141419125,2.448143688937136,1.4747853547814074,0.8526596269614132,0.7172604361985592,0.6513372150399684,0.4160663179709859,0.34461659923023785,9.95825915326162
2025-04-16,0.0,0.0,3.0533899141419125,2.448143688937136,1.421494128096319,0.8747656172900424,0.7172604361985592,0.6513372150399684,0.41409256883450113,0.34461659923023785,9.925100167768676
2025-04-17,0.0,0.0,3.0533899141419125,2.448143688937136,1.421494128096319,0.8822658640086846,0.7172604361985592,0.6513372150399684,0.41409256883450113,0.34461659923023785,9.93260041448732
2025-04-29,75.49985196881477,4.585019244054081,3.0533899141419125,2.447748939109839,1.421494128096319,0.8822658640086846,0.710549689134511,0.6513372150399684,0.3714595874864305,0.3548800947399585,89.97799664462647
2025-04-30,75.50261521760584,4.585019244054081,3.0533899141419125,2.447748939109839,1.421494128096319,0.8822658640086846,0.710549689134511,0.6513372150399684,0.3714595874864305,0.3564590940491464,89.98233889272673
