date,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,GET NICE SECURITIES LTD,OSHIDORI SECURITIES LTD,PLANETREE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HOPE SECURITIES LTD,IMAGI BROKERAGE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-12,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-18,35.803865106222226,0.0,0.0,0.0,0.0,64.19613489377777,0.0,0.0,0.0,0.0
2024-04-03,17.9069845323993,0.0,0.0,0.0,0.0,32.10712561820371,34.14699064616235,0.0,0.0,15.838899203234641
2024-04-10,17.904038155772906,0.0,0.0,0.0,0.0,32.10827796574416,34.14821620590734,0.0,0.0,15.839467672575601
2024-04-24,2.4722761812141747,86.50987501461273,0.0,0.0,0.0,4.433666312809887,4.396992187739208,0.0,0.0,2.1871903036239972
2024-04-25,1.8092496047997693,63.30925257088269,26.818467186331198,0.0,0.0,3.2446249675575474,3.2177862806848223,0.0,0.0,1.600619389743978
2024-04-30,0.8441403896506784,29.538156035464535,12.51267447036915,0.0,0.0,1.5106696903398413,1.5013204134929208,0.0,0.0,0.746799928410345
2024-05-02,1.8094218704496061,63.3152804895877,26.821020676278202,0.0,0.0,3.238132910400594,3.218092658557288,0.0,0.0,1.5980513947266042
2024-05-03,1.8094300743940368,63.31556756196769,26.821142283166456,0.0,0.0,3.2376941907224586,3.2181072494350564,0.0,0.0,1.5980586403142993
2024-05-06,1.8094792996229292,63.3172900509159,26.821871947654035,0.0,0.0,3.235061789106604,3.2181947974802645,0.0,0.0,1.5981021152202741
2024-05-09,1.8094875040881384,63.31757714151897,26.82199356226178,0.0,0.0,3.235076457388194,3.2177559734750028,0.0,0.0,1.5981093612679125
2024-05-13,1.8094019623459185,63.3161704224391,26.821397661221226,0.0,0.0,3.2350045840793458,3.217684484973285,0.0,0.0,1.6003408849411285
2024-05-14,1.8094183703592688,63.316744585942395,26.821640882937604,0.0,0.0,3.2350339197380373,3.2168068438752404,0.0,0.0,1.6003553971474551
2024-05-24,1.8093609436144238,63.31473505923739,26.820789626228514,0.0,0.0,3.23493124726023,3.2198785180826612,0.0,0.0,1.6003046055767718
2024-05-27,1.809213291578687,63.30956829051906,26.818600928499432,0.0,0.0,3.234667262240651,3.227776213678504,0.0,0.0,1.6001740134836648
2024-05-28,1.8091804832877183,63.308420234207944,26.818114599736138,0.0,0.0,3.2346086047538747,3.2295310821013854,0.0,0.0,1.6001449959129457
2024-06-04,1.809172281400896,63.30813322663602,26.817993020301266,0.0,0.0,3.2345939407145843,3.229969789262526,0.0,0.0,1.600137741684704
2024-06-07,1.8091968872844648,63.30899425715874,26.818357761912992,0.0,0.0,3.2332778701891502,3.230013718887904,0.0,0.0,1.600159504566753
2024-06-12,1.809213291578687,63.30956829051906,26.818600928499432,0.0,0.0,3.2324004699504707,3.2300430059686835,0.0,0.0,1.6001740134836648
2024-06-26,1.8091936064613179,63.30887945173582,26.818309129124856,0.0,0.0,3.232365299866915,3.2310959099961414,0.0,0.0,1.6001566028149432
2024-07-04,1.8092674278603105,63.31146267446728,26.81940340952219,0.0,0.0,3.228416843413561,3.231227749960369,0.0,0.0,1.6002218947762932
2024-07-05,1.8091033884874541,63.30572246576632,26.816971796567724,0.0,0.0,3.228124135179191,3.24000140523518,0.0,0.0,1.600076808764127
2024-07-08,1.8091443955419506,63.30715742035632,26.817579658468205,0.0,0.0,3.228197307261657,3.237808140571203,0.0,0.0,1.6001130778006634
2024-07-10,1.6521922647388405,57.81495167011472,24.491023369898514,5.589488166969134,3.0860012627230407,2.948135391100565,2.9569124375822358,0.0,0.0,1.461295436872945
2024-07-18,1.6254934003036958,56.88068173682169,24.09525677130944,5.499163941383111,2.8570333400723973,2.9004945270054363,2.909129739404503,0.0,1.7950651435230038,1.4376814001767177
2024-07-24,1.6254602960704345,56.87952332463993,24.09476605569011,5.499051947322831,2.856975154725039,2.9004354565426604,2.9111070583010643,0.0,1.7950285858505954,1.4376521208573318
2024-07-25,1.6253940916488832,56.877206641821566,24.093784684411464,5.498827972886707,2.8568587911399277,2.9003173228348653,2.9150614544876934,0.0,1.7949554749727215,1.4375935657961691
2024-07-29,1.6254271931855242,56.87836495964086,24.094275360057857,5.689151275694461,2.856916971747597,2.8983398647399174,2.9151208204064227,0.0,1.6047807117968598,1.4376228427305067
2024-08-02,1.625360991460428,56.8760483711792,24.09329402874971,5.688919563298874,2.856800612901886,2.898221818788818,2.919074972588336,0.0,1.6047153509785048,1.4375642900542465
2024-08-07,1.625526505885391,56.88184019618902,24.093710858740668,5.689498879681589,2.857091527789817,2.8985169516979212,2.9112256363186964,0.0,1.6048787630081662,1.4377106806887368
2024-08-26,1.6254867793491716,56.880450050610584,24.093122028184155,5.689359832989644,2.857021702813325,2.9008900324008753,2.911154488348937,0.0,1.6048395410858687,1.437675544217432
2024-08-28,1.6253212730137716,56.874658508677825,24.09066887729675,5.688780544921176,2.8567308021439395,2.910776620262114,2.910858075903588,0.0,1.6046761370430158,1.4375291607378244
2024-08-29,1.6213145235473323,56.87697498391904,24.09165007770238,5.689012245992102,2.856847155302754,2.9108951746789726,2.9109766336380933,0.0,1.6047414946669398,1.4375877105523938
2024-09-23,1.6212881098589598,56.8760483711792,24.091257587948974,5.688919563298874,2.856800612901886,2.9124769043939573,2.910929209385399,0.0,1.6047153509785048,1.4375642900542465
2024-09-24,1.6213871656282957,56.87952332463993,24.09272949046904,5.689267138970716,2.856975154725039,2.912654847869077,2.904997362637856,0.0,1.6048133942027105,1.4376521208573318
2024-09-27,1.621440000321299,56.881376806779635,24.09351457869055,5.689452530029109,2.8570682524184323,2.9127497599468177,2.905092025187976,0.0,1.604865688821052,1.4344403578051312
2024-10-04,1.6214267913252363,56.88091342492022,24.093318301838405,5.6894061811318,2.8570449774262716,2.9119113853501,2.9066976509668407,0.0,1.6048526148469546,1.4344286721941715
2024-10-07,1.621433395796366,56.8811451149062,24.093416439864733,5.68942935548606,2.857056614874949,2.9131452202566437,2.905080192031825,0.0,1.6048591518073765,1.4344345149758522
2024-10-08,1.6219222760090686,56.89829541315133,24.1006808730412,5.691144781750671,2.857918049238646,2.9209501729615535,2.8688783862014526,0.0,1.6053430347010726,1.4348670129449994
2024-10-09,1.6227884493835747,56.92868144907344,24.113551630406384,5.694184087735507,2.8594442953216963,2.9225100807977684,2.8170063621086445,0.0,1.606200354077084,1.4356332910959033
2024-10-10,1.6231192938993833,56.94028773210853,24.118467758763483,5.6953449843256605,2.8600272619207785,2.9129122004556254,2.8175806767127787,0.0,1.6065278167100836,1.4257322751036745
2024-10-29,1.7148968967441984,56.94142540246584,24.11894964719302,5.695458777659368,2.8600844054366714,2.9109723946298076,2.7258917993191942,0.0,1.6065599152320271,1.4257607613198746
2024-11-08,1.7150087856525966,56.94514056105234,24.120523294537566,5.6958303793962815,2.8602710124115034,2.9046377949598154,2.7260696508614157,0.0,1.606664735664983,1.4258537854634974
2024-11-11,1.7149878053701422,56.944443931890234,24.120228220019058,5.6957607003770425,2.8602360217489258,2.9046022615433835,2.72725963574734,0.0,1.6066450807919317,1.4258363425119465
2024-11-14,1.7149808120567278,56.9442117259571,24.120129863450547,5.695737474416142,2.8602243583849782,2.9045904172644352,2.727656290906013,0.0,1.6066385292744456,1.4258305282896004
2024-11-18,1.713938048369746,56.90958780727874,24.105464045984796,5.692274282194313,2.858485249657594,2.9028243325412797,2.7868010154734004,0.0,1.6056616411922842,1.4249635773078533
2024-11-21,1.7139729729973703,56.91074744438714,24.105955238975298,5.692390272710906,2.858543496531224,2.9008457997076293,2.7868578016494356,0.0,1.6056943594897528,1.4249926135512359
2024-11-22,1.7143222975714256,56.9223464152714,24.110868270089977,5.693550437916951,2.859126095851679,2.8810560356818544,2.7874257907191886,0.0,1.6060216158158613,1.42528304108166
