date,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,GET NICE SECURITIES LTD,OSHIDORI SECURITIES LTD,PLANETREE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HOPE SECURITIES LTD,IMAGI BROKERAGE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-12-05,1.7143222975714256,56.9223464152714,24.110868270089977,5.799939179472266,2.859126095851679,2.8810560356818544,2.7874257907191886,0.0,1.4996328742605465,1.42528304108166
2024-12-06,1.714346056813056,56.92313531697592,24.111202428926948,5.800019562348112,2.859165721228925,2.8797100388061168,2.787464422383131,0.0,1.4996536580652413,1.4253027944525476
2024-12-16,1.7151857778725945,56.92394744451346,24.111546425640174,5.800102311753579,2.8592065132057485,2.8775091524864846,2.787504191391017,0.0,1.4996750537600796,1.4253231293768671
2024-12-17,1.715594186391585,56.93750179260263,24.117287705152457,5.801483393165106,2.859887328259494,2.854790725424781,2.787760204942636,0.0,1.5000321463127197,1.425662517748588
2024-12-23,1.7156221666949387,56.938430408813275,24.117681043525494,5.801578011849717,2.8599339712917664,2.8532063458282337,2.7878056716251596,0.0,1.5000566109296014,1.4256857694418166
2024-12-30,1.7092168829166106,56.9423773656585,24.119352874757972,5.80198017569376,2.8601322211536586,2.8534041293329184,2.7875911584318604,0.0,1.5001605944547218,1.4257845975999945
2025-01-02,1.7092238525014722,56.942609556631595,24.119451224989792,5.802003834126816,2.860143883766186,2.85300799970729,2.787602525247466,0.0,1.50016671158162,1.4257904114477555
2025-01-09,1.7096176748665375,56.942145176578975,24.11925452532822,5.801956517453646,2.8601205586362424,2.8529847327721187,2.7879875531869036,0.0,1.5001544773777102,1.425778783799647
2025-01-13,1.7096246460572613,56.9423773656585,24.119352874757972,5.80198017569376,2.8601322211536586,2.8529963661922677,2.7875911584318604,0.0,1.5001605944547218,1.4257845975999945
2025-01-15,1.7095549367082508,56.9400555600701,24.118369416551904,5.801743601974522,2.8600156002593113,2.856957501402429,2.78747749537406,0.0,1.5000994259294012,1.4257264617300203
2025-01-21,1.7093528117395733,56.93332339446404,24.115517841233558,5.801057647274474,2.8596774534403897,2.8566197161502065,2.7989711757726194,0.0,1.4999220654111936,1.4255578945139384
2025-01-22,1.7093249361843816,56.93239494482649,24.115124573416676,5.80096304556235,2.8596308187748396,2.856573131349215,2.8013716810252847,0.0,1.4998976051827198,1.4247192636780464
2025-01-24,1.7093319049879443,56.93262705439695,24.115222889168404,5.800986695701117,2.8596424772986317,2.8561770840881393,2.8013831020304654,0.0,1.4999037201650463,1.4247250721632974
2025-02-05,1.7091855720448696,56.927753150827066,24.113158426714985,5.800490083279946,2.8593976682603035,2.85593257171612,2.809704107232541,0.0,1.4997753160060527,1.424603103918117
2025-02-06,1.7091716368807934,56.92728901305665,24.112961829678028,5.8004427912934275,2.8593743552998396,2.8567245971935056,2.8096811994287423,0.0,1.4997630881851258,1.4245914889838927
2025-02-07,1.7091089314543142,56.92520048674433,24.112077182681446,5.800229986896754,2.8592694516818855,2.8566197907888498,2.8132468801705395,0.0,1.499708065458307,1.4245392241235662
2025-02-14,1.709060163747917,56.923576183335214,24.11138916878191,5.800064483160959,2.859187865300489,2.8573535370244416,2.813166606996987,0.0,1.4996652727952582,1.426536718856832
2025-02-20,1.7089626366838715,56.92032785458828,24.11001325876682,5.799733504022649,2.8590247065048113,2.85719048290422,2.8187125478162476,0.0,1.4995796947950162,1.426455313918086
2025-02-21,1.7094608240040916,56.92334414755802,24.111290884287147,5.800040840541146,2.8591762104832243,2.849189352800689,2.8213076766584275,0.0,1.4996591597570335,1.4265309039102239
2025-02-25,1.7095235402958129,56.92543253765574,24.112175473586674,5.8002536310586255,2.8592811072593194,2.8456251069894116,2.8214111841227694,0.0,1.4997141788952462,1.426583240136397
2025-02-27,1.7095932304618324,56.927753150827066,24.113158426714985,5.800490083279946,2.8593976682603035,2.8416645271224223,2.8215262013244615,0.0,1.4997753160060527,1.4266413960029307
2025-02-28,0.8870582238642566,29.538156035464535,12.511616859866107,3.0097056651461838,1.4836583180920644,1.4744571067155703,1.4428557048845767,0.0,0.7781898081407295,0.7402427432914642
2025-03-04,1.710297419771899,56.95120195402809,24.123090747511228,5.8028793318082,2.860575467303573,2.842835021803344,2.7814979412692193,0.0,1.5003930803526908,1.427229036151747
2025-03-10,1.7103253204000683,56.95213101717884,24.123484275196798,5.802973996032491,2.860622132784992,2.841250065933849,2.7815433167336945,0.0,1.5004175567443168,1.427252318994947
2025-03-11,1.7104076325570805,56.95487193008854,24.124645256678892,5.803253273489826,2.8607598048262917,2.8365741448185644,2.7816771829797777,0.0,1.5004897667525772,1.4273210078084586
2025-03-13,1.7108085075938206,56.95463963910199,24.1245468640839,5.803229604866189,2.8607481371902352,2.8365625758239523,2.7816658378829464,0.0,1.500483646990801,1.4273151864661613
2025-03-14,1.6648278751231638,55.42389535000123,23.47616224479141,5.647258807187914,2.7838610933724186,2.7603255564848213,2.7069042535325347,2.6876551213394744,1.4601558214075914,1.3889538767594474
2025-03-17,1.6648344826734809,55.424115322397626,23.476255419542742,5.6472812206441505,2.783872142263733,2.759939621066946,2.706914996989156,2.687665788398042,1.4601616166331548,1.3889593893909724
2025-03-19,1.609204068477827,55.44920362645889,23.486882191494974,5.649837521408878,2.7851322910341105,2.761188936531907,2.719258285861381,2.6888823883585853,1.4608225740233374,1.3895881163501145
2025-03-20,1.59343513336541,55.45316701402929,23.488560982367655,5.650241359414524,2.7853313661872647,2.761386300266548,2.728188829106151,2.689074583779607,1.460926990419855,1.3896874410636926
2025-03-21,1.5715533082999376,55.4657214800922,23.493878737107345,5.651520560715616,2.78596195863119,2.762011471604093,2.728409295775032,2.6896833839152987,1.4612577408406013,1.3900020630186922
2025-03-24,1.526749802464315,55.46898278484949,23.495091895584522,5.651812389500207,2.7861058179489735,2.8018750291166867,2.728152973884254,2.6898222716755806,1.4613331961213358,1.3900738388546416
2025-03-25,1.5073583927695586,55.4716268467061,23.496211845386732,5.652081796668133,2.7862386243526944,2.8127337508452843,2.7322553006593964,2.6899504884935665,1.4614028540665454,1.390140100051993
2025-03-26,1.5073769547251166,55.47230993698986,23.49650118310638,5.65215139769442,2.7862729347315445,2.812768387491174,2.731057523433366,2.6899836131583177,1.4614208501151025,1.3901572185547195
2025-03-27,41.89826482615387,32.72443516248464,13.861144963770231,3.3343385583274814,1.6436886818157974,1.6581472931567962,1.6108814599723638,1.5868853205668811,0.8621269225856574,0.8200868111662861
2025-04-01,41.89689030557906,32.72336159990117,13.860690233030851,3.3342291715313737,1.6436347587256384,1.658092895735329,1.6108286131607001,1.5901138755325532,0.8620986395243396,0.8200599072789833
2025-04-08,41.89492686119472,32.72229669851108,13.860040669442656,3.338290652462462,1.6435577318767862,1.6580151913243069,1.6107531237300625,1.5900393568717026,0.8620582383699776,0.8200214762162473
2025-04-10,41.89217834820447,32.72014995511552,13.859131382694128,3.339711766998119,1.9363289778743815,1.6579064173835745,1.6106474504131159,1.3019763394221295,0.8620016831151048,0.8199676787794565
2025-04-11,41.89208019369608,32.72007329091805,13.859098910373968,3.3397039419630037,1.9363244410031468,1.634472262045189,1.6106436766225203,1.3256378623832439,0.8619996634218167,0.819965757572979
2025-04-14,41.89208019369608,32.72007329091805,13.859098910373968,3.3397039419630037,1.9363244410031468,1.634472262045189,1.6104093739143326,1.3256378623832439,0.8619996634218167,0.8202000602811664
2025-04-15,41.8943378637645,32.72183665835561,13.859845812238007,3.3401182423836584,1.9364287944206182,1.6265936264839294,1.6104961629452086,1.3257093043577084,0.8620461187620646,0.8225874162886936
2025-04-17,41.89404337125984,32.721606643128595,13.85974838569028,3.340094763320921,1.9364151824674325,1.626582192489372,1.6104848421063327,1.3264029264673702,0.8620400590858988,0.8225816339839509
2025-04-22,41.890411637424144,32.718770054524555,13.858546904211863,3.3398052153520394,1.9362473174448132,1.6264411864391166,1.6103452315120264,1.3286308762815573,0.8619653300839123,0.8288362467259712
2025-04-23,41.8843274407296,32.71401795434616,13.856534077840148,3.3393201393869822,1.9359660953448592,1.626204960827966,1.6101113436901677,1.3307804983464915,0.8618401375539964,0.8408973519336301
2025-04-30,37.81902851230664,29.53879060176636,12.511616859866107,3.0152052397620195,1.7480609438533885,1.4683652702180294,1.4538337019061869,1.2016147491399445,0.7781898081407295,0.760760387050543
2025-05-02,41.87746031017567,32.7084201178028,13.854262234543341,3.338772642297743,1.9356486846870535,1.6257041160117578,1.611955346888173,1.3305623106858755,0.8616988348495523,0.8555154020580251
