date,DBS BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,HANG SENG BANK LTD,EVERBRIGHT SECURITIES INVESTMENT,ICBC (ASIA) SECURITIES LTD
2024-03-01,0.0,0.0,65.28736628288753,34.712633717112475,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,89.43790353738727,6.895714604697886,3.6663818579148537,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,89.45371970019295,6.879250080402503,3.6670302194045474,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,89.47212012029735,6.862046456306879,3.66583342339577,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,89.52808467772819,6.825568894121019,3.646346428150784,0.0,0.0,0.0,0.0,0.0
2024-03-20,0.0,89.52879286213059,6.825107301252902,3.6460998366165063,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,89.53676658479517,6.817084262949709,3.6461491522551257,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,89.53690810424935,6.8169920591341455,3.6460998366165063,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,89.53704961987536,6.8168998578127376,3.646050522311897,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,84.65371323005859,6.445301949946557,5.2334914809789055,0.0,3.6674933390159543,0.0,0.0,0.0
2024-04-09,0.0,84.64830084158726,6.457676991469555,5.226763311423701,0.0,3.667258855519491,0.0,0.0,0.0
2024-04-11,0.0,84.65479579080989,6.458172480259511,5.22077030032716,0.0,3.6662614286034354,0.0,0.0,0.0
2024-04-12,0.0,84.67103752525368,6.440225694046515,5.2217719490113,0.0,3.666964831688501,0.0,0.0,0.0
2024-04-15,0.0,84.66464224495009,6.446620974350117,5.2217719490113,0.0,3.666964831688501,0.0,0.0,0.0
2024-04-16,0.0,84.66700423945996,6.4441452864595234,5.221838739256175,0.0,3.6670117348243427,0.0,0.0,0.0
2024-04-18,0.0,82.76514376090708,6.311894958116239,5.104541466100275,0.0,3.5171218704398703,2.3012979444365413,0.0,0.0
2024-04-22,0.0,82.76307411988287,6.311737121662967,5.104413820959483,0.0,3.5195345397549525,2.3012403977397278,0.0,0.0
2024-04-30,0.0,27.76312109555019,2.117611031116314,1.7125496208559559,0.0,1.1808167897550694,0.7720746218626113,0.0,0.0
2024-05-02,0.0,82.7587627430987,6.313315841504509,5.105690559711946,0.0,3.520414861432456,2.3018159942523897,0.0,0.0
2024-05-06,0.0,82.75979775558639,6.312144160285261,5.105754413415318,0.0,3.52045888907645,2.301844781636583,0.0,0.0
2024-05-09,0.0,82.75462295201693,6.311749474616405,5.105435160869035,0.0,3.5264915605819445,2.301700851915687,0.0,0.0
2024-05-13,0.0,82.7451334170761,6.319187651582597,5.10639303830367,0.0,3.527153197951311,2.30213269508632,0.0,0.0
2024-05-14,0.0,82.7554844264908,6.30746864249348,5.107031822969691,0.0,3.52759442747686,2.3024206805691714,0.0,0.0
2024-05-17,0.0,82.75237885175592,6.308482845275979,5.109341978580335,0.0,3.527462047028545,2.302334277359231,0.0,0.0
2024-05-20,0.0,82.76583802595027,6.293244486362101,5.110172982167936,0.0,3.5280357674075087,2.302708738112173,0.0,0.0
2024-05-23,0.0,82.75755493914801,6.29261466744657,5.1196694204640725,0.0,3.5276826866292557,2.3024782863120943,0.0,0.0
2024-05-24,0.0,81.56349043577669,6.191958436468385,5.045800448278187,0.0,3.4767836396678167,2.269257058431569,0.0,1.4527099813773579
2024-05-27,0.0,81.56851885920558,6.186175131321713,5.046111523994248,0.0,3.476997984838892,2.2693969590819445,0.0,1.452799541557614
2024-05-31,0.0,27.750536591708038,2.1025096265057273,1.7167444554700078,0.0,1.1829142070620955,0.7720746218626113,0.0,0.494258905301445
2024-06-04,0.0,81.57376969777562,6.180136021418636,5.046436359082458,0.0,3.4772218108367405,2.269543047759906,0.0,1.452893063126646
2024-06-05,0.0,81.52953514580776,6.228546356237054,5.046164694475662,0.0,3.4753362372085372,2.268312355341726,0.0,1.45210521092927
