date,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,MIRAE ASSET SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2025-02-27,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2025-02-28,85.38461538461539,0.0,0.0,0.0,14.615384615384617,0.0,0.0,0.0
2025-03-03,85.23076923076923,0.0,0.0,0.0,14.615384615384617,0.0,0.0,0.15384615384615385
2025-03-18,80.3076923076923,0.0,0.0,0.0,14.615384615384617,1.0769230769230769,3.8461538461538463,0.15384615384615385
2025-03-26,82.34482758620689,0.0,0.0,0.0,13.10344827586207,0.9655172413793104,3.4482758620689653,0.13793103448275862
2025-03-28,82.93333333333334,0.0,0.0,0.0,12.666666666666668,0.9333333333333335,3.3333333333333335,0.13333333333333333
2025-03-31,78.8,0.0,0.0,4.133333333333333,12.666666666666668,0.9333333333333335,3.3333333333333335,0.13333333333333333
2025-04-01,78.73333333333333,0.0,0.0,4.133333333333333,12.666666666666668,1.0,3.3333333333333335,0.13333333333333333
2025-04-03,78.59060402684564,0.0,0.0,4.1610738255033555,12.751677852348994,1.006711409395973,3.3557046979865772,0.1342281879194631
2025-04-09,68.16618911174785,21.002865329512893,3.553008595988539,1.7765042979942696,3.5816618911174785,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-04-11,68.16618911174785,21.174785100286535,3.3810888252149,1.7765042979942696,3.5816618911174785,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-04-14,68.19484240687679,21.117478510028654,3.4383954154727796,1.7765042979942696,3.553008595988539,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-04-15,64.29799426934098,21.20343839541547,7.249283667621777,1.7765042979942696,3.553008595988539,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-04-17,64.29799426934098,21.117478510028654,7.3352435530085955,1.7765042979942696,3.553008595988539,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-04-22,62.40687679083094,24.98567335243553,5.358166189111748,1.7765042979942696,3.553008595988539,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-04-30,59.4269340974212,24.98567335243553,5.358166189111748,4.756446991404011,3.553008595988539,0.42979942693409745,1.4326647564469914,0.05730659025787965
2025-05-02,58.28080229226361,24.98567335243553,5.358166189111748,4.756446991404011,3.553008595988539,1.5759312320916905,1.4326647564469914,0.05730659025787965
