date,"INDUSTRIAL BANK CO., LTD.",LUK FOOK SECURITIES (HK) LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA MERCHANTS BANK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.14260814875124192,12.4236699838238,5.718005995503838,2.1081533131840327,0.7754931817860071,2.0580091350595313,4.6192860781262,0.0,27.84522583623465
2024-03-04,0.0,0.0,0.1417748697542092,12.448251714236266,5.646187761947079,2.1141425059752055,0.7734099842934252,2.0580091350595313,4.6192860781262,1.0670312545593543,28.86809330395127
2024-03-05,0.0,0.0,0.1417748697542092,12.668432825457648,5.645614882636619,2.1550252567671238,0.7708059874276979,2.0590283394327766,4.617827839881393,1.0707810100460018,29.129291011403467
2024-03-06,0.0,0.0,0.1417748697542092,12.666974587212842,5.64551072276199,2.1550252567671238,0.7682019905619707,2.0590283394327766,4.617827839881393,1.06927069186388,29.123614298236184
2024-03-07,0.0,0.0,0.1417748697542092,12.667599546460618,5.64551072276199,2.1550773367044385,0.7682019905619707,2.058299220310373,4.617827839881393,1.0704685304221144,29.124760056857106
2024-03-08,0.0,0.0,0.13323376003462364,12.51964044454999,5.649052158499379,2.1550773367044385,0.7682019905619707,2.057986740686486,4.617827839881393,1.0521884724247088,28.95320874334299
2024-03-11,0.0,0.0,0.13323376003462364,12.508547417901994,5.63405313655279,2.167055722286784,0.7682019905619707,2.0579346607491713,4.617827839881393,1.0458868000096486,28.932741327978373
2024-03-12,0.0,0.0,0.13323376003462364,12.488085470930795,5.596505064147122,2.167055722286784,0.7682019905619707,2.067725688964306,4.618348639254539,1.0459334115535452,28.885089747733684
2024-03-13,0.0,0.0,0.13323376003462364,12.462826701333238,5.578065068662223,2.182679703481148,0.7682019905619707,2.067725688964306,4.607411852418484,1.0470791701744653,28.84722393563046
2024-03-14,0.0,0.0,0.13370247947045458,12.43407857593561,5.642400560985503,2.19793912511431,0.7682019905619707,2.063246501875631,4.605901534236362,1.0560889993298817,28.90155976750972
2024-03-15,0.0,8.666495397626413,0.13370247947045458,12.31023248500162,5.635369769448039,2.2135631063086736,0.7682019905619707,2.0697564940399493,4.605380734863217,1.104575420969724,37.50727787829006
2024-03-18,0.0,8.666495397626413,0.13370247947045458,12.34605801348061,5.608236122107161,2.232780603177741,0.7682019905619707,2.0697564940399493,4.605380734863217,1.0738016464102453,37.50441348173776
2024-03-19,0.0,8.686025374119367,0.1366710358973837,12.405231706976833,6.254600692837426,2.2786109480145416,0.7682019905619707,2.0697564940399493,4.605380734863217,1.0387889815928613,38.24326795890355
