date,WK SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,EAST ASIA SECURITIES CO LTD,HANG SENG BANK LTD,DAH SING SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,4.7792950984189755,0.0,3.173946736629181,1.229834178428697,0.0,0.0,0.0,0.0,0.4396567162935922,9.622732729770446
2024-03-04,0.0,4.7792950984189755,0.0,3.181999057440419,1.233860338834316,0.0,0.0,0.0,0.7745450891282081,0.4396567162935922,10.40935630011551
2024-03-05,0.0,4.7792950984189755,0.0,3.181999057440419,1.2411074275644303,0.0,0.0,0.0,0.7745450891282081,0.4396567162935922,10.416603388845624
2024-03-06,0.0,4.799425900447071,2.795364538515793,3.181999057440419,1.2411074275644303,0.0,0.0,0.0,0.7745450891282081,0.4396567162935922,13.232098729389513
2024-03-07,0.0,4.799425900447071,2.795364538515793,3.181999057440419,1.2499649804567918,0.0,0.0,0.0,0.7825974099394459,0.4203311463466211,13.229683033146141
2024-03-08,18.381273802297965,4.79298404379808,2.7977802347591645,3.181999057440419,1.2741219428905057,0.0,0.0,0.0,0.7898444986695601,0.4203311463466211,31.638334726202316
2024-03-11,18.381273802297965,4.783321258824595,2.7977802347591645,3.181999057440419,1.2741219428905057,0.0,0.0,0.0,0.7938706590751792,0.4203311463466211,31.63269810163445
2024-03-12,18.381273802297965,4.772853241769985,2.7977802347591645,3.181999057440419,1.2813690316206199,0.0,0.0,0.0,0.7938706590751792,0.4203311463466211,31.62947717330995
2024-03-13,18.381273802297965,4.756748600147509,2.7977802347591645,3.190051378251657,1.280563799539496,0.0,0.0,0.0,0.7938706590751792,0.42435730675224015,31.624645780823208
2024-03-14,18.381273802297965,4.75272243974189,2.7977802347591645,3.190051378251657,1.2837847278639913,0.0,0.0,0.0,0.7938706590751792,0.42435730675224015,31.623840548742088
2024-03-15,18.381273802297965,4.75272243974189,2.7977802347591645,3.190051378251657,1.289421352431858,0.0,0.0,0.0,0.7938706590751792,0.4251625388333639,31.630282405391075
2024-03-18,18.381273802297965,4.75272243974189,2.7977802347591645,3.1755572007914283,1.3087469223788288,0.0,0.0,0.0,0.7938706590751792,0.4026160405618977,31.612567299606354
2024-03-19,18.381273802297965,4.7116556036045765,2.7977802347591645,3.1707258083046854,1.3538399189217616,0.0,0.0,0.0,0.7938706590751792,0.44368287669921125,31.652828903662545
2024-03-20,18.381273802297965,4.708434675280082,2.7985854668402887,3.1707258083046854,1.3546451510028854,0.0,0.0,0.0,0.7938706590751792,0.4452933408614588,31.652828903662545
2024-03-21,18.381273802297965,4.708434675280082,2.799390698921412,3.181999057440419,1.352229454759514,0.0,0.0,0.0,0.7938706590751792,0.43643578796909704,31.65363413574367
2024-03-22,18.381273802297965,4.708434675280082,2.799390698921412,3.181999057440419,1.3651131680574946,0.0,0.0,0.0,0.7938706590751792,0.43885148421246845,31.668933545285014
2024-03-25,18.381273802297965,4.704408514874463,2.799390698921412,3.1860252178460375,1.3981276833835703,1.9526877967252037,0.0,0.0,0.7938706590751792,0.4291886992389829,33.64497307236281
2024-03-26,18.381273802297965,4.701187586549968,2.785701753542308,3.186830449927162,1.394906755059075,1.9526877967252037,0.0,0.0,0.7938706590751792,0.44207241253696367,33.638531215713826
2024-03-27,18.381273802297965,4.685082944927492,2.7945593064346697,3.188440914089409,1.3876596663289609,1.9478564042384607,0.0,0.0,0.7938706590751792,0.4412671804558398,33.620010877847974
2024-03-28,18.381273802297965,4.665757374980521,2.7945593064346697,3.188440914089409,1.3618922397329993,1.9406093155083466,0.0,0.0,0.7938706590751792,0.44690380502370636,33.57330741714279
2024-04-02,18.381273802297965,4.665757374980521,2.7945593064346697,3.188440914089409,1.364307935976371,1.9406093155083466,0.0,0.0,0.7938706590751792,0.44690380502370636,33.57572311338616
2024-04-03,18.381273802297965,4.641600412546807,2.7937540743535454,3.188440914089409,1.3739707209498564,1.9406093155083466,0.0,0.0,0.7938706590751792,0.45415089375382056,33.56767079257493
2024-04-05,18.381273802297965,4.637574252141188,2.7977802347591645,3.188440914089409,1.3763864171932279,1.9406093155083466,0.0,0.0,0.7938706590751792,0.46059275040281095,33.57652834546729
2024-04-08,18.381273802297965,4.635158555897816,2.7977802347591645,3.188440914089409,1.3779968813554753,1.9341674588593563,0.0,0.0,0.7938706590751792,0.46059275040281095,33.56928125673718
2024-04-09,18.381273802297965,4.632742859654445,2.7977802347591645,3.188440914089409,1.3683340963819897,1.9325569946971086,0.0,0.0,0.7938706590751792,0.47669739202528677,33.571696952980545
2024-04-10,18.381273802297965,4.631132395492197,2.8010011630836598,3.188440914089409,1.3683340963819897,1.9325569946971086,0.0,0.0,0.7938706590751792,0.48716540907989614,33.583775434197406
2024-04-11,18.381273802297965,4.631132395492197,2.8018063951647836,3.188440914089409,1.3683340963819897,1.9325569946971086,0.0,0.0,0.7938706590751792,0.49763342613450545,33.59504868333314
2024-04-12,18.381273802297965,4.631132395492197,2.8018063951647836,3.188440914089409,1.3683340963819897,1.9325569946971086,0.0,0.0,0.7938706590751792,0.5105171394324862,33.60793239663112
2024-04-15,18.381273802297965,4.627911467167702,2.8018063951647836,3.188440914089409,1.3707497926253613,1.9325569946971086,1.2640339148549788,0.0,0.7938706590751792,0.5105171394324862,34.87116107940497
2024-04-16,18.381273802297965,4.627911467167702,2.8018063951647836,3.188440914089409,1.3707497926253613,1.9325569946971086,1.2640339148549788,0.0,0.7938706590751792,0.5121276035947339,34.87277154356722
2024-04-17,18.381273802297965,4.626301003005455,2.8018063951647836,3.188440914089409,1.3707497926253613,1.9325569946971086,1.2640339148549788,0.0,0.7938706590751792,0.5121276035947339,34.87116107940497
2024-04-18,18.381273802297965,4.6254957709243305,2.8026116272459074,3.1860252178460375,1.383633505923342,1.9108157285067662,1.2640339148549788,0.0,0.7938706590751792,0.515348531919229,34.86310875859374
2024-04-19,18.381273802297965,4.6206643784375885,2.803416859327031,3.1860252178460375,1.3852439700855896,1.895516318965414,1.2640339148549788,0.0,0.7938706590751792,0.5209851564870955,34.85103027737688
2024-04-22,18.381273802297965,4.61905391427534,2.803416859327031,3.1860252178460375,1.383633505923342,1.895516318965414,1.2640339148549788,0.0,0.7938706590751792,0.5225956206493432,34.84941981321463
2024-04-23,18.381273802297965,4.61905391427534,2.803416859327031,3.1860252178460375,1.3739707209498564,1.895516318965414,1.2640339148549788,0.0,0.7938706590751792,0.5242060848115907,34.84136749240339
2024-04-24,18.381273802297965,4.61905391427534,2.803416859327031,3.1860252178460375,1.3554503830840092,1.895516318965414,1.2640339148549788,0.0,0.7938706590751792,0.5193746923248479,34.818015762050806
2024-04-25,18.381273802297965,4.61905391427534,2.8066377876515265,3.1860252178460375,1.3562556151651328,1.895516318965414,1.2640339148549788,0.0,0.7938706590751792,0.523400852730467,34.82606808286204
2024-04-26,18.381273802297965,4.61905391427534,2.8130796443005166,3.1860252178460375,1.352229454759514,1.8931006227220426,1.2640339148549788,0.0,0.7938706590751792,0.5258165489738383,34.82848377910541
2024-04-29,18.381273802297965,4.6206643784375885,2.8130796443005166,3.1860252178460375,1.3530346868406378,1.8931006227220426,1.2640339148549788,0.0,0.7938706590751792,0.5177642281626004,34.82284715453755
2024-04-30,18.381273802297965,4.615832985950846,2.813884876381641,3.1683101120613144,1.3820230417610944,1.8906849264786714,1.2640339148549788,0.0,0.7938706590751792,0.523400852730467,34.833315171592155
2024-05-02,18.381273802297965,4.615832985950846,2.813884876381641,3.1683101120613144,1.4053747721136844,1.8906849264786714,1.2640339148549788,0.0,0.7938706590751792,0.5628572247055329,34.89612327391981
2024-05-03,18.381273802297965,4.615832985950846,2.813884876381641,3.1683101120613144,1.4053747721136844,1.8906849264786714,1.2640339148549788,0.0,0.7938706590751792,0.5644676888677805,34.89773373808206
2024-05-06,18.381273802297965,4.615832985950846,2.813884876381641,3.1683101120613144,1.406985236275932,1.8906849264786714,1.2640339148549788,0.0,0.7938706590751792,0.5668833851111519,34.901759898487676
2024-05-07,18.381273802297965,4.617443450113093,2.813884876381641,3.1683101120613144,1.4118166287626748,1.8906849264786714,1.2632286827738548,0.0,0.7938706590751792,0.5733252417601422,34.91383837970453
2024-05-08,18.381273802297965,4.617443450113093,2.813884876381641,3.1683101120613144,1.4214794137361604,1.8906849264786714,1.262383189088675,0.0,0.7938706590751792,0.5773514021657612,34.92668183139846
2024-05-09,18.381273802297965,4.617443450113093,2.8179110367872595,3.180388593278171,1.4480520724132455,1.8906849264786714,1.262383189088675,0.0,0.7938706590751792,0.578156634246885,34.97016436377914
2024-05-10,18.381273802297965,4.598293179190183,2.8179110367872595,3.172336272466933,1.4577148573867311,1.8906849264786714,1.262383189088675,0.0,0.7938706590751792,0.5725200096790184,34.94698793245061
2024-05-13,18.381273802297965,4.582993769648831,2.8179110367872595,3.1683101120613144,1.465767178197969,1.8906849264786714,1.262383189088675,0.0,0.7938706590751792,0.5733252417601422,34.936519915396005
2024-05-14,18.381273802297965,4.574941448837593,2.8179110367872595,3.1683101120613144,1.4770404273337023,1.8890744623164237,1.262383189088675,0.0,0.7938706590751792,0.582182794652504,34.94698793245061
2024-05-16,18.381273802297965,4.550784486403878,2.819521500949507,3.1683101120613144,1.4923398368750542,1.8850483019108046,1.262383189088675,0.0,0.7938706590751792,0.6063397570862179,34.9598716457486
2024-05-17,18.381273802297965,4.551235416369308,2.819521500949507,3.1683101120613144,1.497171229361797,1.8850483019108046,1.262383189088675,0.0,0.7938706590751792,0.605534525005094,34.964348736119646
2024-05-20,18.381273802297965,4.548014488044813,2.819521500949507,3.1683101120613144,1.4979764614429207,1.881022141505186,1.262383189088675,0.0,0.7938706590751792,0.6111711495729606,34.96354350403852
2024-05-21,18.381273802297965,4.548014488044813,2.819521500949507,3.1683101120613144,1.5068340143352825,1.881022141505186,1.262383189088675,0.0,0.7938706590751792,0.6248600949520652,34.986090002309986
2024-05-22,18.381273802297965,4.548014488044813,2.8219371971928786,3.1699205762235616,1.5140811030653967,1.881022141505186,1.262383189088675,0.0,0.7938706590751792,0.6248600949520652,34.99736325144572
2024-05-23,18.381273802297965,4.5447935597203175,2.3725035140166972,3.1699205762235616,1.5140811030653967,1.8778012131806905,1.262383189088675,0.0,0.7938706590751792,0.6240548628709414,34.54068247953943
2024-05-24,18.381273802297965,4.547209255963689,2.3749192102600687,3.172336272466933,1.524549120120006,1.8778012131806905,1.262383189088675,0.0,0.7938706590751792,0.6457961290612838,34.58013885151449
2024-05-27,18.381273802297965,4.537546470990203,2.3725035140166972,3.173946736629181,1.524549120120006,1.8778012131806905,1.262383189088675,0.0,0.7938706590751792,0.6466013611424076,34.570476066541005
2024-05-28,18.381273802297965,4.5399621672335755,2.825158125517374,3.173946736629181,1.5414589938236058,1.8778012131806905,1.262383189088675,0.0,0.7938706590751792,0.6433804328179125,35.03923531966416
