date,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,TIGER FAITH SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CENTRAL CHINA INTERNATIONAL SECURITIES,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,10.211721470208001,0.0,0.0,89.788278529792,0.0,0.0
2024-03-19,0.0,0.0,0.0,0.0,10.432938798119384,0.0,0.0,89.56706120188062,0.0,0.0
2024-03-20,0.0,0.0,0.0,0.0,10.547181005262859,0.0,0.0,89.45281899473714,0.0,0.0
2024-04-03,0.0,0.0,0.0,12.02803298775327,7.680620165423589,15.150421979587348,0.0,65.1409248672358,0.0,0.0
2024-04-09,0.0,0.0,0.0,12.018449397138987,7.754177591064179,15.138350559261692,0.0,65.08902245253513,0.0,0.0
2024-05-02,0.0,0.0,0.0,11.970759612953422,7.723408642122862,15.078280857485652,0.0,65.22755088743807,0.0,0.0
2024-05-08,0.0,0.0,0.0,11.980267268086314,7.729542881569139,15.090256630036853,0.0,65.1999332203077,0.0,0.0
2024-05-09,0.0,0.0,0.0,11.961267036586683,7.71728413133847,15.066324078037507,0.0,65.25512475403734,0.0,0.0
2024-05-17,17.014978547384164,0.0,0.0,9.871265981154995,6.3688373547362565,12.433774104171196,0.0,54.31114401255339,0.0,0.0
2024-05-20,39.23322208003634,0.0,0.0,7.216970339779798,4.656313625401387,9.090442815808538,0.0,39.80305113897393,0.0,0.0
2024-05-21,23.842320153163065,0.0,39.22925803920875,4.38580642257442,2.945980338924978,5.524329546688294,0.0,24.072305499440493,0.0,0.0
2024-05-22,23.856193006609388,0.0,39.25208391119142,4.3883583407331175,2.9476944822312965,5.527543924051657,0.0,24.02812633518312,0.0,0.0
2024-05-23,23.863135489121234,0.0,39.263506811149995,4.389635413777748,2.9485523021436135,5.529152515875824,0.0,24.006017467931585,0.0,0.0
2024-05-29,23.849254562464193,0.0,39.24066765580965,4.387082010548002,3.0340905316539812,5.525936267927877,0.0,23.962968971596293,0.0,0.0
2024-06-04,37.95885335977004,0.0,31.909020977079333,3.5674085143150758,2.585459096130879,4.493481554338655,0.0,19.485776498366018,0.0,0.0
2024-06-05,37.95885335977004,0.0,31.909020977079333,3.543758138389985,2.585459096130879,4.493481554338655,0.0,19.509426874291112,0.0,0.0
2024-06-07,37.86035807265159,0.0,31.849812748094447,3.53456282703506,2.5787503704064005,4.48182190931036,0.0,19.694694072502138,0.0,0.0
2024-06-12,45.34842935926823,0.0,38.149110495502654,4.23363329977267,3.0887790015920267,5.368242525999625,0.0,3.8118053178648004,0.0,0.0
2024-06-14,45.34945441922098,0.0,38.14997282140797,4.231468588255378,3.0888488206288085,5.3683638702337655,0.0,3.8118914802530957,0.0,0.0
2024-06-18,14.922547793062101,67.02049437610547,12.553509188198525,1.3923936473272926,1.0164068066900618,1.7664968068536986,0.07382244827222,1.254328933490623,0.0,0.0
2024-06-20,14.74569058341118,67.41135680933023,12.404729057811927,1.3758914481976998,1.0043606819803803,1.7455608580834316,0.07294752849363538,1.2394630326915175,0.0,0.0
2024-07-03,19.895497282128336,63.332532910000886,11.654162569604031,1.3012725522582642,0.9435903526604207,1.6399431152775323,0.06853373033409935,1.1644674877364327,0.0,0.0
2024-07-04,52.75685128572808,37.331448872126664,6.869562200092008,0.7670369006457362,0.5562006347769484,0.9666667311124043,0.04039730186726098,0.7118360736508954,0.0,0.0
2024-07-05,51.64932792687554,36.547750629375884,6.725349639708396,0.7509345127309209,0.5445243277151824,0.9463735187837483,0.03954924224349203,0.6919115025434546,2.104278700023381,0.0
2024-07-08,51.641611100979034,36.54229010084944,6.724344818264518,0.750822317062032,0.5444429713916434,0.9462321229520761,0.039543333267925806,0.706748931408652,2.103964303824677,0.0
2024-07-09,51.63903933807956,36.540470287254564,6.7240099445036465,0.7657249879209599,0.5444158580192127,0.9461850003969076,0.03954136400176134,0.6967536938556207,2.10385952596777,0.0
2024-07-10,52.59052304132774,35.82155028418847,6.591717579027301,0.7506596369187333,0.5337046808712568,0.9275691665546238,0.03876340254407043,0.6830453271108796,2.062466881456926,0.0
