date,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD,FIRST SHANGHAI SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,BOCI SECURITIES LTD
2024-10-08,0.0,34.51271760941483,2.7203210586257387,21.49140408915885,8.06009002657411,0.2201854764358154,30.1111773957373,0.009761917674494278,2.832040783122729,0.04230164325614187
2024-10-10,0.0,41.79708997972039,6.514017597364339,26.00097297033317,6.758199341210178,2.4355563681033527,13.382411776822895,0.01126992663903865,2.284038465511833,0.8164435742948
2024-10-14,0.0,40.04191126814203,7.635480069160426,25.577926317927968,9.449605520905621,2.7000647990700744,11.32710110829397,0.011182965113497777,2.1694952320185688,1.0872327193678393
2024-10-15,0.0,39.328015622218125,8.202419455801744,25.801321270236315,9.688392362275414,2.74168921524651,11.224694579721943,0.01132409496889334,1.9011897219997596,1.1009536775312971
2024-10-16,0.0,38.979590415113314,8.209682536566461,25.7663964091188,9.46861873547838,3.004221995793836,11.070786030874334,0.011398818702421806,2.1569098055804816,1.332395252771971
2024-10-17,0.0,38.74883974762565,8.879226384059578,25.70757129397444,9.359527982968354,3.425643149889041,10.584424124100785,0.13849966741020234,2.0126924144748672,1.1435752354970836
2024-10-18,0.0,38.569483489771834,8.956978725590108,25.754801756136043,9.379334137034672,3.6134851868034863,9.96023136959206,0.1382484680103826,2.279197220317959,1.3482396467434559
2024-10-21,0.0,38.47205840897911,10.094437683567193,25.44173321807548,9.279382157909508,3.39398121497027,9.489396465134186,0.13625928266363146,2.2614040581514616,1.431347510549156
2024-10-22,0.0,38.46205587779356,9.896544057059899,25.363553189408893,9.529082698113054,3.464101827902275,9.31981656827214,0.1332825946010584,2.2757691620199414,1.5557940248291773
2024-10-23,0.0,38.52269535182128,9.96489638772506,25.429004179776037,9.540725132647362,3.4797057828055484,9.328013883788337,0.13388296251714984,2.2222069292566182,1.3788693896626087
2024-10-24,0.0,38.465141707022134,9.898230955799884,25.401242821027132,9.565075263753474,3.476842861356507,9.342136492384073,0.13401375582317948,2.224377853663241,1.4929382891703735
2024-10-25,0.0,38.443362393358356,9.987778377061185,25.420474569815788,9.593128328293716,3.4992304324049033,9.269891145493691,0.13405573085117245,2.2225688460745787,1.4295101766466147
2024-10-28,0.0,38.24852855570058,9.909260151602782,25.446759501491652,9.809002049651571,3.5629222980911486,9.04704047482237,0.13409521135974425,2.2558072939022398,1.5865844633779085
2024-10-29,0.0,38.16750842648523,9.971889759679716,25.518151210634844,9.979417608013645,3.6296775383434094,9.010834455714608,0.13424662862175762,2.3336329835184033,1.254641388988389
2024-10-30,0.0,38.35135170774253,9.775572497034615,25.550362596630166,10.128467650126433,3.5842091349610463,8.876380576701008,0.1343764461951058,2.3434247532716586,1.2558546373374375
