date,ZHONGTAI INTERNATIONAL SECURITIES LTD,CENTRAL CHINA INTERNATIONAL SECURITIES,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD
2024-03-01,82.73740410919608,17.262595890803926,0.0,0.0,0.0,0.0,0.0
2024-03-04,82.50365763555963,17.496342364440366,0.0,0.0,0.0,0.0,0.0
2024-03-05,73.22854634934977,15.529392932347932,0.0,6.240023597333614,5.002037120968677,0.0,0.0
2024-03-06,69.7786743766777,14.797787293553291,0.0,5.94604968155282,4.766386018629836,4.7111026295863585,0.0
2024-03-07,69.78624791359367,14.799393394404929,0.0,5.948865776396155,4.753878959170126,4.711613956435124,0.0
2024-03-08,69.78145332893988,14.800678526129776,0.0,5.94938235676755,4.7542917707296075,4.714194017433184,0.0
2024-03-11,69.77049908535591,14.807107534109424,0.0,5.949794742371131,4.756356904410987,4.716241733752552,0.0
2024-03-12,69.76595342344106,14.806142826881164,0.0,5.9559222667794,4.756047019993974,4.715934462904395,0.0
2024-03-13,69.74423621261208,14.832203479875956,0.0,5.951578824613602,4.756047019993974,4.715934462904395,0.0
2024-03-14,69.7489267572257,14.837359096766352,0.0,5.9384402387718795,4.757700203648114,4.717573703587949,0.0
2024-03-15,69.74695503683436,14.838326173975474,0.0,5.93882729755877,4.758010303538855,4.717881188092525,0.0
2024-03-19,64.80169953015314,13.7862470662491,7.090281581568066,5.517747719518824,4.420653975337928,4.383370127172936,0.0
2024-03-21,64.80300762607796,13.786525357308385,7.090424706956903,5.517859101525136,4.420743211260629,4.381439996870987,0.0
2024-03-22,64.80693223073641,13.787360297901783,7.090854117795301,5.51213706694843,4.421010940645982,4.381705345972092,0.0
2024-03-25,64.83310841490115,13.792929154039246,7.053327161503939,5.514363475606256,4.4227966322779295,4.383475161671489,0.0
2024-03-26,64.84882427777627,13.796272627590508,7.030796432980449,5.5157001843087246,4.423868739833728,4.384537737510311,0.0
2024-03-28,64.8410117928168,13.799338902620734,7.032359054720898,5.516926070039303,4.424851961796652,4.385512218005624,0.0
2024-04-02,64.8410117928168,13.799338902620734,7.032359054720898,5.518946559797657,4.424851961796652,4.383491728247272,0.0
2024-04-03,64.8410117928168,13.799338902620734,7.032359054720898,5.518946559797657,4.39840072012518,4.4099429699187445,0.0
2024-05-06,64.84100786249903,13.799338066178096,7.032358628456641,5.518946225268427,4.398406514986395,4.409942702611422,0.0
2024-05-08,62.44069438815686,13.28850798828218,6.7720316266295555,5.314643401710017,4.235584332364799,4.246693468228731,3.701844794627857
2024-05-10,62.4409373701019,13.288559699230456,6.772057979338037,5.314664083132663,4.235600814733061,4.246320853463734,3.7018592000001433
2024-07-22,62.440934940273095,13.28855918211898,6.772057715809936,5.31466387631764,4.235604541312226,4.246320688222257,3.7018590559458655
2024-08-12,62.440931660004495,13.288558484018553,6.772057360047033,5.314663597117384,4.235609572193638,4.246320465146282,3.701858861472608
2024-08-13,62.432428418523365,13.286748840588805,6.771135137435588,5.313939843215002,4.248650821186134,4.245742198817426,3.701354740233681
2024-09-03,62.434554011765705,13.287201205237494,6.7713656695397475,5.31412076320974,4.2487954720303085,4.245886750633768,3.6980761275832323
2024-09-05,62.434189614073496,13.287123654824398,6.771326148635624,5.314089747478581,4.249354321508907,4.245861969623352,3.6980545438556343
2024-10-08,62.43425034672681,13.287136579830383,6.771332735420941,5.314094916741966,4.249261180382156,4.245866099771666,3.6980581411260713
2024-10-24,62.42028494738035,13.28416449051278,6.769818112193583,5.335274421094542,4.248310698411413,4.244916377218331,3.697230953188994
2024-11-06,62.41664282715431,13.28338938152028,6.7694231045210955,5.3349631166700755,4.253897650867295,4.244668693379521,3.6970152258874234
2024-11-13,62.414821926420395,13.283001860942784,6.76922561797038,5.337724810143627,4.253773550547195,4.244544862298757,3.696907371676861
2024-11-18,62.41278264372651,13.28256786473833,6.769004446712853,5.33755041038578,4.256901871939086,4.244406180065692,3.696786582431754
2024-12-03,62.4115688482468,13.282309547128534,6.768872804016414,5.337446606416683,4.258763870952715,4.244323635419913,3.696714687818934
2025-01-14,62.41158098596791,13.282312130254898,6.768874120418032,5.337447644436388,4.258745251321077,4.2443244608504775,3.69671540675122
2025-02-25,62.41177519014758,13.282353460413349,6.7688951829135675,5.337464252806581,4.258447336229916,4.244337667783184,3.6967269097058275
2025-04-02,62.415113263398226,13.28306386271575,6.769257215044167,5.337749725325097,4.253326630802945,4.244564674786147,3.696924627927664
