date,KINGSTON SECURITIES LTD,KGI ASIA LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,0.0,0.0,1.436421241529221,22.91068116146275,31.550320040532153,33.98029921275557,10.122278343720312,0.0,0.0,0.0
2024-03-04,0.0,12.980263322202093,1.2116566671833857,19.32572338560368,26.55597129058911,28.85690320922709,8.538390889567765,2.531091235626874,0.0,0.0
2024-03-05,0.0,12.434157443936181,1.2159621412786175,19.531063368171193,26.71866888517922,28.959442693060204,8.600620308938424,2.5400851594361584,0.0,0.0
2024-03-06,0.0,11.306943463019154,1.2236362497357591,20.438252885782568,26.494566997777184,29.198750305461896,8.654900035920782,2.682950062302651,0.0,0.0
2024-03-07,0.0,10.879631933664056,1.2233558343206492,20.517596550531188,26.852104874794456,29.192058954425693,8.652916629996978,2.6823352222669765,0.0,0.0
2024-03-08,0.0,10.03466917408233,1.2304617196982,21.020934693171103,27.028052218553388,29.400037707736278,8.587928869892812,2.6979156168658887,0.0,0.0
2024-03-11,0.0,9.511819252907074,1.2330005968403148,21.218289889315958,27.35328840720473,29.45608092249566,8.50864040321371,2.718880528022558,0.0,0.0
2024-03-12,0.0,8.598446263595644,1.2432038422581497,21.5258415169119,27.860653540135406,29.5057641937784,8.462608693519094,2.8034819498014056,0.0,0.0
2024-03-13,0.0,7.921502730835426,1.3722446944398206,21.687666194658302,28.864416802801852,29.465220773253048,8.029798436050612,2.65915036796094,0.0,0.0
2024-03-14,76.92246716972154,1.1399530565645566,0.37897439442677006,4.375084973175905,6.743366300431031,6.450952963215567,1.7024912892383348,2.2867098532262884,0.0,0.0
2024-03-15,76.64882280510177,1.0631707182750445,0.8247133392614436,4.185579337475738,6.14225716457115,6.415264507103038,1.5211525604738712,2.871786633347349,0.0,0.3272529343906008
2024-03-18,76.58080820657568,0.91690225196589,1.2050412415479341,4.009752161917636,6.112697585164902,6.4089021991834265,1.4849783225952444,2.9539554856840415,0.0,0.3269625453652448
2024-03-19,76.59363190934803,0.9505464338015218,1.487234248718387,3.861390243787529,6.08726356759997,6.3540460156637195,1.4390098988219944,2.8998603859632066,0.0,0.3270172962956365
2024-03-20,76.54569645504866,0.9506209363091991,1.156627090977389,3.8860798866411264,6.391709694546035,6.387890134233438,1.4374399133933107,2.9121028009020358,0.0,0.33183308794881267
2024-03-21,76.39917712909815,0.8936820431443229,1.0722353221750256,3.896346355815075,6.517440257670359,6.382343929593431,1.6174171801507549,2.89015987002629,0.0,0.3311979123265896
2024-03-22,76.48911898264262,0.8947341411178912,1.0674775340123157,3.882204207275279,6.426784853945853,6.389857621030394,1.62366914692959,2.89356234562247,0.0,0.3325911674235806
2024-03-25,76.50779821621998,0.9033159202884281,1.0677382202701993,3.8764616489781427,6.404937145527734,6.391418073610014,1.6213894104561373,2.8942689758941142,0.0,0.332672388755251
2024-03-26,76.5818371502503,0.8874473435390672,1.068771503170706,3.9009740208873307,6.398076059236699,6.365792032153808,1.5754090879380531,2.8886984768333774,0.0,0.33299432599065737
2024-03-27,75.82394514907902,0.811030364187456,1.9112493311689267,3.860710334275763,6.6361282563634205,6.2391371170089345,1.45206723882013,2.944653426093314,0.0,0.32107878300303583
2024-03-28,75.5792574843897,0.8084131286240073,1.9073949314665,3.9214509716490262,6.763094650465542,6.282453555485859,1.490673055820354,2.9272195763932385,0.0,0.32004264570577656
2024-04-02,73.0841690274076,0.7817250883754092,2.1048687822810166,3.8191533182986626,6.506591090681058,6.068021363760859,1.4216488560109444,2.8612615294681745,3.0430838253472468,0.3094771183690278
2024-04-03,73.15032313695758,0.7354146595529275,2.1070939116437386,3.8398822568775497,6.41300719147861,6.07671250252483,1.4683544756041829,2.861612523889007,3.037842091530081,0.30975724994149073
2024-04-05,72.89083639263238,0.7646775095582568,2.2959484097783265,3.828492022365505,6.523481534806846,6.059618553115961,1.5208333520744937,2.7803878509387325,3.0270659292344018,0.3086584454950913
2024-04-08,72.74222667854072,0.7631184863436559,2.478926449211853,3.864261002137945,6.4710593380032435,6.047264213047308,1.5015113071076998,2.80270902009774,3.020894352331964,0.30802915317787977
2024-04-09,72.75472271750975,0.7632495788160583,2.479352292122156,3.8789221387653603,6.451174999728802,6.041304386761302,1.498588036884067,2.803190484066237,3.0214132973144276,0.30808206803184374
2024-04-10,72.72302817102722,0.7629170801362477,2.4782721980260747,3.9322432596760466,6.425469921222776,6.038672579566535,1.515106236416,2.79624563525733,3.0200970621530834,0.30794785651868084
2024-04-11,72.64771995263287,0.74624439775441,2.645967779259699,3.9567599919227225,6.396262680266827,6.019395472868107,1.4789131048750412,2.7841380534732436,3.0169696053509014,0.30762896159617786
2024-04-12,72.64472067476282,0.7223906052761826,2.6458585398698,3.970571992456913,6.397586807994241,6.023593917677822,1.4788520476064846,2.7919641042271097,3.0168450490650627,0.3076162610635623
2024-04-15,72.72881036563776,0.7375371423774513,2.705526574607799,4.046719796332756,6.033241590564897,6.035018616276221,1.565789889081461,2.819046494209788,3.0203371895156974,0.30797234139618207
2024-04-16,72.71724805180052,0.7116653803057539,2.7050964541755618,4.048620110340427,6.033554262776329,6.03405917834641,1.6033778342907319,2.8185983265562276,3.019857020978582,0.307923380429455
2024-04-17,72.70291588730589,0.6797356909662985,2.704563294734111,4.053544246201269,6.031729294361968,6.0408172549115475,1.6415270205614234,2.818042796528032,3.0192618239828968,0.30786269044656517
2024-04-18,72.69066867650048,0.6796211857061226,2.704107695995011,4.078288659274948,6.030077534614023,6.011193983568161,1.6619101410178885,2.817568081535291,3.0187532125251066,0.30781082926296616
2024-04-19,72.63664537390704,0.6791160950028342,2.70209801812348,4.119722323809336,6.065296573378849,5.9940223185903,1.6844953540063514,2.794512185375948,3.0165096918473577,0.30758206595849286
2024-04-22,72.62303678716384,0.6589835285534967,2.70476722560588,4.147529534678891,6.074321669766395,5.960509742553513,1.7133938983146864,2.793988629238631,3.015944544137246,0.3075244399874185
2024-04-23,72.63948946309044,0.6591328206089644,2.7053799878998914,4.162761914177658,6.073156865966902,5.935393787743127,1.7058416432814667,2.7946216045518804,3.0166278033397322,0.30759410933993336
2024-04-24,72.96346800984304,0.6620726112781476,2.7174462218915103,4.181328200441517,6.100243682658204,5.515857325596231,1.713449847863648,2.8070858640456944,3.030082230112873,0.30896600626914084
