date,GUOYUAN SECURITIES BROKERAGE (HONG KONG),FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,VICTORY SECURITIES CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,VALUABLE CAPITAL LTD,BNP PARIBAS
2024-12-20,2.7323320290334503,2.9844656965957532,0.0,1.0773478502850953,0.0,0.19882385219853693,0.6196586063903101,0.0009519609886386856,0.021419122244370425,0.0
2024-12-27,34.42385911052836,41.089942665594734,0.0,13.500375674360212,0.0,2.4955006243677453,7.669830789551811,0.40651473868112065,0.366657832897149,0.04731856401886455
2024-12-30,34.123115211221645,41.821154301860105,0.0,13.475840910008616,0.0,2.473698693733386,7.590085453,0.1984139031207709,0.3116537660831282,0.006037760972346163
2025-01-02,34.061505417159346,42.01435367418262,0.0,13.438795184123741,0.0,2.469232393802981,7.586553355488047,0.10915736406178472,0.26107915457992387,0.05932345660154536
2025-01-03,33.89743720173505,42.010218496032046,0.0,13.3318840687908,0.0,2.8369479956557493,7.546635970602537,0.10863157244738897,0.2421064748002379,0.026138219936185966
2025-01-06,33.839488416798616,42.159039869044726,0.0,13.301513564027925,0.0,2.831256005208096,7.489943756787867,0.011789882234655963,0.25516673693576836,0.11180176896235182
2025-01-07,33.429870337477126,41.7235904710685,0.0,13.137174489189492,0.0,3.9001376736951645,7.385968913623224,0.01164716882076201,0.335272073911935,0.07633887221379443
2025-01-08,33.409024593749606,41.36583572010299,0.0,13.128151166794574,0.0,3.896874257046622,7.380531849755252,0.009145640458184947,0.7690652203473706,0.04137155174538936
2025-01-09,33.394031748638334,41.29740920138003,0.0,13.121428645926155,0.0,3.89512547111634,7.373064471889091,0.00831048745704361,0.8360350381785872,0.07459493541442344
2025-01-10,33.38515344787098,41.278121392000465,0.0,13.105477701682721,0.0,3.8940898939892805,7.370273405073376,0.00830827799016275,0.8881549171483979,0.07042096424461947
2025-01-13,33.3875459626104,41.26144983525997,0.0,13.099769794353723,0.0,3.8943689601760685,7.369970701250635,0.008308873394871066,0.8998509886645363,0.07873488428979822
2025-01-14,33.3817213081933,41.22600629071365,0.0,13.080038872097738,0.0,3.8936895645298257,7.36785422398443,0.006645939090300534,0.9520307746855515,0.0920130267052109
2025-01-15,33.365921771473616,41.13508403050836,0.0,13.073017753031897,0.0,3.891846684988599,7.365197374834407,0.006642793573695068,0.9731692585463275,0.1891203330430986
2025-01-16,33.369800973714234,40.98042091308173,0.0,13.073707207754104,0.0,3.8922991604359707,7.366053670379147,0.15415875597900167,1.0538356378479297,0.10972368080788418
2025-01-17,33.36703002293667,40.85661336145986,0.0,13.077603858129796,0.0,3.8919759529528446,7.367933140719137,0.20266487006347234,1.1425984449035875,0.09358034883464092
2025-01-20,33.369800973714234,40.82512756061714,0.0,13.085333448045573,0.0,3.8922991604359707,7.368545007584461,0.11403161805874008,1.1983331957561567,0.14652903578772677
