date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,DBS BANK LTD,BOCOM INTERNATIONAL SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,4.674218371538146,0.0,0.0,0.0,0.0,1.445595066649572,1.0138660623791464,0.0,7.133679500566865
2024-03-04,0.0,4.67471161700756,0.0,0.0,0.0,3.1475665505407346,1.445595066649572,1.0138660623791464,0.0,10.281739296577012
2024-03-05,2.261518269434854,4.678904203497574,0.0,0.0,0.0,3.1352354138054013,1.445595066649572,1.0138660623791464,0.0,12.535119015766547
2024-03-06,2.261518269434854,4.67915082623228,0.0,0.0,2.929420233208332,3.126603618090668,1.445595066649572,1.0138660623791464,0.0,15.456154075994851
2024-03-07,2.2703966878842947,4.687042753742894,4.051229983784407,0.0,2.928187119534799,3.1196981815188805,1.445595066649572,1.0335958811556807,0.0,19.535745674270526
2024-03-08,2.2765622562519616,4.69394819031468,4.051229983784407,0.0,2.9291736104736255,3.1083535357223733,1.445595066649572,1.0335958811556807,0.0,19.5384585243523
2024-03-11,2.292346111273189,4.713184763621801,4.051229983784407,0.0,2.9308999696165725,3.094049417109386,1.445595066649572,1.0582581546263483,0.0,19.58556346668128
2024-03-12,2.292346111273189,4.739080150766002,4.051229983784407,0.0,2.929913478677746,3.1196981815188805,1.445595066649572,1.0582581546263483,1.4663653867438338,21.102486514039978
2024-03-13,2.3189813666215096,4.751411287501336,4.0820578256227416,0.0,2.929913478677746,3.122164408865947,1.445595066649572,1.0582581546263483,1.4084090440877648,21.116790632652965
2024-03-14,2.302950888865576,4.731188223255389,4.0820578256227416,0.0,2.9360790470454123,3.122164408865947,1.4431288393025055,1.0582581546263483,1.4084090440877648,21.084236431671684
2024-03-15,2.302950888865576,4.731188223255389,4.118434678991976,0.0,2.943477729086613,3.122164408865947,1.4431288393025055,1.0582581546263483,1.37203219071853,21.091635113712883
2024-03-18,2.302950888865576,4.731188223255389,4.118434678991976,0.0,2.950876411127813,3.122164408865947,1.4431288393025055,1.1075827015676836,1.37203219071853,21.14835834269542
2024-03-19,2.302950888865576,4.731188223255389,4.118434678991976,0.0,2.9582750931690134,3.122164408865947,1.4431288393025055,1.1075827015676836,1.37203219071853,21.155757024736623
2024-03-20,2.302950888865576,4.730941600520682,4.118434678991976,0.0,2.9582750931690134,3.122164408865947,1.4431288393025055,1.1075827015676836,1.37203219071853,21.155510402001916
2024-03-21,2.302950888865576,4.737107168888349,4.118434678991976,0.0,2.9558088658219464,3.122164408865947,1.4431288393025055,1.1075827015676836,1.37203219071853,21.159209743022515
2024-03-22,2.302950888865576,4.737107168888349,4.118434678991976,0.0,2.9619744341896137,3.1172319541718134,1.4431288393025055,1.1075827015676836,1.37203219071853,21.160442856696047
2024-03-25,2.283221070089042,4.737107168888349,4.118434678991976,0.0,2.969373116230814,3.1172319541718134,1.4431288393025055,1.1075827015676836,1.37203219071853,21.148111719960713
