date,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIC SECURITIES BROKERAGE (HK) LTD,CITIBANK N.A.,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,0.0,0.05105805561730594,0.0,31.45667179161285,53.08272921987142,9.092926884592156,6.316614048306271,0.0,0.0
2024-03-04,0.0,0.0,0.051055072801282894,0.0,31.471516805561233,53.13467649580862,8.994294121395654,6.34845750443321,0.0,0.0
2024-03-05,0.0,0.0,0.040375516091808554,0.0,31.48893438741096,53.126120445052216,8.9922900183794,6.352279633065608,0.0,0.0
2024-03-06,0.0,0.0,0.04024598604110865,0.0,31.401276135650836,52.96559811973608,8.993694861609345,6.599184896962627,0.0,0.0
2024-03-07,41.77989901984455,27.427661960121245,0.035630224074012395,0.0,9.708224713783142,16.269352404019916,2.7717889803576594,1.9520072027173012,0.0,0.0554354950821699
2024-03-08,41.70587285549731,27.379065274644432,0.0891120098808901,0.0,9.68873625680395,16.31106576203354,2.7869097403153757,1.9483162727862688,0.0,0.09092182803823509
2024-03-11,41.632954886830454,27.327230011095693,0.08894329906219711,0.0,9.66667529896056,16.301794707344268,2.928900140381082,1.9446276338037793,0.0,0.10887402252196847
2024-03-12,36.87238282205615,24.224965934597076,0.017034862279774236,0.0,8.577948662695091,14.545911819500601,2.6785575302471134,1.7222571533929987,11.262459144380008,0.09848207085118138
2024-03-13,36.72613643134366,24.12888280782533,0.016967297155580225,0.0,8.533267729539304,14.688070168887995,2.791328740182255,1.7232152775784386,11.222093513701378,0.17003803378606053
2024-03-14,36.38356840555896,23.897415313714042,0.037105496329980225,0.0,8.470311038263848,14.730079748832228,2.8719967200297924,1.7190681253335587,11.13149319058609,0.7589619613515044
2024-03-15,36.02980583107262,23.649459011050364,0.13911615747629258,0.0,8.554546562447614,14.720037782054096,3.548510542106735,1.7170220721557254,11.020890243605558,0.6206117980309875
2024-03-18,36.083055767612166,23.689296651749313,0.1393504993905989,0.01543607441245099,8.47050258707722,14.76315510174811,3.540446107458524,1.7022134075545814,11.039656140100691,0.5568876628963462
2024-03-19,36.07955980927125,23.685681104397478,0.1393292312062178,0.015433718502151706,8.490624524835951,14.595181487698323,3.890102938357165,1.7379833176345425,11.038373461283003,0.3277304068139147
2024-03-20,36.06363009800762,23.675223491747264,0.13926771508918553,0.01924644011368539,8.48720325123877,14.592557014025665,3.8916018460106234,1.732391292928987,11.032896755628153,0.36598209521004854
2024-03-21,36.067365516604774,23.67833568361838,0.1392860223229466,0.01924897012631613,8.489927361154242,14.585829908238729,3.8890207885439327,1.732619021892193,11.034347068931835,0.3640196585666576
2024-03-22,36.10420987632015,23.70344904916098,0.1394337498000932,0.0192693856837928,8.501950840134045,14.569499391886245,3.893026353569836,1.735462985946449,11.042024797260009,0.29167357023840124
2024-03-25,36.10907653821768,23.70704062669012,0.13945487698380166,0.026720344888513665,8.498285919264962,14.530239518381585,3.878787384691894,1.7357259455625815,11.043697899265368,0.33097094605349775
2024-03-26,36.11452888491399,23.710620308505117,0.13947593419186963,0.026724379568936002,8.49232129593712,14.529413603311173,3.9198401489913355,1.7496783898893504,11.045164131006436,0.27223292368467267
2024-03-27,36.08974677564842,23.694349871055636,0.13938022457173105,0.02670604106321598,8.486493789922994,14.510792195073591,3.922798545075646,1.7484777450968898,11.037584841651093,0.3436699708407815
2024-03-28,36.084788612946625,23.691094640629544,0.13936107592446745,0.026702372073861877,8.47748252369578,14.501556774040766,3.9384119946846146,1.7480363688319276,11.041097525507636,0.35146811166477376
2024-04-02,36.148293096643805,23.725777817293885,0.13956509709316986,0.031374985343465896,8.378549420120606,14.527823131113058,3.9425660727395777,1.7336730239241898,11.057261419234548,0.3151159364936935
2024-04-03,36.14117389642152,23.721105160627655,0.13953761054304167,0.041842531166899996,8.380121997182806,14.525767630329057,3.9342926353634433,1.7333315869068375,11.055083754642109,0.3277431968166338
2024-04-05,36.14044596355514,23.720627384999148,0.13953480006397143,0.04184168840086987,8.380356037480606,14.527287784999851,3.933609152115849,1.731483951653043,11.054861090075965,0.3299521466555569
2024-04-08,36.14382148993274,23.722842897323268,0.13954783264798226,0.041845596424667446,8.381440913571675,14.491806855205875,3.931561577405592,1.7328542679284427,11.055893616770515,0.35838495278923777
2024-04-09,36.145983794608384,23.72426211676387,0.13955618109921325,0.041848099838116104,8.38059305751627,14.492673827773514,3.9315953385439055,1.7323536021813548,11.056555035775906,0.35457894589946587
2024-04-10,36.144531211089706,23.723308719774064,0.13955057281338692,0.04184641810604711,8.381315423238277,14.49209141675758,3.93137529872655,1.7316796753182064,11.056110710627376,0.358190553548806
2024-04-11,36.14626449525973,23.724446353437767,0.1395572648575405,0.0418484248199716,8.38171734299931,14.490771912668418,3.928178522229664,1.7319641628896856,11.056640898211352,0.3586106226265614
2024-04-12,36.160301590758145,23.733659541128404,0.13961146073868225,0.04186467630110966,8.384972311899343,14.496197756752238,3.9215015514415446,1.7314276101687578,11.060934651005647,0.3295288498061269
2024-04-15,36.165443793614656,23.737034604015577,0.1396313142913527,0.041870629698857804,8.386366256232577,14.502693366449682,3.915296099069997,1.7326815943611005,11.062507579528251,0.31647476273795244
2024-04-16,36.15620680360531,23.730971945065775,0.13959565115771436,0.04185993555141638,8.377927980986378,14.508258316046247,3.9013999958119916,1.732642054534481,11.059682112417338,0.35145520482336073
2024-04-17,36.15849001504443,23.73247052114431,0.13960446641837782,0.04186257894496181,8.387525177976466,14.50937600557521,3.8912508457378494,1.7277136110484674,11.060380515124494,0.35132626298543235
2024-04-18,36.19225779584582,23.75463385988163,0.1397348405855222,0.041901673674553844,8.406855182392,14.531195859586987,3.8862116100396595,1.7277134726844283,11.070709610854411,0.24878609445498517
2024-04-19,36.18374587461924,23.749047096731285,0.13970197687300165,0.04189181897724284,8.405079660729987,14.527778322190382,3.886709211834545,1.7492125224306199,11.068105932226196,0.24872758338750173
2024-04-22,36.17572945191762,23.743785551921974,0.1396710262328234,0.0418825379445431,8.41591898856691,14.525769389721946,3.8737291198088886,1.7488249885632485,11.065653819723348,0.2690351255987032
2024-04-23,36.181586948586,23.74379263667425,0.1396710679083439,0.0055926732899294574,8.418945656167026,14.533031699401239,3.8698996775217003,1.7472126269546917,11.065657121531137,0.2946098919656809
2024-04-24,36.17869020893357,23.741891681204066,0.13965988568128232,0.005592225534044536,8.41968278566341,14.529650630931052,3.450925686898566,2.1642680890987562,11.064771192237608,0.304867613817645
2024-04-25,36.177139621946644,23.74087412451328,0.13965389998085803,0.005591985856154291,8.422144124493103,14.538502428249304,3.438906807646691,2.163876782119679,11.065708065362928,0.30760215983136135
2024-04-26,36.177062537298305,23.740823538509186,0.13965360241250738,0.005591973940998265,8.436035558987342,14.53811867612053,3.423540097678521,2.163872171426779,11.06568448704182,0.30961735658401107
2024-04-29,36.174072752381576,23.799332090488477,0.1396420610046435,0.005591511802887235,8.436383511756446,14.540747003401187,3.378874792706895,2.1638949108615457,11.064769984474383,0.2966913811219596
2024-04-30,36.184349254165824,23.80609311738103,0.13968173118220117,0.005593100266022487,8.462072377568433,14.521875930748893,3.3710968212574377,2.1044251458021335,11.067913316696501,0.3368992049315224
