date,FIRST SHANGHAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,BNP PARIBAS,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,76.60004916540186,0.0,17.221130883684104,0.0,0.0,0.0,0.0,0.0,6.17881995091404
2024-03-05,0.0,40.09498215324899,27.33801517017151,9.014567667946222,0.0,11.030151259326232,0.0,9.276535781714122,0.0,3.2457479675929277
2024-03-06,0.0,40.10992436314539,27.354192216833802,9.020826561144926,0.0,11.036678261030767,0.0,9.282025095816522,0.0,3.1963535020286
2024-03-07,0.0,33.63657281510267,22.939491732008126,7.564952921107147,0.0,9.255465769592144,9.472764806761239,7.783996553579117,6.67711751621486,2.6696378856346987
2024-03-08,0.0,33.61669856775432,22.923472923914147,7.61958348367132,0.0,9.244378954669338,9.469350635269064,7.7811910475129835,6.674710951210998,2.6706134359978257
2024-03-11,0.0,33.61656828737769,22.923384084771296,7.619553954233621,0.0,9.245118221617423,9.469313937121422,7.781548438383442,6.6746850835947935,2.6698279929003164
2024-03-12,0.0,33.61785459615776,22.922939899385625,7.619406310478262,0.0,9.244939079376135,9.469130450649807,7.781397655668227,6.674555748521178,2.6697762597629966
2024-03-13,0.0,33.60199888368858,23.011620204769546,7.5880230136482485,0.0,9.24164410078551,9.446385519211665,7.778624296270138,6.671402075470538,2.660301906155777
2024-03-14,0.0,33.55274782137801,22.985019134470715,7.70809505535393,0.0,9.228630443814085,9.433083554818078,7.767670796308736,6.662007714772181,2.662745479084259
2024-03-15,0.0,33.556122977425986,22.987331255873034,7.719316580334862,0.0,9.229558775169322,9.434032452630579,7.7684521660256465,6.643333144258053,2.6618526482825215
2024-03-18,0.0,33.55690195602358,22.98786488841086,7.719495778104765,0.0,9.229773032005726,9.434251456160114,7.768632504438933,6.641552847146938,2.6615275377090812
2024-03-19,0.0,33.55870663304587,22.9858414386339,7.720626616812091,0.0,9.228963518122137,9.434214954865752,7.768602447455273,6.641527150855437,2.6615172402095326
2024-03-20,0.0,33.55831711978649,22.985574643786396,7.720537004108273,0.0,9.228856398270944,9.434105452677331,7.769672970007635,6.641450063173957,2.6614863481889763
2024-03-21,0.0,33.55560625829718,22.985307855132156,7.720447393484687,0.0,9.228749280906387,9.433609060152197,7.7734517178599,6.641372977281956,2.661455456885534
2024-03-22,0.0,33.55290565373367,22.954381918903604,7.752829458718363,0.0,9.229070640460051,9.433937553245327,7.773722401665303,6.641604240326463,2.661548132947228
2024-03-25,0.0,33.53965459809363,22.95802378703831,7.754059497612868,0.0,9.230534895014898,9.435434311323213,7.7768905940476,6.642657975815035,2.662744341054448
2024-03-27,0.0,33.53355568815216,22.95384905950492,7.752649485759037,0.0,9.228856398270944,9.433718555308044,7.7940475042726725,6.641450063173957,2.6618732455582625
2024-03-28,0.0,33.541601525735175,22.95935646656772,7.754896599566269,0.0,9.231070713995408,9.43598202441361,7.795917560669818,6.643043572344917,2.638131536707083
2024-04-02,0.0,33.52551370965606,22.948344294002087,7.751177058920283,0.0,9.226643144615748,9.431456171847561,7.8401421132419395,6.639857318310044,2.6368661894062835
2024-04-03,0.0,33.63928681140705,22.655736895849188,7.778738139302158,0.0,9.259450581657969,9.464991868386871,7.893639406293198,6.663466847531613,2.6446894495719633
2024-04-05,0.0,33.6321063911376,22.650900951694418,7.777077741169484,0.0,9.257474120414507,9.462971533656148,8.128693711701922,6.660104022363676,2.4306715278622453
2024-04-08,0.0,33.63158429832728,22.650549327196195,7.776957012591658,0.0,9.257330410691907,9.462824633865083,8.128567524763325,6.661552997579162,2.4306337949853876
2024-04-09,0.0,33.63171482001021,22.660339546777024,7.77698719438471,0.0,9.25736633770426,9.462861358385268,8.128599071130683,6.6514884435130694,2.430643228094773
2024-04-10,0.0,33.63771991277055,22.66438565152332,7.778375810152542,0.0,9.259019281774224,9.46455099450818,8.130050468768152,6.652676096456471,2.4132217840465526
2024-04-11,0.0,33.637850482081646,22.664473626369073,7.778406002959117,0.0,9.259055221896567,9.46458773242937,8.130082026646972,6.652701919708972,2.41284298790828
2024-04-12,0.0,33.63432546643413,22.662098545231878,7.778367124854964,0.0,9.258084936516536,9.463595908654188,8.12923004990206,6.651616639545363,2.4226813288608815
2024-04-15,0.0,33.58229984942879,22.68410908966575,7.785921857479697,0.0,9.266299844502619,9.472787418338777,8.137125557852016,6.658077016694884,2.4133793660374607
2024-04-16,0.0,33.58517037149147,22.686048064539598,7.786587376534985,0.0,9.267091902171758,9.473597125994338,8.137821096827766,6.649321341659816,2.414362720780262
