date,WINBULL SECURITIES INTERNATIONAL (HONG,FIRST SHANGHAI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,BETA INTERNATIONAL SECURITIES LIMITED,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-07,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,0.0,0.0,78.06327674212162,21.936723257878384,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0665335994677312,0.0,78.01133843424263,21.922127966289644,0.0,0.0,0.0,0.0,0.0
2024-04-11,0.06652622241933695,0.0,78.00268876815612,21.930785009424547,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.1274308825973738,0.0,77.95514986979887,21.917419247603746,0.0,0.0,0.0,0.0,0.0
2024-04-16,0.14679407284309653,0.0,77.94003600609334,21.913169921063563,0.0,0.0,0.0,0.0,0.0
2024-04-17,0.18826135105204872,0.0,77.90766888150608,21.90406976744186,0.0,0.0,0.0,0.0,0.0
2024-04-18,0.5101900113069138,0.0,77.60196905766527,21.887840931027828,0.0,0.0,0.0,0.0,0.0
2024-04-19,0.4738729508196721,0.0,72.02164446721312,20.32978995901639,0.0,0.0,0.0,7.174692622950819,0.0
2024-04-22,0.473848675785052,0.0,72.01795502279596,20.333871215613954,0.0,0.0,0.0,7.17432508580503,0.0
2024-04-23,0.47453540418873685,0.0,72.12232753203114,20.218414538738763,0.0,0.0,0.0,7.184722525041362,0.0
2024-04-24,0.48219346730446155,0.0,72.11677802428922,20.216858817343574,0.0,0.0,0.0,7.184169691062749,0.0
2024-04-25,22.2620840956134,0.0,56.33371776040551,15.792314213408364,0.0,0.0,0.0,5.611883930572721,0.0
2024-04-26,93.20941657500843,0.0,4.626268953170195,1.2963519630322802,0.0,0.0,0.0,0.4606656536462834,0.40729685514281355
2024-04-29,93.20926327866357,0.0,4.626425809042724,1.2963498309942858,0.0,0.0,0.0,0.4606648960150965,0.4072961852843222
2024-06-12,92.12364973919534,0.0,4.572541567058893,1.2812511714950976,0.6826241612095102,0.0,0.48208147134399815,0.4552995060240119,0.40255238367314017
2024-07-22,92.1208046532253,0.0,4.572237807811148,1.2844624800439275,0.6826030794956467,0.0,0.4820665830581516,0.45528544485469846,0.40253995151112487
2024-08-13,81.25393493786832,11.796325223453753,4.032881766012033,1.1329431085247061,0.6020810002530296,0.0,0.42520044112702127,0.40157849308459,0.3550550296765395
2024-08-22,81.2538184445232,11.79630831112346,4.03287598409036,1.132941484230047,0.602080137052622,0.0,0.4253432010007333,0.4015779173435871,0.35505452063598486
2024-08-23,81.24741182490999,11.795378207632494,4.039725912784362,1.1328521551957635,0.6020326648416096,0.0,0.4260264548520928,0.40154625413057465,0.35502652565311255
2024-08-27,81.24799420312719,11.79546275643445,4.039754869379067,1.1328602754349648,0.6020369801878117,0.0,0.4253127125692207,0.40154913239815704,0.355029070469131
2024-09-16,81.25032379948769,11.79580096376347,4.039870699909202,1.130025491251872,0.6020542421912825,0.0,0.4253249074173151,0.4015606458811245,0.3550392500980381
2024-09-24,81.2577794056583,11.796883357560075,4.040241402246254,1.1301291834543339,0.6021094872550953,0.0,0.4253639356310619,0.40159749346387,0.34589573473101975
2024-09-25,81.25766290128934,11.796866443629355,4.040235609499043,1.1301275631173233,0.6021086239730025,0.0,0.4255067020249263,0.40159691766838435,0.3458952387986352
2024-09-30,73.67121971074731,10.695477923389431,3.6630278873780684,1.024615685842802,0.5458940750035646,0.0,0.38578020354036585,0.3618278742165548,0.3136014896883199
2024-10-03,81.25108094706903,11.795910885321344,4.05051733044769,1.1300360216230452,0.6020598525555493,0.0,0.42547223554468105,0.39905550650991106,0.34586722092874456
2024-10-07,81.25562412891023,11.796570457692688,4.050743816502628,1.1245076739413777,0.6020935169370881,0.0,0.42549602596952135,0.39907781983435764,0.3458865602121026
2024-10-08,81.2555076307215,11.796553544659204,4.050738008851494,1.1246494341689302,0.60209265370079,0.0,0.42549541592539375,0.39907724766666247,0.3458860643060259
2024-10-24,81.25527463534618,11.796519718737729,4.0507263935991835,1.1246462093030145,0.6020909272356196,0.0,0.425780939943939,0.39907610333619414,0.3458850724981385
2024-11-18,81.26739216692945,11.798278923920481,4.054341737126465,1.1248139268576274,0.6021807165552611,0.0,0.4079202573352865,0.3991356172238526,0.34593665405156976
2024-11-27,81.27030557393297,11.798701888008905,4.054487083830679,1.124854251035441,0.6022023045190215,0.0,0.4079348811309186,0.39556496178490785,0.3459490557571471
2024-12-03,81.29653564001266,11.802509929925217,4.027537036968303,1.1140286001426452,0.6034007798487091,0.0,0.40706242850955004,0.4028648734589562,0.34606071113396186
2024-12-04,81.30120053556058,11.803187172511176,4.027911595099506,1.1140925244786104,0.603148497559352,0.0,0.408663770193465,0.3957153360726537,0.34608056852466085
2024-12-06,81.29746857629581,11.80264537222493,4.033034222874369,1.114041384422976,0.6024035788037068,0.0,0.40864501134939746,0.3956971715990058,0.3460646824297994
2024-12-10,81.29758519483676,11.802662302730969,4.0328965614228665,1.1140429824786482,0.602404442931799,0.0,0.40864559753720653,0.39569773921356527,0.3460651788481879
2024-12-11,81.29688548860962,11.802560720423322,4.034583197037723,1.114750621571642,0.6023992582004325,0.0,0.4070641802474116,0.39569433355063527,0.34606220035921975
2024-12-13,81.28312704674372,11.80056329033034,4.0331832902618565,1.1322027715393044,0.6022973099508261,0.0,0.40699528992245054,0.3956273674245395,0.34600363382697175
2024-12-30,81.28604158205633,11.800986418224998,4.03332790643927,1.1322433684636428,0.6023189062752088,0.0,0.4034242249343784,0.3956415532706664,0.34601604033550215
2025-01-06,81.27624957199117,11.799564828791722,4.0415899898755,1.1321069743393328,0.6022463487649908,0.0,0.40667403538270797,0.39559389286063273,0.34597435799393744
2025-01-23,81.26879057622226,11.798481942898283,4.050109625268695,1.1320030770609024,0.602191078584699,0.0,0.40692350533211374,0.39555758787376877,0.34594260675927757
2025-02-03,81.26016781884697,11.797230103828586,4.06029007238771,1.131882969602524,0.6021271850835482,0.0,0.40688033005373314,0.3955156185386279,0.345905901658307
2025-02-12,80.79159686054241,11.729203670171527,4.036877199127905,1.125356186530434,0.5986551357424148,0.5766305569896578,0.4045341337402629,0.39323495462446745,0.34391130253091456
2025-02-19,80.79159686054241,11.729203670171527,4.036734645220121,1.125356186530434,0.5986551357424148,0.5766305569896578,0.40467668764804776,0.39323495462446745,0.34391130253091456
2025-02-28,73.67121971074731,10.695477923389431,3.680966542539514,1.0151913923703033,0.5458940750035646,0.5258105806380328,0.36901146067205776,0.35857811784672766,0.3136014896883199
2025-03-04,80.80501657811975,11.73115192477692,4.037405158503414,1.1134953053923682,0.5987545740894715,0.5721638542257528,0.4047439056146358,0.3933002720861548,0.3439684271915347
2025-03-06,80.8060534800062,11.731302460648037,4.036173752337879,1.1135095939282984,0.5987622573964453,0.5721711963166889,0.4047490993481073,0.39330531897323356,0.3439728410451064
