date,INTERACTIVE BROKERS HONG KONG LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,DBS BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,DAH SING SECURITIES LTD,ARISTO SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,4.82828343000242,3.723591978446314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.551875408448735
2024-03-06,4.83309621446167,3.723591978446314,0.0,0.2679624030010615,0.0,0.0,0.0,0.0,0.0,0.0,8.824650595909045
2024-03-08,4.835502606691295,3.723591978446314,0.0,0.2679624030010615,0.0,0.0,0.0,0.0,0.0,0.0,8.82705698813867
2024-03-11,5.586898580391617,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,11.874817719548595
2024-03-13,5.586296982334211,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,11.874216121491187
2024-03-14,5.586898580391617,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,11.874817719548595
2024-03-18,5.58810177650643,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,11.876020915663405
2024-03-19,6.471047192092905,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,12.75896633124988
2024-03-20,6.470445594035498,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,12.758364733192476
2024-03-26,6.46864079986328,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,12.756559939020256
2024-03-27,6.469242397920687,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,12.757161537077662
2024-03-28,7.471304228873585,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1505797471135641,0.0,0.0,0.0,13.759223368030563
2024-04-03,7.471304228873585,3.723591978446314,0.0,0.2601416282547811,0.0,1.1536057853423172,1.1474213573121816,0.0,0.0,0.0,13.75606497822918
2024-04-05,7.4436307182329005,3.723591978446314,0.0,0.26555601077143676,0.0,1.1536057853423172,1.1486746865984445,0.0,0.0,0.0,13.735059179391412
2024-04-08,7.4436307182329005,3.723591978446314,2.396562919497459,0.26555601077143676,0.0,1.1536057853423172,1.1486746865984445,0.0,0.0,0.0,16.131622098888872
2024-04-10,7.442828587489693,3.723591978446314,2.396562919497459,0.26615760882884293,0.0,1.1536057853423172,1.1482736212268405,0.0,0.0,0.0,16.131020500831468
2024-04-11,7.3940991448397915,3.723591978446314,2.396562919497459,0.3112774631343067,0.0,1.1536057853423172,1.1482736212268405,0.0,0.0,0.0,16.12741091248703
2024-04-12,7.370035222543544,3.723591978446314,2.396562919497459,0.335341385430554,0.0,1.1536057853423172,1.1482736212268405,0.0,0.0,0.0,16.12741091248703
2024-04-15,7.338752123558423,3.723591978446314,2.391148536980803,0.371437268874925,0.0,1.1536057853423172,1.1482736212268405,0.0,0.0,0.0,16.12680931442962
2024-04-16,7.292429073138147,3.723591978446314,2.391148536980803,0.4177603192952011,0.0,1.1536057853423172,1.1482736212268405,0.0,0.0,0.0,16.12680931442962
2024-04-19,7.881995169396207,3.723591978446314,2.391148536980803,0.4177603192952011,0.0,1.1536057853423172,1.1482736212268405,0.0,0.0,0.0,16.716375410687682
