date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-01,27.54119468132667,21.906791836513523,21.569254550651795,0.0,9.365782311484704,10.488956485719026,6.730142972226612,0.0,0.0,2.3978771620776693
2024-03-04,26.5644934582695,20.959590512715845,20.852613300481806,0.0,9.038797887847503,10.11780996459207,6.488917454324847,0.0,3.666001965757454,2.3117754560109787
2024-03-05,26.55459710280986,20.925560897603653,20.877770200580027,0.0,9.050519784154758,10.120817522247913,6.492100008929369,0.0,3.666569965026425,2.312064518647993
2024-03-06,26.541561363996674,20.922456538145486,20.847512910271774,0.0,9.114053862831897,10.10388427399994,6.492611883003359,0.0,3.665944181466866,2.3119749862840004
2024-03-07,25.014879977508436,19.766592708726158,19.58421844628912,0.0,8.624347924643597,9.491646336486163,6.119064449522864,5.765917350447565,3.455026901187941,2.178305905188155
2024-03-08,25.01385804788805,19.74748011558942,19.57912899233691,0.0,8.654691569617208,9.50223300859126,6.1107777676198465,5.762310711148723,3.4525764342744854,2.1769433529341
2024-03-11,24.993325440692875,19.78926930983501,19.519950236643,0.0,8.686908810896506,9.500715460979494,6.1229748243655155,5.75990414058681,3.451134500781832,2.17581727521896
2024-03-12,24.993047614305862,19.78675187314816,19.493608508143296,0.0,8.700250854437126,9.494122354269734,6.148234972929932,5.759180878938424,3.4505751881546534,2.1742277556728085
2024-03-13,21.258849344369903,16.819397203770624,16.57879088218357,14.936470444044353,7.425809952925041,8.071046535020859,5.230020261686722,4.898560132108563,2.931732288778408,1.849322955111959
2024-03-14,21.276324309934274,16.79450740747989,16.622861783061623,14.942651527237391,7.416321176280453,8.048807553460431,5.236446608675202,4.899981367162052,2.932655768405728,1.8294424983029516
2024-03-15,21.2821659125719,16.770453016699708,16.62154764409865,14.94317432735822,7.428429303304034,8.055881512847721,5.236397031365748,4.8998980713485265,2.932628002786518,1.8294251776189756
2024-03-18,21.274184413959375,16.74807483498072,16.669956035154023,14.91775403966534,7.429848525444771,8.053687966245045,5.249238467476588,4.897610341676479,2.931074344171264,1.8285710312264003
2024-03-19,21.45873556190355,16.30314379400497,16.66353387259065,14.935872507726947,7.484455379446755,8.173719810778806,5.30995065978314,4.903712609142234,2.935160577978793,1.831715226644155
2024-03-20,21.31534452891052,16.251815073208782,16.807367325755873,14.944813958462088,7.535238265290813,8.213118701988224,5.25468597413677,4.906587584344306,2.937315621015663,1.8337129668869614
2024-03-21,21.30209870587862,16.29110162991543,16.780913874249638,14.939253846530265,7.546684262616672,8.206479933684475,5.257903668388426,4.904762123268105,2.9376603898392055,1.833141565629157
2024-03-22,21.31718283620609,16.202249781823518,16.7817080432666,14.956776842772562,7.571706906165314,8.218287712948772,5.26407090745684,4.910515163489411,2.941100570856415,1.8364012350144787
2024-03-25,21.287683142936476,16.289229188094023,16.712506286087603,14.942247628661786,7.569767785495047,8.2110271095614,5.299832277452557,4.905807094007347,2.946519996370456,1.8353794913333041
2024-03-26,21.31908839269175,16.2732217136992,16.705353705867367,14.95373603909433,7.55753665125162,8.197098306450332,5.287549867819615,4.912851349718178,2.956839860377604,1.8367241130300056
2024-03-27,21.31320043706085,16.27771224526737,16.7029959466136,14.9514508034588,7.556432585095309,8.205600733555146,5.286745090261389,4.912103602157968,2.9563898223784584,1.8373687341511094
2024-03-28,21.308135356421488,16.261366743269782,16.709321485632397,14.95173571441439,7.537741535907585,8.239101961774693,5.2863837368635025,4.912197205925901,2.9562428362294826,1.837773423560773
2024-04-02,21.340349817810665,16.25155080062578,16.665266284762698,14.960284531454246,7.552944533459814,8.225568014508957,5.288444574367894,4.915005807949053,2.960244902355556,1.840340732705338
2024-04-03,21.36291539150284,16.233488659787483,16.64237314303552,14.97348078395651,7.561524238962673,8.22195701009174,5.282362292463966,4.916457676692577,2.960729417186368,1.8447113863203215
2024-04-05,21.383657729960152,16.238936648777884,16.63662905857854,14.974732058898804,7.565297473730734,8.22373869416399,5.251868293172686,4.918371335134582,2.9615475657853456,1.845221141797291
2024-04-08,21.40367240286914,16.242599151329586,16.58582434389983,14.98097706785785,7.582659112651337,8.216460100203365,5.254058513632966,4.92042247521048,2.9679655153577804,1.8453613169876637
2024-04-09,21.402672065728563,16.2366347495848,16.587218498557643,14.982194522431028,7.583275330336719,8.217127824803637,5.254485493631412,4.922673519391756,2.968206712121739,1.8455112834127072
2024-04-10,21.404661492483914,16.24907287964942,16.583541106390282,14.982978068799108,7.560623556813395,8.226906504508168,5.254760295364796,4.922930967855102,2.9683619448939145,1.8461631832418974
2024-04-11,21.422239488278645,16.274223693726775,16.541872802512998,14.983327251633074,7.551018269627538,8.231842852995506,5.2559026599332626,4.924001194010927,2.9690072553023117,1.8465645319789659
2024-04-12,21.389902012153865,16.302157887642316,16.58324569573754,14.984249880008239,7.5337240650092685,8.221613505006117,5.252660494087095,4.920774551381042,2.966248012573415,1.8454238964011045
2024-04-15,21.389953969548216,16.31757590070902,16.56870332900503,14.984603891525088,7.533485673772293,8.220216249231967,5.252784591210669,4.9208908075084405,2.9663180918878087,1.8454674956014672
2024-04-16,21.38368400808263,16.30784472392372,16.567641628177537,14.985643844752857,7.531824676324211,8.233158709188126,5.2531491420743395,4.921232324462496,2.9702253692937224,1.8455955737203606
2024-04-17,21.403692464255133,16.343391461030848,16.454433860744725,14.99045169081793,7.601869067920202,8.257867639573355,5.203238435044676,4.925773282593809,2.9712893850301794,1.8479927129891418
2024-04-18,21.39105360799846,16.319492570780245,16.471913172293625,14.988795124183932,7.6138570845047475,8.262341763123068,5.2026632128160735,4.927080039142926,2.9746632224143683,1.8481402027425573
2024-04-19,21.396589687462907,16.303107461422538,16.42503773492846,14.991879795876365,7.652314254588225,8.268808252840634,5.203541757140564,4.927789737421516,2.9825249088351136,1.8484064094836816
2024-04-22,21.390306197318317,16.29318162037387,16.461709865426446,14.991920041290427,7.667571540051306,8.269969040447144,5.166520387608633,4.927802965978648,2.9825329153660847,1.8484854261391217
2024-04-23,21.415970749489638,16.281636024402328,16.419283778498794,14.991145701931217,7.66684227787513,8.297588640512558,5.1662535345254215,4.927548442756774,2.9847855178243297,1.8489453321838143
2024-04-24,21.377494198400534,16.108423390053783,16.474017409354914,14.98567609965223,7.668772606641666,8.304940048963735,5.32404797067118,4.9257323510037265,2.9826320383019223,1.8482638869563095
2024-04-25,21.375014569259008,16.093178446004266,16.47071636981127,14.982673291766089,7.6631562199278855,8.29976050423953,5.323166167451259,4.926965600773053,3.017475296229105,1.8478935345385399
2024-04-26,21.359887455939997,16.083540674362883,16.501659702319614,14.988451231578603,7.659947850777847,8.26691435715015,5.3470695175460135,4.928338127619416,3.016047656547972,1.848143426157507
2024-04-29,21.354322657251416,16.079127166557114,16.501057706603422,14.98794299294415,7.653507591634017,8.283909464927742,5.346934426144076,4.92855602884546,3.0165452314805363,1.8480967336120664
2024-04-30,14.385756510967918,10.807512371693969,11.09238935130033,10.080918723099627,5.144884133395065,5.55410195134594,3.599624508935691,3.316835413474618,2.021953996147742,1.2420282496694512
2024-05-02,21.386735141333553,16.0623763977626,16.54180618653874,14.983890280091996,7.6470846041857,8.249232705634022,5.3507336192547,4.927292456451631,3.0043715291094752,1.846477079637586
2024-05-03,21.387365292072342,16.03578814039722,16.546551673091262,14.993147431201228,7.6513175877816435,8.25620183997574,5.3583000946131705,4.924141062750268,3.0000164547930095,1.847170423324117
2024-05-06,21.396985712762508,16.062856796311685,16.561940800561143,15.006067684043895,7.657040704611971,8.262377404793543,5.363234964321658,4.927824276035799,2.9152236506112668,1.8464480059465345
2024-05-07,21.401696790406337,16.087462319042583,16.539297711564664,15.004266734912699,7.655332067434446,8.260533689218144,5.3638915855335325,4.926724652292481,2.9139244386580416,1.8468700109370695
2024-05-08,21.394397227101585,16.080053903521925,16.534453993317516,15.003579859427681,7.668066057177048,8.261035860014236,5.363646033671554,4.930205753784766,2.913642944233088,1.8509183677506031
2024-05-09,21.39952479109639,16.073821291899666,16.535331877360733,15.010191417925054,7.663726473531016,8.311779991950436,5.309893570358847,4.931921412430669,2.9128028955309295,1.85100627791626
2024-05-10,21.405165083580886,16.082049796519716,16.47955989968866,15.015242990128202,7.676580069232982,8.329766346500124,5.311680576934238,4.933581215188774,2.915489400404293,1.8508846218221224
2024-05-13,21.42152481203902,16.07264008601598,16.479171441662054,15.015049577761385,7.670166392175809,8.328166125226726,5.313466722015497,4.933934942563444,2.9152045766087626,1.8506753239313212
2024-05-14,21.397151827783073,16.050685393319068,16.495723889758434,15.00384230325092,7.71781663831103,8.31120826920625,5.3269557480367675,4.934396087924065,2.913453284699916,1.848766557710476
2024-05-16,21.41784645304943,16.07250839989674,16.48209579968186,15.01303135093352,7.726177738933468,8.25999899492891,5.330652835626953,4.936893357103715,2.9115707637291615,1.8492243061162432
2024-05-17,21.440298087777343,16.06589552014329,16.336395974645065,15.034992034407251,7.766068556412331,8.301867343914898,5.3387142019190135,4.945288025379707,2.9187186312583386,1.8517616241427601
