date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,EVERBRIGHT SECURITIES INVESTMENT,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,EMPEROR SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD
2024-03-01,20.316462086375733,63.82905249966638,5.1614666946151395,0.0,1.3380139735852359,2.704767588398966,2.9240238239438447,2.4993763930028474,1.2268369404118502,0.0
2024-03-04,20.320157387944132,63.83542822755482,5.167918602206465,0.0,1.3325583263729648,2.705533229995422,2.9114338618072413,2.499884175167123,1.2270861889518299,0.0
2024-03-05,20.323233877176985,63.834624240808004,5.172295245070666,0.0,1.3342803218137576,2.6990399511002963,2.9068102566873026,2.500275956623544,1.2294401507194404,0.0
2024-03-06,20.331397839225115,63.847251601617295,5.113458034426651,0.0,1.3775153378710043,2.7043199462709335,2.8970345582895325,2.501260777941126,1.2277619043583403,0.0
2024-03-07,19.60241016630214,61.39651071092624,4.823467561087607,3.59354536078694,1.492315332878798,2.6058963587824877,2.890536926258208,2.411577407997571,1.1837401749800036,0.0
2024-03-08,19.602871825821193,61.40270174783653,4.796266724849485,3.5937856813886877,1.507427900762932,2.6054450977222796,2.895942999521093,2.4117386837505297,1.1838193383472644,0.0
2024-03-11,19.60170357580004,61.44357633183621,4.807640373763436,3.58938928614283,1.518487535707835,2.603717197023128,2.840154233881954,2.411586720000641,1.183744745843915,0.0
2024-03-12,19.60227993487273,61.44888670020977,4.808307955492195,3.5894985303228775,1.521035797897557,2.6039006939059135,2.831066504180428,2.4116601173930214,1.1833637657255085,0.0
2024-03-13,19.602527148490147,61.45492172404482,4.80848471457532,3.589552657189316,1.528356479753576,2.6018548884863573,2.819745561715335,2.411696483365585,1.1828603423795412,0.0
2024-03-14,19.605290307922036,61.46077860365972,4.786007591877399,3.5900531011509718,1.526067125219878,2.6023218988273924,2.8344234039706317,2.412032714383127,1.183025252988845,0.0
2024-03-15,19.608352219080853,61.47665471533661,4.777146267408795,3.5801743872691247,1.5747928525866144,2.602720350629542,2.7845507867670722,2.412402030255357,1.1832063906660304,0.0
2024-03-18,19.594122712503328,61.494085525759445,4.822657476116883,3.529223638014012,1.5992852975640313,2.6016652595936405,2.7648146605285877,2.410651383889277,1.183494046030801,0.0
2024-03-19,19.641866532301382,61.49427453798014,4.8680257795155395,3.491379010416102,1.5907176368011688,2.719910167017319,2.5964551220508048,2.4133047673217107,1.1840664465958335,0.0
2024-03-20,19.41412728296648,60.78563423012172,4.826782403494956,3.4142041100446585,1.6112334090557623,2.65262399949065,2.6941125628289138,2.388507686747001,1.155483055478567,1.0572912597712918
2024-03-21,19.414572422332558,60.7699869082652,4.862411894570867,3.4141371324961747,1.6018061352268322,2.650816727846699,2.689413503216221,2.3884608306176554,1.1511239268817812,1.0572705185460076
2024-03-22,19.413086615605,60.75940324075653,4.86268407806454,3.4085758533831454,1.6335232533975859,2.650242826369832,2.6871810567526198,2.388036742975629,1.1401835397988078,1.0570827928963145
2024-03-25,19.409698644887396,60.74686135367461,4.890372550630646,3.407872259022715,1.6218330257816091,2.651966373772333,2.68941302657112,2.387543807140509,1.1375743674535377,1.0568645910655259
2024-03-26,19.409710364523132,60.74140724869381,4.889417471883899,3.4075662861272,1.6268474191983153,2.65245067040314,2.6871075566001723,2.3873294435622068,1.1413938376258161,1.0567697013823107
2024-03-27,19.420676352929426,60.74065407017842,4.916211653786589,3.409400835847672,1.6388748922309657,2.6505745012329185,2.6356459947958615,2.3886147229069383,1.1420083359421926,1.0573386401490101
2024-03-28,19.413593450663175,60.736212166814326,4.8848190467252515,3.4079580819772874,1.6874135098654313,2.649452859394802,2.636388486818391,2.387603934412932,1.139667256464254,1.0568912068641518
2024-04-02,19.391033583265006,60.69094304195838,4.8860360402466645,3.4052096756491324,1.6865683102324698,2.64783180660503,2.711912120802331,2.3856784102120407,1.1387481522310707,1.0560388587978775
2024-04-03,19.391433546299236,60.68971972241347,4.883558547478024,3.4052799121317943,1.6812402897596086,2.648092683116027,2.7115555335139563,2.385727617654829,1.1473315067829497,1.0560606408501036
2024-04-05,19.396810948449072,60.66979598322892,4.885684554127845,3.4060430777769004,1.6818233847201485,2.653843855415558,2.706050318777533,2.3862622889310106,1.1573882713788068,1.0562973171942052
2024-04-08,19.397763564333452,60.67023705816983,4.880766544744301,3.4062103553127483,1.6861355055448946,2.654386827358561,2.7043263544619744,2.386379483008262,1.157445113013993,1.0563491940519865
2024-04-09,19.396182859032344,60.66735611215625,4.8803688157213045,3.405932786470986,1.6859981039664513,2.659740661411744,2.7004957071672258,2.386185019214189,1.161476821698516,1.0562631131609952
2024-04-10,19.378333903183663,60.611528170721996,4.891954452761874,3.402798543802151,1.7787426289719597,2.6481211236421482,2.6888328942449786,2.383989179374759,1.160407995493874,1.0552911078025993
2024-04-11,19.38238788097295,60.61732627409175,4.895604733573988,3.4034018169504696,1.7773057188187693,2.638077049669291,2.6839497400907617,2.3844118305071387,1.1620567577546137,1.0554781975702718
2024-04-12,19.381483745661495,60.607218311387015,5.073757372114424,3.2423688382495266,1.7798552868092141,2.637368517815796,2.676338165372292,2.384237208278276,1.1619716546115628,1.0554008997004083
2024-04-15,19.38695353343014,60.63073299099927,5.124579279926672,3.16318946722538,1.7977001436572697,2.6213024457112595,2.6733679238053867,2.384529668762822,1.1621141869032143,1.0555303595785803
2024-04-16,19.393325574862654,60.6365302888522,5.254999874115071,3.00515472495009,1.8114645436178494,2.6209015460050855,2.6724619922880892,2.3850090658800065,1.1644098210369944,1.0557425683919623
2024-04-17,19.39234589426889,60.63408571879065,5.270198608341788,2.996549153952708,1.8107544670758053,2.6241712710628304,2.6669660672819204,2.384888583857015,1.1643509992686258,1.0556892360997634
2024-04-18,19.39234589426889,60.63408571879065,5.3194778519800385,2.9563422396871895,1.8091049526443994,2.6231403245432015,2.6605741988602225,2.384888583857015,1.1643509992686258,1.0556892360997634
2024-04-19,19.398765602121202,60.6539519742881,5.2914346123000335,2.9573209172331514,1.8102194887778458,2.6241118265796324,2.6577423282448427,2.3856780854496615,1.164736449966216,1.0560387150393176
2024-04-22,19.399565863551157,60.659238736702,5.284639854593971,2.9574429162260047,1.8102941661499186,2.624220079626541,2.657955101693195,2.3857765023384077,1.1647844990883143,1.0560822800304885
2024-04-23,19.399465827261597,60.65531630212799,5.296369709067952,2.957427665801433,1.8106973611548247,2.62482534252728,2.6492782653343956,2.3857641997832526,1.1647784927312521,1.0560768342100249
2024-04-24,35.745110028496605,44.297518871431265,5.310076258729792,2.9571348881466513,1.8142305093863873,2.6273497935625745,2.6424161668861896,2.385528015326283,1.1646631826868559,1.0559722853473885
2024-04-25,35.757507054309066,44.302256741384255,5.324503168613228,2.958160473954334,1.816200770834147,2.6374420713345814,2.5961687386065795,2.3863553579294745,1.1650671081336395,1.0563385149006965
2024-04-26,35.75920392532562,44.29961360728434,5.313923732577608,2.9583008533371284,1.814636351311204,2.6529385111039754,2.593403376989763,2.3864686023241664,1.1651223963450108,1.0563886434011787
2024-04-29,35.7599786373781,44.30057334466142,5.307848945778667,2.9591902655143887,1.8042559808109446,2.671256224549019,2.5888171287885946,2.3865203044256154,1.165147638360044,1.056411529733208
2024-04-30,35.770270647553744,44.30347238820394,5.302954845068146,2.9637861566486547,1.787392305847709,2.673969429153491,2.590491275154601,2.3867320602156,1.1644256270952,1.056505265058909
2024-05-02,35.778080512637146,44.30902074190315,5.280399152156205,2.964349530870457,1.7854817182005076,2.685754949320447,2.588855832896576,2.3869364648134734,1.1645253508790412,1.0565957463230005
2024-05-03,35.756815432911445,44.30582849964943,5.280876230487394,2.964211895308357,1.7870496719948743,2.686249319306383,2.611125341703604,2.3868256386984656,1.1644712816474683,1.0565466882925816
2024-05-06,35.75780147871826,44.303300320748015,5.280656154842152,2.971620072911642,1.7869751983483662,2.6869627650454095,2.6112228736391083,2.386726169941845,1.1582323081211754,1.0565026576840224
2024-05-07,35.76624594256154,44.29877513053801,5.280547191714377,2.969288972246879,1.786938325202083,2.6901056519237363,2.6118911963545073,2.3866769212990637,1.1530498107655012,1.056480857394303
2024-05-08,35.77392771461701,44.28973450997925,5.319282780699456,2.981295237092634,1.7473000463804726,2.6846617777868262,2.6073722017523697,2.3867901962160896,1.1531045360701602,1.0565309994057301
2024-05-09,35.752890711173194,44.283467466264774,5.320119079715304,2.983178779651096,1.745277196547157,2.6866766419862307,2.634567165044599,2.3865636571333795,1.152995090655023,1.0542642118292485
2024-05-10,35.755523555916916,44.285706191112126,5.316880177775574,2.9836391093470684,1.7430956378996068,2.690010805975522,2.631914702541962,2.386684308465913,1.152228001424256,1.0543175095410524
2024-05-13,35.76176922294175,44.25457412284477,5.392196949195077,2.983411333392753,1.7075771772992445,2.678251033099667,2.630888462597992,2.3865021050304147,1.1505925724032429,1.054237021195081
2024-05-14,35.77614783837774,44.260404939433556,5.396745003887311,2.981531863499868,1.6998848990216773,2.6824809051216234,2.6329385424523766,2.387144865480997,1.1509024633514702,1.031818679373384
2024-05-16,35.77086950507913,44.230102339837856,5.409706993028512,2.9822611418144898,1.7010690455022528,2.7042345132967767,2.6338666441840957,2.386489794990819,1.1498644903370798,1.0315355319289845
2024-05-17,35.818252605332994,44.322436373738505,5.457163370820773,2.9877969455243734,1.7127017844293755,2.703466331260586,2.424087472623618,2.390919701840851,1.1511720762159425,1.0320033382129814
2024-05-20,35.84679266116485,44.35264206883817,5.415163407023969,2.9899446819896265,1.7106231871947708,2.710477734060473,2.3979039854789717,2.3926383813638448,1.1519995803238017,1.0318143125615231
2024-05-21,35.85783182376564,44.3601324256724,5.4073757610885,2.9905461026420928,1.6959082917677701,2.712687759852765,2.3983033551663855,2.393036874067575,1.1521914452671356,1.0319861607097276
2024-05-22,35.77254148233475,44.235776068414395,5.374588836267493,2.982684263757524,1.697330894291571,2.716596100340227,2.654888202062502,2.3867458256426306,1.149162452168228,1.0296858747206783
2024-05-23,35.68967500893664,44.11847312693651,5.388435798391066,2.975517468209186,1.6825481356261223,2.71511208599018,2.8756144357627784,2.38101095133291,1.1464012439348963,1.0272117448797147
2024-05-24,35.66759298130632,44.11547628151141,5.379836173943508,2.975315349566362,1.6935492087970696,2.7190444574421013,2.8948709902482235,2.380849215867676,1.1463233720803256,1.0271419692369952
2024-05-27,35.667936295182535,44.10298262831536,5.382486246866648,2.9821966707944467,1.696011145017314,2.71903139997648,2.8950629275093838,2.3808377824919917,1.146317867176579,1.0271370366692636
2024-05-28,35.66792588658976,44.09683965354373,5.380032436123865,2.981920462692957,1.704704323043513,2.7216610462741797,2.8930453194712946,2.380617271655031,1.1462116963512616,1.0270419042544074
2024-05-29,35.67360748646083,44.10140899232432,5.379512980164811,2.9821459367372403,1.6950560318215884,2.7254689638554526,2.8906427571785116,2.380797278939211,1.144240009823462,1.0271195626945628
2024-05-30,35.6745482037474,44.101681323183854,5.376870320113854,2.982164351803442,1.6975365412288093,2.7260003860511377,2.8894255860743367,2.380811980613923,1.143835401916878,1.0271259052663704
2024-05-31,35.67066649531769,44.1171040410878,5.37640219775731,2.9816764293794176,1.6977733092328484,2.7257601786937946,2.879588792410097,2.3804224475715787,1.1436482549738698,1.0269578535756
2024-06-03,35.67140618377847,44.11290980481557,5.386619315368001,2.9813512364545143,1.6996459509591426,2.7274178139127643,2.870117491002464,2.3801628296832646,1.143523524363455,1.0268458496623432
2024-06-04,35.664788078825225,44.104807969997346,5.39823304147353,2.983428946930226,1.7052573811270615,2.728843833026892,2.8632760880618036,2.3795221979498318,1.14527299321201,1.0265694693960714
2024-06-05,35.66021377666832,44.10658906345226,5.407329000088863,2.9844751725704546,1.722833671712423,2.7353573132133637,2.830241274093895,2.3803566462237047,1.1456746163080762,1.0269294656686367
2024-06-06,35.667924503757966,44.09668355258795,5.412842106831777,2.995196529721501,1.7185536987980805,2.732869840803822,2.814079967713132,2.3806996056228513,1.1540727695264195,1.027077424636496
2024-06-07,35.670651399013025,44.09504585326543,5.41360150113284,2.9952181071226005,1.7182573363289904,2.7347419860008544,2.8106011537764575,2.3807167561870233,1.1540810834686932,1.0270848237040804
