date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,DONGXING SECURITIES (HONG KONG) CO LTD,THE CORE SECURITIES COMPANY LTD
2024-11-11,113264000.0,59475374.0,123399524.0,13603825.0,30603716.0,2459000.0,250798891.0,0.0,69168957.0
2024-11-12,120464000.0,59905701.0,122749613.0,13280125.0,30183389.0,2620000.0,0.0,0.0,69106957.0
2024-11-13,127145000.0,60257469.0,120987645.0,9486976.0,30270389.0,5050000.0,250804891.0,0.0,68454578.0
2024-11-14,135089000.0,59014969.0,118183496.0,8837302.0,30253361.0,4320000.0,250884891.0,0.0,68234600.0
2024-11-15,129413000.0,60831749.0,123316758.0,10109042.0,30154361.0,5766000.0,243842891.0,0.0,67715388.0
2024-11-18,147004000.0,61106581.0,121517241.0,10067292.0,30114360.0,2066000.0,243882891.0,0.0,66791537.0
2024-11-19,152108000.0,62109753.0,120972822.0,9131722.0,30159360.0,2121000.0,243885891.0,0.0,66730537.0
2024-11-20,176910000.0,60997841.0,111585843.0,9682609.0,30172285.0,1628000.0,243869891.0,0.0,66124245.0
2024-11-21,175016000.0,64975841.0,112580721.0,11223029.0,30056285.0,1635000.0,243894891.0,0.0,66095791.0
2024-11-22,171776000.0,68277826.0,109174456.0,17418346.0,30076285.0,3039000.0,243834891.0,0.0,61561344.0
2024-11-25,169430000.0,71071309.0,108726711.0,15986686.0,30081283.0,4900000.0,243809891.0,0.0,61520116.0
2024-11-26,171581000.0,71322334.0,108822283.0,17176415.0,30091760.0,4903000.0,243817891.0,0.0,59669803.0
2024-11-27,176400000.0,55375854.0,109278553.0,20700913.0,30276868.0,4993000.0,243804891.0,0.0,58949033.0
2024-11-28,183781000.0,56752034.0,106300640.0,16852093.0,30040908.0,4912000.0,243884891.0,0.0,58833233.0
2024-11-29,181686000.0,62107354.0,106279397.0,14693792.0,30118911.0,6002000.0,0.0,0.0,58532275.0
2024-12-02,180182000.0,64575838.0,105230707.0,16806197.0,30194915.0,5991000.0,243882891.0,0.0,57732275.0
2024-12-03,180782000.0,63751820.0,103714341.0,14854415.0,30171916.0,6619000.0,243874891.0,0.0,56277864.0
2024-12-04,178740000.0,65608822.0,103065390.0,15584249.0,30312918.0,6613000.0,243886891.0,0.0,55909864.0
2024-12-05,181569000.0,68187336.0,103684328.0,13611647.0,30299920.0,3059000.0,240896891.0,0.0,55499864.0
2024-12-06,195479000.0,73523337.0,102490464.0,13819700.0,30208923.0,5123000.0,230570000.0,0.0,55399864.0
2024-12-09,191340000.0,75370238.0,102773646.0,15171344.0,30337925.0,5101000.0,230649000.0,0.0,55050998.0
2024-12-10,184759000.0,79613141.0,99215559.0,17262931.0,30155928.0,4612000.0,230587000.0,0.0,53676878.0
2024-12-11,193501000.0,81490142.0,97580289.0,13915744.0,30115929.0,3202000.0,230712000.0,0.0,0.0
2024-12-12,195987000.0,83961145.0,95301285.0,14821184.0,30290929.0,3085000.0,230692000.0,0.0,53356878.0
2024-12-13,189929000.0,89398148.0,92650935.0,19067994.0,30372934.0,2466000.0,230687000.0,0.0,50934503.0
2024-12-16,193006000.0,93368338.0,92197926.0,16613767.0,30283934.0,2554000.0,230701000.0,0.0,50892503.0
2024-12-17,196529000.0,90580989.0,93325730.0,14066667.0,30267934.0,2576000.0,230767000.0,0.0,50727503.0
2024-12-18,197919000.0,87227640.0,93985730.0,13865677.0,30267938.0,2617000.0,230775000.0,0.0,50627503.0
2024-12-19,199069000.0,86323642.0,94301082.0,12489210.0,30300942.0,2716000.0,230660000.0,0.0,49927503.0
2024-12-20,199153000.0,86025644.0,94302151.0,14502243.0,30273944.0,2629000.0,230658000.0,0.0,49917503.0
2024-12-23,192119000.0,88881097.0,94280151.0,12930562.0,30408944.0,2731000.0,230711000.0,0.0,0.0
2024-12-27,191364000.0,142273098.0,93603002.0,14262706.0,30465945.0,2641000.0,175662000.0,0.0,49867503.0
2024-12-30,198373000.0,141788101.0,94103636.0,13423556.0,30434948.0,2854000.0,175721000.0,0.0,49712651.0
2025-01-02,201593000.0,142849101.0,93375636.0,13929573.0,30402948.0,2807000.0,175757000.0,0.0,46330651.0
2025-01-03,205288000.0,143338012.0,92394636.0,13888786.0,30376950.0,2877000.0,175752000.0,0.0,46330536.0
2025-01-06,206281000.0,143169289.0,92615636.0,15284679.0,30384950.0,2928000.0,175631000.0,0.0,43330536.0
2025-01-07,205709000.0,144223992.0,91956981.0,15922995.0,30612947.0,3013000.0,175643000.0,0.0,0.0
2025-01-08,204972000.0,144379156.0,91625017.0,17993275.0,30427947.0,5262000.0,175660000.0,0.0,40830536.0
2025-01-09,210481000.0,143790045.0,91028660.0,17544448.0,30548948.0,5301000.0,177081600.0,0.0,38329829.0
2025-01-10,214897000.0,142121312.0,89819615.0,18180861.0,30263948.0,5440000.0,177127600.0,0.0,36619829.0
2025-01-13,217865000.0,141161047.0,89928615.0,17308861.0,30390948.0,5468000.0,0.0,0.0,34619829.0
2025-01-14,218773000.0,141529305.0,89805163.0,18242046.0,30502433.0,5469000.0,177099600.0,0.0,32719829.0
2025-01-15,220352000.0,141745161.0,89723024.0,18366046.0,30448431.0,5334000.0,0.0,0.0,31848829.0
2025-01-16,225576000.0,141992785.0,89759138.0,20186931.0,30480434.0,5284000.0,177213600.0,0.0,27768829.0
2025-01-17,227897000.0,141696785.0,89758788.0,18901631.0,30472434.0,5811000.0,177131600.0,0.0,26675493.0
2025-01-20,229683000.0,142424783.0,89499972.0,18192631.0,30416436.0,5203000.0,0.0,0.0,26158966.0
2025-01-21,230934000.0,143051783.0,89148972.0,17023631.0,30489436.0,5078000.0,177134600.0,0.0,25540834.0
2025-01-22,235870000.0,140332964.0,89534972.0,16865766.0,30436437.0,5187000.0,177140600.0,0.0,21740834.0
2025-01-23,236626000.0,139966747.0,89352582.0,17980618.0,30564437.0,5160000.0,177122600.0,0.0,0.0
2025-01-24,237612000.0,139812747.0,122589217.0,17607818.0,30538437.0,4847000.0,177123600.0,0.0,20464110.0
2025-01-27,235738000.0,142420748.0,122174280.0,18117670.0,30506434.0,4683000.0,177118600.0,0.0,0.0
2025-02-03,233589000.0,144646748.0,121837326.0,17808257.0,30494434.0,5502000.0,177128600.0,0.0,0.0
2025-02-04,240615000.0,145077748.0,113953947.0,19023257.0,30569434.0,5505000.0,0.0,0.0,20444110.0
2025-02-05,0.0,145926751.0,112068323.0,20483886.0,30577435.0,5817000.0,177034600.0,0.0,20356784.0
2025-02-06,0.0,148369751.0,108744001.0,21082309.0,30408434.0,3759000.0,176961600.0,0.0,20126784.0
2025-02-07,246408000.0,147560751.0,104861816.0,21896356.0,30632434.0,4019000.0,176862600.0,0.0,20088784.0
2025-02-10,252216000.0,150008489.0,100364917.0,24354186.0,30541435.0,8618000.0,176051600.0,0.0,19782123.0
2025-02-11,260868000.0,147028489.0,100254917.0,22907615.0,30656435.0,3835000.0,175784600.0,0.0,19742123.0
2025-02-12,265599000.0,147271491.0,97223517.0,20904633.0,30489437.0,3492000.0,175742600.0,0.0,0.0
2025-02-13,271500000.0,145414491.0,93232517.0,20087396.0,30455437.0,3067000.0,175810600.0,0.0,0.0
2025-02-14,279672000.0,146275469.0,90249761.0,21792433.0,30422433.0,3171000.0,175817600.0,0.0,0.0
2025-02-17,290803000.0,147285470.0,87973825.0,23264336.0,30453436.0,2816000.0,175666600.0,0.0,19571696.0
2025-02-18,293855000.0,152020870.0,92930625.0,27227684.0,30668436.0,2833000.0,175663600.0,44740651.0,19389595.0
2025-02-19,294551000.0,147160070.0,90341870.0,28629129.0,30491436.0,6684000.0,175529600.0,0.0,18885793.0
2025-02-20,303119000.0,145298810.0,92577182.0,25732279.0,31407435.0,6879000.0,175564600.0,0.0,17823838.0
2025-02-21,307065000.0,143904608.0,93827907.0,24664119.0,30509435.0,7097000.0,175571600.0,0.0,17804533.0
2025-02-24,307695000.0,144143965.0,96458579.0,24215552.0,30420435.0,7326000.0,175579600.0,44738651.0,17801533.0
2025-02-25,306426000.0,143606965.0,97199204.0,25875164.0,30236254.0,7441000.0,175595600.0,44643651.0,17765533.0
2025-02-26,301463000.0,142982831.0,98085542.0,25945624.0,30221230.0,7554000.0,175688600.0,0.0,0.0
2025-02-27,302733000.0,141453834.0,98003877.0,25200876.0,30261229.0,7640000.0,175783600.0,0.0,17755533.0
2025-02-28,298210000.0,142422834.0,99389844.0,23357989.0,30441229.0,12852476.0,175824600.0,0.0,0.0
2025-03-03,317279000.0,137560335.0,95249785.0,27688027.0,30312231.0,11202271.0,175837600.0,0.0,0.0
2025-03-04,326386000.0,145699629.0,94962022.0,17931914.0,30483231.0,11319271.0,175934794.0,0.0,0.0
2025-03-05,324262000.0,147144822.0,93706418.0,21746613.0,30490231.0,11299271.0,175965794.0,0.0,0.0
2025-03-06,325627000.0,146821828.0,92109323.0,21633338.0,30726225.0,11363271.0,175966794.0,0.0,0.0
2025-03-07,303684000.0,152415920.0,92651976.0,24216912.0,30751225.0,11482271.0,178793794.0,0.0,17753533.0
2025-03-10,313262000.0,157688926.0,93757476.0,23040987.0,30802220.0,11528271.0,179787794.0,0.0,17752639.0
2025-03-11,325186000.0,163889074.0,94700471.0,31625117.0,31836220.0,11959271.0,178814794.0,0.0,0.0
2025-03-12,327691000.0,161259368.0,94751091.0,31871079.0,31014219.0,11628271.0,178823794.0,0.0,0.0
2025-03-13,340249000.0,151682367.0,95696286.0,27282293.0,30689220.0,3741000.0,178809794.0,0.0,17751965.0
2025-03-14,347984000.0,149214260.0,97812690.0,22313492.0,30598194.0,4333000.0,178807794.0,0.0,0.0
2025-03-17,352426000.0,146540560.0,98320090.0,19504702.0,30597894.0,4334000.0,178810794.0,0.0,0.0
2025-03-18,356527000.0,145349834.0,98115090.0,19701492.0,30586894.0,4458000.0,178860794.0,0.0,0.0
2025-03-19,351476000.0,148901817.0,97910478.0,19984492.0,30660894.0,4661000.0,179022794.0,0.0,0.0
2025-03-20,349405000.0,149965818.0,97818652.0,19883485.0,31172894.0,4921000.0,178915794.0,0.0,0.0
2025-03-21,346636000.0,151674818.0,99153592.0,19032395.0,30603885.0,4893000.0,178861794.0,44543651.0,0.0
2025-03-24,352256000.0,149338819.0,97210792.0,21684571.0,30833808.0,4545000.0,178815794.0,0.0,0.0
2025-03-25,357877000.0,146103710.0,95926847.0,19869265.0,30456907.0,5190000.0,178857794.0,0.0,0.0
2025-03-26,362494000.0,147302710.0,94895647.0,18459035.0,30455907.0,5412000.0,179543245.0,41693651.0,0.0
2025-03-27,362846000.0,145985712.0,95850318.0,18786523.0,30447880.0,13261271.0,179487051.0,41243651.0,0.0
2025-03-28,362065000.0,144800385.0,99010318.0,18668523.0,0.0,13293271.0,179423051.0,0.0,0.0
2025-03-31,359962000.0,142617585.0,98619818.0,22913978.0,0.0,13241271.0,179420051.0,0.0,0.0
2025-04-01,356646000.0,143753890.0,98807818.0,27529992.0,30486880.0,13275271.0,179324051.0,0.0,0.0
2025-04-02,360895000.0,142682890.0,98597818.0,26203092.0,30447880.0,13192271.0,179327051.0,0.0,0.0
2025-04-03,360951000.0,148303831.0,97582818.0,23635988.0,30454880.0,13059271.0,179319051.0,0.0,0.0
2025-04-07,355625000.0,147573631.0,97365818.0,27547468.0,30917880.0,13054271.0,179976051.0,0.0,0.0
2025-04-08,353121000.0,147630635.0,96843818.0,29743297.0,30547458.0,13218271.0,179964051.0,0.0,17750965.0
2025-04-09,345956000.0,153091781.0,91985318.0,35339984.0,30486312.0,13441271.0,179967051.0,0.0,0.0
2025-04-10,340696000.0,156050782.0,91817318.0,36379227.0,30683312.0,13520271.0,179947051.0,0.0,0.0
2025-04-11,343773000.0,157274777.0,91762315.0,34474195.0,30591314.0,13480271.0,180099051.0,0.0,0.0
2025-04-14,348718000.0,155714779.0,92930863.0,32821595.0,30457306.0,13496271.0,0.0,0.0,17749025.0
2025-04-15,348154000.0,156409999.0,95060749.0,32371346.0,30391306.0,13362271.0,0.0,0.0,0.0
2025-04-16,350503000.0,157102999.0,93775749.0,32975943.0,30452306.0,13687271.0,0.0,0.0,0.0
2025-04-17,353080000.0,154761000.0,93864749.0,32836943.0,30430305.0,13511271.0,0.0,0.0,0.0
2025-04-22,357808000.0,151519999.0,94032749.0,31779743.0,30372300.0,13529271.0,179947051.0,0.0,0.0
2025-04-23,358674000.0,150319997.0,93360749.0,31696743.0,30372299.0,13578271.0,179948051.0,0.0,0.0
2025-04-24,356955000.0,151121997.0,93630749.0,32722390.0,0.0,13559271.0,179949051.0,0.0,0.0
