date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,DONGXING SECURITIES (HONG KONG) CO LTD,THE CORE SECURITIES COMPANY LTD
2024-03-04,57167800.0,63527555.0,133329361.0,5145915.0,30023527.0,0.0,226026891.0,0.0,0.0
2024-03-06,57299800.0,63549555.0,133182361.0,4912552.0,30253887.0,0.0,226325891.0,0.0,0.0
2024-03-07,57232800.0,63543555.0,133142361.0,5132544.0,30039895.0,1184000.0,226637891.0,0.0,0.0
2024-03-08,57273800.0,63548555.0,132959361.0,5195544.0,30021883.0,0.0,226896891.0,0.0,0.0
2024-03-11,57392800.0,63560555.0,132915361.0,4700247.0,30264180.0,0.0,227104891.0,0.0,0.0
2024-03-12,55529800.0,63005555.0,132891361.0,5051247.0,30246180.0,0.0,227607891.0,0.0,0.0
2024-03-13,57151800.0,63017555.0,132875361.0,0.0,30240180.0,0.0,228375891.0,0.0,0.0
2024-03-14,56984800.0,63022555.0,132851361.0,5073247.0,0.0,0.0,228643891.0,0.0,0.0
2024-03-15,56760800.0,63082555.0,132805680.0,5318544.0,30005980.0,0.0,228660891.0,0.0,0.0
2024-03-18,56758800.0,62823728.0,132677680.0,5344544.0,30269980.0,0.0,228850891.0,0.0,0.0
2024-03-19,56510800.0,62540879.0,132646680.0,5033331.0,30112883.0,0.0,0.0,0.0,0.0
2024-03-20,56217800.0,62943040.0,132481680.0,4723331.0,30174883.0,0.0,0.0,0.0,0.0
2024-03-22,56066800.0,63414123.0,132357680.0,4804331.0,30005988.0,0.0,0.0,0.0,0.0
2024-03-25,55971800.0,63507128.0,132327680.0,4782331.0,30018988.0,0.0,0.0,0.0,0.0
2024-03-26,55886800.0,63620907.0,132314680.0,4835331.0,30031988.0,0.0,0.0,0.0,0.0
2024-03-27,55796800.0,33674531.0,132176680.0,4902331.0,30167986.0,0.0,258850891.0,0.0,0.0
2024-03-28,55750800.0,33721531.0,132182680.0,4917331.0,30166986.0,0.0,0.0,0.0,0.0
2024-04-02,55789800.0,33588897.0,132174680.0,4933331.0,30163986.0,0.0,0.0,0.0,0.0
2024-04-03,55730800.0,33725648.0,132175680.0,4884331.0,30154986.0,0.0,0.0,0.0,0.0
2024-04-05,2146000.0,33780648.0,132172680.0,5012331.0,30049986.0,0.0,0.0,0.0,0.0
2024-04-08,55687800.0,33900042.0,132106680.0,5040331.0,30112986.0,0.0,0.0,0.0,0.0
2024-04-10,55657800.0,33945171.0,132160680.0,4713266.0,30096919.0,0.0,0.0,0.0,0.0
2024-04-11,55517800.0,34006171.0,132124680.0,4218266.0,30097919.0,0.0,0.0,0.0,0.0
2024-04-12,55524800.0,34050171.0,132109680.0,4219266.0,30086919.0,0.0,0.0,0.0,0.0
2024-04-15,55488800.0,34464171.0,132122680.0,4249266.0,30073919.0,0.0,0.0,0.0,0.0
2024-04-18,55783800.0,34764171.0,132197680.0,4254266.0,30025919.0,0.0,0.0,0.0,0.0
2024-04-19,55842800.0,35208171.0,132228180.0,3885266.0,30405919.0,0.0,0.0,0.0,69678194.0
2024-04-26,56188800.0,33234256.0,132229180.0,4029266.0,30406916.0,0.0,0.0,0.0,0.0
2024-04-29,56121800.0,33247750.0,132235180.0,4030266.0,30376910.0,0.0,0.0,0.0,0.0
2024-04-30,56058800.0,33268750.0,132197180.0,4044266.0,30386910.0,0.0,0.0,0.0,0.0
2024-05-03,56344800.0,32958127.0,132204180.0,4667200.0,30319898.0,0.0,0.0,0.0,0.0
2024-05-08,56351800.0,32835996.0,132217180.0,4869702.0,30334484.0,0.0,0.0,0.0,0.0
2024-05-09,56473800.0,32819382.0,132236180.0,4899702.0,30015564.0,1185000.0,0.0,0.0,0.0
2024-05-10,56470800.0,32844382.0,132230180.0,4930702.0,30029644.0,0.0,0.0,0.0,0.0
2024-05-14,58046800.0,32833053.0,131701235.0,4933702.0,30029839.0,0.0,0.0,0.0,0.0
2024-05-16,58043800.0,32708053.0,131615067.0,5761132.0,30019839.0,0.0,0.0,0.0,0.0
2024-05-17,58447800.0,32736053.0,131584495.0,5720132.0,0.0,1172000.0,0.0,0.0,0.0
2024-05-22,59680800.0,32910722.0,131518019.0,5043832.0,30440921.0,0.0,0.0,0.0,0.0
2024-05-23,59584800.0,32943722.0,131544764.0,5022832.0,30053839.0,0.0,0.0,0.0,0.0
2024-05-24,62095800.0,32896224.0,130649800.0,5599204.0,30059839.0,1159000.0,0.0,0.0,0.0
2024-05-27,66142800.0,32475555.0,130510635.0,4510702.0,30034487.0,1125000.0,258870891.0,0.0,69631494.0
2024-05-28,64848800.0,32644555.0,130788635.0,5429983.0,0.0,1124000.0,258920891.0,0.0,0.0
2024-05-29,65544800.0,31669555.0,130779270.0,6453118.0,30283780.0,0.0,0.0,0.0,69574284.0
2024-05-30,67459800.0,31459555.0,130819270.0,6417111.0,30079962.0,1134000.0,0.0,0.0,0.0
2024-05-31,67492800.0,32121497.0,130715270.0,5242408.0,30132735.0,0.0,0.0,0.0,69573554.0
2024-06-03,67035800.0,32273531.0,130793270.0,5309408.0,30124735.0,0.0,0.0,0.0,69573161.0
2024-06-04,66620800.0,32364389.0,130833270.0,5362408.0,30126735.0,0.0,0.0,0.0,69552371.0
2024-06-05,66307800.0,32455389.0,130899270.0,5415408.0,0.0,1133000.0,0.0,0.0,0.0
2024-06-12,66345800.0,32723389.0,130943076.0,5510599.0,0.0,0.0,258870891.0,0.0,0.0
2024-06-14,65965800.0,32783386.0,130912076.0,5552599.0,30134732.0,0.0,0.0,0.0,0.0
2024-06-17,65847800.0,32859386.0,130901076.0,8457599.0,0.0,0.0,255995891.0,0.0,0.0
2024-06-18,65853800.0,32989386.0,130942076.0,8460599.0,30131732.0,0.0,0.0,0.0,0.0
2024-06-19,65863800.0,33082386.0,130993076.0,8457599.0,30128732.0,0.0,0.0,0.0,0.0
2024-06-21,66018800.0,33505389.0,131006076.0,8164913.0,30016815.0,0.0,0.0,0.0,0.0
2024-06-25,65783800.0,33647389.0,131019663.0,8215913.0,0.0,0.0,255975891.0,0.0,69518371.0
2024-06-27,65697800.0,33662089.0,130379663.0,8262913.0,30057815.0,0.0,249372891.0,0.0,69511641.0
2024-06-28,65660800.0,33640189.0,130369663.0,8260913.0,30047815.0,0.0,0.0,0.0,69474641.0
2024-07-03,65799800.0,33675389.0,130377663.0,8264913.0,30034815.0,0.0,0.0,0.0,0.0
2024-07-04,65854800.0,33344389.0,130425663.0,8353913.0,30072815.0,0.0,0.0,0.0,0.0
2024-07-05,65918800.0,33278389.0,130378663.0,8327411.0,30119815.0,0.0,0.0,0.0,69458957.0
2024-07-08,65911800.0,32978989.0,130405663.0,8571913.0,30134815.0,0.0,0.0,0.0,69451957.0
2024-07-09,65925800.0,33077989.0,130443663.0,8357411.0,30151815.0,0.0,0.0,0.0,0.0
2024-07-15,65453800.0,33288989.0,130611870.0,8581448.0,30209815.0,0.0,0.0,0.0,69334957.0
2024-07-16,65523800.0,33365487.0,130574870.0,7760541.0,30224853.0,0.0,0.0,0.0,0.0
2024-07-17,65859800.0,33351487.0,130321870.0,7429541.0,30293853.0,1073000.0,0.0,0.0,0.0
2024-07-19,65972800.0,33436487.0,130400870.0,8267913.0,30237466.0,1083000.0,0.0,0.0,0.0
2024-07-22,66057800.0,35501607.0,130341870.0,7961913.0,30210466.0,0.0,0.0,0.0,0.0
2024-07-23,66330800.0,35594607.0,130181870.0,7962913.0,30485466.0,0.0,0.0,0.0,0.0
2024-07-24,66032800.0,35689607.0,130186870.0,8035913.0,30566466.0,0.0,0.0,0.0,0.0
2024-07-25,66109800.0,35670607.0,130101870.0,8065913.0,30613466.0,0.0,0.0,0.0,0.0
2024-07-26,65802800.0,35699607.0,130164870.0,8127913.0,30680466.0,0.0,0.0,0.0,0.0
2024-07-29,65902800.0,35923607.0,130169870.0,8140913.0,30310466.0,1088000.0,0.0,0.0,0.0
2024-07-30,65895800.0,35973607.0,130052702.0,8219913.0,30380466.0,0.0,0.0,0.0,0.0
2024-08-01,65301800.0,36062607.0,130137702.0,8100913.0,30473466.0,0.0,0.0,0.0,0.0
2024-08-02,64606800.0,36067607.0,130214702.0,8241913.0,30553466.0,0.0,0.0,0.0,0.0
2024-08-05,64708800.0,36074607.0,130238702.0,8321913.0,30598466.0,0.0,0.0,0.0,0.0
2024-08-06,64312800.0,36135607.0,130241702.0,8292913.0,30648466.0,0.0,0.0,0.0,0.0
2024-08-08,64633800.0,36035607.0,130114279.0,8307913.0,30700466.0,0.0,0.0,0.0,0.0
2024-08-09,64749800.0,36035507.0,130201279.0,8295913.0,30743466.0,0.0,0.0,0.0,0.0
2024-08-12,64769800.0,63792380.0,130192279.0,8728913.0,30337466.0,0.0,0.0,0.0,0.0
2024-08-13,64930800.0,63779380.0,124237279.0,8777913.0,30342466.0,1083000.0,0.0,0.0,0.0
2024-08-15,64950800.0,63772380.0,124254279.0,8765913.0,30375466.0,0.0,0.0,0.0,0.0
2024-08-16,65010800.0,0.0,124278279.0,8674913.0,30445466.0,0.0,0.0,0.0,69332957.0
2024-08-19,65122800.0,63661380.0,124146279.0,8727413.0,30519466.0,0.0,0.0,0.0,0.0
2024-08-20,65436800.0,63463380.0,124169279.0,8722413.0,30531466.0,1082000.0,0.0,0.0,0.0
2024-08-21,65432800.0,63398380.0,124172279.0,8740413.0,30576466.0,0.0,0.0,0.0,0.0
2024-08-22,65584800.0,63157380.0,124210279.0,8751413.0,30618466.0,0.0,0.0,0.0,0.0
2024-08-23,65562800.0,62994380.0,124189279.0,8805413.0,30628466.0,0.0,0.0,0.0,0.0
2024-08-26,65456800.0,63168180.0,124157279.0,8884413.0,30626466.0,0.0,0.0,0.0,0.0
2024-08-27,65287800.0,62995180.0,124124279.0,8936413.0,30656466.0,0.0,0.0,0.0,0.0
2024-08-28,65811800.0,62890180.0,123593561.0,8992667.0,30612466.0,0.0,0.0,0.0,0.0
2024-08-29,65773800.0,62822180.0,123274561.0,8969667.0,30642466.0,0.0,0.0,0.0,0.0
2024-08-30,64305800.0,63224180.0,122826885.0,9060667.0,30760466.0,0.0,0.0,0.0,0.0
2024-09-02,65340800.0,64387180.0,122680998.0,9678667.0,30352478.0,0.0,0.0,0.0,0.0
2024-09-03,67093800.0,64940180.0,122414998.0,9525167.0,30558478.0,0.0,0.0,0.0,0.0
2024-09-04,67583800.0,64497180.0,122424998.0,9489167.0,30441478.0,0.0,0.0,0.0,0.0
2024-09-05,67954800.0,64669180.0,122399998.0,9463167.0,30115478.0,0.0,0.0,0.0,0.0
2024-09-09,69037800.0,64969180.0,122355998.0,9408167.0,30361478.0,0.0,0.0,0.0,0.0
2024-09-10,69546800.0,65052180.0,122353998.0,10896907.0,30263478.0,0.0,0.0,0.0,0.0
2024-09-11,69604800.0,65875180.0,121898998.0,10954907.0,30273478.0,0.0,0.0,0.0,0.0
2024-09-12,69862800.0,65983180.0,121838998.0,10956907.0,30372478.0,0.0,0.0,0.0,0.0
2024-09-13,69569800.0,66127180.0,121810998.0,11048907.0,30406478.0,0.0,0.0,0.0,0.0
2024-09-16,70117800.0,66163180.0,121729998.0,11115907.0,30396478.0,0.0,0.0,0.0,0.0
2024-09-17,70229800.0,66183180.0,121735998.0,11103167.0,30392478.0,0.0,0.0,0.0,0.0
2024-09-23,70767800.0,65848781.0,121780761.0,12525167.0,30448478.0,0.0,0.0,0.0,69307957.0
2024-09-24,71209800.0,67864781.0,121886761.0,11842167.0,30463478.0,0.0,0.0,0.0,0.0
2024-09-25,71145800.0,68636781.0,122052761.0,11630167.0,30554478.0,0.0,0.0,0.0,0.0
2024-09-26,71086800.0,68686781.0,122213761.0,13144714.0,30561478.0,0.0,0.0,0.0,69268957.0
2024-09-27,71447800.0,68658781.0,122150761.0,13409714.0,30477478.0,0.0,0.0,0.0,0.0
2024-09-30,74348800.0,68672781.0,121910791.0,13389714.0,30549478.0,0.0,0.0,0.0,0.0
2024-10-02,74748800.0,69399981.0,122606791.0,12812914.0,30254506.0,1085000.0,0.0,0.0,0.0
2024-10-03,76581800.0,69082231.0,124722326.0,10352867.0,30315516.0,1120000.0,249434891.0,0.0,0.0
2024-10-04,0.0,69623231.0,125054326.0,10280867.0,30156491.0,1259000.0,249600891.0,0.0,0.0
2024-10-07,0.0,69360381.0,124289340.0,10431867.0,30269483.0,0.0,249742891.0,0.0,0.0
2024-10-08,0.0,69081381.0,124053340.0,10326867.0,30305513.0,1300000.0,249820891.0,0.0,0.0
2024-10-09,0.0,69169981.0,123283113.0,10375867.0,30380514.0,1360000.0,0.0,0.0,0.0
2024-10-10,81026800.0,68801181.0,122479113.0,10131867.0,30172947.0,1341000.0,249892891.0,0.0,0.0
2024-10-14,78760800.0,69277181.0,122550113.0,10729711.0,30159927.0,1338000.0,250106891.0,0.0,0.0
2024-10-15,77581000.0,69374181.0,122462113.0,9951434.0,30185927.0,0.0,250202891.0,0.0,0.0
2024-10-16,77915000.0,69426181.0,122529113.0,9934434.0,30312909.0,0.0,250352891.0,0.0,0.0
2024-10-17,77041000.0,69457181.0,122500113.0,9874434.0,30240909.0,0.0,250466891.0,0.0,0.0
2024-10-18,77476000.0,69442181.0,122530113.0,9938434.0,30226909.0,0.0,250509891.0,0.0,0.0
2024-10-21,78217000.0,68918181.0,122531113.0,10532434.0,30120909.0,0.0,0.0,0.0,0.0
2024-10-22,78037000.0,68865181.0,122620113.0,10571434.0,30071909.0,0.0,0.0,0.0,0.0
2024-10-23,77672000.0,70783881.0,122710113.0,11050325.0,0.0,0.0,250545891.0,0.0,0.0
2024-10-24,78100000.0,70113881.0,122681113.0,11000025.0,0.0,0.0,250581891.0,0.0,0.0
2024-10-25,78899000.0,68615383.0,122548113.0,11873523.0,30111909.0,0.0,250653891.0,0.0,0.0
2024-10-28,78538000.0,69245383.0,122499113.0,11382523.0,30111914.0,0.0,0.0,0.0,0.0
2024-10-29,79026000.0,68724383.0,122402113.0,11397523.0,30119914.0,0.0,250718891.0,0.0,0.0
2024-10-30,88756000.0,62679727.0,122466811.0,10207879.0,30071932.0,1356000.0,0.0,0.0,0.0
2024-10-31,107045000.0,57492687.0,123268811.0,10245932.0,30036404.0,1575000.0,0.0,0.0,0.0
2024-11-01,112673000.0,57888698.0,123350811.0,9330220.0,30114389.0,1365000.0,0.0,0.0,0.0
2024-11-04,117928000.0,57005398.0,123112811.0,7328167.0,30150666.0,1389000.0,0.0,0.0,69253957.0
2024-11-05,118241000.0,56282248.0,123259811.0,8585929.0,30014961.0,1393000.0,0.0,0.0,0.0
2024-11-06,115020000.0,57525248.0,123214811.0,9462009.0,0.0,1389000.0,0.0,0.0,0.0
2024-11-07,114006000.0,57943721.0,123421265.0,12512481.0,0.0,1363000.0,0.0,0.0,0.0
2024-11-08,111052000.0,57851419.0,123829265.0,14388025.0,31032965.0,0.0,0.0,0.0,69223957.0
