date,YUANTA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,FULBRIGHT SECURITIES LTD,LONG BRIDGE HK LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,ICBC (ASIA) SECURITIES LTD
2024-05-23,38.155854842093504,22.168395450578213,9.710071085850673,8.376814042429906,6.00401611896867,4.78228766201389,5.1120598912142174,2.2245775219038326,1.8414931752315715,1.6244302097155203
2024-05-27,38.19297031890203,22.184322991146306,9.629515824191609,8.384962449761044,6.009856426359077,4.7869395532517025,5.114487092190586,2.227650539594343,1.843284457264728,1.6260103473385739
2024-05-28,38.191442651474446,22.192526251389726,9.61458569120857,8.38462706254426,6.009616040187739,4.786748082109965,5.114282519587977,2.2366520398859313,1.8435743524990524,1.62594530911233
2024-05-29,38.19894328258871,22.196884765793705,9.607381564818276,8.384818984180153,6.010796302307375,4.787688178349022,5.115286942147859,2.227998919824226,1.8439364223814603,1.6262646376092111
2024-05-30,38.20867070895947,22.187985714038856,9.598914456123055,8.386954192704046,6.012326961886823,4.78890737134859,5.116589558734053,2.228566283567416,1.8444059839514853,1.6266787686862065
2024-06-04,38.20880970808622,22.188066431598028,9.59894937596461,8.38698470356159,6.012348834100171,4.788924792890098,5.116608172348907,2.2285743908572426,1.8440489042205948,1.6266846863725366
2024-06-05,38.20915721032772,22.18826822806534,9.598127194693719,8.387060981676667,6.0124035153297735,4.78896834729843,5.116654706978546,2.2285946593398798,1.844065675513198,1.6266994807767339
2024-06-07,38.20755875235205,22.187339994707038,9.597725662598117,8.386710113835099,6.01215198990881,4.788768003579571,5.120624096808489,2.2285014273722616,1.8439885300930454,1.626631428745522
2024-06-12,38.20790623183938,22.18754177796088,9.597812949326233,8.386786386955546,6.01220666755793,4.788811555135995,5.120670666437484,2.227612242318085,1.8440053002874779,1.6266462221809936
2024-06-13,38.206168897603064,22.186532898392432,9.601923585843384,8.38640503522603,6.011933289257221,4.788593805275129,5.120437826762688,2.227510951580238,1.8439214523655139,1.626572257694298
2024-06-17,38.2165952735936,22.19258755240773,9.577254157824022,8.388693665953191,6.013573932083037,4.789900601557518,5.121835182518537,2.22811883421737,1.8444246543068261,1.6270161455381678
2024-06-18,38.235377097908305,22.203494261326043,9.58196096919018,8.39281635060199,6.016529346825959,4.792254633122583,5.1243523457529445,2.225573435095329,1.7998258056941698,1.6278157544824998
2024-06-19,38.2322455119519,22.268290041615742,9.555149277025436,8.392128955110874,6.01603657598809,4.791862133860181,5.114832331236924,2.2162908388033813,1.7996783948499493,1.6134859395575245
2024-06-20,38.3152315174973,22.33358839124729,9.393488088734617,8.411256718070412,6.029094842327696,4.8062760662956014,5.114990382887833,2.2211014671454095,1.7853445972258575,1.589627928567976
2024-06-21,38.31984464829238,22.334453108539147,9.392065132425657,8.412269428312648,6.0298207417150165,4.806854739038866,5.108309291458666,2.221368886424147,1.7851947049804306,1.5898193188130443
2024-06-24,38.3536382185259,22.282759029930116,9.548058445204198,8.419688054884812,6.035138330358732,4.807076963807246,4.952322699324895,2.223327871022517,1.7867690355445802,1.5912213513969975
2024-06-25,38.48320550482414,22.35895124746152,9.269055424719497,8.448131670234506,6.055526396060445,4.823316359759164,4.969052768304759,2.230838776693533,1.7653249940230666,1.5965968579193677
2024-06-26,38.53283206043157,22.43382729931734,9.106009313109986,8.459026076524525,6.063335384773423,4.829536334795023,4.975460679763476,2.233715586022447,1.7676014935462183,1.5986557717159913
2024-06-27,38.63438857852265,22.492953537025542,8.866450559808722,8.481320550842588,6.079315814883786,4.842264983791986,4.988573924638481,2.239602731222843,1.772260155872819,1.6028691633905787
2024-06-28,38.655646206802004,22.46208458199879,8.871329107576459,8.485987190233587,6.082660809862103,4.844929321777983,4.979541362148714,2.240835017900733,1.7732352987181954,1.603751102981431
2024-07-02,38.669593671043366,22.59776240640259,8.874529999493758,8.489049045732143,6.083014630419675,4.846677435833713,4.871069138972879,2.2085076419666154,1.7554662727176498,1.604329757417609
2024-07-03,38.756207293864335,22.59874705606145,8.815072227393365,8.508063139813672,6.096639597345773,4.857533207811389,4.78696170781185,2.2134543411620036,1.7593982326682391,1.607923196067922
2024-07-04,38.74405517790891,22.678349273802574,8.84772125528083,8.505395413091934,6.1192588719293735,4.868367782637845,4.7227501897455335,2.175502860246766,1.731180148052238,1.6074190273039901
2024-07-05,38.73919646504371,22.73470400181469,8.888290549506078,8.504328790769426,6.093963667480265,4.878638023832554,4.740599898753599,2.0867085975529354,1.726352556932658,1.6072174483140813
2024-07-08,38.753204297425214,22.69422031914295,8.90386508143689,8.507403898750198,6.096167203675707,4.880586592822928,4.742314067730477,2.087463137319653,1.7269767943834973,1.607798607312486
2024-07-09,38.755635258661485,22.692138450936927,8.904423614628103,8.507937562210396,6.096549611954727,4.880892748585593,4.742611549754941,2.0848266134574636,1.7270851264225944,1.6078994633877697
2024-07-10,38.755492252499245,22.703124553170724,8.905313244042814,8.507906168388795,6.095604629773982,4.8808747383598385,4.73336918729884,2.0848189205619416,1.727078753573481,1.6064175523303388
2024-07-11,38.76986965047872,22.67537201522667,8.907694082362442,8.511062406275235,6.0978659591648405,4.882685430845542,4.735125158611144,2.085592340523705,1.7277194601453456,1.6070134963663627
2024-07-12,38.736624698609106,22.747025277648437,8.900055783247506,8.504133031519839,6.092637072347644,4.884952814748907,4.721844443112613,2.083803956461406,1.7262379501270106,1.6026849721775291
2024-07-15,38.740553923896556,22.74933260792387,8.898192162811391,8.505180069067588,6.093255075176703,4.886001595286068,4.714208650507863,2.0840153258118206,1.7264130499933146,1.602847539524826
2024-07-16,38.73773194507452,22.747675477905517,8.899480325008945,8.504560526092552,6.092811224094626,4.885645684189561,4.719213221653002,2.083863519848339,1.7262872928584336,1.602730783274506
2024-07-17,38.73923218642633,22.74855645368019,8.918266969852889,8.503967792918647,6.093047187505187,4.8869414153485256,4.719395988130739,2.0614450032365683,1.7263541488009946,1.6027928540999299
2024-07-18,38.72737630598425,22.73901332394309,8.911850326415403,8.501549574397085,6.091182451553907,4.888948704570553,4.751137061284238,2.0608141119122725,1.725825809770154,1.6023023301690427
2024-07-19,38.73923218642633,22.70853734778447,8.928410061208945,8.510238067575118,6.093047187505187,4.8904453923624365,4.7365470335146185,2.0643957207219668,1.7263541488009946,1.6027928540999299
2024-07-22,38.74580604225038,22.723089040097832,8.93914772507189,8.511682212823413,6.09408114743364,4.891275276722819,4.700460574491514,2.0647460384506844,1.726647102549299,1.6030648401085308
2024-07-23,38.74473406570706,22.722460362547125,8.941667097040748,8.511446720918393,6.093912543068149,4.891139950273349,4.700330527294324,2.0646889133177417,1.72659933156757,1.6030204882655434
2024-07-24,38.74051820007635,22.7244141248158,8.940694142446928,8.516975487944997,6.093249456404468,4.890607738882342,4.699819078128371,2.0644642517930816,1.7264114580163512,1.6028460614913052
2024-07-25,38.723449753162434,22.75846050045902,8.93675501694128,8.513223046038249,6.0905648690599525,4.888453016063798,4.6977484137137715,2.063554682171286,1.7256508289981602,1.602139873392053
2024-07-31,38.72116557971148,22.796196824296675,8.936227866114649,8.512720878018927,6.0902056059606196,4.888164661728977,4.665212887147139,2.062511290447452,1.725549038330378,1.6020453682437041
2024-08-01,38.74394798727348,22.80407617466685,8.925808087794532,8.517729515377876,6.093788905796099,4.916309309724721,4.602849633420943,2.0659381196108266,1.726564301194264,1.6029879651404066
2024-08-02,38.81625751850175,22.880452357414097,8.951706041595447,8.533626527953581,6.105162011586115,4.9977363650642594,4.605896538024448,1.773396283942975,1.7297866639564643,1.6059796919608622
2024-08-05,38.79869230342993,22.882104135498054,8.94950222567001,8.529764873201454,6.102399290740843,5.02687427273231,4.603812267966975,1.7725937829002052,1.7290038972313033,1.6052529506289135
2024-08-06,38.789414253253916,22.91688787244513,8.947269774411653,8.527725124390741,6.100940005299706,5.024933545937092,4.602711344232508,1.7566585632257665,1.7285904352314096,1.6048690815720739
2024-08-07,38.788769611586034,22.91890754013722,8.94712107964476,8.52758340204063,6.100838613716038,5.02411141384382,4.6026348517261155,1.7566293692993333,1.7285617077694795,1.6048424102365715
2024-08-08,38.797509911317604,22.92721172679948,8.93990227667098,8.529504928185082,6.102213319813492,5.025243500271967,4.622141694209648,1.722117406517782,1.7289512057499956,1.6052040304639688
2024-08-09,38.78418611091878,22.92856978005493,8.997022779200996,8.526575734496527,6.1001177040781,5.0235177363890235,4.617230953864617,1.6897689768976896,1.7283574511297286,1.6046527729696047
2024-08-12,38.77767081069257,22.932102155514965,8.99551138214909,8.52514336717411,6.099092953986821,5.0228584456256975,4.616455311808028,1.6894851150121792,1.737297248402493,1.6043832096340527
2024-08-13,38.77709814172304,22.916441685288202,8.995378536361144,8.525017467784975,6.0990028825306455,5.026291670012544,4.607157130686722,1.6935213670007006,1.7557316025227452,1.6043595160892838
2024-08-14,38.78210956878304,22.9194033322779,8.996541070062024,8.526119213538845,6.099791097986399,5.04189579269683,4.607752544810544,1.6473996176437737,1.7744209038635335,1.6045668583371104
2024-08-15,38.77910255712053,22.918180081172864,8.995843513786186,8.525458131916515,6.099318144266901,5.043535570125359,4.616625760245604,1.6432104725360843,1.7742833222721386,1.6044424465578146
2024-08-16,38.76829548506048,22.91179317669879,8.993336526190193,8.52308223267437,6.097618368708526,5.047666769096468,4.609986997874812,1.6427525379059473,1.8014725898775366,1.6039953159128848
2024-08-19,38.80367347353468,22.86897063862763,9.005422649884869,8.530859967063243,6.103182747272743,5.053011921332322,4.6132702060902515,1.6130328323855316,1.803116522780025,1.6054590410287055
2024-08-20,38.81514577853415,22.889960004102143,9.008085102844616,8.533382115578814,6.104987153084784,5.0545058441684425,4.621286243683946,1.5630644489223096,1.8036496141305904,1.605933694950206
2024-08-21,38.244583680309155,23.103413869023584,9.092087459353706,8.612957763290535,6.161917488606915,5.101640212577667,4.664380744917057,1.577640365511241,1.8204690398102876,1.6209093765998577
2024-08-22,38.24394174074651,23.103399078124433,9.091934847661134,8.612813193842848,6.161814060141051,5.103606094487117,4.664302452770895,1.5768678797328184,1.8204384830363147,1.6208821694568805
2024-08-23,38.236311443389994,23.082940127336276,9.09012085665299,8.578463592434408,6.1605846765735,5.152560197577273,4.681831785215827,1.5765532685743802,1.8200752755238938,1.620558776721459
2024-08-26,38.62712281055361,23.23297301319248,9.183030513091234,8.666143626364622,6.223551694810693,5.210875345305493,3.78783526302554,1.592667138219208,1.8386781710417137,1.6371224243954035
2024-08-27,38.63694815967653,23.215518841306075,9.185366345382965,8.668347981244896,6.22513474225862,5.212200804355465,3.7867261564376227,1.5930722553889838,1.8391458645596535,1.6375388493891967
2024-08-28,38.63287185269545,23.22437341215901,9.184397263332214,8.667433446089472,6.224477972989394,5.212404494043329,3.7848194630094865,1.5929041817738225,1.8389518294848355,1.6373660844229796
2024-08-29,38.04943309016654,22.88384123741373,9.045693275849112,8.53653671484542,6.130475079810847,5.145190335302975,3.727660616721451,3.057351550895709,1.8111797346782192,1.6126383643159925
2024-08-30,38.046538638870516,22.90881799872535,9.050571319633784,8.511210704091033,6.130008729589598,5.144798936492932,3.727377050549055,3.0571189756786765,1.8110419567639475,1.612515689605109
2024-09-02,38.03919859092094,22.92573118236685,9.048825257315533,8.507528166277266,6.128826110628289,5.14380638704597,3.7266579542197706,3.0565291874700296,1.8106925653271204,1.6122045984282352
2024-09-03,38.043503467902994,22.937601864142803,9.049849308321019,8.50849095896307,6.12951970679824,5.144574032795036,3.706301036428519,3.056875093341645,1.810897480494495,1.6123870508121765
2024-09-04,38.03658791068654,22.96403811820353,9.048204224535695,8.506944283428783,6.128405481230727,5.148647082009784,3.7056273041341092,3.0388833499501495,1.8105682951146558,1.6120939507060215
2024-09-05,38.029392755573156,22.978610552943216,9.046492629556512,8.50533507537353,6.127246207214383,5.147673143062733,3.7049263326561137,3.0383085024605236,1.8102258006785796,1.6117890004812556
2024-09-09,38.02403342910732,22.985756285341573,9.045217744425313,8.504136453358626,6.126382719517588,5.14713313140135,3.7079273601148177,3.0378803260951193,1.8099706929753072,1.6115618576629849
2024-09-10,38.02304634951127,22.98775552586711,9.035711736134225,8.503915691413663,6.12622368253927,5.146999515116228,3.717102304913087,3.037801464664211,1.809923707293375,1.611520022547559
2024-09-11,38.03926915481997,22.931524306937167,9.039566887322623,8.507543948007186,6.128837479791755,5.164035768711004,3.730560432741671,3.035758508332336,1.8106959242182665,1.612207589118016
2024-09-12,38.04131562177961,22.93275799538258,9.040053205156152,8.508001643646038,6.129167203881676,5.164499100725264,3.721485477571003,3.0396320904265037,1.810793337482643,1.612294323948535
2024-09-13,38.0475269385805,22.936502414383323,9.041529248595669,8.509390814674626,6.1301679631510835,5.165342350741941,3.712815945598679,3.0330777473177384,1.81108900052416,1.6125575764322788
2024-09-16,38.082857049999305,22.864942915643297,9.049925017294774,8.517292451121955,6.13586030466657,5.170138776040821,3.7162635862626114,3.0358941977779117,1.8127707386376826,1.6140549625550764
2024-09-17,38.08250342410103,22.865659168465772,9.049840982426817,8.517213362118996,6.135803328922627,5.170090767695058,3.716229078162361,3.0358660073821295,1.8127539057965967,1.614039974928616
2024-09-23,38.08476674334013,22.840273721492373,9.05112173251701,8.517719557120186,6.136167991969251,5.181355811009963,3.725736190650418,3.0358607099709247,1.8128616413817566,1.6141359005479816
2024-09-24,38.07691700639598,22.83408056760714,9.04925618545646,8.515963950781881,6.134903252581277,5.190872012648979,3.7364808468799526,3.0352349818909037,1.8124879883908669,1.6138032073665634
2024-09-26,38.03926915481997,22.88403550900664,9.05273760862367,8.507543948007186,6.128837479791755,5.196684317288241,3.7327864701446645,3.03223394911093,1.8106959242182665,1.615175638988674
2024-09-27,38.03108548833854,22.855002081824512,9.104574357300436,8.505713657788853,6.127518938111855,5.196864559000947,3.7410711056667356,3.013035281593426,1.8103063759469056,1.614828154427795
2024-09-30,38.02833487411204,22.80476123802574,9.1039158651372,8.50509847847716,6.127075762731824,5.196674143384217,3.7964354694986087,3.0128173625515666,1.810175444778151,1.6147113613034896
2024-10-02,38.01275557256875,22.846396471965456,9.100000834182191,8.501614142539491,6.124565645967516,5.194730563786668,3.784869974168158,3.011583083155915,1.809433859084383,1.6140498525814693
2024-10-03,38.014164938764125,22.8372329706978,9.100338227074666,8.501929349564032,6.124792721212464,5.195108545030361,3.7850103025320223,3.011694741027806,1.809500945904987,1.620227258191741
2024-10-04,37.997329847249105,22.864549506688817,9.096308018148145,8.498164154172137,6.122080273204248,5.1885459526617685,3.7938960789890848,3.010360970927577,1.808699583726707,1.6200656142324146
2024-10-07,38.00310422313341,22.852827391294277,9.097690365325365,8.49945560265944,6.123010633122524,5.189334445293859,3.794472629554984,3.0108184492783843,1.80897444807376,1.6203118122639981
2024-10-08,38.0102894331729,22.854553088081143,9.080874277436557,8.501062586482862,6.124168304801519,5.190686311309571,3.795190046813121,3.0132413197388996,1.809316469117335,1.6206181630460874
2024-10-09,37.98909383617411,22.985754552957513,9.054691067672126,8.496322157000963,6.120753297831643,5.187791839921895,3.728974325960357,3.0115610523790424,1.8083075438159346,1.6167503262864111
2024-10-10,37.9722106229972,23.006093219499412,9.044556146781686,8.49254619912171,6.118033096523967,5.188449085368959,3.7443532863665023,3.0102226464812376,1.8075038910127559,1.6160318058465648
2024-10-14,37.97832905353285,22.993687255701797,9.046013488548255,8.493914595987142,6.119018890079351,5.189285095830181,3.7449566108795524,3.0107076811383497,1.8077951326028192,1.6162921956997034
2024-10-15,37.95035510213524,22.99581280218382,9.039350405996252,8.487658176602586,6.114511763481158,5.1974923080482105,3.7755106761977473,3.0084900640803203,1.8064635528720476,1.6243551484026186
2024-10-16,37.94754592854069,22.994110598609304,9.039236459697156,8.487029900393708,6.114059153092052,5.2039546428191406,3.7752312041119405,3.0082673686450674,1.8063298342362515,1.624234909854685
2024-10-17,37.89642149927971,22.940955246333207,9.174903646509513,8.475595839266392,6.105822051666355,5.206183995202423,3.7701450638645073,3.004214512300259,1.8038962755021422,1.6218618700754843
2024-10-21,37.893340207576266,22.939089957414804,9.174157651152498,8.483037528377041,6.1053255979621195,5.205760689493958,3.769838519968105,3.003970244876425,1.8037496038532719,1.6217299993255112
2024-10-22,37.878291099081856,22.93090342846007,9.170514190505305,8.479668541863122,6.10290090521099,5.20554043432764,3.8052849692121122,3.002777236451159,1.80303325572095,1.6210859391667922
2024-10-23,37.87997040685039,22.92748662350845,9.170920758892493,8.480044482087555,6.103171473090462,5.2057712183529254,3.8054536738823828,3.00291036249761,1.8031131919499983,1.6211578088877354
2024-10-24,37.87997040685039,22.91160016366748,9.186622492456241,8.480044482087555,6.103171473090462,5.205955944630146,3.8054536738823828,3.00291036249761,1.8031131919499983,1.6211578088877354
2024-10-25,37.87346391853493,22.926134186129623,9.185229238255042,8.47858789936733,6.102123156171245,5.205246433317419,3.804615332048475,3.002394564808855,1.8028034785371083,1.619401792829973
2024-10-28,37.87416343368281,22.926557627148384,9.185398887564194,8.47874449715519,6.102235861140381,5.205342573156553,3.804685602517064,3.0024500184236214,1.8028367759493706,1.617584723262431
2024-10-29,37.87066611631757,22.929981005569054,9.19378474886629,8.477961566057127,6.101672377923614,5.204861909471268,3.798793849017821,3.0021727708322365,1.802670301186852,1.617435354758165
2024-10-30,37.870596176558315,22.92993865835112,9.193767769732887,8.477945908910007,6.101661109320736,5.205036977665657,3.7987868333839665,3.002167226402672,1.8026669720051969,1.6174323676694513
2024-10-31,37.87129558577601,22.927407193994817,9.193937563889113,8.478102482983681,6.101773797222538,5.205317790330132,3.7988569908886163,3.0031460914869,1.802700264375108,1.6174622390530886
2024-11-01,37.87199502082812,22.92783063428112,9.203341733531195,8.478259062840806,6.101886489286747,5.205413925982837,3.7939405916090982,3.003201555806525,1.802733557974755,1.6113974278587992
2024-11-06,37.871925076160316,22.929635159980535,9.203324736151473,8.47824340459483,6.101875219893011,5.205404312257771,3.792271401303706,3.003196009282371,1.8027302285594502,1.6113944518165355
2024-11-07,37.86842817214568,22.927517952231412,9.211708446713013,8.477460566031986,6.101311803274753,5.204923671276338,3.7919212419426174,3.002918709193703,1.80256377347271,1.6112456637177948
2024-11-11,37.864512406231974,22.925147143681475,9.225527986151183,8.47658395845355,6.10068090017311,5.204570109636468,3.7869128678592037,3.002608193883439,1.8023773802654357,1.6110790536641661
2024-11-12,37.852979588446225,22.948991882450127,9.222718063971277,8.47400215052771,6.098822747599115,5.2029848955425,3.785759445477662,3.0016936559432557,1.801828410040103,1.6102191600020306
2024-11-13,37.84222196181268,22.990819948641906,9.220097013830514,8.471593881688156,6.097089492813466,5.201506233373902,3.764752994889104,3.0008405896861214,1.8013163394579812,1.609761543806164
2024-11-14,37.85249047273157,22.95884792273706,9.22259889300017,8.4738926540584,6.098743941912505,5.20291766538775,3.7768500990799003,3.001654869682474,1.8018051277886125,1.6101983536215618
2024-11-18,37.83926918900167,22.9510526029283,9.235337047914031,8.47101547557428,6.0966732082407225,5.201151095598323,3.7940206876126212,3.0006357044463328,1.8011933528750173,1.6096516358087054
2024-11-19,37.81965863118649,22.950224041150904,9.230366313506376,8.46662529198201,6.093513549901835,5.246777247120294,3.7920544006403545,2.999080596717629,1.8002598674473143,1.6014400603467913
2024-11-20,37.83035863357831,22.936535536354555,9.231915888669452,8.469061984877598,6.095267261760357,5.259540977799753,3.7746970492220644,2.9999437314532877,1.8007779818409408,1.601900954443693
2024-11-21,37.826754659029596,22.943685810078538,9.231081411382744,8.468296462319623,6.094716307641224,5.259065565378602,3.7743558525528393,2.9996725651065086,1.8006152086590388,1.6017561578512893
2024-11-22,37.82333578964163,22.95083479128604,9.230247084940002,8.467531078141038,6.0941654531151,5.258590238895197,3.774014717559899,2.9994014477770103,1.8004524649007685,1.6014269337433125
2024-11-25,37.81845746108242,22.948210404396136,9.247634882474937,8.466562831114148,6.093468596200504,5.257988928511159,3.77358316573021,2.9990584715886195,1.8002465863831567,1.594788672518713
2024-11-27,37.829132156505715,22.92646164886851,9.250245133986594,8.468952616038543,6.095188547930498,5.25947305647721,3.7746483030640134,2.999904990402186,1.8007547267274913,1.5952388199992438
2024-11-29,37.750226212688716,22.879560958681548,9.386146670508216,8.451287640364628,6.082474891081927,5.248502577858128,3.8192434048530557,2.9936476347311727,1.7969986201716364,1.591911389060971
2024-12-02,37.72487643696928,22.846903266221872,9.445891213019628,8.445612489041917,6.078390428820979,5.244978139025312,3.8350763547319144,2.9916373607874918,1.795791911853312,1.590842399528285
2024-12-03,37.701016285387276,22.850839090445263,9.439733035480357,8.440270825576746,6.074545981053241,5.241660806133565,3.877696419788837,2.9897452161962152,1.7946561131105871,1.5898362268279116
2024-12-04,37.70087765182402,22.850755063711805,9.440066042219584,8.440239789150286,6.074523643831662,5.241641531583791,3.877682160786697,2.9897342223537837,1.7946495138303475,1.5898303807080234
2024-12-05,37.700946968478206,22.85079707700129,9.439899539156103,8.440255307334983,6.074534812421917,5.241651168840958,3.8776892902746587,2.9897397192648927,1.7946528134644009,1.5898333037625931
2024-12-06,37.69879827071588,22.84949473686146,9.445060849437743,8.439774270142271,6.074188605220026,5.241352430346491,3.8774682883378118,2.989569324419106,1.7945505304504579,1.589742694068754
2024-12-09,37.69900619850475,22.84962076329029,9.44456139350991,8.43982081973226,6.074222107418074,5.2413813390351365,3.877489674521047,2.9895858133940285,1.794560428297098,1.5897514622974087
