date,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,SOOCHOW SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-13,85.13386566463129,14.866134335368717,0.0,0.0,0.0,0.0
2024-03-26,96.40676373884453,3.593236261155472,0.0,0.0,0.0,0.0
2024-03-27,93.77655055225149,6.2234494477485125,0.0,0.0,0.0,0.0
2024-04-08,93.7553101104503,6.2234494477485125,0.0,0.0,0.021240441801189464,0.0
2024-04-09,87.17077315208157,12.807986406117248,0.0,0.0,0.021240441801189464,0.0
2024-04-10,93.7553101104503,6.2234494477485125,0.0,0.0,0.021240441801189464,0.0
2024-04-18,95.50691244239631,4.4738863287250386,0.0,0.0,0.019201228878648235,0.0
2024-05-06,77.64976958525345,22.331029185867894,0.0,0.0,0.019201228878648235,0.0
2024-05-08,83.60215053763442,16.378648233486942,0.0,0.0,0.019201228878648235,0.0
2024-06-17,92.95314900153609,7.027649769585254,0.0,0.0,0.019201228878648235,0.0
2024-06-18,53.863688169591974,46.124914520173235,0.0,0.0,0.011397310234784592,0.0
2024-06-24,50.330521996808756,49.65808069295646,0.0,0.0,0.011397310234784592,0.0
2024-06-25,99.68397291196388,0.2934537246049661,0.0,0.0,0.02257336343115124,0.0
2024-07-09,99.95798319327731,0.02100840336134454,0.0,0.0,0.02100840336134454,0.0
2024-07-10,99.95799201848351,0.021003990758244065,0.0,0.0,0.021003990758244065,0.0
2024-07-15,93.86587771203155,6.11439842209073,0.0,0.0,0.01972386587771203,0.0
2024-07-19,81.6370808678501,18.34319526627219,0.0,0.0,0.01972386587771203,0.0
2024-07-25,84.48333333333333,15.5,0.0,0.0,0.016666666666666666,0.0
2024-08-07,82.69516728624535,17.286245353159853,0.0,0.0,0.01858736059479554,0.0
2024-08-14,83.63796133567662,16.34446397188049,0.0,0.0,0.01757469244288225,0.0
2024-08-15,93.67647058823529,6.302521008403361,0.0,0.0,0.02100840336134454,0.0
2024-08-16,93.67647058823529,6.302521008403361,0.0,0.0,0.02100840336134454,0.0
2024-08-19,93.25112107623318,6.726457399103139,0.0,0.0,0.02242152466367713,0.0
2024-08-22,93.67647058823529,6.302521008403361,0.0,0.0,0.02100840336134454,0.0
2024-09-23,77.78026905829596,22.19730941704036,0.0,0.0,0.02242152466367713,0.0
2024-09-24,91.23318385650224,8.74439461883408,0.0,0.0,0.02242152466367713,0.0
2024-09-25,93.25112107623318,6.726457399103139,0.0,0.0,0.02242152466367713,0.0
2024-09-26,63.89423076923077,36.08173076923077,0.0,0.0,0.02403846153846154,0.0
2024-09-27,91.97943444730076,7.994858611825192,0.0,0.0,0.025706940874035987,0.0
2024-09-30,84.01028277634961,15.96401028277635,0.0,0.0,0.025706940874035987,0.0
2024-10-02,68.58611825192801,31.388174807197945,0.0,0.0,0.025706940874035987,0.0
2024-10-03,63.83333333333333,36.138888888888886,0.0,0.0,0.027777777777777776,0.0
2024-10-04,59.34593459345935,40.624062406240625,0.0,0.0,0.030003000300030006,0.0
2024-10-07,90.68980110029624,9.267879813796021,0.0,0.0,0.04231908590774439,0.0
2024-10-08,51.33305120609395,48.62462970799831,0.0,0.0,0.04231908590774439,0.0
2024-10-09,11.976301311891662,87.98137960220059,0.0,0.0,0.04231908590774439,0.0
2024-10-10,75.97035991531405,23.994354269583628,0.0,0.0,0.035285815102328866,0.0
2024-10-14,82.14472994231777,17.829050865233352,0.0,0.0,0.026219192448872573,0.0
2024-10-16,83.95457192778102,16.016307513104252,0.0,0.0,0.029120559114735003,0.0
2024-10-17,86.16967871485943,13.805220883534137,0.0,0.0,0.0251004016064257,0.0
2024-10-22,90.72410147991543,9.249471458773785,0.0,0.0,0.026427061310782242,0.0
2024-10-23,98.91649048625793,1.0570824524312896,0.0,0.0,0.026427061310782242,0.0
2024-10-25,90.72410147991543,9.249471458773785,0.0,0.0,0.026427061310782242,0.0
2024-10-28,98.91649048625793,1.0570824524312896,0.0,0.0,0.026427061310782242,0.0
2024-11-04,98.04063860667634,1.9351717464925013,0.0,0.0,0.024189646831156264,0.0
2024-11-05,90.54184808901789,9.433962264150944,0.0,0.0,0.024189646831156264,0.0
2024-11-08,67.79568918674154,7.06393769244702,25.122260460061586,0.0,0.018112660749864156,0.0
2024-11-11,75.33296337402886,5.410654827968924,19.24250832408435,0.0,0.013873473917869035,0.0
2024-11-12,65.86021505376344,7.4884792626728105,26.632104454685102,0.0,0.019201228878648235,0.0
