date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,UBS SECURITIES HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,1.1172345313880943,0.0,0.0,0.5866484575395849,0.0,0.2064944197558489,0.5039534013358292,0.0,2.4143308100193575
2024-03-04,0.0,0.0,1.1161400379971622,0.9282520058871584,0.0,0.5804463283243032,0.6014849235055529,0.20661603013261914,0.5029805183216673,0.06652087609331529,4.002440720261778
2024-03-05,0.0,0.0,1.116018427620392,0.9276439540033071,0.0,0.5847026915112612,0.5954044046670415,0.20661603013261914,0.5029805183216673,0.06652087609331529,3.999886902349604
2024-03-06,0.0,0.0,1.105924766348463,0.9263062398588348,0.0,0.5926073660013261,0.5939450801457986,0.2126965489711306,0.5029805183216673,0.06749375910747712,4.001954278754698
2024-03-07,0.0,0.0,1.1019116239150453,0.9293464992780904,0.0,0.5971069499418247,0.5939450801457986,0.2126965489711306,0.5018860249307353,0.08062767979866187,4.017520406981287
2024-03-08,0.0,0.0,1.1015467927847347,0.9366431218843041,1.1258688681387805,0.5985662744630674,0.593580249015488,0.21257493859436036,0.5020076353075056,0.07989801753804049,5.150685897726282
2024-03-11,0.0,0.0,1.0699280948244752,0.9417507577086537,1.1258688681387805,0.5962556773044331,0.5934586386387177,0.21257493859436036,0.5018860249307353,0.07612809585816338,5.117851095998319
2024-03-12,0.0,0.0,1.0458492402239699,0.9424804199692752,1.1258688681387805,0.6085383253582262,0.593580249015488,0.21257493859436036,0.5018860249307353,0.08062767979866187,5.111405746029497
2024-03-13,0.0,0.0,1.0459708506007401,0.9424804199692752,1.1258688681387805,0.6005120404913911,0.5933370282619475,0.21257493859436036,0.501764414553965,0.07941157603095958,5.101920136641419
2024-03-14,0.0,0.0,1.0244458139124095,0.9424804199692752,1.1208828426912012,0.5974717810721353,0.5968637291882841,0.21257493859436036,0.501764414553965,0.08111412130574278,5.0775980612873735
2024-03-15,0.0,0.0,1.0232297101447072,0.9424804199692752,1.1208828426912012,0.5984446640862972,0.5968637291882841,0.21257493859436036,0.5016428041771949,0.08111412130574278,5.077233230157063
2024-03-18,0.0,0.0,1.0176356328132767,0.942358809592505,1.1208828426912012,0.6072006112137537,0.5984446640862972,0.21257493859436036,0.5012779730468842,0.08318149771083667,5.0835569697491145
2024-03-19,0.0,3.0564335993661667,1.0176356328132767,0.942358809592505,1.1208828426912012,0.6073222215905238,0.6001472093610803,0.2126965489711306,0.5012779730468842,0.08524887411593057,8.144003711548699
2024-03-20,0.0,3.0594738587854224,1.0176356328132767,0.9468583935330033,1.1199099596770394,0.6065925593299025,0.600998481998472,0.21281815934790083,0.5012779730468842,0.08512726373916034,8.150692282271061
