date,ELSTONE SECURITIES LTD,CITIBANK N.A.,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,KINGKEY SECURITIES GROUP LTD,BANK OF CHINA (HONG KONG) LTD,CNI SECURITIES GROUP LTD
2024-07-25,49.431468961278426,0.0,0.0,20.344191763982792,18.423478795328826,11.800860479409957,0.0,0.0,0.0,0.0
2024-08-05,41.86751136207134,0.0,0.0,18.234402974796858,16.512877014185374,10.71477757884589,0.0,0.0,6.583115273378322,6.087315796722215
2024-08-12,41.902136457615434,0.0,0.0,18.24948311509304,16.52653342522398,10.640937284631288,0.0,0.0,6.588559614059269,6.092350103376981
2024-08-20,41.919470490899066,0.0,0.0,18.257032542746828,16.533370104798674,10.603971318257033,0.0,0.0,6.591285162713733,6.094870380584666
2024-08-22,39.097744360902254,0.0,0.0,19.144013880855987,17.33661075766339,11.119144013880856,0.0,0.0,6.91150954308849,6.390977443609022
2024-09-03,36.04852686308492,0.0,0.0,17.650979869350753,15.98453539528063,10.185308625516598,7.865617917610986,0.0,6.372483668844155,5.892547660311958
2024-09-09,36.04852686308492,0.0,0.0,17.637648313558195,15.98453539528063,10.198640181309159,7.865617917610986,0.0,6.372483668844155,5.892547660311958
2024-09-12,36.04372167422021,0.0,0.0,17.63529725406558,15.982404692082111,10.210610503865636,7.86456944814716,0.0,6.371634230871767,5.891762196747534
2024-09-23,36.01971493272945,0.0,0.0,17.623551352071402,15.971759690955109,10.270414280005328,7.859331290795257,0.0,6.367390435593447,5.887838017850007
2024-10-07,36.034115138592746,0.0,0.0,17.603944562899787,15.978144989339018,10.287846481876333,7.862473347547974,0.0,6.343283582089552,5.890191897654584
2024-10-08,35.858114415255365,0.0,0.0,17.61568209094546,15.98879850646753,10.214695292705695,7.961061474863315,0.0,6.467529003867183,5.8941192158954525
2024-10-09,35.84955988263537,0.0,0.0,17.618031475060018,15.990930914910642,10.216057615364097,7.962123232862097,0.0,6.468391571085623,5.894905308082155
2024-10-15,28.817966903073287,13.191489361702127,0.0,15.61465721040189,14.172576832151302,10.011820330969268,7.234042553191489,0.0,5.732860520094563,5.224586288416075
2024-10-16,28.746610069567268,13.371064732932435,0.0,15.57599339700507,14.137483787289234,10.022403018511968,7.216130173328617,0.0,5.718665251739181,5.211649569626223
2024-10-17,28.749999999999996,13.372641509433963,0.0,15.577830188679245,14.139150943396226,10.01179245283019,7.216981132075471,0.0,5.71933962264151,5.212264150943397
2024-10-28,28.780545390154643,13.386849250383662,0.0,15.594380828709717,14.154173061031756,9.916184629913824,7.224648801794357,0.0,5.725416125605006,5.217801912407036
2024-10-30,28.783943329397875,13.435655253837073,0.0,15.596221959858322,14.049586776859504,9.964580873671784,7.225501770956316,0.0,5.7260920897284535,5.218417945690673
2024-10-31,28.783943329397875,13.435655253837073,0.0,15.596221959858322,14.049586776859504,9.976387249114522,7.213695395513578,0.0,5.7260920897284535,5.218417945690673
2024-11-01,28.783943329397875,13.435655253837073,0.0,15.596221959858322,14.049586776859504,9.574970484061392,7.6151121605667065,0.0,5.7260920897284535,5.218417945690673
2024-11-06,28.780545390154643,13.434069177192775,0.0,15.594380828709717,14.047928225711251,9.58564514225003,7.614213197969544,0.0,5.725416125605006,5.217801912407036
2024-11-07,31.497672306120133,12.921539684342001,0.0,14.999432269785398,13.511979107528102,9.219938685136823,7.323719768366073,0.0,5.506983081639605,5.0187350970818665
2024-11-15,28.47464586327243,12.19462122767399,0.0,13.559843974543215,12.215150893040445,8.335044138780539,7.134058714842947,8.571135290494764,4.978443851365222,4.537056045986451
2024-11-18,28.407578084997443,12.165898617511521,0.0,13.527905785970301,12.421915002560164,8.315412186379929,7.117255504352278,8.55094726062468,4.966717869943676,4.526369687660011
2024-12-04,28.413397521253714,12.311789408993137,0.0,13.530677045989961,12.260575642732768,8.317115640684216,7.118713510191539,8.552698965481921,4.967735327255967,4.527296937416778
2024-12-06,28.442530503434842,13.093407156772274,0.0,13.544550394750331,12.273146724084896,8.32564339177689,7.146519019788783,7.669435045626987,4.972828873167231,4.531938890597765
2024-12-11,28.460038986354775,13.101467118087617,0.0,13.552888068123526,12.280701754385964,8.269211039294142,7.150918231250642,7.674156150610443,4.975890017441264,4.534728634451627
2024-12-18,28.460038986354775,13.101467118087617,0.0,13.552888068123526,12.270442187339695,8.279470606340412,7.150918231250642,7.674156150610443,4.975890017441264,4.534728634451627
2025-01-02,28.46295916273343,13.102811409809153,0.0,13.554278678432178,12.271701210753129,8.2700595115945,7.151651959778372,7.674943566591422,4.976400574594705,4.535193925713113
2025-01-06,28.49219391947412,13.116269515201315,0.0,13.568200493015611,12.181594083812653,8.278553820870995,7.158997534921939,7.6828266228430575,4.98151191454396,4.539852095316352
2025-01-07,28.49804807889871,13.170330799260324,0.0,13.570988288473393,12.081364290117115,8.311074583932607,7.160468461064311,7.6844051777275535,4.982535442777892,4.5407848777480995
2025-01-08,28.49804807889871,13.211423875077049,0.0,13.570988288473393,12.040271214300391,8.311074583932607,7.160468461064311,7.6844051777275535,4.982535442777892,4.5407848777480995
2025-01-15,28.527354997943235,15.065816536404771,0.0,13.584944467297408,12.052653229123818,8.319621554915672,7.178116001645414,5.738379267791033,4.987659399424105,4.545454545454546
2025-02-12,28.530289005450992,15.067366039288284,0.0,13.586341664095444,12.053892831430629,8.310192327470945,7.178854263087524,5.7389694538722615,4.9881723747814455,4.5459220405224725
2025-02-21,28.530289005450992,15.170214954232234,0.0,13.586341664095444,12.053892831430629,8.310192327470945,7.178854263087524,5.7389694538722615,4.885323459837498,4.5459220405224725
2025-03-14,24.896786932328126,13.238197810087957,12.825345539400468,11.856040208221145,10.518757853168193,7.162089391491653,6.264584455214503,5.008077544426494,4.2631484473164605,3.966971818345001
2025-03-19,24.896786932328126,13.238197810087957,12.735595045772751,11.856040208221145,10.518757853168193,7.215939687668282,6.30048465266559,5.008077544426494,4.2631484473164605,3.966971818345001
2025-03-27,24.894552633940588,13.237009781925874,12.734452122408687,11.854976218253613,10.517813874181101,7.2242663555595446,6.299919231804721,5.007628107331957,4.262765861976129,3.966615812617787
2025-04-03,24.887852144267,13.23344697649381,12.731024582809978,11.851785393863269,10.514982953525928,7.249237394581015,6.29822357796519,5.0062802799210475,4.261618517853939,3.965548178718823
2025-04-07,24.92810927390367,13.254852624011503,12.751617541337168,11.835010783608913,10.514018691588785,7.242990654205607,6.308411214953271,5.014378145219267,4.178648454349389,3.9719626168224296
2025-04-08,24.930349600071896,13.256043857284084,12.75276354812618,11.836074413588568,10.51496360204907,7.234654444144873,6.308978161229442,5.014828794823402,4.179023995686169,3.972319582996315
2025-04-09,24.937072995325423,13.259618842143114,12.756202804746493,11.839266450916936,10.517799352750808,7.209636821287306,6.310679611650485,5.016181229773463,4.180151024811219,3.9733908665947504
2025-04-14,24.92586935034594,13.253661604816248,12.7504717404978,11.833947344774913,10.30640668523677,7.457992631862701,6.307844370563393,5.013927576601671,4.178272980501393,3.9716057147991735
2025-04-23,24.92586935034594,13.253661604816248,12.7504717404978,11.833947344774913,10.30640668523677,7.547847964776709,6.307844370563393,5.013927576601671,4.088417647587384,3.9716057147991735
2025-04-25,24.941557273871606,13.29796799136846,12.758496673260206,11.841395432476173,10.2679374213271,7.498651321704728,6.311814421866571,5.017083258406761,4.090990828987592,3.9741053767308037
2025-04-28,24.9169136800503,13.284828887092429,12.745890595526813,11.829695499865265,10.230845234887271,7.616994520794036,6.305578011317705,5.012126111560226,4.086948711039253,3.9701787478667026
2025-04-29,24.92586935034594,13.289603737981851,12.7504717404978,11.789019678317908,10.234522418905561,7.628717764399317,6.307844370563393,5.013927576601671,4.088417647587384,3.9716057147991735
2025-04-30,24.90125673249551,13.276481149012568,12.737881508078994,11.750448833034111,10.224416517055655,7.692998204667864,6.355475763016158,5.008976660682226,4.084380610412927,3.967684021543986
2025-05-02,24.838825214899714,13.243194842406877,12.705945558739254,11.720988538681947,10.19878223495702,7.924426934097421,6.339541547277936,4.9964183381088825,4.074140401146132,3.9577363896848134
