date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,56.60727987723,0.0,32.974055246499134,0.0,0.0,10.418664876270862,0.0,0.0,0.0
2024-03-08,0.0,56.51761712749616,0.0,32.92170698924731,0.0,0.0,10.560675883256529,0.0,0.0,0.0
2024-03-12,0.0,39.14536024204542,30.74608504837584,22.80230741097849,0.0,0.0,7.306247298600259,0.0,0.0,0.0
2024-03-13,0.0,39.1356013894198,30.738420116671378,22.788312918612576,0.0,0.0,7.337665575296248,0.0,0.0,0.0
2024-03-14,0.0,34.441779168921585,27.051733972999457,20.055141950299113,11.97180008483377,0.0,6.479544822946072,0.0,0.0,0.0
2024-03-15,0.0,34.35837085550553,27.03789252090521,20.044880416349923,11.96567452195778,0.0,6.593181685281563,0.0,0.0,0.0
2024-03-18,0.0,34.315159671733056,27.055691276935008,20.058075747158384,11.973551397767668,0.0,6.597521906405887,0.0,0.0,0.0
2024-03-19,0.0,34.30763155585456,27.049755755111594,20.053675373680054,11.97092462046977,0.0,6.618012694884021,0.0,0.0,0.0
2024-03-20,0.0,34.34781972061967,27.081442000761413,20.077166368934314,11.984947433156647,0.0,6.508624476527952,0.0,0.0,0.0
2024-03-22,0.0,34.35262595352787,27.07945943571648,20.075696569495893,11.984070044949412,0.0,6.508147996310341,0.0,0.0,0.0
2024-03-25,0.0,34.34005620279843,27.06955096305837,20.06835079913354,11.97968503015046,0.0,6.5423570048592,0.0,0.0,0.0
2024-03-26,0.0,34.316022196518254,27.07945943571648,20.075696569495893,11.984070044949412,0.0,6.544751753319961,0.0,0.0,0.0
2024-03-27,0.0,34.38922971053749,27.07945943571648,20.075696569495893,11.984070044949412,0.0,6.471544239300722,0.0,0.0,0.0
2024-03-28,0.0,34.39930286032309,27.08739143807027,20.081577058832146,11.987580368781032,0.0,6.444148273993468,0.0,0.0,0.0
2024-04-03,0.0,31.377748684105057,24.70809843161354,18.284260026184302,10.934619392417238,8.817164079407915,5.878109386271943,0.0,0.0,0.0
2024-04-08,0.0,31.371462153895468,24.70314816546234,18.24052678678759,10.932428642028077,8.615047616503494,6.137386635323031,0.0,0.0,0.0
2024-04-09,0.0,31.373557384056422,24.7047980337679,18.241745030989527,10.933158794614235,8.515441333618295,6.231299422953622,0.0,0.0,0.0
2024-04-10,0.0,30.326619206966498,23.89565756663523,17.644284809881263,10.575072029354384,8.236540523779377,6.046589749221567,0.0,0.0,3.2752361141616815
2024-04-11,0.0,30.414529196655852,23.88582356665676,17.646564757265246,10.57643851193322,8.237604827559473,5.963379808499917,0.0,0.0,3.275659331429531
2024-04-12,0.0,30.423519683716844,23.882737503068515,17.644284809881263,10.575072029354384,8.236540523779377,5.962609336037934,0.0,0.0,3.2752361141616815
2024-04-15,0.0,30.382224863998758,23.88582356665676,17.646564757265246,10.57643851193322,8.237604827559473,5.995684141157012,0.0,0.0,3.275659331429531
2024-04-16,0.0,30.346932717252418,23.974238180668312,17.626066417997137,10.56415286722854,8.228035983944036,5.988719524000052,0.0,0.0,3.2718543089095107
2024-04-18,0.0,30.354768329051495,24.019158522573232,17.76617307220594,10.566880543255142,8.230160471991635,5.7901599555894085,0.0,0.0,3.2726991053331442
2024-04-19,0.0,30.364333281709772,24.011408806979507,17.77334675545919,10.563471168241186,8.227505033297197,5.788291776366734,0.0,0.0,3.271643177946415
2024-04-22,0.0,28.719598554405156,22.715618284821254,16.930186559874976,9.993406915413166,7.783502637233834,5.262258253565149,5.500341863645243,0.0,3.095086931041219
2024-04-29,0.0,28.678616344521913,22.71700509163726,16.93122016141833,9.994017020964847,7.783977826347085,5.280894760619788,5.500677663951941,0.0,3.1135911305388344
2024-04-30,0.0,4.6955,3.721,2.7673,1.637,1.275,0.865,0.894,0.0,0.51
2024-05-03,0.0,28.681313310279936,22.733659990957854,16.906975891689783,9.995234545876661,7.789684624689939,5.315314214494312,5.461943572135534,0.0,3.115873849875976
2024-05-06,0.0,28.68391794646239,22.730882478710797,16.90491026157925,9.994013366076555,7.788732910603673,5.326882429840316,5.4551674424855525,0.0,3.115493164241469
2024-05-09,0.0,28.78397833195061,22.698989800400177,16.881191742716315,9.979991215655653,7.777804889951686,5.319408520814016,5.447513542530867,0.0,3.1111219559806744
2024-05-10,0.0,28.74540049223871,22.857421351463316,16.858566659356192,9.966615493335283,7.767380656480737,5.257450593366961,5.440212491166508,0.0,3.1069522625922947
2024-05-13,0.0,28.656656388255797,22.864385915733283,16.863703396750722,9.969652280954064,7.769747346098063,5.380930907140854,5.429682263037941,0.0,3.0652415020292754
2024-05-14,0.0,28.620092871332986,22.864385915733283,16.863703396750722,9.939182683518386,7.763653426610928,5.454057940986483,5.429682263037941,0.0,3.0652415020292754
2024-05-16,0.0,28.5713415154359,22.864385915733283,16.863703396750722,9.957464441979793,7.763653426610928,5.484527538422163,5.429682263037941,0.0,3.0652415020292754
2024-05-17,0.0,28.566119126535387,22.860206667966466,16.93373464612985,9.955644375121857,7.762234353675181,5.428689803080522,5.428689803080522,0.0,3.0646812244102164
2024-05-20,0.0,28.54959880188484,22.878642136151665,16.932508614496705,9.990380986009814,7.756091027529862,5.479185184283262,5.351337529983319,0.0,3.0622557196605342
2024-05-21,0.0,28.50970478493905,22.897701722189137,16.88948577401281,9.953937213626807,7.741951166154183,5.60896462037701,5.341581691561638,0.0,3.056673027139367
2024-05-22,0.0,28.51143739212874,22.899093273695215,16.89051219097163,9.948464885626079,7.742421664195249,5.609305491406763,5.341906313051511,0.0,3.056858788924812
2024-05-23,0.0,28.523571541482752,22.908838872067996,16.89770060433614,9.952698841182407,7.7457167523924175,5.569133865927358,5.344179768722869,0.0,3.058159753888058
2024-05-24,0.0,28.497582428262508,22.887965595159997,16.894452948465634,9.943630488130815,7.738659280316836,5.643025487766358,5.3393104453677385,0.0,3.055373326530116
2024-05-27,0.0,28.497582428262508,22.887965595159997,16.894452948465634,9.882887479651092,7.738659280316836,5.703768496246082,5.3393104453677385,0.0,3.055373326530116
2024-05-28,0.0,28.497582428262508,22.887965595159997,17.034161867968997,9.882887479651092,7.659693369293194,5.643025487766358,5.3393104453677385,0.0,3.055373326530116
2024-05-31,0.0,4.6915,3.768,2.8043,1.627,1.261,0.931,0.8789999999999999,0.0,0.503
2024-06-03,0.0,28.46300385856772,22.8601936564176,17.013492853156016,9.870895721600698,7.6503992040187345,5.757516926735748,5.332831800422258,0.0,3.051665979081224
2024-06-04,0.0,28.36447578886142,22.829722262614514,17.05140322815181,9.857738354902816,7.64020163831128,5.883137026804324,5.325723425912462,0.0,3.0475982744413743
2024-06-06,0.0,28.361039086921753,22.82695616352049,17.049337242833257,9.838369641602249,7.639275934766278,5.91877286936293,5.325078149611069,0.0,3.041170911381976
2024-06-07,0.0,28.361039086921753,22.82695616352049,17.049337242833257,9.826253422831803,7.639275934766278,5.930889088133375,5.325078149611069,0.0,3.041170911381976
2024-06-12,0.0,28.36619445218677,22.831105563567178,17.137265357069282,9.828039603000521,7.549776415128637,5.919848762103273,5.3260461227111335,0.0,3.041723724233207
2024-06-13,0.0,28.388556043369633,22.849103742692893,17.150774977563245,9.8175952652388,7.555728042302374,5.8638756154947,5.330244742523104,0.0,3.0441215708152423
2024-06-14,0.0,28.39716604593044,22.85603367746788,17.155976658700215,9.82057285664026,7.527690497276445,5.865654078055053,5.331861359473001,0.0,3.0450448264567083
2024-06-17,0.0,28.44537150780233,22.914411510721365,17.291015458713925,9.711867086683126,7.54691737919459,5.710358919471169,5.345479755287707,0.0,3.0345783821257863
2024-06-18,0.0,28.53038768389977,22.982897016127065,17.342694024934737,9.716495474174739,7.569473247615098,5.422451021055457,5.361456071437285,0.0,3.0741454607558496
