date,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHIEF SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS VICKERS (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING
2024-07-03,39.13000688908572,17.02096250369058,12.813699439031593,11.475248499163468,8.542466292687728,3.296919594528098,2.0962503690581635,2.981989961617951,2.6424564511366992
2024-07-04,39.12038175825257,17.041373542578835,12.810547547596792,11.47242583755596,8.540365031731195,3.2961086239976387,2.0957347370492445,2.9812564569292075,2.641806464308555
2024-07-16,39.124231242312426,17.043050430504305,12.811808118081181,11.473554735547356,8.54120541205412,3.296432964329643,2.095940959409594,2.981549815498155,2.6322263222632225
2024-07-22,39.11845730027548,17.05529319165683,12.8099173553719,11.471861471861471,8.539944903581267,3.295946477764659,2.0956316410861864,2.9811097992916173,2.6318378591105867
2024-07-23,39.108837849800814,17.07568976540599,12.806767324054494,11.469040476073378,8.537844882702995,3.2951359858358336,2.0951163133821864,2.980376727487336,2.6311906752569714
2024-08-05,39.12380765070312,17.07149178876979,12.803618841577343,11.46622086734192,8.535745894384895,3.294325892418134,2.094601239059888,2.9796440161274464,2.630543809617465
2024-08-14,39.12573142548065,17.072331218960514,12.799331268131976,11.466784678172788,8.536165609480257,3.294487879234892,2.094704233662782,2.9797905295766336,2.6306731572995035
2024-08-21,39.41645613513647,16.456135136473968,12.894437013919848,11.551988903749939,8.599593797988804,3.3189676524495964,2.11026898499034,3.0019319363947092,2.6502204388963193
2024-09-05,39.43990086741016,16.406443618339527,12.902106567534076,11.558859975216853,8.604708798017349,3.32094175960347,2.111524163568773,3.003717472118959,2.65179677819083
2024-09-09,39.46286110698182,16.39661067340568,12.898270650611963,11.555423418066498,8.60215053763441,3.3199544125662754,2.1108963876913927,3.002824438828601,2.651008374213369
2024-09-17,39.47459727385378,16.371747211895908,12.902106567534076,11.558859975216853,8.604708798017349,3.32094175960347,2.111524163568773,3.003717472118959,2.65179677819083
2024-09-26,39.47459727385378,16.332094175960346,12.82280049566295,11.558859975216853,8.604708798017349,3.32094175960347,2.111524163568773,3.003717472118959,2.7707558859975214
2024-09-30,39.48242526399286,16.29071439194884,12.850131376728967,11.56115214912498,8.606415150463537,3.321600317287195,2.111942888304992,3.0043131228000597,2.7713053393485696
2024-10-02,39.478510880880386,16.259356565706636,12.848857383631588,11.560005948545085,8.605561889654489,3.3212710057998316,2.1117335051801915,3.0040152679323846,2.8106875526694095
2024-10-03,39.51321072720964,16.224656719377386,12.848857383631588,11.560005948545085,8.605561889654489,3.3212710057998316,2.1117335051801915,3.0040152679323846,2.8106875526694095
2024-10-04,39.554386661373556,16.469829297340212,12.862246923382296,11.572052401746726,8.614529575228264,3.324732036522429,1.7814608971814212,3.0071456927352127,2.8136165144898766
2024-10-08,39.52104715156924,16.262581188953344,13.124101343646188,11.552382368982101,8.607268580494818,3.321929694084982,1.7799593435470278,3.019485348802618,2.8112449799196786
2024-10-09,39.52104715156924,16.277455501016412,13.124101343646188,11.552382368982101,8.607268580494818,3.321929694084982,1.7799593435470278,3.0046110367395507,2.8112449799196786
2024-10-10,39.52300674335581,16.23859579531932,13.085085283617612,11.552955176517255,8.607695358984529,3.3220944069813565,1.7800476001586671,2.9998016660055535,2.8907179690598968
2024-10-15,39.53084705415592,16.241817099781787,13.087681015671492,11.555246974806586,8.609402896250744,3.322753421940091,1.780400714144019,2.9805594128149178,2.8912914104344374
2024-10-18,39.52496652947885,16.254276788813407,13.08573412009719,11.55352804085883,8.60812217979868,3.322259136212625,1.780135865522884,2.980116031139981,2.8908613080775525
2024-10-30,39.53476837615316,16.238468405912112,13.088979267929767,11.556393214958833,8.610256918956452,3.3230830274774332,1.7805773236782068,2.9758952484872534,2.8915782164467814
2024-11-04,39.53672932890234,16.23431377411835,13.089628490650265,11.556966420316453,8.610683993849513,3.323247854769109,1.7806656415852389,2.9760428550171123,2.8917216407916273
2024-11-05,39.60720130932897,16.173188513614043,13.018895997619401,11.630213757873333,8.609829886425631,3.3229182165352382,1.7804890145315677,2.9658284977433915,2.8914348063284234
2024-11-11,39.32634067070468,16.767617077854926,12.926577042399174,11.547742157876595,8.548776284039986,3.299354902250456,1.76786329837002,2.944797360516078,2.870931205988083
2024-11-12,39.39692550256208,16.67323610563658,12.93358297201419,11.554000788332676,8.553409538825383,3.301143082380765,1.7688214426487978,2.9463933780055185,2.8724871895940085
2024-11-13,39.42080378250591,16.666666666666664,12.928486997635936,11.549448384554767,8.55003940110323,3.2998423955870764,1.7681245074862098,2.9452324665090623,2.8713553979511426
2024-11-14,39.718142119888846,16.038110361254464,13.026002381897579,11.636562127828503,8.614529575228264,3.324732036522429,1.7814608971814212,2.9674473997618103,2.8930131004366815
2024-11-18,39.59272655204875,16.033295347569737,13.005995144428478,11.61868899568944,8.601298122182035,3.3196254273398402,1.7787246692761234,2.9628895605212304,3.086756180944359
2024-11-19,39.577862557597975,16.04815934202051,13.005995144428478,11.61868899568944,8.601298122182035,3.3196254273398402,1.7787246692761234,2.9628895605212304,3.086756180944359
2024-11-20,39.567953227964125,16.058068671654365,13.005995144428478,11.61868899568944,8.601298122182035,3.3196254273398402,1.7787246692761234,2.9628895605212304,3.086756180944359
2024-11-21,39.70435041420705,15.888684954610843,13.02147924004167,11.632521454437224,8.611538270747557,3.3235775584106357,1.7610000496056353,2.966416984969493,3.0904310729698894
2024-11-25,39.706320071435655,15.884512352415914,13.022125210834409,11.633098521678738,8.611965472765155,3.323742434765354,1.7610874094652247,2.9665641432681813,3.0905843833713664
2024-12-04,39.718142119888846,15.864430329495832,13.026002381897579,11.636562127828503,8.614529575228264,3.324732036522429,1.76161175069472,2.9674473997618103,3.0865422786820167
2024-12-05,39.72011314574959,15.860255074189865,13.02664880154831,11.637139596049824,8.614957074090617,3.3248970274428067,1.7616991712570096,2.967594660314625,3.086695449357352
2024-12-11,39.714200654956834,15.86285600873276,13.02470973504019,11.635407363302571,8.613674704773246,3.3244021038007348,1.7614369355959114,2.977076510866329,3.086235982931428
2024-12-13,39.71223021582734,15.86703051352022,13.024063507814438,11.634830066980898,8.61324733316795,3.3242371619945423,1.7613495410568096,2.976928801786157,3.08608285785165
2024-12-16,39.71025997221671,15.866243302242507,13.023417344711252,11.634252827942051,8.612820003969041,3.324072236554872,1.761262155189522,2.981742409208176,3.0859297479658663
2024-12-19,39.576740506329116,15.812895569620252,12.979628164556962,11.931368670886076,8.583860759493671,3.3128955696202533,1.7553401898734178,2.9717167721518987,3.0755537974683547
2025-01-02,39.576740506329116,15.822784810126583,12.979628164556962,11.931368670886076,8.583860759493671,3.3128955696202533,1.7553401898734178,2.9717167721518987,3.0656645569620253
2025-01-03,39.56695832715408,15.83864748628207,12.976419991101885,11.928419595630036,8.581739087448712,3.3120767215383853,1.7549063226061594,2.9759256512926986,3.064906816945969
2025-01-09,39.59827833572454,15.82644832533518,12.98669173304309,11.93786177212685,8.588532132785831,3.3146984613862367,1.7562954534210657,2.9238608816108442,3.067332904566368
2025-01-10,40.342493030665075,14.804858622062921,13.067502986857827,12.012146555157308,8.641975308641975,3.335324571883712,1.7672242134607725,2.9420549581839905,3.0864197530864197
2025-01-13,41.33811230585424,13.734567901234568,13.067502986857827,12.012146555157308,8.641975308641975,3.335324571883712,1.8518518518518516,2.9420549581839905,3.076463560334528
2025-01-16,41.427718040621265,13.74452409398646,13.067502986857827,12.012146555157308,8.641975308641975,3.335324571883712,1.8518518518518516,2.9420549581839905,2.9769016328156113
2025-01-22,41.421532029266835,13.75740381265243,13.065551739584889,12.010352894330795,8.640684883778807,3.3348265392464285,1.8515753322383157,2.941615648797969,2.976457120103529
2025-01-23,41.425655831549605,13.758773458111403,13.066852506346757,12.011548608691323,8.641545124197322,3.335158544477077,1.851759669470855,2.941908507143213,2.9667977500124447
2025-01-27,41.374167246693844,13.860992343641247,13.050611514368102,11.996619270160087,8.630804414835438,3.331013224619668,1.849458088893308,2.9680819329820025,2.938251963806304
2025-02-05,41.32976615140706,13.832738803012287,13.005350772889418,11.955013872374158,8.600871977804202,3.3194609591755846,2.0907649623464133,2.957788347205707,2.9082441537851764
2025-02-06,41.38921918351169,13.703923900118905,13.005350772889418,11.955013872374158,8.600871977804202,3.3194609591755846,2.0907649623464133,3.0271502179944507,2.9082441537851764
2025-02-10,41.48830757035276,13.703923900118905,13.005350772889418,11.955013872374158,8.600871977804202,3.3194609591755846,2.0907649623464133,3.0271502179944507,2.809155766944114
2025-02-13,41.563724760629064,13.677630599791634,13.02277124572109,11.971027434638092,8.612392717170215,3.323907327479288,2.0935655107406856,2.9270228704668355,2.8079575333630995
2025-02-14,41.55341731971035,13.679198492213073,13.019541712131733,11.987898025989486,8.610256918956452,3.3230830274774332,2.093046324769368,2.926296994345799,2.807261184406309
2025-02-24,41.40964808224595,13.631870304468169,12.97449584816133,11.94642151047845,8.580466587584025,3.3115856069592726,2.431791221826809,2.9161724001581653,2.797548438117833
2025-02-27,41.4178366620526,13.634565948190627,12.977061498912398,11.929009294047855,8.5821633379474,3.3122404587700216,2.432272098081867,2.9167490607079296,2.798101641289302
2025-02-28,41.12305502380602,13.537525155843518,12.884700338683553,11.844107397045109,8.521081823982723,3.28866637215923,3.1266872821872087,2.8959897904088745,2.7781868158837675
2025-03-04,41.12305502380602,13.547342070387277,12.884700338683553,11.844107397045109,8.521081823982723,3.28866637215923,3.1266872821872087,2.8861728758651157,2.7781868158837675
2025-03-06,41.12709243532473,13.543763192774042,12.885965342889403,11.845270237101763,8.521918413430859,3.2889892494232,3.122085317362918,2.886456236807226,2.778459574885867
2025-03-07,41.12709243532473,13.538854253595797,12.885965342889403,11.845270237101763,8.521918413430859,3.2889892494232,3.1269942565411615,2.886456236807226,2.778459574885867
2025-03-25,41.3561152845289,13.246919035694996,12.888496096626897,11.847596602346934,8.52359208523592,3.289635194186675,3.2110767417881867,2.8575637059949917,2.7790052535965044
2025-03-27,41.34190635123196,13.242367723569254,12.884067929714341,11.843526062628841,8.520663590851086,3.288504957298518,3.209973495631688,2.8909394326101894,2.778050456464121
2025-03-31,41.32567952114611,13.237170052006672,12.879010891963496,11.838877440879207,8.517319203218527,3.287214208615445,3.208713570797763,2.8898047296634286,2.8162103817093516
2025-04-02,41.3195977434388,13.249938680402257,12.877115526122148,11.837135148393427,8.516065734608782,3.2867304390483203,3.208241353936718,2.889379445670836,2.81579592837871
2025-04-07,41.37355898945303,13.254844248221731,12.877115526122148,11.837135148393427,8.516065734608782,3.2867304390483203,3.208241353936718,2.830512631837135,2.81579592837871
2025-04-22,41.37355898945303,13.254844248221731,12.877115526122148,11.837135148393427,8.516065734608782,3.2867304390483203,3.2180524895756686,2.820701496198185,2.81579592837871
2025-04-24,41.37355898945303,13.230316409124358,12.901643365219522,11.837135148393427,8.516065734608782,3.2867304390483203,3.2180524895756686,2.820701496198185,2.81579592837871
2025-04-25,41.363413437959785,13.187837175085825,12.962236390387444,11.834232466895537,8.51397743992153,3.2859244727807746,3.2172633643943107,2.8200098087297696,2.815105443845022
2025-04-28,41.363413437959785,13.17802844531633,12.972045120156938,11.834232466895537,8.51397743992153,3.2859244727807746,3.2172633643943107,2.8200098087297696,2.815105443845022
2025-05-02,41.36138492472169,13.177382178412046,12.971408954931096,11.833652101417291,8.513559903879163,3.2857633269579716,3.22200971016625,2.819871511941543,2.814967387572949
