date,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD,CATHAY SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD
2024-05-22,35.70920429692583,29.360297842791315,0.0,13.063341809853052,8.338722110867112,7.733066883699034,0.0,5.795367055863654,0.0
2024-05-23,35.7098215167564,29.36080532422129,0.0,13.063567604680387,8.340018550097954,7.733200546779062,0.0,5.792586457464909,0.0
2024-05-24,35.709615774442135,29.362556663453166,0.0,13.063492338870663,8.3399704990396,7.733155991905654,0.0,5.791208732288785,0.0
2024-05-27,35.70598138443075,29.359568253179575,0.0,13.061202632792412,8.36254942389273,7.732368940455114,0.0,5.778329365249415,0.0
2024-05-29,35.716539856657185,29.317794289787248,0.0,13.042618633329717,8.431572474335288,7.7213670178699765,0.0,5.770107728020584,0.0
2024-05-30,35.71208861964982,29.31414050777362,0.0,13.040993173893648,8.430521674689558,7.72040472883651,0.0,5.7818512951568515,0.0
2024-06-04,35.71270487859748,29.312345520115795,0.0,13.041218213342203,8.430667154402908,7.720537954550199,0.0,5.782526278991415,0.0
2024-06-05,35.71325268218422,29.31279514744216,0.0,13.041418254927883,8.430796473918791,7.720656381266895,0.0,5.781081060260045,0.0
2024-06-07,35.697236367544214,29.299649244596587,0.0,13.035186265422045,8.47320407092005,7.717193900183748,0.0,5.777530151333353,0.0
2024-06-11,35.69005422806727,29.284173514106644,0.0,13.028539719651317,8.493918274133147,7.71564123200543,0.0,5.787673032036192,0.0
2024-06-13,35.69025939194549,29.28434185385111,0.0,13.028614614066422,8.506613776762615,7.7156855852829,0.0,5.774484778091468,0.0
2024-06-18,35.689370365508296,29.28361239560263,0.0,13.028290077819578,8.508892831063879,7.715493391429922,0.0,5.7743409385756905,0.0
2024-06-19,35.68574633143036,29.280638826493394,0.0,13.026967135813717,8.530636669406238,7.714709930957171,0.0,5.761301105899125,0.0
2024-06-20,35.68574633143036,29.280638826493394,0.0,13.026967135813717,8.531786221792908,7.714709930957171,0.0,5.760151553512456,0.0
2024-06-21,35.684584061298395,29.279685168087692,0.0,13.026542852833298,8.535340061499873,7.714458666016649,0.0,5.759389190264088,0.0
2024-06-24,35.6805281038199,29.276229490605015,0.0,13.025062238576673,8.550844431518525,7.713581830342589,0.0,5.753753905137291,0.0
2024-06-25,35.677657590078205,29.273874205425006,0.0,13.024014366750519,8.560117041555065,7.71296126938628,0.0,5.751375526804923,0.0
2024-06-26,35.67834100383739,29.274434953236607,0.0,13.024263844749337,8.560281012571146,7.713109012938172,0.0,5.749570172667353,0.0
2024-06-27,35.66331194660576,29.26210346175026,0.0,13.018777535654932,8.59879885648542,7.70985996173434,0.0,5.747148237769287,0.0
2024-07-02,35.66215113734812,29.261151006166568,0.0,13.018353785961995,8.601773884733095,7.709609012612393,0.0,5.746961173177826,0.0
2024-07-03,35.6605807509792,29.231143945409983,0.0,13.01529158106053,8.637389012072843,7.709269519213454,0.0,5.746325191263989,0.0
2024-07-04,35.66051247644831,29.22974778434894,0.0,13.015266662427456,8.638904127920267,7.709254759309133,0.0,5.746314189545888,0.0
2024-07-05,35.65689430038296,29.226782084573887,0.0,13.01394611140191,8.650088151245331,7.706558193631715,0.0,5.7457311587641975,0.0
2024-07-08,35.65546088653443,29.225607162444238,0.0,13.013422948323743,8.653760434860464,7.706248388544762,0.0,5.7455001792923595,0.0
2024-07-09,35.65607519264311,29.18552694296141,0.0,13.01364715592093,8.693153246678637,7.7063811591033895,0.0,5.745216302692527,0.0
2024-07-10,35.65000131796551,29.177492898716938,0.0,13.011430331396737,8.71176941779199,7.7050684068409705,0.0,5.744237627287854,0.0
2024-07-11,35.6493189894504,29.17693445174167,0.0,13.0111812971861,8.713516642490934,7.704920934535487,0.0,5.744127684595406,0.0
2024-07-12,35.6493189894504,29.17693445174167,0.0,13.0111812971861,8.71466502143604,7.70377255559038,0.0,5.744127684595406,0.0
2024-07-16,35.61353338653618,29.147645976670013,0.0,12.998693988479676,8.806681740213735,7.696039332251741,0.0,5.737405575848661,0.0
2024-07-17,35.56117760382978,29.104795754463908,0.0,12.979584488994151,8.940745875419417,7.684725314105717,0.0,5.7289709631870265,0.0
2024-07-18,35.56117760382978,29.103650214835632,0.0,12.979584488994151,8.94189141504769,7.684725314105717,0.0,5.7289709631870265,0.0
2024-07-19,35.56036288773211,29.102983442418946,0.0,12.979287123239219,8.94397758068918,7.684549254991777,0.0,5.728839710928769,0.0
2024-07-22,35.19662547672396,29.776582274193196,0.0,12.837077175689002,8.913339098307155,7.605946062454064,0.0,5.670429912632626,0.0
2024-07-23,35.19596039260119,29.774696871266183,0.0,12.836834603110049,8.915627181739993,7.605802338619854,0.0,5.67107861266274,0.0
2024-07-25,35.19596039260119,29.77450790879783,0.0,12.836834603110049,8.938113715473769,7.583504767354428,0.0,5.67107861266274,0.0
2024-07-26,35.19596039260119,29.77412998386113,0.0,12.836834603110049,8.93849164041047,7.583504767354428,0.0,5.67107861266274,0.0
2024-07-29,35.19596039260119,29.77412998386113,0.0,12.836834603110049,8.957387887245577,7.564608520519321,0.0,5.67107861266274,0.0
2024-07-30,35.19596039260119,29.764681860443577,0.0,12.836834603110049,8.96683601066313,7.564608520519321,0.0,5.67107861266274,0.0
2024-07-31,35.19436429325345,29.763332063797225,0.0,12.836252466321948,8.972853806762233,7.564265473573285,0.0,5.66893189629186,0.0
2024-08-01,35.191039551185085,29.76052038061458,0.0,12.835039850909455,8.9814529614391,7.563550892357193,0.0,5.668396363494585,0.0
2024-08-05,35.190374678149624,29.759958107724245,0.0,12.83479735531925,9.021903755689662,7.526566158834415,0.0,5.666399944282804,0.0
2024-08-07,35.190707111526926,29.7602392415136,0.0,12.834918601968958,9.02198898302704,7.526637260146366,0.0,5.665508801817115,0.0
2024-08-08,35.190374678149624,29.759958107724245,0.0,12.83479735531925,9.028516392468209,7.5246768340405445,0.0,5.6616766322981285,0.0
2024-08-09,35.190175221137984,29.759789430000154,0.0,12.832835294343687,9.030921327669512,7.5246341846067555,0.0,5.6616445422419055,0.0
2024-08-12,35.190108735969886,29.759733204517037,0.0,12.832811049133017,9.035438610692767,7.520274554049957,0.0,5.661633845637335,0.0
2024-08-13,35.18532246398915,29.763808458240593,0.0,12.831065634692287,9.03968793920977,7.519251707554778,0.0,5.6608637963134205,0.0
2024-08-14,35.1844584147515,29.763077545626842,0.0,12.8307505410196,9.04192166005667,7.5190670565909485,0.0,5.660724781954446,0.0
2024-08-15,35.17143635212983,29.752061981452343,0.0,12.826001772826027,9.075586006346347,7.516284186924086,0.0,5.658629700321366,0.0
2024-08-19,35.1713699377499,29.752005800501173,0.0,12.825977553429746,9.107292383711272,7.484735309502209,0.0,5.658619015105697,0.0
2024-08-22,35.15557044572548,29.738640765838397,0.0,12.81247736694253,9.155861283222274,7.481373057305703,0.0,5.656077080965611,0.0
2024-08-23,35.15470785709828,29.737911088777615,0.0,12.811219290843527,9.159033969802309,7.481189491878282,0.0,5.655938301599987,0.0
2024-08-26,35.13560905185287,29.7217551140331,0.0,12.804259227821904,9.21178142709416,7.477125120708133,0.0,5.649470058489832,0.0
2024-08-27,35.13541021517321,29.721586915010516,0.0,12.804186766963563,9.213427032946006,7.477082806748806,0.0,5.648306263157895,0.0
2024-08-28,35.133289430611754,29.719792910549337,0.0,12.803413902168442,9.218906939432289,7.4766314876469595,0.0,5.647965329591218,0.0
2024-08-29,35.13242793501328,29.719064158098462,0.0,12.802911331124648,9.221321583853287,7.476448154824375,0.0,5.647826837085946,0.0
2024-09-02,35.12997621723111,29.716990212107575,0.0,12.802017879484124,9.227656577282344,7.475926410613511,0.0,5.647432703281338,0.0
2024-09-03,35.12209328229089,29.710321915521988,0.0,12.799145191116118,9.248779555939866,7.474248862039372,0.0,5.645411193091768,0.0
2024-09-05,35.11083808162114,29.70080096719939,0.0,12.795043586283814,9.280689208427262,7.471853669642331,0.0,5.6407744868260705,0.0
2024-09-09,35.105213185978,29.696042780978665,0.0,12.791109016922025,9.30087705990928,7.470656649022805,0.0,5.636101307189223,0.0
2024-09-10,35.1037576242231,29.694811498778073,0.0,12.79057866124553,9.302376093592276,7.470346894399049,0.0,5.63812922776197,0.0
2024-09-11,33.11625146898038,28.01354930273703,0.0,12.0664010934059,8.781205438671268,7.04739045214709,5.656292874870659,5.318909369187676,0.0
2024-09-12,33.11589819496552,28.01325046278402,0.0,12.066272372739455,8.781467353242215,7.0480264523022225,5.656232535272894,5.318852628693683,0.0
2024-09-13,33.11313114259477,28.01090977038761,0.0,12.065264155858896,8.789089265096454,7.047437543066269,5.65575991962605,5.318408203369954,0.0
2024-09-17,33.11220224563856,28.008469890505683,0.0,12.064213215510106,8.795078747545032,7.0468236786391065,5.655267276760894,5.317944945400625,0.0
2024-09-25,33.11226110749965,28.008519679723925,0.0,12.05605747772536,8.805226979319162,7.046836205415594,5.655277329839045,5.315821220477266,0.0
2024-09-26,33.108095646652735,28.00369801295639,0.0,12.049918916452423,8.823683126425784,7.045533659153877,5.6542320011085,5.31483863725029,0.0
2024-09-27,33.10056536844,27.99732870560409,0.0,12.047178219951778,8.844420744191478,7.0439311861763665,5.652945973047506,5.313629802588779,0.0
2024-09-30,33.09791881875733,27.995090184280453,0.0,12.046214990008718,8.851709071948676,7.0433679899397434,5.652493992780564,5.31320495228452,0.0
2024-10-02,33.07993349831359,27.979877727250376,0.0,12.034341684321484,8.909052365388282,7.039540642637459,5.649422442683317,5.30783163940549,0.0
2024-10-03,27.999556124944615,23.679454155481594,15.365247768443812,10.183866986017916,7.540810556269004,5.958416250365332,4.781790772508574,4.4908573859691545,0.0
2024-10-04,28.000439950868273,23.680502240139038,15.36573278342907,10.18418844702984,7.541048587322971,5.958604332016431,4.781941713138753,4.487541946055629,0.0
2024-10-07,28.009281279919247,23.68797951952339,15.370584617896174,10.185900569923339,7.543429724621774,5.960485801796063,4.783451643706368,4.4588868426136425,0.0
2024-10-08,27.986221337033268,23.70813974770287,15.357930069574474,10.170002724502915,7.586196372219899,5.955578554773603,4.7795134447715455,4.456417749421424,0.0
2024-10-09,27.979033395747738,23.70580553277584,15.353985560657819,10.152370875597219,7.587852696301716,5.972373088289103,4.778285881335929,4.470292969294639,0.0
2024-10-10,27.98079851292197,23.738994841298286,15.354954199682002,10.158418828705171,7.588331392220919,5.9351979996560225,4.778587329722414,4.46471689579321,0.0
2024-10-14,27.980756483734375,23.73895918360728,15.35493113542777,10.158403570023744,7.588319993997117,5.935189084558406,4.778580151937861,4.464860396713441,0.0
2024-10-15,27.975755911758693,23.7398228168335,15.352186983804527,10.180016257254048,7.586963849808287,5.934128379133094,4.777726149509256,4.453399651898593,0.0
2024-10-16,27.975041690236097,23.739216738754614,15.351795042210622,10.203784612512893,7.586770154492608,5.9339768807349955,4.77760417407968,4.431810706978493,0.0
2024-10-17,27.973067267563813,23.740394425614404,15.350711543121424,10.210272416351012,7.586234695379862,5.933558072476552,4.777266980301563,4.4284945991913744,0.0
2024-10-18,27.970673128886524,23.738362549883195,15.349397717509177,10.218107427822156,7.585585410204038,5.933050235393856,4.776858107025713,4.427965423275341,0.0
2024-10-21,27.969707188970066,23.73694217695102,15.34886764102941,10.224060768652391,7.585323449410186,5.932845343290534,4.776693142889899,4.425560288806497,0.0
2024-10-22,27.965382276282753,23.73492314206893,15.346494269297336,10.237041935384122,7.584150542543407,5.930276584685573,4.775954530195904,4.425776719541981,0.0
2024-10-23,27.9611006709311,24.175890565050327,15.34414466322568,10.235474605708363,7.153698428051736,5.929368637005441,4.775223313569802,4.425099116457553,0.0
2024-10-24,27.957239955212376,24.183208241877562,15.342026027725996,10.234061347404838,7.152710684532865,5.928549942242013,4.774563976874723,4.427639824129623,0.0
2024-10-25,27.955771484600582,24.18118763890354,15.3412201787086,10.239676795318115,7.152334984161452,5.928238541639712,4.774313190069753,4.427257186598242,0.0
2024-10-28,27.955771484600582,24.33126076222047,15.3412201787086,10.239676795318115,7.0022618608445235,5.928238541639712,4.774313190069753,4.427257186598242,0.0
2024-10-29,27.952625281264936,25.232011052682008,15.339493644417612,10.261483003582446,6.101136408495504,5.927571364778415,4.773775878477679,4.4119033663014005,0.0
2024-10-30,27.9471316111436,25.232753094780087,15.336478896533906,10.273418749733914,6.099937321452471,5.9264063893469086,4.772837664279705,4.411036272729409,0.0
2024-10-31,27.946963899465388,25.237552524969363,15.33638686180743,10.274707331181181,6.099900715523124,5.926370824782532,4.772809022320106,4.405308819950872,0.0
2024-11-01,27.945873822619205,25.236568129248933,15.335788663009081,10.289308563227685,6.099662787691038,5.915038186232113,4.7726228579616015,4.40513699001034,0.0
2024-11-05,27.942310703214428,25.23335044830677,15.333833338708988,10.3007467421697,6.098885076212794,5.914284014525938,4.772014345047502,4.404575331813877,0.0
2024-11-06,27.941011438710138,25.23217714532155,15.333120344512361,10.306417526368822,6.09860148961255,5.914009011525292,4.771792455422182,4.402870588527106,0.0
2024-11-07,27.93846154261522,25.23217714532155,15.333120344512361,10.308967422463745,6.09860148961255,5.914009011525292,4.771792455422182,4.402870588527106,0.0
2024-11-08,27.939006331039224,25.23236916869563,15.333419334005926,10.309168443057045,6.098720409814692,5.91397433543784,4.771885503397909,4.401456474551736,0.0
2024-11-11,27.93833582522683,25.234163510643846,15.333051348592791,10.308921034209353,6.098574047147584,5.913832406475898,4.771770983327718,4.401350844375981,0.0
2024-11-13,27.946509809483533,25.241846403075467,15.337537375287964,10.043070661774962,6.339667490711663,5.915562630254784,4.7731670715248935,4.4026385578867355,0.0
2024-11-14,27.945531473987266,25.24066268720619,15.337000447516235,10.046519886404038,6.339445555243407,5.915355541607901,4.772999975210988,4.4024844328239725,0.0
2024-11-18,27.919267828103266,25.293535339505922,15.322586495537857,10.051767313019003,6.336185680698264,5.90979619830583,4.768514235468663,4.398346909361192,0.0
2024-11-19,27.919184131502817,25.29330962395412,15.322540561367676,10.051737179751978,6.336616357209561,5.909778481872354,4.768499940379223,4.39833372396227,0.0
2024-11-20,27.90592456041912,25.31230972687748,15.31526347494569,10.06344345219337,6.333606927756938,5.906971769201231,4.766235251567965,4.396244837038211,0.0
2024-11-21,27.90814058341252,25.320462864886135,15.316479667440477,10.050158471425783,6.33410988255253,5.907440844692122,4.766613740619154,4.396593944971274,0.0
2024-11-22,27.907053433816625,25.319476517161206,15.31588302057211,10.05516068142424,6.333863140030268,5.907210722878457,4.766428059233953,4.394924424883135,0.0
2024-11-25,27.898526429337565,25.341546265188008,15.311203250153966,10.052088325527853,6.331927827171356,5.905405773731381,4.764971676405627,4.394330452484243,0.0
2024-11-26,27.8943484281304,25.337751189804532,15.308910289419128,10.063312304193662,6.332477146864096,5.904521397543487,4.764258088271624,4.394421155773073,0.0
2024-11-27,27.89518392825921,25.338060829317094,15.30936882662252,10.06151706203487,6.332666819173005,5.904698251589779,4.764400788799534,4.394103494203983,0.0
2024-12-03,27.89539281111183,25.338250564091368,15.309483465215354,10.061592404014728,6.338854508241633,5.8972543335664485,4.764436465267213,4.3947354484914225,0.0
2024-12-04,27.894891497520963,25.337795205406778,15.309208335476827,10.061411585158652,6.3397889112472345,5.897148352848907,4.7643508426423935,4.395405269698248,0.0
2024-12-05,27.895016824229447,25.337909043543544,15.309277116984376,10.05891085829437,6.341914043806879,5.897174847671178,4.764372248010083,4.395425017460126,0.0
2024-12-10,27.894933272965332,25.338132671732055,15.309231262577336,10.058880729805,6.341895048480989,5.8971571844298785,4.764357977743586,4.395411852265824,0.0
2024-12-11,27.894181334110463,25.340145265147207,15.30881858527455,10.058609581522148,6.341724095668383,5.896998220019501,4.764229549191815,4.395293369065935,0.0
2024-12-12,27.889252960953804,25.35842705625473,15.306113807182225,10.056832415852323,6.34060363321689,5.890865522379307,4.763387800128053,4.394516804032666,0.0
2024-12-13,27.889879352446773,25.35675060954677,15.306457581878977,10.057058291901436,6.34074604291792,5.890997830980567,4.763494785625295,4.394615504702261,0.0
2024-12-16,27.869598570627225,25.411029204160236,15.295327131197373,10.049745065394177,6.33613522028063,5.886714053334929,4.760030898341131,4.391419856664299,0.0
2024-12-17,27.869515171559218,25.411252409766604,15.295281360318242,10.049714991786548,6.336116259556427,5.886696437492187,4.760016654069201,4.391406715451576,0.0
2024-12-18,27.868431029094985,25.414153961089557,15.294686363816762,10.049324051265735,6.335869780467967,5.886467441130297,4.759831486291672,4.3912358868430195,0.0
2024-12-19,27.867555437140577,25.416497356978496,15.294205823512522,10.049008313817962,6.3356707152031095,5.886282495536268,4.759681938218822,4.391097919592247,0.0
2024-12-23,27.86672159119204,25.41872902568898,15.293748194152428,10.048707629931705,6.335481140865702,5.886106367679559,4.759539520219171,4.390966530270418,0.0
2024-12-30,26.903564849452604,24.547893297788935,14.765705701548734,9.698870158584679,6.116737951753596,5.6828786017543695,4.595208377846678,4.239360993017627,3.449780068252778
2025-01-02,26.90448457658114,24.613011933662186,14.76621048298501,9.699201724830674,6.116947058980235,5.683072877035265,4.595365469958077,4.243117124594218,3.378588751373192
2025-01-08,26.901919860570146,24.620776064884243,14.76480286871388,9.69827713183627,6.116363950539115,5.682531128392658,4.5949274088845184,4.242134904557603,3.378266681621566
2025-01-09,26.901492455439822,24.63944994068889,14.764568292426128,9.698123050141623,6.116266776607109,5.664964561071061,4.594854406825253,4.242067507500772,3.378213009299338
2025-01-10,26.887201633967305,24.679483562197156,14.75672494284486,9.692971137274421,6.113017645477021,5.661955174237803,4.592413492287559,4.239814003182211,3.376418408531666
2025-01-13,26.88739570099019,24.679661694305004,14.756831454251893,9.693041099410204,6.113061768147407,5.661996041219771,4.592446639508547,4.239122823249834,3.3764427789171556
2025-01-15,26.886619449707062,24.68183622656188,14.756405417848864,9.692761256926591,6.1128852812873875,5.661832576831441,4.592314053495522,4.239000437855299,3.37634529948595
2025-01-20,26.88658063831947,24.681656245769545,14.756384116674454,9.691448096734941,6.1144643298127646,5.661824403859787,4.59230742439583,4.238994318771072,3.3763404256621388
2025-01-21,26.871220131607785,24.66741115944165,14.747953682908502,9.685911299194995,6.16896746338419,5.655704369085005,4.589683804458308,4.238736593059006,3.3744114968605574
2025-01-22,26.871220131607785,24.667266889856442,14.747953682908502,9.685911299194995,6.1705544288214496,5.655704369085005,4.589683804458308,4.238736593059006,3.3729688010085033
2025-01-23,26.87141396799514,24.66730055733222,14.74806006773393,9.685981168819271,6.172907270323306,5.652859754167494,4.589716912286065,4.238767169318071,3.3729931320245057
2025-01-27,26.872189341510257,24.667868056459135,14.748485622384289,9.68077821542159,6.174672411978911,5.653022867196948,4.589849348373718,4.240043677076286,3.3730904595988696
2025-02-03,26.87195672475735,24.66751024768041,14.748357953410537,9.680694414613052,6.175628876247543,5.65297393229973,4.589809616744928,4.240006973509644,3.3730612607368053
2025-02-04,26.867421502887147,24.663347073665772,14.745868850133647,9.679060588781994,6.190021269170518,5.652019871109766,4.589034987447658,4.2407338728542365,3.3724919839492626
2025-02-05,26.867111458160508,24.66306246352183,14.74569868572557,9.678804646812402,6.191248065284564,5.651954647919082,4.588982030892149,4.240684935624655,3.3724530660592404
2025-02-06,26.863662693133804,24.65946393161125,14.743805871531501,9.677562238486589,6.2037224019487285,5.651229141436831,4.588392971634292,4.240140585112021,3.372020165104981
2025-02-07,26.859633797209977,24.655765611882742,14.741594659305674,9.67438035101684,6.220962124257564,5.650381594536297,4.587704824304885,4.238062593378709,3.3715144441073104
2025-02-10,26.85951759699093,24.655658946044092,14.74153088417972,9.674194290931712,6.222233071911202,5.650357149840441,4.587684976964095,4.237323224885235,3.3714998582525713
2025-02-11,26.859478863808008,24.655623390969634,14.741509625927026,9.674180340110155,6.22236830559094,5.65034900165549,4.587678361221992,4.237317114387718,3.371494996329036
2025-02-12,26.859982403899686,24.656085614936288,14.741785987994444,9.671621728165949,6.2896864684070115,5.650454929892919,4.58776436735764,4.237396552230092,3.30522194711597
2025-02-14,26.847902650218312,24.644997020889704,14.735156157010913,9.667272104758947,6.331830855839726,5.647913747895314,4.585701109732505,4.235490865702398,3.3037354879521836
2025-02-17,26.847631754723047,24.644748352725163,14.735007479198831,9.66717456192669,6.332775968215973,5.647856760412458,4.585654839981402,4.235448129574712,3.3037021532417263
2025-02-18,26.84670301166851,24.6438958142565,14.734497749477422,9.671884972713645,6.359798971227121,5.647661383487329,4.585496207923199,4.206474021333587,3.303587867912685
2025-02-19,26.848831476277464,24.5762254839605,14.73566593228843,9.672651780647467,6.421999125400051,5.648109142281878,4.5858597559681415,4.206807519680814,3.303849783495256
2025-02-20,26.84887017875795,24.57265717073955,14.735687173690451,9.672809873325317,6.426044571204575,5.648117284008047,4.585866366466177,4.206092835826762,3.3038545459811717
2025-02-21,26.84652508616262,24.572045151877344,14.73566593228843,9.672795930029645,6.426756055011916,5.648109142281878,4.5858597559681415,4.20839316288477,3.303849783495256
2025-02-24,26.838130007467758,24.555570954835215,14.731057996075988,9.669771185383128,6.464086843095673,5.646342942724415,4.584425728532137,4.207797693175632,3.3028166487100488
2025-02-25,26.835451856421315,24.55733049142827,14.731249051353554,9.667735005398558,6.466764590575161,5.646416173283852,4.584485186497089,4.207708160267572,3.3028594847746238
2025-02-26,26.810300277318717,24.509263112674926,14.717442159717162,9.659681699861723,6.573864896158575,5.6411240588157066,4.580188368898122,4.208371553214177,3.299763873340892
2025-02-27,26.798532723010094,24.486992894111165,14.71098239245954,9.66479589529619,6.616886127182924,5.638648061417799,4.578178036495382,4.206668326252766,3.298315543774139
2025-02-28,26.79953545601003,24.483879562654522,14.711532840040341,9.665013614096612,6.620731546846427,5.638859045300561,4.578349340284445,4.203659636406227,3.298438958360831
