date,CNCB (HONG KONG) CAPITAL LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,YUE XIU SECURITIES CO LTD,ICBC INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,CHINA MERCHANTS SECURITIES (HK) CO LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,5.567374698626662,4.373873087169024,6.505338966048807,0.570873909232629,13.537088137622193,0.0,1.667778980914383,0.9850281588492845,33.20735593846298
2024-03-04,0.0,0.0,5.558217145333072,4.381995438785948,6.503945425330217,0.5596061371366021,13.530160249478348,0.0,1.6849467655202246,0.9810466139390276,33.19991777552344
2024-03-05,0.0,17.31959243257939,5.537521592490395,4.401067038906078,6.499884249521755,0.5548282832442939,13.527333352592066,0.0,1.691200856818909,0.9747557729808218,50.50618357913371
2024-03-06,0.0,17.320374806154256,5.5159953699330915,4.397284571241334,6.500441665809191,0.5957983803708371,13.520166571753602,0.0,1.678025924710869,0.9727650005256933,50.50085229049888
2024-03-07,0.0,17.317587724717075,5.516353708975015,4.407636588008002,6.502233361018807,0.6089374785746847,13.513995177142707,0.0,1.6768712766868945,0.9847096352564638,50.52832495037964
2024-03-08,0.0,17.318503480046434,5.505523906819116,4.424956308367619,6.502591700060729,0.605672611748274,13.508221937022832,0.0,1.6761147831539456,0.9847096352564638,50.52629436247542
2024-03-11,0.0,17.31906089633387,5.505523906819116,4.432959213637236,6.502193545569704,0.5924538826462213,13.503802422172448,0.0,1.6631548544710595,0.9847096352564638,50.503858356906115
2024-03-12,0.0,17.318941449986564,5.5066785548430905,4.488223056991601,6.500401850360088,0.5755721322267322,13.495321731513602,0.0,1.6849096177062122,0.980728090346207,50.55077648397409
2024-03-13,0.0,17.318531032337216,5.507208418839748,4.497938026572627,6.500600927605602,0.5836148529454511,13.488154950675138,0.0,1.6556517525340277,0.980728090346207,50.532428051856016
2024-03-14,0.0,17.319207894971957,5.478939449976924,4.5377136602260935,6.498649970599575,0.5816240804903225,13.478599242890521,0.0,1.684097422359969,0.9788169487892838,50.557648670304644
2024-03-15,0.0,17.323547778924137,5.478063510096668,4.558576955555839,6.482166374671112,0.575492501328527,13.465061990195649,0.0,1.6840576069108664,0.9788169487892838,50.545783666472076
2024-03-18,0.0,17.32390611796606,5.471454145545641,4.565982629088918,6.480812649401625,0.5855658099514769,13.460403582650649,0.0,1.6946087009230468,0.9788169487892838,50.56155058431669
2024-03-19,0.0,17.325100581439138,5.470269436857595,4.581431023340714,6.480852464850726,0.5799916470771174,13.457178531273339,0.0,1.693006328173914,0.9768261763341554,50.5646561893467
2024-03-20,0.0,17.32498113509183,5.461062313329871,4.5894339286103305,6.4800020864887955,0.5801907243226301,13.454471080734365,0.0,1.696359784374578,0.9751539274718474,50.561654980424244
2024-03-21,0.0,17.325936705870294,5.454253871533331,4.580475452562252,6.475280810349661,0.5718294800110908,13.44678669905757,0.0,1.696519046170988,0.9751539274718474,50.526235993027036
2024-03-22,0.0,17.326653383954138,5.471025930390542,4.583063456753919,6.475440072146071,0.5714313255200651,13.442805154147313,0.0,1.6813396052778793,0.9751539274718474,50.52691285566178
2024-03-25,0.0,17.316858783474906,5.472100947516313,4.612208365497,6.474882655858635,0.5646626991726283,13.436832836781928,0.0,1.6732013274813144,0.9751539274718474,50.52590154325457
2024-03-26,0.0,17.317336568864135,5.469990728713876,4.633708708012387,6.47261317525979,0.5627515576157052,13.43285129187167,0.0,1.6743161600561864,0.9751539274718474,50.538722117865596
2024-03-27,0.0,17.316858783474906,5.470787037695928,4.6330716608267455,6.471976128074148,0.5639858365378847,13.431378120254875,0.0,1.674058355023247,0.9751539274718474,50.537269849359575
2024-03-28,0.0,17.318690294133624,5.470787037695928,4.6321957209464895,6.472573359810687,0.5645830682744233,13.42819288432667,0.0,1.6734021566065875,0.9751539274718474,50.53557844926626
2024-04-02,0.0,17.319008817726445,5.460952621767593,4.622679828610975,6.471060372744788,0.5645034373762181,13.42540580288949,0.0,1.673561418402998,0.9751539274718474,50.51232622699035
2024-04-03,0.0,17.321039405630675,5.4037497660419325,4.649037655916876,6.475479887595174,0.5178795464771102,13.411868550194617,0.0,1.7096259336765118,0.9751539274718474,50.46383467300475
2024-04-05,0.0,17.3323071777267,5.325313331309872,5.176183969464465,6.328222090750282,0.61056991198789,13.238591715700238,0.0,1.7446387238619812,0.9666334213638978,50.722460342165334
2024-04-08,0.0,17.33939432766696,5.3235614515493594,5.286938604233081,6.276360716414425,0.747176717858803,13.137141951386894,0.0,1.7918352405500821,0.9652000651962053,50.867609074855814
2024-04-09,0.0,17.343455503475422,5.333794021968719,5.286938604233081,6.256729828680752,0.747176717858803,13.122410235218943,0.0,1.8295441736869815,0.9652000651962053,50.8852491503189
2024-04-10,0.0,17.368101266469914,5.3501643429444865,5.363623159204627,6.217908133372334,0.7153243585767481,13.077020623242014,0.0,1.822120384124562,0.964762095256077,50.87902436319076
2024-04-11,0.0,17.363203966230294,5.364657166417821,5.51030327369849,6.166988633300448,0.7836078537876533,13.001371269947134,0.0,1.8561602838112101,0.964483387112359,51.01077583430541
2024-04-12,0.0,17.3555594000026,5.372660071687437,5.449027297529637,6.17392030391196,0.8144250113930415,12.966652198329696,0.0,1.9127102059870376,0.963925970824923,51.00888045966634
2024-04-15,0.0,17.360456700242217,5.389740899352439,5.400133926031683,6.1942673919440905,0.8558728939088154,12.942762928868154,0.0,1.9298726553226997,0.963925970824923,51.037033366495024
2024-04-16,0.0,17.361452086469782,5.429050692251406,5.435370598487456,6.250426883826019,0.8720379662444582,12.910910569586099,0.0,1.9624300267620138,0.963925970824923,51.18560479445215
2024-04-17,0.0,17.354165859284013,5.412886336593846,5.482950060165026,6.228953098215182,0.9609856795395966,12.85915048575276,0.0,1.980074203216368,0.9633844807171282,51.242550203483916
2024-04-18,0.0,17.353727889343883,5.422680937073078,5.628833865676837,6.187014689366466,1.0611215340325566,12.811371946829677,0.0,1.9285397137176439,0.9634641116153333,51.35675468765548
2024-04-19,0.0,17.34898985090068,5.422840198869489,5.684097709031202,6.157162061015587,1.1788558170288521,12.764270270541338,0.0,1.8996903550532522,0.9637826352081538,51.419688897648555
2024-04-22,0.0,17.35010468347555,5.411134456833333,5.756203487355954,6.137453692417959,1.252156058826681,12.720473276528512,0.0,1.8992008639219853,0.9636101148671925,51.49033663422718
2024-04-23,0.0,17.348034280122217,5.414319692761539,5.8767248517894295,6.090361054236567,1.262308998347836,12.68663014479133,0.0,1.8939898975743392,0.9632119603761667,51.53558087999942
2024-04-24,0.0,17.360217807547603,5.3642000054312255,6.203171718981389,6.0204315485443125,1.2739749249348886,12.6195012976044,0.0,1.9048595151793402,0.9632119603761667,51.709568778599326
2024-04-25,0.0,17.370171669823247,5.377036506221894,6.13930773862087,6.039708914905405,1.2514791961919374,12.560813325627212,0.0,1.9520227063365425,0.963172144927064,51.65371220265417
2024-04-26,0.0,17.373436536649656,5.38675147580292,6.05374433849945,6.0573271715023935,1.3412630339182297,12.530235060716441,0.0,1.9907066401910651,0.9591906000168073,51.69265485729696
2024-04-29,0.0,17.356992756170296,5.416334354486129,6.000033297660084,6.062674983548605,1.3721200069727202,12.508336563710026,0.0,2.060541146221761,0.9591507845677046,51.736183893337326
2024-04-30,0.0,17.354644855111978,5.433444664095104,6.024851698864675,6.076711290781302,1.3801742039065865,12.483660826475763,0.0,2.0358983437817204,0.9589374497376079,51.748323332754744
2024-05-02,0.0,17.351579747425635,5.441963275067531,5.983713853634869,6.113014903897442,1.3816470478597633,12.467738189144123,0.0,2.029397927091078,0.9589374497376079,51.727992393858045
2024-05-03,0.0,17.350743808965728,5.507144382281301,5.935508069113328,6.092554314926284,1.405929069790515,12.44703876061299,0.0,2.031944116026781,0.9589374497376079,51.72979997145454
