date,CCB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BNP PARIBAS
2024-03-01,0.0,17.96803390378572,45.160870243938305,0.0,20.754904959969423,4.880826197550273,5.53606642729428,0.0,3.380889372169603,2.3184088952923987
2024-03-04,0.0,15.448086160079919,38.097600549596095,13.93467238144045,18.354480837875045,4.286152931385775,4.920851639736471,0.0,2.911496954143574,2.0466585457426687
2024-03-05,0.0,15.55336766381805,38.152213125633665,13.982012062575278,18.11907263891838,4.3182668457953515,4.936432023741511,0.0,2.9212459337829455,2.0173897057348174
2024-03-06,0.0,15.530840854137406,38.30160610720316,13.900431432830038,18.174857368846485,4.297527137538452,4.913559755084211,0.0,2.9001301659344385,1.9810471784258057
2024-03-07,0.0,15.654107499152289,38.38788621229501,13.902991390329749,17.72189621536896,4.352586271342168,4.922873320008466,0.0,2.900876248324519,2.156782843178839
2024-03-08,0.0,15.715635588233814,38.316847919410094,13.903812875667686,17.694832971205855,4.379770787743816,4.928742265350871,0.0,2.9010034197679895,2.159354172619871
2024-03-11,0.0,15.864045440162958,38.55999755787368,13.89819256023032,17.465692718697714,4.417485649848466,4.92795073283518,0.0,2.9174896471159824,1.9491456932356936
2024-03-12,0.0,15.938674077339407,38.39676228432127,13.912141232668615,17.225786819031267,4.5797825800594705,4.931744702205599,0.0,2.9204474189449976,2.094660885429372
2024-03-13,0.0,16.07888286680086,38.386064668536264,13.89733900999636,16.975520504926155,4.703695759137348,4.9489129145666,0.0,2.917143055175701,2.092441220860716
2024-03-14,0.0,16.111453069817646,38.30430288651088,13.81220968728478,16.767972146270573,4.732797589616769,4.9161859760763305,0.4011734808869064,2.867684004308584,2.086221159227528
2024-03-15,0.0,16.27324241073496,37.532066991488314,13.826850744475013,17.428789369560988,4.661170669169091,4.913631016935983,0.4019643991577962,2.870825908712031,2.0914584897658255
2024-03-18,0.0,16.429139936284653,37.68485918659205,13.222774554531394,17.620527878402445,4.705446448535704,4.940543742807171,0.4049827230500893,2.8923827491910257,2.0993427806054643
2024-03-19,0.0,16.343057848939857,38.22658876774695,13.178621043566999,17.355448295953074,4.634527503378373,4.898750429034371,0.40367147347720506,2.8825943671126106,2.0767402707905664
2024-03-20,35.940528357130546,10.548648832083952,24.857267459102484,8.446793877592304,10.671171027151718,2.9580772878962356,3.1471092789965316,0.2587346764023191,1.8475865640121825,1.3240826396317282
2024-03-21,35.979679267476286,10.646316308361655,24.732704809486037,8.455904610815667,10.649806663270379,2.9384308780017165,3.148050202028789,0.2590165225126073,1.8495991859526524,1.3404915520942098
2024-03-22,35.95607622987557,10.731561663245596,24.79015647744417,8.450357450903724,10.621469209383893,2.9544694250084675,3.1463470879451014,0.2588466050246102,1.8461230859239386,1.2445927652449245
2024-03-25,35.965567380032525,10.75630356534072,24.77509433522356,8.452542783738036,10.6590746768647,2.965977539806092,3.12993095290919,0.2589149315010644,1.8466103980351016,1.1899834365490125
2024-03-26,36.00294991616401,10.681840417698005,24.808369908793438,8.461645536312346,10.695056391138397,2.9833795557949574,3.128652808963691,0.25918404714379983,1.8485297610523983,1.1303916569389536
2024-03-27,36.01563882905629,10.636603570439194,24.3125172853332,8.46462776647364,11.23960495232979,2.9666617206892507,3.127760960964749,0.2590487449719524,1.8491812585872225,1.1283549111547062
2024-03-28,36.02997071057384,10.559799575115388,23.978643691688855,8.469628661603094,11.245936053713434,3.196939777386363,3.160613082671874,0.2600587872349247,1.84828458855963,1.2501250714525944
2024-04-02,36.064537126357834,10.629937850038694,23.926644756105826,8.477754249830873,11.04451560770627,3.386747040477304,3.194693021889016,0.26098915318003885,1.8518734505889658,1.1623077438251759
