date,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SINOMAX SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,46.73079670227177,26.16602035337241,0.0,0.0,13.853133869110183,13.250049075245634
2024-03-05,59.058282471259226,16.564729373709294,9.275104995578051,5.487949689401363,0.0,4.947484385757593,4.6664490842944675
2024-03-06,59.048027393620295,16.561221588373503,9.305065952362357,5.486996743467476,0.0,4.946625288026161,4.652063034150209
2024-03-07,59.05106747565826,16.561531328835994,9.305594777501518,5.487308580248784,0.0,4.9469064144383434,4.647591423317107
2024-03-08,59.0356537388517,16.556981250065142,9.303215537607434,5.485905593787688,0.0,4.971840745264881,4.646403134423151
2024-03-11,59.04564603656757,16.55996074901298,9.304889690672367,5.486892805749686,0.0,4.972735449078675,4.6298752689187195
2024-03-12,59.03669959084038,16.55745162598647,9.303479837512938,5.50121319075314,0.0,4.971981992883389,4.629173762023675
2024-03-13,59.03479038874543,16.557712957491354,9.30362667728282,5.539811311204916,0.0,4.972060467250448,4.591998198025031
2024-03-14,59.04022189871776,16.55985618703737,9.298516794331606,5.540528384106954,0.0,4.99164648229539,4.569230253510921
2024-03-15,59.038628187135764,16.560117594452258,9.325183400204647,5.550087210122626,0.0,4.991725278475034,4.534258329609666
2024-03-18,59.03849886668756,16.560169876925595,9.325212841037398,5.550104732479272,0.0,4.991741038009486,4.534272644860682
2024-03-19,59.10056109533338,16.577755498188832,9.33511549677344,5.555998515002159,0.0,5.016004787805172,4.414564606897023
2024-03-20,59.099253619450465,16.577388750139317,9.337121267069328,5.555875600195104,0.0,5.015893819226074,4.414466943919716
2024-03-22,59.09850651634779,16.57717918711084,9.33700323186852,5.555805365604229,0.0,5.044589819003898,4.386915880064722
2024-03-25,59.09103652408507,16.575083848200183,9.33582304397528,5.567111022570014,0.0,5.097039768861223,4.333905792308225
2024-03-26,59.08909736260593,16.57586953821481,9.336265579470798,5.567374914058035,0.0,5.097281378091513,4.334111227558902
2024-04-02,59.089284092120785,16.57623793368087,9.339455218162215,5.567392507713431,0.0,5.144699508688149,4.282930739634551
2024-04-03,59.08461620827592,16.576508401057204,9.33871742800614,5.566952699684884,0.0,5.150612862576839,4.282592400399013
2024-04-05,59.0491643780561,16.566562198489006,9.333114029931055,5.5636124281452455,0.0,5.207524197286988,4.280022768091603
2024-04-08,59.0491643780561,16.566562198489006,9.333114029931055,5.573086395757048,0.0,5.207524197286988,4.270548800479802
2024-04-09,59.032653405286354,16.57725022833282,9.338245303477315,5.568567094276735,0.0,5.210387253611956,4.272896715014826
2024-04-10,59.03246687889886,16.576565905847417,9.338215797279279,5.569497413826613,0.0,5.210370790270809,4.272883213877026
2024-04-11,59.023701468108705,16.573156767607557,9.336829216269914,5.568670429366908,0.0,5.225393362020427,4.272248756626496
2024-04-12,59.01904007602518,16.57121610452519,9.336091840932356,5.576759935393967,0.0,5.224980686999289,4.271911356124026
2024-04-15,59.01232896475015,16.568068320724294,9.335030225034544,5.588760347009693,0.0,5.224386549467483,4.271425593013832
2024-04-16,59.01270176422457,16.56817298643179,9.335089197361558,5.58816392146372,0.0,5.224419553563305,4.271452576955053
2024-04-17,59.00897398142525,16.56712638886163,9.334499507618506,5.594127837842138,0.0,5.224089531368659,4.271182752883819
2024-04-18,58.98307889616918,16.55985618703737,9.330403221168101,5.590410121138303,0.0,5.266943157557017,4.269308416930021
2024-04-19,59.001706159403646,16.56508590386622,9.333349826874974,5.590280769828835,0.0,5.270185529036906,4.239391810989419
2024-04-22,59.00431491516386,16.565818327826186,9.33502578364678,5.590527943649878,0.0,5.270418549872255,4.23389447984105
2024-04-23,59.007296632812476,16.56665546309236,9.33581335564893,5.6034439276603045,0.0,5.270684884631473,4.2161057361544545
2024-04-24,59.00748300017149,17.199015101450552,9.328578571830272,4.978102742889122,0.0,5.270701531447684,4.216119052210878
2024-04-25,59.006737537798756,17.200692823194828,9.344252412071908,5.02857326546098,0.0,5.270634944813755,4.149109016659773
2024-04-26,59.042354402012585,17.213919497456374,9.349892665765438,4.968403652390858,0.0,5.273816335566462,4.151613446808281
2024-04-29,59.101936130942164,17.232239702844236,9.39254402821297,4.950640720933404,0.0,5.27913833023474,4.043501086832481
2024-04-30,59.100122625483195,17.235190612896936,9.395735494359654,4.94659790947602,0.0,5.278976343220315,4.043377014563882
2024-05-02,59.138304504620585,17.247591631384967,9.401805648212395,4.9450139551177035,0.0,5.282386847763314,3.984897412901028
2024-05-03,59.22134844154934,17.274030140106852,9.429272184579032,4.894901048734815,0.0,5.2898045477446285,3.8906436372853292
2024-05-06,59.40305534650536,17.329893071628796,9.474101464706692,4.7220084344972735,0.0,5.3060350801031015,3.7649066025587743
2024-05-07,59.51647572390527,17.362477228382005,9.527130559926908,4.731292247705432,0.0,5.316109173590505,3.5465150664898784
2024-05-08,60.06408919795524,17.524480505005542,9.658191201430588,4.103232724000942,0.0,5.3650229067638815,3.2849834648438008
2024-05-09,60.07355258679766,17.557144840312912,9.669359111931323,4.1225285583768745,0.0,5.291913872645144,3.2855010299360847
2024-05-10,60.14214002891032,17.57737842534068,9.664728841391753,4.1433750858222975,0.0,5.298012494617888,3.1743651239170614
2024-05-13,60.13788103790713,17.571627239955358,9.633465042936,4.18524903565973,0.0,5.297637313629341,3.17414032991244
2024-05-14,60.32000595979462,17.623227822983743,9.66263956718212,4.260882183269018,0.0,5.119963111986288,3.013281354784212
2024-05-16,60.73364369297026,17.742802386642953,9.759260003405196,4.168623824053452,0.3491141216161602,5.154796778946991,2.091759192364982
2024-05-17,60.98424498715398,17.82213450545338,9.80963605403094,4.276048533649727,0.3505659064001956,5.176232908467692,1.581137104844085
2024-05-20,62.404110090825924,18.132280768693914,10.047509353573309,4.267008784902372,0.34827496686457515,3.73773076926729,1.0630852658726118
2024-05-21,62.38077693746531,18.219964985668593,9.937327409254337,4.278903566493604,0.7375704996695223,3.3763299649878724,1.0691266364607563
