date,EMPEROR SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,2.698468474856211,0.0,0.0,2.6004620225975033,0.0,5.298930497453715
2024-03-04,0.0,0.0,0.0,2.707487873340535,0.0,0.0,2.6004620225975033,0.0,5.307949895938038
2024-03-05,0.0,0.0,0.0,2.7646802440763927,0.0,0.0,2.631221820896643,1.1240881544538104,6.5199902194268455
2024-03-06,0.0,0.0,0.0,2.788297512939969,0.0,0.0,2.632108120169669,1.1240881544538104,6.544493787563449
2024-03-07,0.0,0.0,0.0,2.7603008829626168,2.5225641367862166,0.0,2.632108120169669,1.1564120102935842,9.071385150212086
2024-03-08,0.0,0.0,0.0,2.766244301617027,2.528246879183854,0.0,2.632108120169669,1.1564120102935842,9.083011311264135
2024-03-11,0.0,0.0,0.0,2.7742209950742613,2.517819828912959,0.0,2.632108120169669,1.1564120102935842,9.080560954450474
2024-03-12,0.0,0.0,0.0,2.7100946359082587,2.606606161969628,1.7593040569567193,2.608907933316928,1.1894136244009659,10.8743264125525
2024-03-13,48.910086502809044,5.3139376295561,0.0,2.453224252484766,2.7289675968985785,1.9001735061165075,2.6035380024274173,1.1894136244009659,65.09934111469339
2024-03-14,48.910086502809044,5.3139376295561,0.0,2.4527028999712215,2.7524284600080917,1.899860694608381,2.6035380024274173,1.1894136244009659,65.12196781378123
2024-03-15,48.910086502809044,5.3139376295561,0.0,2.494828183065636,2.7941366610916707,1.8975667435487837,2.6087515275628648,1.1894136244009659,65.20872087203506
2024-03-18,48.910086502809044,5.3139376295561,0.0,2.4859651903353757,2.821194856544642,1.907993793819679,2.6087515275628648,1.1894136244009659,65.23734312502867
2024-03-19,48.910086502809044,5.3139376295561,0.0,2.487112165865174,2.8363662146887942,1.8975667435487837,2.6139650526983123,1.1894136244009659,65.24844793356718
2024-03-20,48.910086502809044,5.3139376295561,0.0,2.608587301521098,2.8441865023919655,1.8969932557838847,2.6139650526983123,1.1894136244009659,65.37716986916138
2024-03-21,48.910086502809044,5.3139376295561,0.0,2.6153648841971795,2.8441865023919655,1.9738927515317337,2.6147992167199834,1.1894136244009659,65.46168111160698
2024-03-25,48.910086502809044,5.3139376295561,0.0,2.6129145273835195,2.8441865023919655,1.9738927515317337,2.616780356271454,1.1894136244009659,65.46121189434479
2024-03-26,48.910086502809044,5.3139376295561,0.0,2.606501891466919,2.8441865023919655,1.9738927515317337,2.616467544763327,1.1894136244009659,65.45448644692006
2024-03-27,48.910086502809044,5.3139376295561,0.0,2.623341577654414,2.8441865023919655,1.9843198018026285,2.617249573533644,1.2146992213078858,65.50782080905569
2024-03-28,48.910086502809044,5.3139376295561,0.0,2.62375865966525,2.8441865023919655,1.9843198018026285,2.617249573533644,1.2146992213078858,65.50823789106653
2024-04-02,48.910086502809044,5.3139376295561,0.0,2.6448213012124575,2.8441865023919655,1.9843198018026285,2.617249573533644,1.2074524213696138,65.52205373267546
2024-04-03,48.910086502809044,5.3139376295561,0.0,2.7775055159095934,2.8598270777983075,2.0046525498308734,2.6268424597828672,1.2074524213696138,65.7003041570564
2024-04-05,48.910086502809044,5.3139376295561,0.0,2.782197688531496,2.859201454782054,1.9889077039218221,2.6263211072693227,1.2074524213696138,65.68810450823945
2024-04-08,48.910086502809044,5.3139376295561,0.0,2.873851460412661,2.859201454782054,1.9889077039218221,2.625278402242233,1.2074524213696138,65.77871557509353
2024-04-09,48.910086502809044,5.3139376295561,0.0,2.8755197884560038,2.859201454782054,2.0205538014939877,2.625278402242233,1.2074524213696138,65.81203000070904
2024-04-10,48.910086502809044,5.3139376295561,0.0,2.8721831323693174,2.859201454782054,2.0173214159100104,2.625278402242233,1.2074524213696138,65.80546095903837
2024-04-11,48.910086502809044,5.3139376295561,0.0,2.8720267266152546,2.859201454782054,2.0173214159100104,2.625278402242233,1.2074524213696138,65.80530455328432
2024-04-12,48.910086502809044,5.3139376295561,0.0,2.885738297721481,2.8586801022685093,2.0173214159100104,2.625278402242233,1.2074524213696138,65.81849477187698
2024-04-16,48.910086502809044,5.3139376295561,0.0,2.8798470143184254,2.8587322375198636,2.017269280658656,2.625278402242233,1.2074524213696138,65.81260348847394
2024-04-17,48.910086502809044,5.3139376295561,0.0,2.8720267266152546,2.8586801022685093,2.017269280658656,2.625278402242233,1.2074524213696138,65.80473106551942
2024-04-18,48.910086502809044,5.3139376295561,0.0,2.8719745913639,2.8585758317658,2.017269280658656,2.625278402242233,1.2074524213696138,65.80457465976535
2024-04-19,48.910086502809044,5.3139376295561,0.0,2.87244380862609,2.8800555553238434,2.0172171454073013,2.625278402242233,1.2074524213696138,65.82647146533422
2024-04-22,48.910086502809044,5.3139376295561,0.0,2.868585800025859,2.8800555553238434,2.0172171454073013,2.625278402242233,1.2074524213696138,65.822613456734
2024-04-24,48.910086502809044,5.3139376295561,0.0,3.0015306909797674,2.8894399005676483,2.030459499251338,2.5750200199365203,1.2074524213696138,65.92792666447004
2024-04-25,48.93172263212116,5.3139376295561,0.0,3.0320298130221346,2.8800555553238434,2.038071245949091,2.581797602612602,1.2074524213696138,65.98506689995453
2024-04-26,48.93172263212116,5.317587097150913,0.0,3.043551703571473,2.8800555553238434,2.038071245949091,2.5244488261226805,1.2074524213696138,65.94288948160877
2024-04-29,48.93172263212116,5.325407384854084,0.0,3.0293709152030566,2.8774487927561196,2.0276441956781963,2.5270555886904043,1.2074524213696138,65.92610193067263
2024-04-30,48.93172263212116,5.325407384854084,0.0,3.049703663231301,2.872130997117963,2.0276441956781963,2.5270555886904043,1.2074524213696138,65.9411168830627
2024-05-02,48.920669958834004,5.325407384854084,0.0,3.0500686099907823,2.872130997117963,2.0276441956781963,2.5270555886904043,1.2074524213696138,65.93042915653506
2024-05-03,48.910086502809044,5.325407384854084,0.0,3.0505899625043273,2.8774487927561196,2.0276441956781963,2.5270555886904043,1.2074524213696138,65.92568484866179
2024-05-06,48.92051355307994,5.325407384854084,0.0,3.0983979879963797,2.874946300691105,2.0501144890119742,2.5322691138258517,1.2074524213696138,66.00910125082895
2024-05-07,48.92051355307994,5.330620909989531,0.0,3.1041328656453717,2.874946300691105,2.0501144890119742,2.5101116320002,1.2074524213696138,65.99789217178774
2024-05-08,48.92051355307994,5.331663615016621,0.0,3.1275415935035307,2.872339538123381,2.042919824325057,2.4843046825797357,1.2074524213696138,65.98673522799788
2024-05-10,48.910086502809044,5.322018593516043,0.0,3.1272287819954037,2.872339538123381,2.042919824325057,2.4811765674984674,1.2074524213696138,65.96322222963701
2024-05-13,48.910086502809044,5.323582651056677,0.0,3.1253519129466425,2.878595768285918,2.042919824325057,2.4743989848223857,1.2074524213696138,65.96238806561534
2024-05-14,48.910086502809044,5.323582651056677,0.0,3.118105113008371,2.8900655235839023,2.042919824325057,2.474346849571031,1.2074524213696138,65.9665588857237
2024-05-16,48.910086502809044,5.317847773407685,0.0,3.119252088538169,2.8994498688277073,2.0425548775655757,2.474346849571031,1.2074524213696138,65.97099038208883
2024-05-17,48.910086502809044,5.317847773407685,0.0,3.2006873511538574,2.9322950771810263,2.0422420660574487,2.484773899841926,1.2074524213696138,66.0953850918206
2024-05-20,48.910086502809044,5.317847773407685,0.0,3.213147676227577,2.9322429419296716,2.0422420660574487,2.474346849571031,1.2074524213696138,66.09736623137208
2024-05-21,48.910086502809044,5.317847773407685,0.0,3.214190381254666,2.9322429419296716,2.0477684027010232,2.4621993360054386,1.2074524213696138,66.09178775947714
2024-05-22,48.910086502809044,5.317847773407685,0.0,3.2073085280758757,2.9322429419296716,2.048758972476758,2.4621993360054386,1.2074524213696138,66.0858964760741
2024-05-23,48.910086502809044,5.317847773407685,0.0,3.211740024441006,2.9259867117671345,2.100894223831232,2.4621993360054386,1.2074524213696138,66.13620699363115
2024-05-24,48.910086502809044,5.317847773407685,0.0,3.1536092191807676,2.924944006740045,2.1937992417449044,2.4621993360054386,1.2074524213696138,66.16993850125749
2024-05-28,48.910086502809044,5.317847773407685,0.0,3.153661354432122,2.924944006740045,2.1937992417449044,2.4621993360054386,1.2074524213696138,66.16999063650886
2024-05-29,48.910086502809044,5.317847773407685,0.0,3.153661354432122,2.9223372441723217,2.1937992417449044,2.4621993360054386,1.2074524213696138,66.16738387394113
2024-05-30,48.910086502809044,5.317847773407685,0.0,3.158614203310797,2.9327642944432166,2.1865524418066324,2.4621993360054386,1.2074524213696138,66.17551697315243
2024-05-31,48.910086502809044,5.317847773407685,0.0,3.132755118638978,2.999497416176943,2.1782108015899166,2.4621993360054386,1.2074524213696138,66.20804936999762
