date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,CHINA CONSTRUCTION BANK (ASIA),TOTAL_CCASS_PCT
2024-03-01,91.37049276490104,1.8922587273256453,2.4076865007525767,0.9170420725701866,0.4394789789981286,0.23806228854023453,0.0,0.0,0.21298943372454934,0.0,97.47801076681237
2024-03-04,91.34135671053751,1.87368804832406,2.412644099960877,0.842027094779144,0.42860883319304305,0.23326723356827161,0.0,0.0028851601949946492,0.24070688326544937,0.0,97.37518406382335
2024-03-05,91.23058281347335,1.948620941275752,2.4423084230925123,0.8486507724099063,0.4655470109007915,0.23631493799960396,0.0,0.0030070683722479437,0.22207017066785184,0.0,97.39710213819201
2024-03-06,91.21904217269338,2.0014478180855133,2.4612041905667734,0.877421102241684,0.46806644656402624,0.23911882607642976,0.0,0.0030070683722479437,0.1459998744223866,0.0,97.41530749902243
2024-03-07,91.21904217269338,1.9689389708179679,2.5130964380175924,0.8796967215504121,0.45863888085643806,0.23574603317242193,0.0,0.0030070683722479437,0.12104933414454556,0.0,97.399215619625
2024-03-08,91.20234075240967,1.9238735812933332,2.5325611103190355,0.8644175633346659,0.4526247441119422,0.23582730529059076,0.0,0.0030070683722479437,0.19472454106757442,0.0,97.40937666619907
2024-03-11,91.20234075240967,1.884862964572279,2.5893703209190706,0.8695377067793043,0.45254347199377337,0.23517712834523985,0.0,0.0030070683722479437,0.28799669066436584,0.0,97.52483610405595
2024-03-12,91.20234075240967,1.832848808944206,2.663206040275483,0.851170208073141,0.45254347199377337,0.23509585622707102,0.0,0.0030070683722479437,0.3015687280379752,0.0,97.54178093433356
2024-03-13,91.19457926512455,1.814562582356212,2.684377427058472,0.851170208073141,0.45827315632467824,0.23712765918129258,0.0,0.0030070683722479437,0.301081095328962,0.0,97.54417846181956
2024-03-14,91.07571879230258,1.7857109804062656,2.8058386076618382,0.8328799178792383,0.4676194499140975,0.23245451238658293,0.9929014676690036,0.0030070683722479437,0.3046977045874764,0.0,98.50082850117933
2024-03-15,91.0169184148074,1.8064353705393257,2.8570400421082223,0.8729064360774036,0.472089416413385,0.22973189642792602,0.9929014676690036,0.0030070683722479437,0.2737817908360408,0.0,98.52481190325096
2024-03-18,90.9293371421051,1.77612087046234,2.9785824948297575,0.8871727405204705,0.46952934469106583,0.2296506243097572,0.9929014676690036,0.0028851601949946492,0.2546015709481891,0.0,98.52078141573067
2024-03-19,90.90597140813155,1.7775431325302948,3.0479888837459668,0.867464251864521,0.4701388855773323,0.22839090647813978,0.9929014676690036,0.0028851601949946492,0.2300167552021079,0.0,98.52330085139391
2024-03-20,90.86533534904711,1.7633205118507436,3.1256850287153997,0.7836718853112412,0.46705054508691546,0.22542447416497627,0.9929014676690036,0.0028851601949946492,0.19561995662949988,0.0,98.42189437866989
2024-03-21,90.79873284820773,1.7192303877441355,3.224105563817894,0.8611656627064342,0.46266185070579685,0.22477429721962536,0.9929014676690036,0.0028851601949946492,0.20045564766054724,0.0,98.48691288592616
2024-03-22,90.79365334082217,1.7359724440869213,3.2520631724679823,0.8701511080911837,0.4633526637102322,0.22477429721962536,0.9929014676690036,0.0028851601949946492,0.1739609371374978,0.0,98.50971459139963
2024-03-25,90.76317629650885,1.7195554762168108,3.322607371038556,0.8436157615090497,0.4574604351429896,0.22477429721962536,0.9929014676690036,0.0028851601949946492,0.17664291703707027,0.0,98.50361918253697
2024-03-26,90.76317629650885,1.7275201437973595,3.342193951517252,0.84646028564496,0.44843923002624575,0.22294567456082595,0.9929014676690036,0.0028851601949946492,0.17221358659686722,0.0,98.51873579651637
2024-03-27,90.76317629650885,1.725610249020391,3.3429254005807723,0.7995256374024415,0.4478703251990637,0.22294567456082595,0.9929014676690036,0.0028851601949946492,0.20573833534152336,0.0,98.50357854647788
2024-03-28,90.76317629650885,1.728698589510808,3.341056141862888,0.8117977272459397,0.4457166140675889,0.22253931396998164,0.9929014676690036,0.0028851601949946492,0.18663938757184048,0.0,98.4954106986019
2024-04-02,90.76317629650885,1.7148416933630166,3.364137423422845,0.8141139826137523,0.44149046392280794,0.22253931396998164,0.9929014676690036,0.0028851601949946492,0.1846482206767033,0.0,98.50073402234196
2024-04-03,90.76317629650885,1.7002939842107903,3.3517434254020935,0.8259390758073221,0.44673251554469956,0.22412412027427447,0.9929014676690036,0.0028851601949946492,0.18509521732663206,0.0,98.49289126293867
2024-04-05,90.76317629650885,1.6901756054987667,3.3546692216561724,0.8463383774677067,0.4465699713083619,0.22371775968343016,0.9929014676690036,0.0028851601949946492,0.18440440432219674,0.0,98.50483826430948
2024-04-08,90.76317629650885,1.6812356725001916,3.3895755964096996,0.8367889035828653,0.4457978861857577,0.21965415377498695,0.9929014676690036,0.0028851601949946492,0.16558178175428798,0.0,98.49759691858064
2024-04-09,90.76317629650885,1.6812356725001916,3.3895755964096996,0.8505238915534032,0.4455540698312511,0.21892270471146721,0.9929014676690036,0.0028851601949946492,0.16456588027717717,0.0,98.50934073965605
2024-04-10,90.76317629650885,1.6581950269993189,3.4299272030805397,0.84646028564496,0.4406777427411193,0.21079549289458088,0.9933078282598479,0.0028851601949946492,0.1657443259906257,0.0,98.51116936231485
2024-04-11,90.75383000291943,1.6415748788337865,3.4433777386374866,0.8517429733259361,0.42986855102466043,0.21067358471732758,0.9931046479644258,0.0028851601949946492,0.19958237875082277,0.0,98.52663991636888
2024-04-12,90.71941126087492,1.6458010289785674,3.4873865906259267,0.831587488020058,0.42970600678832277,0.20778842452233293,0.9931046479644258,0.0028851601949946492,0.20291453559574618,0.0,98.5205851435653
2024-04-15,90.71299076353958,1.6486049170553931,3.499455500174003,0.8126104484276284,0.4306000000881802,0.20778842452233293,0.9931046479644258,0.0028851601949946492,0.2041742534273636,0.0,98.5122141153939
2024-04-16,90.71299076353958,1.6460042092739893,3.500186949237522,0.8324408452608311,0.43141272126986885,0.20770715240416407,0.9935110085552701,0.0028851601949946492,0.20157354564595995,0.0,98.52871235538218
