date,CHINA GALAXY INTERNATIONAL SECURITIES,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA MERCHANTS BANK CO LTD
2024-03-01,0.0,56.697862750623926,43.302137249376074,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,33.19004374407475,25.28793037181365,23.088929302902514,0.0,18.433096581209085,0.0,0.0,0.0
2024-03-05,0.0,33.162469176748985,25.286640985551323,23.1180517251509,0.0,18.432838112548797,0.0,0.0,0.0
2024-03-06,0.0,33.19675795642536,25.313143216428497,23.0379417654471,0.0,18.45215706169904,0.0,0.0,0.0
2024-03-07,0.0,33.16548679140603,25.324992513774912,23.048726021669022,0.0,18.460794673150033,0.0,0.0,0.0
2024-03-08,0.0,33.209326568317934,25.279015221284638,23.04991290627063,0.0,18.46174530412679,0.0,0.0,0.0
2024-03-11,0.0,33.20776671413977,25.28076940415753,23.049805002619422,0.0,18.461658879083274,0.0,0.0,0.0
2024-03-13,0.0,33.21980172587576,25.275923275293188,23.045813277614243,0.0,18.458461721216803,0.0,0.0,0.0
2024-03-14,0.0,33.207385255116314,25.262448746317705,23.03395414793854,0.0,18.496211850627443,0.0,0.0,0.0
2024-03-15,0.0,33.19046106569785,25.11351081576061,23.022214861630356,0.0,18.67381325691119,0.0,0.0,0.0
2024-03-18,0.0,33.25198061427623,25.035630972292093,23.078867546527203,0.0,18.633520866904473,0.0,0.0,0.0
2024-03-19,0.0,33.250422098318076,25.034457555561062,23.07778584304059,0.0,18.637334503080265,0.0,0.0,0.0
2024-03-20,0.0,33.30417987836315,25.01148593656165,23.066974382484805,0.0,18.6173598025904,0.0,0.0,0.0
2024-03-21,0.0,33.3048047844761,25.011251591584298,23.066758256597563,0.0,18.61718536734204,0.0,0.0,0.0
2024-03-22,0.0,33.37709149486425,24.910208037111843,23.101705434967847,0.0,18.610995033056057,0.0,0.0,0.0
2024-03-25,0.0,33.38677809581921,24.89426934783229,23.10516802312943,0.0,18.61378453321907,0.0,0.0,0.0
2024-03-26,0.0,33.423163472068595,24.896251740614105,23.107007945308776,0.0,18.57357684200852,0.0,0.0,0.0
2024-03-27,0.0,33.51885340660651,24.80622308055433,23.10386943093777,0.0,18.57105408190139,0.0,0.0,0.0
2024-03-28,0.0,33.595664908698055,24.729411578462784,23.10386943093777,0.0,18.57105408190139,0.0,0.0,0.0
2024-04-08,0.0,33.597530935548576,24.728716657778172,23.10322018957951,0.0,18.570532217093742,0.0,0.0,0.0
2024-04-09,0.0,33.598003003943234,24.727659044527986,23.1035448056975,0.0,18.570793145831285,0.0,0.0,0.0
2024-04-10,0.0,29.81299665673983,21.987888071714174,20.55150731676406,0.0,16.519447315311716,11.128160639470218,0.0,0.0
2024-04-12,0.0,29.811935515819734,21.99017846536511,20.553648088161562,0.0,16.52116808254159,11.123069848112003,0.0,0.0
2024-04-18,0.0,29.84182669782009,21.977953276446975,20.546114550180288,0.0,16.515112571290693,11.118992904261955,0.0,0.0
2024-04-19,0.0,29.84336844416675,21.977861736041778,20.546028973528657,0.0,16.5137942537344,11.118946592528415,0.0,0.0
2024-04-24,0.0,29.849068975374536,21.97035511195192,20.54679918905767,0.0,16.514413311596797,11.119363412019077,0.0,0.0
2024-04-26,0.0,29.842991265855574,21.82803732221526,20.6591207949645,0.0,16.53597168164801,11.133878935316648,0.0,0.0
2024-04-30,0.0,4.74021899765399,3.4790635888216315,3.2812824258614377,0.0,2.626403795787828,1.7683909032095935,0.0,0.0
2024-05-02,0.0,29.825137226340576,21.89099986962076,20.639838321405378,0.0,16.520537605827922,11.12348697680537,0.0,0.0
2024-05-03,0.0,29.85116996515102,21.91581442275702,20.618102697498337,0.0,16.50313997961832,11.111772934975306,0.0,0.0
2024-05-07,0.0,29.85483530662476,21.912952131076903,20.61775941887671,0.0,16.50286521257366,11.111587930847968,0.0,0.0
2024-05-08,0.0,27.545757036722186,20.200563619054783,19.015163242799257,0.0,15.226263122561395,10.252035592926195,7.760217385936191,0.0
2024-05-10,0.0,27.547982971901824,20.199943018474755,19.01457906002296,0.0,15.225795342161616,10.251720630464977,7.759978976973865,0.0
2024-05-13,0.0,27.548539434326567,20.247022500079588,19.014433019937353,0.0,15.178443775760872,10.251641892873481,7.759919377022137,0.0
2024-05-14,0.0,27.586028145279002,20.21511642106751,18.984469305405913,0.0,15.231208206916222,10.23548693990515,7.747690981426207,0.0
2024-05-16,0.0,27.573130324047135,20.24398855516575,18.97559313483168,0.0,15.232518082363669,10.2307013477178,7.74406855587397,0.0
2024-05-17,0.0,32.8144654349892,18.716593418278244,17.62149407720725,0.0,14.228861302404617,9.458801904934072,7.159783862186615,0.0
2024-05-20,0.0,33.942913289029505,18.54058243265804,17.258443816743387,0.0,13.983597451179127,9.262189988353596,7.012273022036346,0.0
2024-05-22,0.0,33.957626403238564,18.537816229940482,17.255868905498815,0.0,13.981511137795433,9.255950512889614,7.011226810637093,0.0
2024-05-23,0.0,33.96018607630983,18.538266485761266,17.252124281220762,0.0,13.981850727782463,9.256175326079235,7.011397102846442,0.0
2024-05-24,0.0,33.96110263974552,18.53800919404264,17.25188483980861,0.0,13.98165667434138,9.256046860062234,7.01129979199961,0.0
2024-05-27,0.0,33.95747048220524,18.533186296337963,17.247396543631584,0.0,13.998832181870762,9.253638782329157,7.009475713625298,0.0
2024-05-28,0.0,33.955474595327104,18.53228630002464,17.246558986988305,0.0,14.003355380296147,9.253189413253825,7.009135324109986,0.0
2024-05-29,0.0,29.519748130183043,16.125843032774725,15.007069207607367,12.86139122452415,12.335309254554524,8.05164984044444,6.098989309911749,0.0
2024-05-30,0.0,29.283757859096333,16.81103098594889,14.887097915342201,12.758573165635484,12.222025641163063,7.9872823864891345,6.05023204632489,0.0
2024-06-03,0.0,29.296915661194006,16.818584532178697,14.89378699838685,12.76430585819393,12.197562530405914,7.975893878090694,6.052950541549909,0.0
2024-06-04,0.0,29.2878463167979,16.82266627024955,14.897401603248166,12.7674036547457,12.192433045211835,7.9778295647490465,6.054419544997803,0.0
2024-06-05,0.0,29.298380370546734,16.828716932656494,14.902759799528942,12.7719957478234,12.160851015592764,7.980698976331074,6.056597157520591,0.0
2024-06-06,0.0,29.304968003022175,16.83250080742307,14.906110629956682,12.774867483834077,12.141100707789176,7.9824934069817886,6.057958960993034,0.0
2024-06-07,0.0,29.31129491783527,16.83643478818609,14.900333051275217,12.777625565614287,12.14072336197764,7.984216819741594,6.049371495369909,0.0
2024-06-12,0.0,29.32612949443845,16.8329015309097,14.89720610006278,12.774944081138942,12.1381755364018,7.982541269512017,6.048101987536305,0.0
2024-06-13,0.0,29.336721809132417,16.830378683512887,14.894973366890763,12.773029424039548,12.136356315603896,7.981344878418967,6.047195522401526,0.0
2024-06-14,0.0,29.302910318525328,16.845577661923038,14.908424542463239,12.784564339688142,12.154816837834078,7.9885525765208465,6.015153723045329,0.0
2024-06-17,0.0,29.34541467127862,16.852757478182284,14.914778717492313,12.790013296367198,12.15999738749001,7.991957407202693,5.945081041986883,0.0
2024-06-18,0.0,29.34386413685529,16.850345392258593,14.917957836617216,12.792739516893054,12.155083956631136,7.993660911164764,5.946348249579947,0.0
2024-06-19,0.0,29.333544876160488,16.85925344225426,14.925844316754466,12.799502485873523,12.134476237311523,7.997886814514958,5.949491827130783,0.0
2024-06-20,0.0,29.34203437964875,16.85722805848969,14.92405120279155,12.797964819652522,12.133018463914452,7.99692598963855,5.948777085864487,0.0
2024-06-21,0.0,29.34054886378732,16.857582465518547,14.9243649666338,12.798233884570633,12.133273548974104,7.997094117326576,5.948902153189021,0.0
2024-07-02,0.0,29.30835507829523,16.857339624091715,14.924947705915907,12.798733606578427,12.164083176870827,7.997406373217884,5.949134435030013,0.0
2024-07-04,0.0,29.311757483212116,16.858605516334404,14.926068486296723,12.799694720131935,12.156285678300465,7.998006933858842,5.949581181865513,0.0
2024-07-09,0.0,29.31005878863352,16.859010642006986,14.926427171570467,12.800002306956204,12.156577803494732,7.998199132314121,5.949724155023972,0.0
2024-07-11,0.0,29.32713598395814,16.86088460154573,14.928086315227912,12.801425088335753,12.132994345316249,7.999088170341027,5.950385495275186,0.0
2024-07-15,0.0,29.324493099547645,16.859365142943123,14.935752772483465,12.800271457554462,12.131900951756597,7.998367313540173,5.949849262174534,0.0
2024-07-18,0.0,29.323427057288004,16.860479385805917,14.933134949859436,12.801117433129017,12.132702754430245,7.998895929156335,5.950242490331044,0.0
2024-07-19,0.0,29.321146129694913,16.85744088847509,14.930443787310152,12.798810490351048,12.145534117110799,7.997454414750122,5.949170172307876,0.0
2024-07-25,0.0,29.321674547824735,16.85774468892506,14.930712859915587,12.799041147211229,12.14395082659573,7.997598542810003,5.949277386717658,0.0
2024-07-29,0.0,29.319551573151593,16.858251047342463,14.931161335810437,12.799425593786925,12.144315596132527,7.9978387677876555,5.949456085988398,0.0
2024-08-01,0.0,29.232356684812828,16.864485311389068,14.93694909126323,12.804387026029667,12.14902308855265,8.000938964342884,6.011859833609677,0.0
2024-08-13,0.0,29.232620206203215,16.864637339932827,14.93708374361559,12.804502453940886,12.1482311369549,8.00101109053452,6.0119140288180635,0.0
2024-08-14,0.0,29.223049694721944,16.86691809705227,14.939103820265052,12.80623412237491,12.14987405189554,8.002093139477505,6.012727074212776,0.0
2024-08-15,0.0,29.22959668938597,16.866360521679617,14.938609973295982,12.80581078239531,12.145265112168499,8.001828611598816,6.012528309475805,0.0
2024-08-16,0.0,29.2309143659502,16.862612839164395,14.939283409076612,12.806388071125403,12.14581262335638,8.00218933576975,6.012799355557259,0.0
2024-08-21,0.0,29.2301514606856,16.86286623305458,14.939507901163084,12.806580512268631,12.145694598758851,8.002309584387513,6.012889709681744,0.0
2024-09-03,0.0,29.242485400617724,16.859927332046666,14.93690420768526,12.804348550521722,12.143577817803303,8.000914922567977,6.011841768757348,0.0
2024-09-04,0.0,29.262919834908697,16.855774081570935,14.933224671985917,12.801194345544348,12.137582257181737,7.998943988586232,6.010360820222138,0.0
2024-09-10,0.0,29.26371104256638,16.853526036994023,14.93362843489752,12.801540462850852,12.137910431816461,7.999160263167611,6.010523327707149,0.0
