date,CROSBY SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,HANG SENG SECURITIES LTD,KGI ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,KAM FAI SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,ALPHA SECURITIES CO LTD
2024-03-01,88.64535202736941,0.0,0.0,0.0,0.0,0.0,7.487609104347383,0.0,3.867038868283205,0.0
2024-03-04,86.49586452856795,0.0,0.0,0.0,0.0,0.0,5.267423251677155,0.0,3.773270255325498,4.463441964429387
2024-03-05,79.70398328503066,0.0,0.0,0.0,7.843094965289479,0.0,4.8637864797465795,0.0,3.4761744287928824,4.112960841140392
2024-03-06,79.69710775103313,0.0,0.0,0.0,7.8424183935065255,0.0,4.871993249891497,0.0,3.4758745622808034,4.112606043288036
2024-03-07,79.6921666936223,0.0,0.0,0.0,7.841932179632326,0.0,4.877890991428109,0.0,3.4756590651787156,4.112351070138552
2024-03-08,79.65609406490132,0.0,0.0,0.0,7.838382532035738,0.0,4.920947977626176,0.0,3.4740858094345115,4.1104896160022415
2024-03-11,68.36569990888952,0.0,14.16559908612022,0.0,6.7273761568025305,0.0,4.231781371837148,0.0,2.9816715305173873,3.527871945833198
2024-03-13,68.36396093910784,0.0,14.165238765831202,0.0,6.727205037310413,0.0,4.234217360036814,0.0,2.9815956878550964,3.527782209858644
2024-03-14,68.36332860839343,0.0,14.165107744816247,0.0,6.727142814198868,0.0,4.235103143202677,0.0,2.98156810966177,3.527749579727002
2024-03-15,68.35811232629656,0.0,14.164026913917086,0.0,6.72662951744549,0.0,4.242410229138246,0.0,2.9813406090314225,3.5274804041711945
2024-03-18,68.36127361435476,0.0,14.16468194325618,0.0,6.726940597035632,0.0,4.237981825328925,0.0,2.9814784840566975,3.527643535967813
2024-03-20,65.06664201704345,0.0,13.48114303824213,0.0,6.402739629551377,0.0,4.035055285583492,4.819001338122403,2.837787872385379,3.3576308190717654
2024-03-21,65.0647804375623,0.0,13.479877019505656,0.0,6.402556444921773,0.0,4.038681194856299,4.818863464801565,2.837706682277648,3.357534756074748
2024-03-22,65.05790783598758,0.0,13.47845317970464,0.0,6.401880161697426,0.0,4.048817306994052,4.818354462413271,2.8374069436589657,3.3571801095440654
2024-03-25,65.05533098469128,0.0,13.477919317324133,0.0,6.4016265923198965,0.0,4.052617797014833,4.818163614238844,2.837294558001263,3.3570471364097463
2024-03-26,65.04202050424605,0.0,13.475161701940424,0.0,6.400316803801645,0.0,4.072248866986404,4.817177806133674,2.8367140405684865,3.3563602763233162
2024-03-27,65.04803101443791,0.0,13.47640693688421,0.0,6.400908254821804,0.0,4.076585595536174,4.817622959837007,2.8237748020893383,3.3566704363935593
2024-03-28,65.04946225202866,0.0,13.476703455316752,0.0,6.401049092605306,0.0,4.085476404217493,4.817728960940663,2.812835542412561,3.3567442924785693
2024-04-02,65.04903287413832,0.0,13.476614498416911,0.0,6.401006840619507,0.0,4.086109515920007,4.817697160119783,2.812816975473662,3.3567221353118106
2024-04-03,65.04860350191642,0.0,13.476525542691434,0.0,6.400964589191497,0.0,4.086742619264501,4.8176653597187205,2.812798408779874,3.3566999784375593
2024-04-05,65.04874662536056,0.0,13.47655519446944,0.0,6.400978672938858,0.0,4.093132347472898,4.8176759598057615,2.8062038359226658,3.3567073640298086
2024-04-08,65.05389948884053,0.0,13.477622745386252,0.0,6.401485729122887,0.0,4.096537186136422,4.8180575940077945,2.7954239895083584,3.3569732669977577
2024-04-09,65.07781373131701,0.0,13.482577208391117,0.0,6.403838957494113,0.0,4.107508419731889,4.81982874375399,2.750225626802263,3.3582073125096303
2024-04-11,65.06177349571524,0.0,13.473092107869245,0.0,6.402260553430662,0.0,4.150509900924733,4.818640763024811,2.7363435900370154,3.3573795889982874
2024-04-12,65.07294353809175,0.0,13.47540521742193,0.0,6.403359716854052,0.0,4.1736734136871485,4.819468044831441,2.6971940729523425,3.35795599616133
2024-04-15,65.07122482039725,0.0,13.475049302718691,0.0,6.403190590223976,0.0,4.176204394985209,4.819340752218623,2.697122834202,3.357867305254261
2024-04-16,65.07079515515947,0.0,13.474960326980515,0.0,6.403148309962385,0.0,4.17683711941964,4.819308930116058,2.6971050251024016,3.3578451332595267
2024-04-17,65.07738397906198,0.0,13.476324750766574,0.0,6.40379666866978,0.0,4.180341761814512,4.819796915206706,2.6841707884559085,3.3581851360245483
2024-04-19,65.07523530292225,0.0,13.475879799607316,0.0,6.403585232925681,0.0,4.183505463254003,4.819637778775633,2.6840821645227466,3.3580742579923752
2024-04-23,65.08110868718177,0.0,13.4770960690519,0.0,6.404163190370421,0.0,4.188065608992068,4.820072776582935,2.6711163258612225,3.358377341959685
2024-04-24,65.08569352868008,0.0,13.478045505079969,0.0,6.404614351602145,0.0,4.1923233568527305,4.820412341629333,2.660296982839279,3.3586139333164553
2024-04-26,65.08411741655402,0.0,13.47771912135715,0.0,6.404459257759012,0.0,4.194643431092404,4.820295610748361,2.660232561211326,3.3585326012777217
2024-04-29,65.07552178487627,0.0,13.47593912473091,0.0,6.403613423551527,0.0,4.194089446320322,4.832865953784453,2.6598812254295563,3.358089041306961
2024-04-30,40.107934165043226,8.718030811975321,8.305612685113333,0.0,3.9467329429831937,0.0,2.587923746058965,2.9786356557176887,1.639362054276396,2.069687810331074
2024-05-07,57.00650391140951,12.391175659598428,11.804994494910444,0.0,5.609599487862773,0.0,3.682336086199483,4.233616332858347,2.330070129634736,2.941703897526277
2024-05-08,57.006174148788894,12.3911039809955,11.804926207159854,0.0,5.609567038298233,0.0,3.682893250085806,4.233591842873506,2.3300566509966947,2.941686880801521
2024-05-14,57.005624552899135,12.390984518500094,11.804812395997832,0.0,5.609512956524925,0.0,3.6838218422387143,4.233551026861723,2.3300341869464867,2.9416585200310825
2024-05-22,56.96158144194828,12.38141112095873,11.795691880852376,0.0,5.605178991175677,0.0,3.7012061192246923,4.230280143347078,2.3852645370120613,2.939385765481099
2024-05-23,56.95795997711216,12.380623943990306,11.794941942345002,0.0,5.604822628903022,0.0,3.7073285387041404,4.230011193461939,2.385112888279232,2.9391988872041965
2024-05-27,56.9570821155895,12.380433128283572,11.794760153430907,0.0,5.604736244872954,0.0,3.708812644371278,4.2299459986398515,2.3850761278539516,2.9391535869579877
2024-05-28,56.95675292449486,12.38036157390996,11.794691984032797,0.0,5.604703851548171,0.0,3.7093691722022717,4.229921551099672,2.3850623429866067,2.9391365997256598
2024-05-29,56.95006019744763,12.378906814351073,11.793306043823742,0.0,5.604045268480617,0.0,3.720683843005056,4.229424512400675,2.3847820852395856,2.9387912352516254
2024-05-30,51.925228457867675,11.286688059069728,10.664938413414337,8.936333890097846,5.109587765934092,0.0,3.396966072491794,3.8562528870084183,2.1445093710317353,2.6794950830843702
2024-05-31,40.107934165043226,8.718030811975321,8.237780756353139,6.90027078505961,3.9467329429831937,0.0,2.6283515756000413,2.9786356557176887,1.6564557003239653,2.069687810331074
2024-06-03,51.9232221545076,11.28625196045544,10.664526338159025,8.933002917192821,5.109390340069865,0.0,3.4036843390125804,3.856103887892684,2.1444265108020435,2.6793915519079423
2024-06-04,51.92221906096657,11.28603392378564,10.664320312472558,8.932830342434237,5.109291632858794,0.0,3.405550462421451,3.8560293926525393,2.144385083088336,2.679339789319873
2024-06-05,51.92194549672724,11.285974460701409,10.664264125030515,8.932783277748214,5.109264713372216,0.0,3.4060593926557394,3.8560090762684034,2.1443737848987614,2.679325672597502
2024-06-06,51.91848059919043,11.285221315865726,10.66355246867509,8.932187167982299,5.108923757759885,0.0,3.412505378137979,3.8557517539315285,2.1442306848016015,2.6791468736554656
2024-06-07,51.9334376773101,11.28847244985253,10.666624507484133,8.93476042166209,5.110395576096447,0.0,3.384679704393865,3.8568625487685124,2.144848411389303,2.6799187030430147
2024-06-11,52.01283598579879,11.305730803199145,10.68293215013318,8.94842030816218,5.118208591806503,0.0,3.2369696095369127,3.8627591035921762,2.148127557608875,2.6840158901622444
2024-06-12,52.0106399073934,11.30525345427549,10.682481096923786,8.948042489259816,5.117992491546833,0.0,3.2410551241498458,3.8625960107384247,2.148036859679184,2.6839025660332214
2024-06-14,52.00963343343238,11.305034682823251,10.682274376931833,8.947869332925197,5.117893451692976,0.0,3.242927536384859,3.8625212644497102,2.147995292354298,2.683850629005501
2024-06-18,52.0082610317142,11.3047363717605,10.681992498926911,8.947633221450536,5.117758403523956,0.0,3.24548070901325,3.8624193423543236,2.147938612231112,2.6837798090252125
2024-06-19,52.00661424525481,11.304378419265749,10.681654264956814,8.947349904128627,5.117596355128678,0.0,3.2485443383116084,3.862297042939821,2.147870600031664,2.6836948299822327
2024-06-21,52.00194891657476,11.303364343621432,10.680696051684986,8.946547269142213,5.117137273733072,0.0,3.2589825177961766,3.8619505699877403,2.145918972210349,2.6834540852492696
2024-06-26,51.99902207885633,11.302728153751717,10.680094907598765,8.946043728553011,5.116849264712349,0.0,3.2644274148584214,3.8617332069305768,2.1457981929565055,2.6833030517823317
2024-06-27,51.9982904209047,11.302569117473762,10.679944632150288,8.945917852262115,5.116777267522746,0.0,3.2657885433577047,3.861678869989324,2.1457680002673416,2.6832652960720136
2024-06-28,51.997558783542544,11.30241008567122,10.679794360930687,8.94579197951348,5.116705272359204,0.0,3.267149633553711,3.861624534577158,2.145737808427825,2.683227541424172
2024-07-02,51.997284424839776,11.302350449899045,10.679738010313558,8.945744778145952,5.116678274695201,0.0,3.26766003250248,3.8616041591917996,2.1457264867070487,2.6832133837051417
2024-07-03,51.997010069032235,11.302290814756189,10.679681660291077,8.945697577276524,5.116651277316097,0.0,3.268170426065163,3.861583784021457,2.145715165105747,2.683199226135514
2024-07-08,52.000119604390896,11.302966716560459,10.680320328701008,8.946232549631425,5.116957264295803,0.0,3.244796769274336,3.8618147152096336,2.163432364596397,2.6833596873400514
2024-07-09,51.99975375739827,11.302887194505272,10.680245187276292,8.94616960838632,5.116921263928098,0.0,3.2454774907878883,3.86178754540098,2.1634171437617074,2.6833408085551715
2024-07-10,52.002772149048745,11.303543284926263,10.680865135652368,8.946688900146347,5.1172182821118986,0.0,3.2486561409433747,3.862011707756389,2.1547478329393224,2.6834965664752897
2024-07-11,52.00194891657476,11.303364343621432,10.680696051684986,8.946547269142213,5.117137273733072,0.0,3.2501877679100684,3.8619505699877403,2.1547137220964574,2.6834540852492696
2024-07-12,52.118374405686374,11.328671082113562,10.704608718186481,8.966577405769227,5.128593867617686,0.0,3.0335777283777374,3.8705969667748494,2.159537841273087,2.6894619842009972
2024-07-15,49.08917319075807,10.670231048310102,10.082440162389686,8.445425940839012,4.830511992428456,5.805348232891383,2.864069206565325,3.6456318336917084,2.034022133481665,2.533146258644594
2024-07-18,49.081023648844955,10.668459629288376,10.080766325505722,8.444023872965278,4.829710054701962,5.820985963426883,2.863593727951125,3.645026603912975,2.033684455180085,2.532725718222643
2024-07-19,49.09243376534958,10.670939780643126,10.083109852793438,8.445986898366863,4.830832842091279,5.822339197794808,2.8642594422257828,3.645873981883547,2.0109097249321253,2.5333145139194473
2024-07-22,49.06172003611067,10.66426371408847,10.076801550634592,8.407512877701661,4.827810525197812,5.818696564176093,2.9582204874940254,3.6435930115235515,2.0096516382560674,2.531729594817057
2024-07-23,49.049510404119836,10.661609776654025,10.074293810618805,8.405420561367883,4.826609063247625,5.817248507653358,2.9823705665110447,3.642686257138212,2.0091515109283904,2.5310995417608195
2024-07-29,49.02429641224969,10.656129156357991,10.069115101185304,8.401099739325963,4.824127935899392,5.814258140259878,3.0322426590078466,3.6408137275060857,2.008118702864761,2.5297984253430883
