date,CS WEALTH SECURITIES LTD,ZHONGRONG PT SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-06-20,26.235109384168958,19.997409063677903,10.972629407441113,8.631008840146775,7.229855102922319,6.761140679130724,6.863989463713402,5.860449288638294,4.007078780861249,3.44132998929926
2024-06-25,26.25095374265821,20.00948624290447,10.97925618651626,8.636221427454288,7.173827761418797,6.765223983497698,6.868134882287305,5.863988631969307,4.009498804798216,3.443408336495448
2024-06-26,26.254420926014788,20.012129063365588,10.980706308850506,8.637362085561056,7.161567431276309,6.7661175232993,6.8690420143933615,5.864763138068675,4.010028372891647,3.4438631362787713
2024-07-03,26.228017313589046,19.992003214805,10.969663204363197,8.628675641417779,7.254933420900123,6.759312957119165,6.862133938850761,5.85886504824591,4.005995557417543,3.4403997032914724
2024-07-15,26.228059516950996,19.992035383830114,10.96968085558941,8.628528616309957,7.254945094774568,6.759323833493382,6.862144980673667,5.858874475714226,4.006002003443503,3.4404052392201776
2024-07-16,26.228059516950996,19.992035383830114,10.96968085558941,8.628528616309957,7.395740875342252,6.759323833493382,6.862144980673667,5.858874475714226,3.865206222875819,3.4404052392201776
2024-07-17,26.229199059065166,19.99290398664281,10.970157460170311,8.628903503812985,7.396062201370489,6.75961750882863,6.862443123324822,5.859129028827559,3.861029411927397,3.4405547160298275
2024-07-22,26.232407190795566,19.995349347994402,10.971499236187038,8.629958917631257,7.396966824564463,6.760444287540652,6.851051332411397,5.859845667475485,3.8615016600864243,3.440975535313321
2024-08-08,26.233462668828047,19.99615387393192,10.971940681622943,8.630306149663472,7.393240881056992,6.760716298430977,6.851326988935336,5.86008144219226,3.8616570301271893,3.4411139852108628
2024-08-14,26.233462668828047,19.99615387393192,11.05241198757708,8.630306149663472,7.393240881056992,6.760716298430977,6.851326988935336,5.86008144219226,3.8616570301271893,3.360642679256724
2024-09-04,26.237558727822847,19.999276047583596,11.054137696916616,8.631653674524314,7.378781381239641,6.7617719079460095,6.85239674628661,5.8609964277435225,3.862259984270635,3.3611674056662135
2024-09-05,26.232280539139087,19.995252809232316,11.072030864826992,8.629917251665022,7.377296997696553,6.760411647704692,6.851018255119118,5.859817375784406,3.8614830165216842,3.360491242310131
2024-09-10,26.242458787430152,20.003011061414444,11.096451590305106,8.63326570016868,7.380159423647184,6.763034719236635,6.79475128646804,5.862091012500896,3.8629812901031695,3.3617951287256926
2024-09-13,26.242458787430152,20.003011061414444,11.07632686490447,8.63326570016868,7.400284149047821,6.763034719236635,6.79475128646804,5.862091012500896,3.8629812901031695,3.3617951287256926
2024-09-17,26.243303810282615,20.003655170322144,11.07668352924747,8.834797430770678,7.397302382870377,6.763252492995414,6.794970081519233,5.862279775334017,3.8631056804087884,3.1606496462492673
2024-09-30,8.970923959331161,6.837983157110318,3.7864167705714213,3.088853769341626,2.459543189659039,2.311927807223956,2.3227700425186235,2.0039422807825233,1.3205512368541337,1.0804259952772983
2024-10-02,26.21751290211215,19.983996348502263,11.126114576276898,9.027170882015763,7.228222770555412,6.75660582894574,6.788292246645225,5.856518552568461,3.8580224108622967,3.157543481515791
2024-10-04,26.196445097502984,19.96793765781133,11.076995003294568,9.019916850215496,7.342950964553211,6.751176372232708,6.742658450273788,5.8518123857777296,3.8951010678561167,3.155006150482069
2024-10-07,26.196445097502984,19.96793765781133,11.016726687547497,9.120364043127283,7.322861525970853,6.751176372232708,6.72256901169143,5.8518123857777296,3.8951010678561167,3.155006150482069
2024-10-08,26.212242774742855,19.97997925479481,11.023370287158128,9.06555938733601,7.327277552742004,6.755247646213625,6.726623034100737,5.855341301361303,3.897449995325384,3.156908766225145
2024-10-09,26.20954528955609,19.97792312787218,10.941837939904108,9.165123880461207,7.326523507282114,6.7545524679865965,6.725930801614285,5.854738731922297,3.8872403626437486,3.1565838907573704
2024-10-10,26.20988244484193,19.97818012059404,10.941978693910235,9.165241779109488,7.325331370901589,6.754639357440148,6.726017322883424,5.8548140463197385,3.8872903674653174,3.1566244965340906
2024-10-16,26.21030390114755,19.97850137079439,10.942154641510388,9.165389156685427,7.325449162620172,6.75474797240076,6.726125477600195,5.854908192041423,3.885744869975584,3.1566752552241133
2024-10-17,26.199771558097023,19.970473213972316,10.977941627506208,9.161706138619177,7.322505505657211,6.752033645884993,6.723422652741766,5.852555456955233,3.884183423067842,3.1554067774982335
2024-10-21,26.201877349482377,19.972078329129985,10.978823973173109,9.162442505416081,7.315056605994497,6.752576336658215,6.723963043923072,5.853025852692701,3.884495612049082,3.155660391480882
2024-10-23,26.202635517249163,19.972656233751966,10.979141652335661,9.162707626440806,7.315268271748707,6.752771726692789,6.724157606014061,5.853195213669416,3.8817144496024656,3.155751702494968
2024-10-24,26.194634847355623,19.966557815548267,11.00632313569484,9.159909900273075,7.313034639693397,6.750709846412994,6.722104462723097,5.851408008611506,3.8805292132581375,3.1547881304290595
2024-10-30,26.178858380602666,19.954532386013412,10.97961831158877,9.154393082999466,7.148022541840743,6.746644038659939,6.718055883379118,5.847883831067371,4.119103474647355,3.152888069201163
2024-11-08,26.17755504305987,19.953538932027396,10.9790716816119,9.153937323469654,7.147666671237064,6.746308151038882,6.717721419044572,5.847592689015562,4.123876989605932,3.152731099889168
2024-11-13,26.182811229910197,19.957545399735306,10.921039218289849,9.155775340996852,7.149101850019273,6.747662741111691,6.759228235371221,5.848766826162731,4.124705022169305,3.153364136233571
2024-11-15,26.183778598221952,19.958282765056033,10.921442714582835,9.156113616625722,7.14936598569693,6.747912044941476,6.759477966507782,5.848982918760305,4.12116274699392,3.1534806426130437
2024-11-18,26.161673166235982,19.941433154883665,10.952347925235435,9.148383645718397,7.18762879673179,6.742215177692266,6.753771334827836,5.8440449647666615,4.117683490458616,3.1508183434493513
2024-11-19,26.140694973267646,19.92544276963077,11.023752334912592,9.141047855065834,7.181865271481532,6.736808815104792,6.748355705734629,5.839358815596938,4.11438165428413,3.1482918049211364
2024-11-22,26.13545568076232,19.92144917944218,11.041585548146605,9.13921574526283,7.1804258341242,6.735458578932002,6.747003155256974,5.838188452341113,4.113557022460554,3.14766080327122
2024-12-06,26.08881394482445,19.885897055022514,11.001873666077538,9.322974748152658,7.166010983907471,6.72343837602082,6.73496234971743,5.8277695314898486,4.106215905368489,3.1420434394187806
2024-12-11,26.078378995047053,19.877943135097805,11.037470952352848,9.31924576401874,7.163144737673376,6.720749149061955,6.7322685134234295,5.8254385523006835,4.104573509633738,3.140786691390369
2024-12-12,26.08881394482445,19.885897055022514,11.041887463635211,9.322974748152658,7.166010983907471,6.72343837602082,6.73496234971743,5.8277695314898486,4.066202107810815,3.1420434394187806
2024-12-17,26.08881394482445,19.885897055022514,11.061894362414048,9.382995444489168,7.166010983907471,6.72343837602082,6.654934754602082,5.8277695314898486,4.066202107810815,3.1420434394187806
2024-12-18,26.073164649844653,19.87396856070268,11.055258919029042,9.437351776573653,7.161712474210831,6.719405342144793,6.6509428124131285,5.824273761821459,4.063763008955375,3.1401586943043873
2024-12-19,26.067952389431383,19.86999557541398,11.07303977375578,9.435465164966212,7.1602807833930155,6.7180620725058375,6.649613229050401,5.823109437046446,4.062950626133997,3.1395309483029514
2024-12-20,26.05445190671266,19.859704988417377,11.127246735123618,9.430578577308705,7.148420440827219,6.714582816461549,6.646169422373766,5.820093673201645,4.060846441121853,3.1379049984516074
2024-12-23,26.059658769169346,19.863673859176018,11.109485923879006,9.4324632350906,7.149849019795266,6.715924694974462,6.6474976287843255,5.821256792170713,4.061657982617806,3.1385320943424584
2024-12-27,25.058109180673092,19.100254255108972,14.525810695540523,9.069945837787312,6.875059222775429,6.457811890267237,6.3920146781589136,5.597528715131297,3.905556480401818,3.017909044155406
2025-01-14,25.057531359748165,19.099813817783858,14.527781665287884,9.069736691739811,6.874900689142647,6.45766297804036,6.3918672831656655,5.59739964037964,3.905466421242063,3.017839453469905
2025-01-16,25.057531359748165,19.099813817783858,14.52808912180599,9.069736691739811,6.874900689142647,6.45766297804036,6.3918672831656655,5.59739964037964,3.9051589647239573,3.017839453469905
2025-01-23,25.0577239637622,19.099960627968624,14.528200791556733,9.069806406017248,6.874184885671126,6.457712614686247,6.3919164140747835,5.597442664635439,3.905188981619128,3.0178626500084675
2025-02-05,25.057801006196872,19.100019352674465,14.528245459937706,9.069526832201628,6.874206021028062,6.457732469558258,6.391936066649912,5.597459874522954,3.905200988506402,3.0178719287237405
2025-02-10,25.04817437200821,19.09268156196972,14.522664040226879,9.066042527371517,6.909982821711518,6.455251556402418,6.3894804309676045,5.595309458427606,3.9037006995807992,3.0167125313337273
2025-02-12,25.051061585525414,19.09488230712051,14.52433801579492,9.067087537684197,6.910779310729446,6.455995630172977,6.390216923535654,5.595954409746668,3.892624022687199,3.0170602570030165
2025-03-05,25.046249932702143,19.09121468033953,14.540755651786242,9.06534598764247,6.909451931022684,6.454755602500102,6.388989530229527,5.59487957346707,3.8918763515633725,3.0164807587468636
2025-03-06,25.04144012790888,19.08754846219808,14.557166982192934,9.063605106484571,6.908125061127754,6.4535160510894265,6.38776260833307,5.593805150003979,3.891128967600471,3.0159014830608357
2025-03-12,25.04144012790888,19.08754846219808,14.518759597405342,9.102012491272161,6.908125061127754,6.4535160510894265,6.38776260833307,5.593805150003979,3.891128967600471,3.0159014830608357
2025-03-13,25.036632170081173,19.083883651884783,14.515971994795493,9.119464909676744,6.906798700751001,6.452276975666623,6.38653615757475,5.59273113911961,3.890381870633091,3.0153224298167327
2025-03-14,25.036632170081173,19.083883651884783,14.515971994795493,9.234664941379792,6.906798700751001,6.452276975666623,6.38653615757475,5.59273113911961,3.7751818389300418,3.0153224298167327
2025-03-25,25.031826058155364,19.080220248588883,14.513185462419855,9.232892225584628,6.924669169188472,6.451038375957577,6.3853101776832455,5.591657540576365,3.7744571429591574,3.014743598886452
2025-04-01,25.03194138323058,19.080308153795247,14.513252326667041,9.232934762792578,6.924701072094433,6.451068096781149,6.385339595687942,5.591683302113895,3.7740138186111056,3.014757488226027
2025-04-09,25.036747539445585,19.083971590850073,14.516038884721084,9.23470749492364,6.926030621192729,6.452306707904117,6.386565586877074,5.592756910550546,3.755538339044817,3.01533632449034
