date,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,REALINK FINANCIAL TRADE LTD,THE HONGKONG AND SHANGHAI BANKING,MIB SECURITIES (HONG KONG) LTD
2024-03-04,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,36.95607225428093,44.84878103795042,0.0,18.19514670776865
2024-03-08,0.0,0.0,27.586255279145792,33.47785214182487,25.353930771281448,13.581961807747891
2024-03-11,0.0,0.0,27.596414191720093,33.47315553934428,25.350373872420423,13.5800563965152
2024-03-13,0.0,0.0,27.613647258632263,32.68000712221446,24.749695251400475,14.956650367752806
2024-03-19,0.0,0.0,28.95591075317418,32.68000712221446,24.749695251400475,13.614386873210885
2024-04-02,0.0,0.0,29.968073882243324,32.69344075855359,24.75986900700182,12.578616352201259
2024-04-03,0.0,0.0,30.850697552712397,32.860034980925754,24.335155830383826,11.95411163597802
2024-04-09,0.0,0.0,30.084205154376114,32.04362015014571,23.730543505996426,14.141631189481743
2024-04-10,0.0,0.0,30.355446749876258,31.91930542735214,23.638479752779226,14.086768069992376
2024-04-18,0.0,0.0,30.392038681507078,31.9577825102798,23.666974725760436,13.983204082452685
2024-05-14,0.0,0.0,30.744526325608668,31.79595154648792,23.54712757026159,13.912394557641822
2024-05-16,41.05159589121964,0.0,18.364359085363454,18.733519619032627,13.908457633122124,7.942067771262151
2024-05-28,41.088456836376544,0.0,18.402019166305163,18.771936743305595,13.936979926647474,7.800607327365225
2024-05-29,39.5715750693152,0.0,21.391621406054163,18.078924379961258,13.445250484256904,7.512628660412473
2024-05-30,39.57758784425451,0.0,21.539221272554606,18.08167141500475,13.447293447293449,7.354226020892687
2024-05-31,39.59563713753658,0.0,21.655455478280697,18.089917531258312,13.453426063162697,7.205563789761715
2024-06-04,39.631785157290125,0.0,21.682833124120354,18.106432348130397,13.442884856784207,7.136064513674921
2024-06-12,39.68008531058385,0.0,21.709258483452032,18.12849906691549,13.45926800472255,7.022889134326084
2024-06-13,39.713360015246806,0.0,21.72746331236897,18.143701162569087,13.470554602630076,6.9449209071850575
2024-06-25,39.74365821094793,0.0,21.744039671943543,18.157543391188252,13.480831584970437,6.873927140949839
2024-06-26,39.76793007366693,0.0,21.75731898164052,18.16863239054926,13.489064468109468,6.817054086033818
2024-07-02,39.783115048302726,0.0,21.76562678987361,18.17556989575776,13.524762304784451,6.750925961281454
2024-07-09,39.496569240683876,0.0,21.608855529019298,18.044656734523674,13.42734751127791,7.422570984495243
2024-07-10,39.52353856075263,0.0,21.62361063692576,18.056978111604263,13.436516065399642,7.359356625317705
2024-07-12,39.643849168600894,0.0,21.38503101099654,18.11194398995472,13.477417145466305,7.381758684981546
2024-07-19,39.643849168600894,0.0,21.40786119249648,18.11194398995472,13.454586963966364,7.381758684981546
2024-07-30,39.23479570702316,0.0,22.226322726416868,17.925061193748824,13.308228205610998,7.3055921672001505
2024-08-07,39.1035699538271,0.0,22.869477082473068,17.868538608806634,13.266263748639211,6.892150606253988
2024-08-15,39.088896393860935,0.0,22.635746181845473,18.124507486209616,13.261285601711133,6.889564336372847
2024-08-20,38.670973011099974,0.0,22.720421724765195,17.930727252478004,13.11950105802428,7.558376953632551
2024-09-13,38.673844440319286,0.0,22.722108780397253,17.932058659736402,13.113049935028773,7.5589381845182855
2024-09-17,38.565029062233904,0.0,22.569323608900078,18.25182333123542,13.076154159416534,7.53766983821406
2024-10-09,38.20015402104954,0.0,22.355788624445342,18.189152517510728,13.788551101983938,7.466353735010451
2024-10-16,38.12744775081439,0.0,22.313238900479483,18.15453314300355,13.95263716555031,7.452143040152263
2024-10-29,38.10234463586817,0.0,22.298547862028602,18.208420205567137,13.943450748015657,7.447236548520429
2024-11-01,38.052237442922376,0.0,22.34228310502283,18.242922374429224,13.925114155251142,7.437442922374429
2024-11-07,38.17775334432839,0.0,22.41597947590251,17.97324537291552,13.971046362470222,7.46197544438336
2024-12-13,38.18615051871403,0.0,22.420909857399465,17.977198577660474,13.952124344734044,7.46361670149199
2024-12-19,38.197352498991606,0.0,22.427487074181364,18.033808807891166,13.95621722709105,7.385134391844817
2024-12-23,38.1721572794899,0.0,22.41269375939023,18.058558393491882,13.976327457950088,7.380263109677893
2025-03-12,38.34075600868637,0.0,22.5116861128492,18.064706098862672,13.669991534469434,7.41286024513232
2025-03-13,38.482396837711036,0.0,22.59485019764306,18.131441870774687,13.720492075806273,7.070819018064946
2025-03-20,38.47386888273315,0.0,22.589843028624195,18.149584487534625,13.717451523545707,7.069252077562327
2025-04-01,30.9425219070251,19.575226496361207,18.167830090598542,14.596762215951284,11.032229318283084,5.685429971780781
2025-04-03,31.00400652915863,19.557797892862443,18.151654548152546,14.58376613740911,11.022406885294554,5.680368007122719
2025-04-09,30.9425219070251,19.575226496361207,18.167830090598542,14.596762215951284,11.032229318283084,5.685429971780781
2025-04-25,31.006995088554845,19.616014287840454,18.2056853698467,14.627176663193927,10.84685221015032,5.6972763804137525
