date,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,"CHINA MINSHENG BANKING CORP., LTD.",HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,HANG SENG BANK LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,49.445850850362724,25.4208780449995,19.750899039349573,0.0,5.382372065288206,0.0,0.0,0.0,0.0,0.0
2024-03-04,43.691221205798335,22.43421732536884,17.453638561370504,11.670832462708098,4.75009044475422,0.0,0.0,0.0,0.0,0.0
2024-03-05,42.6737078899946,21.900661980301923,17.038536843747636,11.389729352133985,4.6371185451959525,0.0,0.0,2.3602453886259003,0.0,0.0
2024-03-06,41.759036044681984,21.268782627417202,16.42603955913134,11.079037404409776,4.504090871036962,0.0,2.6708660612862483,2.2921474320364843,0.0,0.0
2024-03-07,41.80425267113909,21.27219007804311,16.375649605102527,11.079286565930115,4.504812466980017,0.0,2.671293958095937,2.2925146547092052,0.0,0.0
2024-03-08,41.719359538720155,21.26391673402583,16.418468576656807,11.074977524459081,4.561399576013134,0.0,2.6702550178737257,2.291623032251269,0.0,0.0
2024-03-11,41.60251151053679,21.299163638883982,16.471273262613238,11.09333532203671,4.563613444905388,0.0,2.6746812120570103,2.295421608966878,0.0,0.0
2024-03-12,41.62297695880248,21.260889065183726,16.481522524345785,11.100931598076084,4.5635960149937285,0.0,2.67467099658679,2.2954128420114053,0.0,0.0
2024-03-13,40.905041495586595,20.937974733065097,16.263169267564486,10.932328587077949,4.494283271075877,0.0,2.63367146530211,2.2597974226265656,0.0,1.5737337577013233
2024-03-14,40.6661736726494,21.015518823916047,16.31698223421879,10.97281662338406,4.52074354835617,0.0,2.6411601590690013,2.287042835077796,0.0,1.5795621033287386
2024-03-15,40.654696451209254,21.025202606939068,16.308637637885916,10.977872809539758,4.522826670833032,0.0,2.6423771845502078,2.288096686127814,0.0,1.580289952914951
2024-03-18,40.59214065619015,21.06340961540316,16.313678948981348,10.99659159192919,4.523513726610774,0.0,2.6423372642917853,2.2880621182351075,0.0,1.5802660783584832
2024-03-19,40.64334332991782,21.04395885524114,16.304794427800573,10.99178204182676,4.518121309081429,0.0,2.63918737094702,2.280430399945731,0.0,1.578382265239527
2024-03-20,40.6920556604448,20.960838901933183,16.31536249053351,10.998014690922178,4.525342558473052,0.0,2.643405546797793,2.2840751796034056,0.0,1.5809049712920842
2024-03-21,40.7722970426635,20.93068094845003,16.297674617690337,10.986558167135733,4.519075989880356,0.0,2.6397450322702674,2.275252423880553,0.0,1.578715778029226
2024-03-22,40.760241486818174,20.920813591104938,16.32921440148383,10.979870193663833,4.519208425972689,0.0,2.638500576459322,2.2741798009318774,0.0,1.5779715235653358
2024-03-25,40.739554457850055,20.920261294173496,16.351034243080676,10.979580331675955,4.519089121580661,0.0,2.638430921626558,2.274119763949084,0.0,1.5779298660635104
2024-03-26,40.94451118222466,21.090523755201943,16.121395131893006,10.761886708749204,4.547884081336678,0.0,2.650399068023524,2.292628004464762,0.0,1.5907720681062294
2024-03-27,41.159714266945656,20.941000311070496,16.263051367697138,10.68558920259326,4.452597525844011,0.0,2.6316087903816086,2.286944410062889,0.0,1.5794941254049404
2024-03-28,41.183230140974246,20.938945109204827,16.24371412936899,10.684540492286267,4.452160536846051,0.0,2.6313505177482406,2.2867199636492304,0.0,1.5793391099221492
2024-04-02,41.18909175936993,20.93847088913823,16.239571620159023,10.683921048889633,4.451682242854132,0.0,2.6312909235704414,2.286668174579256,0.0,1.5793033414393542
2024-04-03,41.18136680898691,21.01271815292819,16.233325131180564,10.624294038227648,4.4514184445788665,0.0,2.631134998243903,2.286532670945427,0.0,1.5792097549084956
2024-04-05,41.21713645237519,21.002095925925783,16.21908296490812,10.618923306930867,4.44916818943068,0.0,2.6298049221908237,2.285376796255516,0.0,1.5784114419830106
2024-04-08,41.135070022562495,21.00391838046034,16.301228748645855,10.61607194157406,4.449554265504727,0.0,2.630033123220014,2.285575109572444,0.0,1.5785484084600703
2024-04-09,41.140813049100665,20.98798407899211,16.303504626364234,10.61642208812406,4.459986189772787,0.0,2.626626964354491,2.285894207570869,0.0,1.578768795720785
2024-04-10,41.20288495706353,20.97717142011837,16.28139887820837,10.593238374951639,4.456660665174918,0.0,2.6255569932148024,2.2849630358195414,0.0,1.5781256754488215
2024-04-11,41.24916233358525,20.94013936826781,16.26707896842391,10.725130671289394,4.4508174279699935,0.0,2.5093209654258404,2.282160311032909,0.0,1.5761899540049011
2024-04-12,41.29710330404367,20.93493575161193,16.28940250473873,10.725938803076614,4.384468606080711,0.0,2.50951004116754,2.2823322703635136,0.0,1.5763087189172895
