date,CHINA CONSTRUCTION BANK (ASIA),EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,CITIBANK N.A.,THE BANK OF EAST ASIA LTD
2024-10-22,27.70981934874868,20.827879554150403,17.691801885729873,0.0,10.02080766770398,7.311992085358793,7.268019906983709,4.485710475784288,4.683969075540271
2024-10-23,27.68447061281837,20.810469705267483,17.778052410304962,0.0,9.981512809727596,7.310233149229783,7.2832823750981035,4.484345881129896,4.667633056423806
2024-10-24,27.648727424312174,20.78633684549101,17.76057004277994,0.0,9.987773307482396,7.371914422966862,7.287555808325038,4.495515434226422,4.661606714416159
2024-10-25,27.679163880849522,20.81031434938025,17.780121351955575,0.0,9.986171590628762,7.288567904627313,7.28188627011352,4.507036317033108,4.666738335411952
2024-10-28,27.682650932641174,20.81403154379668,17.782361311380757,0.0,9.99290709917961,7.274149295711093,7.282803650229266,4.50376991077355,4.667326256287875
2024-10-29,27.678709112772214,20.8127107661648,17.77982922493771,0.0,10.010652486324329,7.265993849174536,7.281766628876072,4.503676270750564,4.666661660999775
2024-10-30,27.67749647095409,20.813441858957955,17.781788476323847,0.0,10.010213906050147,7.265675516120929,7.281447604795575,4.503478958579719,4.666457208217743
2024-10-31,5.00028890021624,3.7594193343105813,3.2125044126539883,0.0,1.8108459473235967,1.312635941403121,1.3154853681934318,0.8158858709589588,0.8430543638971293
2024-11-01,27.63708541261715,20.779771740665932,17.755825835800852,0.0,10.049735696589934,7.328344005499966,7.270816187888214,4.509480942524171,4.668940178413776
2024-11-04,27.635423068381705,20.778521857284552,17.72741736583686,0.0,10.066082308508017,7.344307497042868,7.270378855253587,4.509209701561611,4.6686593461308
2024-11-05,27.629228819434026,20.77441121231252,17.723443913500287,0.0,10.084600183228682,7.312046864539232,7.268749260640112,4.539906841159728,4.667612905185415
2024-11-06,27.630242621895235,20.78134135365997,17.72388758898363,0.0,10.12733889636845,7.259799163457332,7.265158482473383,4.543061917749295,4.669169975412702
2024-11-07,27.657316258825475,20.801704059063304,17.727021898772932,0.0,10.112081585612415,7.228594355619111,7.255855131594472,4.552987511997273,4.664439198515012
2024-11-08,27.634171814655417,20.784843537016254,17.717656883408274,0.0,10.126044331820024,7.249345663992167,7.266738580359427,4.56066332820029,4.660535860548147
2024-11-11,27.611669653744674,20.768465200245622,17.690660078013224,0.0,10.158786446668625,7.29590677398291,7.260821365907398,4.556949637022599,4.656740844414943
2024-11-12,27.593272334610745,20.754627424877373,17.68433438226515,0.0,10.16840189769038,7.318352477976006,7.2723676957603995,4.5550056721027365,4.65363811471721
2024-11-13,27.575351012189497,20.74114767643349,17.672848732631913,0.0,10.156339879349135,7.354533056492624,7.267644426817841,4.5815195536557285,4.650615662429771
2024-11-14,27.56466954222459,20.733659045664727,17.67200433938792,0.0,10.14313104855617,7.387691950922161,7.270284977549163,4.579744875847118,4.6488142198481475
2024-11-15,27.708735454105337,20.842571310586873,17.19839415427748,0.0,10.2082091189854,7.455918333432023,7.309379747850858,4.6036807739615275,4.673111106800508
2024-11-18,27.392508095578492,20.605246564967157,18.12981761122316,0.0,10.09712905051972,7.3599840057298485,7.216744291080059,4.578791393275301,4.619778987626263
2024-11-19,27.387904987836077,20.60232607900561,18.12677102989064,0.0,10.111694488094408,7.358747215026249,7.215531570747719,4.578021961354727,4.619002668044573
2024-11-20,27.35794838627421,20.579791472073445,18.132935195417097,0.0,10.148284656841943,7.369650092368624,7.221176296588439,4.576263448784308,4.6139504516519265
2024-11-21,27.338408163282313,20.565092500176384,18.161648048182485,0.0,10.186488142567967,7.364386371414701,7.200326919840666,4.572994884672834,4.610654969862652
2024-11-22,27.3270225848503,20.557068660353085,18.157329505763144,0.0,10.201176167937687,7.3613193384647735,7.213013379507004,4.574335584571275,4.608734778552727
