date,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GET NICE SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,QUAM SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,56.22935205216595,31.63115539152082,0.0,0.0,0.0,0.0,0.0,0.0,12.139492556313233
2024-03-04,0.0,44.684765006101564,25.227931589761944,0.0,0.0,0.0,0.0,13.504131456016792,6.909137874982011,9.674034073137694
2024-03-05,47.07280630996245,21.632589059383818,12.215539110176575,0.0,0.0,4.511297027316321,0.0,6.540511923894152,3.3444399279238692,4.682816641342813
2024-03-06,47.11707394715309,21.662252543820152,12.20450932138281,0.0,0.0,4.4248840714523325,0.0,6.553107825052221,3.348987804992228,4.689184486147164
2024-03-07,47.07503106845805,21.661323245086155,12.203846718770892,0.0,0.0,4.424643837317066,0.0,6.5527520461964945,3.3488059830108248,4.733597101160516
2024-03-08,47.0306285942906,21.679283842797187,12.214939725750067,0.0,0.0,4.42866573353543,0.0,6.5587083422608705,3.351849968157271,4.735923793208579
2024-03-11,46.97934473806038,21.669756347264528,12.147847602723687,0.0,0.0,4.426719447242125,0.0,6.555825956251997,3.350376915088299,4.870128993368978
2024-03-12,46.95052866642494,21.670130865866888,12.148057554087833,0.0,0.0,4.426795954275885,0.0,6.5714939691015894,3.3504348196839713,4.882558170558891
2024-03-13,46.81237251571213,21.687429254110487,12.157062295020399,0.0,0.0,4.435266060447131,0.0,6.576365085365915,3.414689114809023,4.916815674534911
2024-03-14,46.71535363082868,21.723658801566675,12.207371827063513,0.0,0.0,4.439994336382256,0.0,6.589559573023575,3.418329390758072,4.905732440377228
2024-03-15,46.52401313376801,21.762291997074428,12.234750782337606,0.0,0.0,4.446978986705095,0.0,6.632874593467715,3.4237068380415265,4.975383668605617
2024-03-18,46.4332256007004,21.80378000892653,12.25844932347611,0.0,0.0,4.454239845976924,0.0,6.637500996631668,3.429296937210724,4.983507287077641
2024-03-19,46.43426225209811,21.90205357668877,12.039262232760334,0.0,0.0,4.534327101201583,0.0,6.660022032013442,3.3413185648875228,5.088754240350245
2024-03-20,46.36662143717029,21.927065683824562,12.090082452616674,0.0,0.0,4.532538856669717,0.0,6.6721061901639525,3.3451343448840043,5.066451034670797
2024-03-21,46.326928480890196,21.9271202387989,12.105040651989329,0.0,0.0,4.5263300841297465,0.0,6.697749394793062,3.3501187073138405,5.066712442084924
2024-03-22,46.15649449664997,21.82952932878234,12.211347852389013,0.0,0.0,4.527627848338748,0.0,6.762320602688998,3.409350090465783,5.103329780685148
2024-03-25,46.198241352949765,21.751990815388847,12.236858227805957,0.0,0.0,4.533674578592421,0.0,6.685550345413832,3.45245182259634,5.14123285725284
2024-03-26,46.1855571401685,21.816027510789844,12.22214620324315,0.0,0.0,4.536337098781994,0.0,6.676785468467028,3.4544793661533033,5.1086672123961865
2024-03-27,46.146872086991166,21.813150610364257,12.220534457126847,0.0,0.0,4.535738887667544,0.0,6.686355145686383,3.4540238206533833,5.143324991510418
2024-03-28,46.14847961564,21.81391047258117,12.216730189574681,0.0,0.0,4.535896890363628,0.0,6.687334530591232,3.4541441417497944,5.143504159499498
2024-04-02,45.038975400212564,21.311441774832446,11.930154939623117,0.0,2.33628423749282,4.453794108826488,0.0,6.5333814887545545,3.373118187551723,5.022849862706289
2024-04-03,45.03098025980312,21.12591726556682,11.93374656996907,0.0,2.337130390163066,4.455407178725017,0.0,6.536476960260479,3.3743398595193916,5.206001515993037
2024-04-05,45.03861402144159,21.152229359520547,11.937409801161145,0.0,2.3379430461640918,4.456956391980745,0.0,6.493522488220943,3.3755131691250004,5.20781172238594
2024-04-08,41.245026072991045,19.37430317455115,10.941649977612647,8.380340430339158,2.142661505198971,4.084679867251726,0.0,5.956263045467915,3.090892264316072,4.78418366227131
2024-04-09,41.24079848842651,19.373654269695606,10.940528466609743,8.3794814516641,2.1424418839847577,4.084261190596575,0.0,5.964565511873706,3.0905754501527314,4.783693286996272
2024-04-10,41.12235754849434,19.42424461266284,10.961298656855165,8.396244615199187,2.1467278417582576,4.092431760416785,0.0,5.978060524572924,3.0967581503576644,4.781876289682832
2024-04-11,41.089681033981655,19.458045230995566,10.9712928744302,8.403900085424427,2.0659998622462763,4.096163129728486,0.0,6.038038768222481,3.0995816912263896,4.777297323744516
2024-04-12,41.0739035254979,19.446885275917584,10.97722943267643,8.40844742938139,2.067117773203472,4.098379560488653,0.0,6.046895814607881,3.1012588725266714,4.779882315700028
2024-04-15,40.8861415065156,19.476341335934837,11.071403502148836,8.420893182351323,2.070177414995981,4.104445771880858,0.0,6.0670424039575535,3.105177419933542,4.798377462281471
2024-04-16,40.89850511109359,19.482230807869115,11.04630423476737,8.421647638200099,2.070803418184891,4.105686919679734,0.0,6.068877023475966,3.106116397894044,4.799828448835195
2024-04-17,38.199982847512565,18.213732730748685,10.3166032260845,7.873309825113125,1.9359723416019696,3.838363530780726,6.571361290687938,5.653835454734107,2.9038755602354853,4.492963192500897
2024-04-18,38.202462829587056,18.2149151849624,10.31727299054938,7.873820968463926,1.9360980269124335,3.8386127212787877,6.572835023524667,5.646663291624974,2.9040640828158404,4.493254880280529
2024-04-19,38.09979464911541,18.2500008125514,10.337146154613261,7.8889875474678215,1.9398273450925212,3.8460066693169517,6.5854956392616915,5.657539912424942,2.90965790029287,4.485543369863134
2024-04-22,38.054461764332146,18.248660926232947,10.368993950927338,7.89294573560366,1.940800626079051,3.8479363488705376,6.5887998187335315,5.658489121222973,2.91111778006971,4.4877939279281005
2024-04-23,38.01370992641889,18.254294184221887,10.399074305950641,7.8953822431261065,1.9413997402099994,3.849124184967982,6.590833743818031,5.660235864678633,2.912016425595407,4.483929381012427
2024-04-24,37.980991028499,17.36350348533709,10.404492866146285,7.899496225072318,2.842293432257641,3.851129816477397,6.594267975397656,5.664025619498495,2.913533766065199,4.4862657852489205
2024-04-25,37.94632356208774,17.371679230760545,10.409391905387162,7.903215766475023,2.8436317490057856,3.8529431519599955,6.597372939569571,5.672157888239643,2.9149056268981295,4.488378179616401
2024-04-26,37.90159283881332,17.384908106984692,10.415215216925928,7.9092342210963995,2.8457972306460433,3.8558772441325995,6.602396969133021,5.676056619175962,2.9171253850015963,4.491796168090432
2024-04-29,37.864356428420386,17.394861300667177,10.421178127610348,7.913762409545728,2.8474265042000586,3.8580848078879306,6.6061769681642515,5.681200635571244,2.9187954952934847,4.494157322639388
